"","X","a1","g6","rho","beta2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"165",165,-0.5,0.5,-0.2,-1.5,-0.000394299999999959,-0.0176328,-7.04999999999734e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"166",166,-0.5,0.5,-0.2,-1,-0.000651899999999928,-0.0181545999999999,4.28000000000095e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"167",167,-0.5,0.5,-0.2,1,-0.00104760000000004,0.00569340000000007,0.00026130000000002,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"168",168,-0.5,0.5,-0.2,1.5,-0.000878200000000051,0.00944929999999999,-8.05999999999862e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"169",169,-0.5,0.5,0.2,-1.5,-0.000224299999999955,-0.0176264,-1.81000000000209e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"170",170,-0.5,0.5,0.2,-1,-0.0005466999999999,-0.0181486,0.000102799999999958,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"171",171,-0.5,0.5,0.2,1,-0.00085869999999999,0.00551929999999989,3.90999999998476e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"172",172,-0.5,0.5,0.2,1.5,-0.000940799999999964,0.00936130000000002,-0.000128200000000023,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"173",173,-0.5,0.5,0.75,-1.5,-0.0002799,-0.0176287000000001,-4.74000000000308e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"174",174,-0.5,0.5,0.75,-1,-0.000555399999999873,-0.0181509,8.4799999999996e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"175",175,-0.5,0.5,0.75,1,-0.000911200000000112,0.00546989999999992,-6.73000000001034e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"176",176,-0.5,0.5,0.75,1.5,-0.00082340000000003,0.0095154999999999,2.78999999998586e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"177",177,-0.5,1.25,-0.75,-1.5,-0.000247600000000014,0.00511500000000009,-1.12999999999364e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"178",178,-0.5,1.25,-0.75,-1,-0.00036819999999993,-0.00292530000000002,-0.000115100000000146,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"179",179,-0.5,1.25,-0.75,1,-0.000808799999999943,0.00178149999999999,5.50000000010265e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"180",180,-0.5,1.25,-0.75,1.5,-0.000869899999999868,0.00539480000000003,0.000117700000000109,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"181",181,-0.5,1.25,-0.2,-1.5,-0.000320200000000104,0.00512199999999996,-2.42999999999771e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"182",182,-0.5,1.25,-0.2,-1,-0.000346199999999963,-0.00281360000000008,9.76999999998673e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"183",183,-0.5,1.25,-0.2,1,-0.000785600000000053,0.00163150000000001,7.59000000000176e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"184",184,-0.5,1.25,-0.2,1.5,-0.00070250000000005,0.00532340000000009,8.04000000000915e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"185",185,-0.5,1.25,0.2,-1.5,-9.11000000000106e-05,0.00509280000000012,1.23000000000761e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"186",186,-0.5,1.25,0.2,-1,-0.000501399999999985,-0.00277320000000003,0.000108099999999944,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"187",187,-0.5,1.25,0.2,1,-0.00067880000000009,0.00182570000000004,0.000202499999999994,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"188",188,-0.5,1.25,0.2,1.5,-0.000749999999999917,0.00516120000000009,5.39999999999985e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"189",189,-0.5,1.25,0.75,-1.5,-0.0001637000000001,0.00509979999999999,-6.99999999964618e-07,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"190",190,-0.5,1.25,0.75,-1,-0.00048999999999999,-0.00271650000000001,0.000346300000000022,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"191",191,-0.5,1.25,0.75,1,-0.000935400000000031,0.00166820000000001,-0.000147899999999979,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"192",192,-0.5,1.25,0.75,1.5,-0.000717600000000096,0.00525739999999986,0.000110999999999861,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"193",193,0.5,-1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"194",194,0.5,-1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"195",195,0.5,-1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"196",196,0.5,-1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"197",197,0.5,-1.25,-0.2,-1.5,0.00153639999999999,-0.0791637000000001,1.05000000000244e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"198",198,0.5,-1.25,-0.2,-1,0.00235730000000001,-0.0517976,-3.81000000000409e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"199",199,0.5,-1.25,-0.2,1,0.00295519999999994,0.0166027999999999,-3.69999999999537e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"200",200,0.5,-1.25,-0.2,1.5,0.00285609999999992,0.0216478999999999,-5.8400000000014e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"201",201,0.5,-1.25,0.2,-1.5,0.00148549999999992,-0.0791905000000001,-2.59999999996374e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"202",202,0.5,-1.25,0.2,-1,0.00230300000000006,-0.0518110000000001,-5.30000000000808e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"203",203,0.5,-1.25,0.2,1,0.00291079999999988,0.0165949999999999,-4.88999999999074e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"204",204,0.5,-1.25,0.2,1.5,0.00280259999999999,0.0216413,-7.04999999999734e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"205",205,0.5,-1.25,0.75,-1.5,0.00157389999999991,-0.0791871,1.10000000000943e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"206",206,0.5,-1.25,0.75,-1,0.00234199999999996,-0.0518021000000001,-3.50000000001183e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"207",207,0.5,-1.25,0.75,1,0.00291799999999998,0.0165753999999999,-3.96999999999759e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"208",208,0.5,-1.25,0.75,1.5,0.0027782999999999,0.0216242,-6.13999999999892e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"209",209,0.5,-0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"210",210,0.5,-0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"211",211,0.5,-0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"212",212,0.5,-0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"213",213,0.5,-0.5,-0.2,-1.5,0.00132280000000007,-0.0577348,9.80000000005976e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"214",214,0.5,-0.5,-0.2,-1,0.0019844,-0.0403021,-0.000108600000000014,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"215",215,0.5,-0.5,-0.2,1,0.00264570000000008,0.0126611999999999,-1.00000000000655e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"216",216,0.5,-0.5,-0.2,1.5,0.00264780000000009,0.0170228,-3.45000000000484e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"217",217,0.5,-0.5,0.2,-1.5,0.00125659999999994,-0.0577584,1.40000000004026e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"218",218,0.5,-0.5,0.2,-1,0.00190250000000003,-0.0403191000000001,-0.000123300000000048,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"219",219,0.5,-0.5,0.2,1,0.00262260000000014,0.0126521999999999,-2.22000000000833e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"220",220,0.5,-0.5,0.2,1.5,0.00261719999999999,0.0170149999999999,-4.66000000001188e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"221",221,0.5,-0.5,0.75,-1.5,0.00134579999999995,-0.0577598,9.09999999998412e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"222",222,0.5,-0.5,0.75,-1,0.00193360000000009,-0.0403182999999999,-0.000110799999999966,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"223",223,0.5,-0.5,0.75,1,0.00261169999999999,0.0126343999999999,-1.32999999999939e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"224",224,0.5,-0.5,0.75,1.5,0.00260040000000006,0.0169961999999999,-3.80000000000935e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"225",225,0.5,-0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"226",226,0.5,-0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"227",227,0.5,-0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"228",228,0.5,-0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"229",229,0.5,-0.25,-0.2,-1.5,0.00126859999999995,-0.0475238,2.50000000000528e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"230",230,0.5,-0.25,-0.2,-1,0.00194869999999991,-0.0346524,7.58000000000703e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"231",231,0.5,-0.25,-0.2,1,0.00266499999999992,0.0113878999999999,-3.05000000000444e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"232",232,0.5,-0.25,-0.2,1.5,0.00268190000000013,0.015696,-3.77000000000294e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"233",233,0.5,-0.25,0.2,-1.5,0.00118949999999995,-0.0475479,1.72000000000505e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"234",234,0.5,-0.25,0.2,-1,0.00184220000000002,-0.0346751,5.93000000000954e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"235",235,0.5,-0.25,0.2,1,0.00263099999999994,0.0113768,-4.26000000000037e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"236",236,0.5,-0.25,0.2,1.5,0.00264129999999996,0.0156862000000001,-4.97000000000414e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"237",237,0.5,-0.25,0.75,-1.5,0.0013166,-0.0475475,2.37000000000709e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"238",238,0.5,-0.25,0.75,-1,0.00188889999999997,-0.0346673000000001,6.9600000000003e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"239",239,0.5,-0.25,0.75,1,0.00264789999999993,0.0113646999999999,-3.41000000000369e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"240",240,0.5,-0.25,0.75,1.5,0.00265729999999997,0.0156743,-4.10000000000688e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"241",241,0.5,0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"242",242,0.5,0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"243",243,0.5,0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"244",244,0.5,0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"245",245,0.5,0.25,-0.2,-1.5,0.00114690000000006,-0.0266337000000001,3.10999999999506e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"246",246,0.5,0.25,-0.2,-1,0.00175019999999981,-0.0228526000000001,-2.69000000000519e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"247",247,0.5,0.25,-0.2,1,0.00249520000000003,0.0085405999999999,-3.45999999999957e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"248",248,0.5,0.25,-0.2,1.5,0.00244759999999988,0.0126721999999999,4.41999999999387e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"249",249,0.5,0.25,0.2,-1.5,0.00104530000000014,-0.0266705,1.34999999999996e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"250",250,0.5,0.25,0.2,-1,0.00166459999999991,-0.0228719000000001,-3.81000000000409e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"251",251,0.5,0.25,0.2,1,0.00250670000000008,0.00853780000000004,-1.1199999999989e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"252",252,0.5,0.25,0.2,1.5,0.00256279999999987,0.0125628000000001,-0.000157700000000038,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"253",253,0.5,0.25,0.75,-1.5,0.00115770000000004,-0.0266732000000001,2.82999999999811e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"254",254,0.5,0.25,0.75,-1,0.00173179999999984,-0.0228711,-2.95000000000156e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"255",255,0.5,0.25,0.75,1,0.00237589999999999,0.00850580000000012,1.24000000000235e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"256",256,0.5,0.25,0.75,1.5,0.00253590000000004,0.0125891000000001,-4.26999999998401e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"257",257,0.5,0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"258",258,0.5,0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"259",259,0.5,0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"260",260,0.5,0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"261",261,0.5,0.5,-0.2,-1.5,0.000987799999999983,-0.0172052,-0.000102000000000046,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"262",262,0.5,0.5,-0.2,-1,0.00163039999999992,-0.0169459,-1.33999999999412e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"263",263,0.5,0.5,-0.2,1,0.00239,0.00715639999999995,6.65999999999167e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"264",264,0.5,0.5,-0.2,1.5,0.00255139999999987,0.011186,1.6800000000039e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"265",265,0.5,0.5,0.2,-1.5,0.000899900000000065,-0.0172378999999999,-0.000117299999999987,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"266",266,0.5,0.5,0.2,-1,0.00154600000000005,-0.0169678,-2.40999999999714e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"267",267,0.5,0.5,0.2,1,0.00243190000000004,0.0070692,-2.80999999999754e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"268",268,0.5,0.5,0.2,1.5,0.00260859999999985,0.0111589000000001,4.42000000000498e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"269",269,0.5,0.5,0.75,-1.5,0.000976100000000146,-0.0172331,-9.80999999999899e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"270",270,0.5,0.5,0.75,-1,0.00158970000000003,-0.0169549,-9.09999999998412e-06,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"271",271,0.5,0.5,0.75,1,0.00251629999999992,0.00717979999999996,9.70000000000137e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"272",272,0.5,0.5,0.75,1.5,0.00262280000000004,0.0111518999999999,0.000177800000000006,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"273",273,0.5,1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"274",274,0.5,1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"275",275,0.5,1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"276",276,0.5,1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"277",277,0.5,1.25,-0.2,-1.5,0.000711499999999976,0.00516660000000002,-5.71000000000321e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"278",278,0.5,1.25,-0.2,-1,0.00136829999999999,-0.00174319999999994,-1.77999999999567e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"279",279,0.5,1.25,-0.2,1,0.00233260000000002,0.00293650000000001,-0.000238700000000036,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"280",280,0.5,1.25,-0.2,1.5,0.00207999999999997,0.00676409999999994,8.01000000000274e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"281",281,0.5,1.25,0.2,-1.5,0.00061509999999998,0.00514400000000004,-6.82000000000738e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"282",282,0.5,1.25,0.2,-1,0.00138930000000004,-0.00175399999999992,-2.57999999999647e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"283",283,0.5,1.25,0.2,1,0.00218099999999999,0.00305949999999999,-0.000258399999999992,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"284",284,0.5,1.25,0.2,1.5,0.00227440000000012,0.00670330000000008,0.000189600000000012,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"285",285,0.5,1.25,0.75,-1.5,0.00070530000000002,0.00514150000000002,-5.3600000000098e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"286",286,0.5,1.25,0.75,-1,0.00138589999999994,-0.00181490000000006,6.67999999999225e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"287",287,0.5,1.25,0.75,1,0.00221869999999991,0.00302740000000012,-0.000132799999999933,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"288",288,0.5,1.25,0.75,1.5,0.00221720000000014,0.00669319999999984,8.16999999999624e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"289",289,1.5,-1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"290",290,1.5,-1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"291",291,1.5,-1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"292",292,1.5,-1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"293",293,1.5,-1.25,-0.2,-1.5,0.00504780000000005,-0.0772721999999999,6.80000000008452e-06,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"294",294,1.5,-1.25,-0.2,-1,0.00786129999999996,-0.0490118000000002,-4.15000000000276e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"295",295,1.5,-1.25,-0.2,1,0.00986589999999987,0.0198046999999999,-4.05999999999462e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"296",296,1.5,-1.25,-0.2,1.5,0.00962419999999997,0.0248484,-6.20000000000065e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"297",297,1.5,-1.25,0.2,-1.5,0.00501609999999997,-0.0772565,1.78000000000678e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"298",298,1.5,-1.25,0.2,-1,0.00780530000000002,-0.0490099000000001,-2.99999999999745e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"299",299,1.5,-1.25,0.2,1,0.00984729999999989,0.0198150999999999,-2.65999999999877e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"300",300,1.5,-1.25,0.2,1.5,0.00960740000000004,0.0248592999999999,-4.79000000001006e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"301",301,1.5,-1.25,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"302",302,1.5,-1.25,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"303",303,1.5,-1.25,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"304",304,1.5,-1.25,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"305",305,1.5,-0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"306",306,1.5,-0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"307",307,1.5,-0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"308",308,1.5,-0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"309",309,1.5,-0.5,-0.2,-1.5,0.00422539999999993,-0.0560657999999999,1.00000000000655e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"310",310,1.5,-0.5,-0.2,-1,0.00661029999999996,-0.0376938,-0.000113099999999977,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"311",311,1.5,-0.5,-0.2,1,0.00889949999999995,0.0157491999999999,-1.39999999999585e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"312",312,1.5,-0.5,-0.2,1.5,0.00891240000000004,0.0201138,-3.81999999999882e-05,2,1,4,3,2,1,3,4,2,1,3,4,2,1,3,4
"313",313,1.5,-0.5,0.2,-1.5,0.00423549999999995,-0.0560506,2.27000000000421e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"314",314,1.5,-0.5,0.2,-1,0.00659140000000014,-0.0376907999999999,-9.98999999999306e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"315",315,1.5,-0.5,0.2,1,0.0088931000000001,0.0157605999999999,2.99999999953116e-07,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"316",316,1.5,-0.5,0.2,1.5,0.00890610000000003,0.0201246999999999,-2.41000000000824e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"317",317,1.5,-0.5,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"318",318,1.5,-0.5,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"319",319,1.5,-0.5,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"320",320,1.5,-0.5,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"321",321,1.5,-0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"322",322,1.5,-0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"323",323,1.5,-0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"324",324,1.5,-0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"325",325,1.5,-0.25,-0.2,-1.5,0.0040330999999999,-0.0459495,2.8000000000028e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"326",326,1.5,-0.25,-0.2,-1,0.00636760000000003,-0.0321263000000001,7.09000000000959e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"327",327,1.5,-0.25,-0.2,1,0.0088589,0.0144053,-3.45999999999957e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"328",328,1.5,-0.25,-0.2,1.5,0.00891880000000012,0.0187173,-4.11999999999635e-05,2,1,4,3,2,1,3,4,2,1,3,4,2,1,3,4
"329",329,1.5,-0.25,0.2,-1.5,0.00402720000000001,-0.0459318999999999,4.19000000000391e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"330",330,1.5,-0.25,0.2,-1,0.00635049999999993,-0.0321216,8.39000000001366e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"331",331,1.5,-0.25,0.2,1,0.00884849999999993,0.0144183,-2.02999999999731e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"332",332,1.5,-0.25,0.2,1.5,0.0089144000000001,0.0187297000000001,-2.7200000000005e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"333",333,1.5,-0.25,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"334",334,1.5,-0.25,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"335",335,1.5,-0.25,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"336",336,1.5,-0.25,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"337",337,1.5,0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"338",338,1.5,0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
