"","X","a1","g6","rho","beta2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"339",339,1.5,0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"340",340,1.5,0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"341",341,1.5,0.25,-0.2,-1.5,0.00355450000000002,-0.0253161000000001,1.9999999999909e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"342",342,1.5,0.25,-0.2,-1,0.00576099999999991,-0.0205543,-3.00000000000855e-05,2,1,3,4,3,1,2,4,2,1,3,4,2,1,3,4
"343",343,1.5,0.25,-0.2,1,0.00854420000000011,0.0112861,9.09999999999522e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"344",344,1.5,0.25,-0.2,1.5,0.00865009999999988,0.0153574999999999,-0.000189000000000106,2,1,4,3,2,1,3,4,2,1,3,4,2,1,4,3
"345",345,1.5,0.25,0.2,-1.5,0.00356650000000003,-0.0252963,3.46999999999431e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"346",346,1.5,0.25,0.2,-1,0.00575639999999988,-0.0205471000000002,-1.9200000000108e-05,2,1,3,4,3,1,2,4,2,1,3,4,2,1,3,4
"347",347,1.5,0.25,0.2,1,0.00863939999999996,0.0113583,-5.09999999998012e-06,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"348",348,1.5,0.25,0.2,1.5,0.0085809,0.0154398,-6.68999999999809e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,4,3
"349",349,1.5,0.25,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"350",350,1.5,0.25,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"351",351,1.5,0.25,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"352",352,1.5,0.25,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"353",353,1.5,0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"354",354,1.5,0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"355",355,1.5,0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"356",356,1.5,0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"357",357,1.5,0.5,-0.2,-1.5,0.00320280000000006,-0.0160199,-0.000109899999999996,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"358",358,1.5,0.5,-0.2,-1,0.00542169999999997,-0.0147924,-1.67000000000916e-05,2,1,3,4,3,1,2,4,2,1,3,4,2,1,3,4
"359",359,1.5,0.5,-0.2,1,0.00817099999999993,0.00951930000000012,-6.06999999999136e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"360",360,1.5,0.5,-0.2,1.5,0.00836700000000012,0.0137553,2.44999999999829e-05,2,1,4,3,2,1,3,4,2,1,3,4,2,1,4,3
"361",361,1.5,0.5,0.2,-1.5,0.00321300000000002,-0.0159865,-8.88e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"362",362,1.5,0.5,0.2,-1,0.0054014,-0.0147828,-5.40000000004426e-06,2,1,3,4,3,1,2,4,2,1,3,4,2,1,3,4
"363",363,1.5,0.5,0.2,1,0.00820449999999995,0.00975020000000004,8.68000000000535e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"364",364,1.5,0.5,0.2,1.5,0.00847450000000005,0.0136802,-1.25999999999182e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,4,3
"365",365,1.5,0.5,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"366",366,1.5,0.5,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"367",367,1.5,0.5,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"368",368,1.5,0.5,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"369",369,1.5,1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"370",370,1.5,1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"371",371,1.5,1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"372",372,1.5,1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"373",373,1.5,1.25,-0.2,-1.5,0.00232620000000006,0.00592229999999994,-5.91000000000896e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"374",374,1.5,1.25,-0.2,-1,0.00420779999999987,-0.000277500000000153,-0.000242200000000081,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"375",375,1.5,1.25,-0.2,1,0.0071675000000001,0.00522750000000005,0.00013390000000002,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"376",376,1.5,1.25,-0.2,1.5,0.00735830000000004,0.00897339999999991,0.000170200000000009,2,1,4,3,2,1,3,4,2,1,3,4,2,1,4,3
"377",377,1.5,1.25,0.2,-1.5,0.00231929999999991,0.00596770000000002,-2.94000000000683e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"378",378,1.5,1.25,0.2,-1,0.00424729999999995,-0.000279400000000041,-0.000258300000000045,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"379",379,1.5,1.25,0.2,1,0.00720639999999984,0.0051867000000001,7.96000000000685e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"380",380,1.5,1.25,0.2,1.5,0.00721289999999997,0.00882659999999991,6.05000000000189e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,4,3
"381",381,1.5,1.25,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"382",382,1.5,1.25,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"383",383,1.5,1.25,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"384",384,1.5,1.25,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"385",1,-1.5,-0.75,-0.75,-1.5,0.00146030000000019,-0.0665102,-7.5999999999965e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"386",2,-1.5,-0.75,-0.75,-1,0.0021933999999999,-0.0450361000000001,-7.65000000000349e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"387",3,-1.5,-0.75,-0.75,1,0.0027334,0.0138527000000001,2.94000000000683e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"388",4,-1.5,-0.75,-0.75,1.5,0.00271279999999996,0.0183171000000001,2.71000000000576e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"389",5,-1.5,-0.75,-0.2,-1.5,0.00146760000000012,-0.0665338999999999,-6.76999999998928e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"390",6,-1.5,-0.75,-0.2,-1,0.00213479999999988,-0.0450266000000001,-6.13000000000419e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"391",7,-1.5,-0.75,-0.2,1,0.00267799999999996,0.013864,3.85000000000524e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"392",8,-1.5,-0.75,-0.2,1.5,0.00267459999999997,0.0183277000000002,3.57000000000829e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"393",9,-1.5,-0.75,0.2,-1.5,0.00142900000000012,-0.0665207999999999,-7.84999999999814e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"394",10,-1.5,-0.75,0.2,-1,0.00212249999999992,-0.0450295000000001,-7.80000000000225e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"395",11,-1.5,-0.75,0.2,1,0.00269180000000002,0.0138614,2.63000000000346e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"396",12,-1.5,-0.75,0.2,1.5,0.00268679999999999,0.0183254000000002,2.37000000000709e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"397",13,-1.5,-0.75,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"398",14,-1.5,-0.75,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"399",15,-1.5,-0.75,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"400",16,-1.5,-0.75,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"401",17,-1.5,0.75,-0.75,-1.5,0.000956699999999922,-0.00774810000000004,-4.21000000001559e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"402",18,-1.5,0.75,-0.75,-1,0.00159740000000008,-0.0112986,-0.000130699999999928,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"403",19,-1.5,0.75,-0.75,1,0.00222820000000001,0.0056619,0.000179099999999988,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"404",20,-1.5,0.75,-0.75,1.5,0.00247000000000008,0.00958540000000008,2.73000000000634e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"405",21,-1.5,0.75,-0.2,-1.5,0.000989199999999912,-0.00775340000000002,-1.58000000001213e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"406",22,-1.5,0.75,-0.2,-1,0.0015887,-0.011297,-0.000120099999999956,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"407",23,-1.5,0.75,-0.2,1,0.0024438,0.00576760000000009,9.02000000000402e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"408",24,-1.5,0.75,-0.2,1.5,0.00244759999999988,0.00958989999999982,3.07999999998865e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"409",25,-1.5,0.75,0.2,-1.5,0.000924299999999989,-0.00773590000000002,-3.22000000001488e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"410",26,-1.5,0.75,0.2,-1,0.00154890000000008,-0.01128,-0.000130299999999917,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"411",27,-1.5,0.75,0.2,1,0.00232840000000012,0.00572839999999986,-5.24000000001745e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"412",28,-1.5,0.75,0.2,1.5,0.00210490000000008,0.00967889999999993,0.000102099999999883,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"413",29,-1.5,0.75,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"414",30,-1.5,0.75,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"415",31,-1.5,0.75,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"416",32,-1.5,0.75,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"417",33,-0.5,-0.75,-0.75,-1.5,-0.000369399999999853,-0.0677966999999999,-3.39999999999785e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"418",34,-0.5,-0.75,-0.75,-1,-0.000701300000000127,-0.0465919000000001,-3.72000000000705e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"419",35,-0.5,-0.75,-0.75,1,-0.000965600000000011,0.0120556000000001,7.37000000000654e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"420",36,-0.5,-0.75,-0.75,1.5,-0.00096660000000004,0.0165166000000001,7.09999999999322e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"421",37,-0.5,-0.75,-0.2,-1.5,-0.000443999999999889,-0.0678059999999999,-5.36999999999344e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"422",38,-0.5,-0.75,-0.2,-1,-0.000706100000000154,-0.0466211000000001,-6.45000000000229e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"423",39,-0.5,-0.75,-0.2,1,-0.000940900000000022,0.0120254,5.2000000000052e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"424",40,-0.5,-0.75,-0.2,1.5,-0.000930900000000068,0.0164867000000001,4.93999999999772e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"425",41,-0.5,-0.75,0.2,-1.5,-0.000276899999999913,-0.0677589999999999,-7.69999999994386e-06,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"426",42,-0.5,-0.75,0.2,-1,-0.000580400000000147,-0.0465816,-1.32999999999939e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"427",43,-0.5,-0.75,0.2,1,-0.000869600000000026,0.0120666,8.90000000001168e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"428",44,-0.5,-0.75,0.2,1.5,-0.000856900000000049,0.0165279,8.59999999999195e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"429",45,-0.5,-0.75,0.75,-1.5,-0.000351499999999949,-0.0677682999999999,-2.73999999998997e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"430",46,-0.5,-0.75,0.75,-1,-0.000585200000000063,-0.0466108000000001,-4.06000000000573e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"431",47,-0.5,-0.75,0.75,1,-0.000844899999999926,0.0120364000000001,6.73000000001034e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"432",48,-0.5,-0.75,0.75,1.5,-0.000821200000000077,0.0164980000000001,6.43999999999645e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"433",49,-0.5,0.75,-0.75,-1.5,-0.000292400000000081,-0.00910540000000004,3.99999999989298e-06,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"434",50,-0.5,0.75,-0.75,-1,-0.000572899999999987,-0.0126434000000001,-9.70000000000137e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"435",51,-0.5,0.75,-0.75,1,-0.000897700000000112,0.00415729999999992,-4.44000000000555e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"436",52,-0.5,0.75,-0.75,1.5,-0.00101540000000011,0.00801950000000007,-0.000144199999999928,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"437",53,-0.5,0.75,-0.2,-1.5,-0.000344100000000069,-0.00910869999999997,-2.4000000000024e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"438",54,-0.5,0.75,-0.2,-1,-0.000565399999999938,-0.0126416,-0.000112000000000001,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"439",55,-0.5,0.75,-0.2,1,-0.000767999999999991,0.00429210000000002,-7.9200000000057e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"440",56,-0.5,0.75,-0.2,1.5,-0.000957299999999939,0.00820129999999997,0.000157399999999974,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"441",57,-0.5,0.75,0.2,-1.5,-0.000199600000000077,-0.00907830000000009,3.34999999999086e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"442",58,-0.5,0.75,0.2,-1,-0.000473500000000016,-0.0126217,-5.80999999999499e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"443",59,-0.5,0.75,0.2,1,-0.000872600000000001,0.00446110000000011,0.000158600000000009,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"444",60,-0.5,0.75,0.2,1.5,-0.00109680000000001,0.00810949999999999,-8.41000000000314e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"445",61,-0.5,0.75,0.75,-1.5,-0.000251300000000065,-0.00908160000000002,5.49999999999162e-06,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"446",62,-0.5,0.75,0.75,-1,-0.000465999999999966,-0.0126199,-7.30999999999371e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"447",63,-0.5,0.75,0.75,1,-0.000709699999999924,0.00414860000000006,-0.000216899999999964,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"448",64,-0.5,0.75,0.75,1.5,-0.00114239999999999,0.00816039999999996,7.49999999999362e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"449",65,0.5,-0.75,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"450",66,0.5,-0.75,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"451",67,0.5,-0.75,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"452",68,0.5,-0.75,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"453",69,0.5,-0.75,-0.2,-1.5,0.00136760000000014,-0.0668613,-0.00010280000000007,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"454",70,0.5,-0.75,-0.2,-1,0.00208309999999989,-0.0450486000000001,-0.000119199999999986,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"455",71,0.5,-0.75,-0.2,1,0.00265199999999999,0.0138375000000001,-8.29999999996112e-06,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"456",72,0.5,-0.75,-0.2,1.5,0.00266769999999994,0.0182984,-1.15000000000531e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"457",73,0.5,-0.75,0.2,-1.5,0.00130360000000007,-0.0668863,-0.000113600000000047,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"458",74,0.5,-0.75,0.2,-1,0.00203339999999996,-0.0450663000000001,-0.000135899999999967,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"459",75,0.5,-0.75,0.2,1,0.00262929999999995,0.01383,-2.04999999999789e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"460",76,0.5,-0.75,0.2,1.5,0.0026427,0.0182921,-2.35000000000651e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"461",77,0.5,-0.75,0.75,-1.5,0.00139210000000012,-0.0668912999999999,-0.000105299999999975,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"462",78,0.5,-0.75,0.75,-1,0.0020618,-0.0450664000000001,-0.000120699999999974,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"463",79,0.5,-0.75,0.75,1,0.00259989999999999,0.0138091,-1.13999999999947e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"464",80,0.5,-0.75,0.75,1.5,0.00262550000000006,0.0182684000000001,-1.49000000000399e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"465",81,0.5,0.75,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"466",82,0.5,0.75,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"467",83,0.5,0.75,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"468",84,0.5,0.75,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"469",85,0.5,0.75,-0.2,-1.5,0.000875099999999907,-0.00878420000000002,-5.12999999999764e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"470",86,0.5,0.75,-0.2,-1,0.00153800000000015,-0.0115294,-0.000160900000000019,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"471",87,0.5,0.75,-0.2,1,0.00228879999999998,0.00573760000000001,5.64000000000675e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"472",88,0.5,0.75,-0.2,1.5,0.00230529999999995,0.00952959999999992,1.6799999999928e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"473",89,0.5,0.75,0.2,-1.5,0.000790399999999858,-0.00882240000000001,-6.77000000000039e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"474",90,0.5,0.75,0.2,-1,0.00145570000000017,-0.0115472,-0.00017109999999998,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"475",91,0.5,0.75,0.2,1,0.0023088,0.00576299999999996,-1.98999999999616e-05,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"476",92,0.5,0.75,0.2,1.5,0.00239360000000011,0.00938870000000003,-0.000180899999999928,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"477",93,0.5,0.75,0.75,-1.5,0.00088290000000002,-0.00880740000000002,-4.13999999999692e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"478",94,0.5,0.75,0.75,-1,0.00151240000000008,-0.0115277,-0.000160500000000008,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"479",95,0.5,0.75,0.75,1,0.00232339999999998,0.00565679999999991,-8.27000000001021e-05,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"480",96,0.5,0.75,0.75,1.5,0.00248199999999998,0.00964279999999995,-0.000121599999999944,3,1,2,4,3,1,2,4,3,1,2,4,2,1,3,4
"481",97,1.5,-0.75,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"482",98,1.5,-0.75,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"483",99,1.5,-0.75,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"484",100,1.5,-0.75,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"485",101,1.5,-0.75,-0.2,-1.5,0.00444000000000022,-0.0651128999999999,-0.000105999999999939,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"486",102,1.5,-0.75,-0.2,-1,0.00690229999999992,-0.0423728,-0.000124999999999931,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"487",103,1.5,-0.75,-0.2,1,0.0089355000000001,0.0169779999999999,-1.22000000000178e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"488",104,1.5,-0.75,-0.2,1.5,0.00893749999999993,0.0214397000000001,-1.5199999999993e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"489",105,1.5,-0.75,0.2,-1.5,0.00443810000000011,-0.0650978,-9.2800000000004e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"490",106,1.5,-0.75,0.2,-1,0.0068784999999999,-0.0423716000000001,-0.000112799999999913,2,1,3,4,3,1,2,4,3,1,2,4,2,1,3,4
"491",107,1.5,-0.75,0.2,1,0.00891720000000018,0.0169903,2.10000000000488e-06,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"492",108,1.5,-0.75,0.2,1.5,0.00892269999999995,0.0214508000000001,-1.09999999997612e-06,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"493",109,1.5,-0.75,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"494",110,1.5,-0.75,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"495",111,1.5,-0.75,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"496",112,1.5,-0.75,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"497",113,1.5,0.75,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"498",114,1.5,0.75,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"499",115,1.5,0.75,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"500",116,1.5,0.75,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
"501",117,1.5,0.75,-0.2,-1.5,0.00287740000000003,-0.00773970000000002,-5.43000000000626e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"502",118,1.5,0.75,-0.2,-1,0.00507810000000009,-0.00952039999999998,-0.000165699999999935,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"503",119,1.5,0.75,-0.2,1,0.00796220000000003,0.00824800000000003,4.6400000000002e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"504",120,1.5,0.75,-0.2,1.5,0.00810340000000009,0.0121863999999999,8.92999999999589e-05,2,1,4,3,2,1,3,4,2,1,3,4,2,1,4,3
"505",121,1.5,0.75,0.2,-1.5,0.0029131,-0.00770210000000005,-2.83000000000921e-05,3,1,2,4,3,2,1,4,3,2,1,4,3,1,2,4
"506",122,1.5,0.75,0.2,-1,0.00507320000000011,-0.00950989999999996,-0.000153099999999906,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"507",123,1.5,0.75,0.2,1,0.00776289999999991,0.00816510000000004,-9.90000000000713e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4
"508",124,1.5,0.75,0.2,1.5,0.00786330000000002,0.0121243,2.32999999999484e-05,2,1,3,4,2,1,3,4,2,1,3,4,2,1,4,3
"509",125,1.5,0.75,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,1,2,4
"510",126,1.5,0.75,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"511",127,1.5,0.75,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,3,4
"512",128,1.5,0.75,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,1,4,3
