"","X","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"108","Ys0...108",-0.5,-1.25,0.2,1.5,0.981269,0.9435751,0.9609271,0.9532682,0.9199192,0.9899326,0.9619294,0.9645926,0.9645325,0.9706677,0.9484195,0.9811811,0.943431,0.9645279,0.9532523,0.9198703,0.0376938999999999,-0.017352,0.00765890000000002,0.033349,0.0376938999999999,-0.00266319999999998,-0.00613520000000001,0.033349,-0.000894700000000026,-0.0146888000000001,0.000954800000000033,0.9973368,0.9462383,0.146956,0.146956,0.9964421,0.947133,0.1295996,0.1295996,0.0280032,-0.00266319999999998,-0.00613520000000001,0.0222482000000001,0.0198366999999998,-0.0146888000000001,0.0377501,-0.0210969,0.0112755999999999,0.033382,3.89999999999002e-05,0.00374489999999994
"109","Ys0...109",-0.5,-1.25,0.75,-1.5,0.9804553,0.9346157,0.9421014,0.9422759,0.9002553,0.9858327,0.9442224,0.9490128,0.9489297,0.9513964,0.8254017,0.9803928,0.9346208,0.9490306,0.9422823,0.9002685,0.0458396,-0.00748569999999993,-0.000174500000000077,0.0420206000000001,0.0458396,-0.00479039999999997,-0.00246670000000004,0.0420206000000001,-0.00040309999999999,-0.00269529999999996,0.000486199999999992,0.9971302,0.9394061,0.2135296,0.2135296,0.9975333,0.9398092,0.1993478,0.1993478,0.0416103,-0.00479039999999997,-0.00246670000000004,0.1259947,-0.0802309999999999,-0.00269529999999996,0.0457719999999999,-0.0144097999999999,0.00674829999999993,0.0420138,7.57000000001229e-05,0.00692409999999999
"110","Ys0...110",-0.5,-1.25,0.75,-1,0.9809794,0.9365406,0.9441952,0.94468,0.9045233,0.9884136,0.9515111,0.9550399,0.9548958,0.9588167,0.8585088,0.9809181,0.9365554,0.9549894,0.9447085,0.9045044,0.0444388,-0.00765460000000007,-0.000484799999999952,0.0401566999999999,0.0444388,-0.0035288,-0.0039209,0.0401566999999999,-0.000689700000000015,-0.00412580000000007,0.000833800000000107,0.9964712,0.9400694,0.186898,0.186898,0.9960791,0.9407591,0.172575,0.172575,0.0369024999999999,-0.0035288,-0.0039209,0.1003079,-0.0534487000000001,-0.00412580000000007,0.0443627,-0.018434,0.0102809,0.0402041,4.2399999999887e-05,0.0107793999999999
"111","Ys0...111",-0.5,-1.25,0.75,1,0.9812453,0.9423958,0.9500948,0.9519271,0.9175003,0.9899227,0.9611498,0.9637768,0.9636174,0.9696463,0.9409333,0.9811791,0.9423613,0.9636998,0.9519183,0.9174735,0.0388495,-0.00769900000000001,-0.00183230000000001,0.0344268,0.0388495,-0.00262699999999993,-0.0060289,0.0344268,-0.000875400000000082,-0.00507200000000008,0.00103480000000011,0.997373,0.9450228,0.1501468,0.1501468,0.9964976,0.9458982,0.1334726,0.1334726,0.0287729,-0.00262699999999993,-0.0060289,0.028713,0.0147555999999999,-0.00507200000000008,0.0388178,-0.0213385,0.0117815,0.0344447999999999,3.94000000000228e-05,0.0136395
"112","Ys0...112",-0.5,-1.25,0.75,1.5,0.9812472,0.9434474,0.9511448,0.9532682,0.9199192,0.9899379,0.9619099,0.9645926,0.9644709,0.9706677,0.9484195,0.9811811,0.943431,0.9645279,0.9532523,0.9198703,0.0377997999999999,-0.00769739999999997,-0.0021234,0.033349,0.0377997999999999,-0.00268270000000004,-0.0061968,0.033349,-0.000941299999999923,-0.00501469999999993,0.00106299999999993,0.9973173,0.9461301,0.146995,0.146995,0.996376,0.9470714,0.1297228,0.1297228,0.0280280000000001,-0.00268270000000004,-0.0061968,0.0222482000000001,0.0198095999999999,-0.00501469999999993,0.0377501,-0.0210969,0.0112755999999999,0.033382,1.71999999999395e-05,0.0133995
"113","Ys0...113",-0.5,-0.5,-0.75,-1.5,0.9799976,0.9429788,0.9631569,0.9525571,0.8418336,0.9855469,0.9509566,0.9573492,0.9574187,0.9601989,0.7888069,0.979937,0.9428959,0.9573883,0.9525833,0.8418357,0.0370188,-0.0201781,0.0105997999999999,0.1107235,0.0370188,-0.00639259999999997,-0.00278020000000001,0.1107235,-0.000405500000000059,-0.0137855,0.000336000000000114,0.9968143,0.9493714,0.1833884,0.1833884,0.9972198,0.9497769,0.1647648,0.1647648,0.0345903,-0.00639259999999997,-0.00278020000000001,0.171392,-0.058576,-0.0137855,0.0370410999999999,-0.0144924,0.00480499999999995,0.1107476,6.27000000000821e-05,-0.00568570000000002
"114","Ys0...114",-0.5,-0.5,-0.75,-1,0.9809037,0.9463536,0.9733844,0.9567519,0.8731376,0.9881552,0.9589438,0.9642405,0.9643206,0.9686991,0.8386015,0.9808413,0.9462509,0.9642433,0.9567591,0.8730454,0.0345501,-0.0270308,0.0166325000000001,0.0836143,0.0345501,-0.00529669999999993,-0.00437850000000006,0.0836143,-0.000723099999999977,-0.0217341000000001,0.000642999999999949,0.9948984,0.9516503,0.1536314,0.1536314,0.9956215,0.9523734,0.1339606,0.1339606,0.0292114,-0.00529669999999993,-0.00437850000000006,0.1300976,-0.0417875999999999,-0.0217341000000001,0.0345904,-0.0179924,0.00748420000000005,0.0837137,-2.97999999999687e-05,-0.0090384
"115","Ys0...115",-0.5,-0.5,-0.75,1,0.9812535,0.9509848,0.98461,0.9625271,0.9277511,0.9896313,0.9680054,0.9722457,0.9723001,0.9786015,0.9470428,0.9811809,0.950944,0.9722215,0.9625814,0.9277507,0.0302687,-0.0336252,0.0220829,0.0347759999999999,0.0302687,-0.00424029999999997,-0.00630140000000001,0.0347759999999999,-0.00100060000000002,-0.0293848999999999,0.000946200000000008,0.9957597,0.9552251,0.1194978,0.1194978,0.9947591,0.9562257,0.0981968000000001,0.0981968000000001,0.0216259,-0.00424029999999997,-0.00630140000000001,0.0315587000000001,0.0109138999999999,-0.0293848999999999,0.0302369,-0.0212774999999999,0.00964009999999993,0.0348307,7.21999999999667e-05,-0.0123477000000001
"116","Ys0...116",-0.5,-0.5,-0.75,1.5,0.9812548,0.9512688,0.9850176,0.9628957,0.9319397,0.9896418,0.9683724,0.9725935,0.9726412,0.9790288,0.9556024,0.9811819,0.9512321,0.9725711,0.9629459,0.9319147,0.029986,-0.0337488,0.0221219,0.030956,0.029986,-0.00422109999999998,-0.00638760000000005,0.030956,-0.00101819999999997,-0.0295276999999999,0.000970499999999985,0.9957789,0.9554899,0.1180682,0.1180682,0.9947607,0.9565081,0.09666,0.09666,0.0212694,-0.00422109999999998,-0.00638760000000005,0.0234264000000001,0.0152756999999999,-0.0295276999999999,0.0299498,-0.021339,0.0096252,0.0310312,4.78999999998786e-05,-0.0124098
"117","Ys0...117",-0.5,-0.5,-0.2,-1.5,0.9799811,0.942866,0.9589319,0.9525571,0.8418336,0.985533,0.950913,0.9573492,0.9573879,0.9601989,0.7888069,0.979937,0.9428959,0.9573883,0.9525833,0.8418357,0.0371151000000001,-0.0160659,0.0063747999999999,0.1107235,0.0371151000000001,-0.0064362,-0.00281100000000001,0.1107235,-0.000443900000000053,-0.00962969999999996,0.000405200000000105,0.9967451,0.9493022,0.1834756,0.1834756,0.997189,0.9497461,0.1648264,0.1648264,0.03462,-0.0064362,-0.00281100000000001,0.171392,-0.0585785999999999,-0.00962969999999996,0.0370410999999999,-0.0144924,0.00480499999999995,0.1107476,4.62000000001073e-05,-0.00157350000000001
"118","Ys0...118",-0.5,-0.5,-0.2,-1,0.9808786,0.9462304,0.9666996,0.9567519,0.8731376,0.9881535,0.9588908,0.9642405,0.9642672,0.9686991,0.8386015,0.9808413,0.9462509,0.9642433,0.9567591,0.8730454,0.0346482,-0.0204692,0.0099477,0.0836143,0.0346482,-0.0053496999999999,-0.00443190000000004,0.0836143,-0.000739900000000016,-0.0151195000000001,0.000713199999999969,0.9948282,0.9515801,0.1537374,0.1537374,0.9955681,0.95232,0.1340674,0.1340674,0.0292627,-0.0053496999999999,-0.00443190000000004,0.1300976,-0.0418109999999999,-0.0151195000000001,0.0345904,-0.0179924,0.00748420000000005,0.0837137,-5.48999999999689e-05,-0.00247679999999995
