"","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...113",-0.5,0,-0.75,-1.5,0.991751,0.9491933,0.9601744,0.9574353,0.9394103,0.9924902,0.9513788,0.9587062,0.9585952,0.9594126,0.9313471,0.9917168,0.9493856,0.9585888,0.9573796,0.9393957,0.0425577,-0.0109811,0.00273909999999999,0.018025,0.0425577,-0.00732739999999998,-0.000817399999999968,0.018025,-9.72000000000195e-05,-0.00365369999999998,0.000208199999999992,0.9990854,0.9565207,0.17983,0.17983,0.9991826,0.9566179,0.1639844,0.1639844,0.0411114,-0.00732739999999998,-0.000817399999999968,0.0280655,-0.00880239999999999,-0.00365369999999998,0.0423311999999999,-0.00920319999999997,0.00120920000000002,0.0179839000000001,1.96000000000085e-05,-0.0017779
"Ys0...114",-0.5,0,-0.75,-1,0.9918772,0.9503387,0.9636213,0.9588647,0.9418698,0.9932259,0.9540981,0.9610494,0.9609263,0.9623084,0.9363288,0.99184,0.9505231,0.9609271,0.9588093,0.9418575,0.0415385,-0.0132826,0.0047566,0.0169949,0.0415385,-0.0069513000000001,-0.00138209999999994,0.0169949,-0.000192599999999987,-0.00633129999999993,0.00031570000000003,0.9984253,0.95729,0.169705,0.169705,0.9986179,0.9574826,0.1535306,0.1535306,0.0391278,-0.0069513000000001,-0.00138209999999994,0.0259796,-0.0068897,-0.00633129999999993,0.0413169000000001,-0.0104040000000001,0.00211780000000006,0.0169518,2.48999999999944e-05,-0.00287859999999995
"Ys0...115",-0.5,0,-0.75,1,0.9920827,0.9521885,0.9691456,0.9611502,0.9518937,0.9944237,0.9584416,0.9647688,0.9646731,0.9669474,0.9565375,0.9920421,0.9523588,0.9646594,0.9611062,0.9518924,0.0398942,-0.0169571000000001,0.0079954000000001,0.0092565,0.0398942,-0.00632719999999998,-0.00227430000000006,0.0092565,-0.000360199999999922,-0.0106299000000001,0.000455899999999954,0.9973655,0.9585157,0.1535792,0.1535792,0.9977257,0.9588759,0.136759,0.136759,0.0359821,-0.00632719999999998,-0.00227430000000006,0.0104099,0.00230280000000005,-0.0106299000000001,0.0396833000000001,-0.0123006,0.00355319999999992,0.00921380000000005,3.92999999999644e-05,-0.00465650000000006
"Ys0...116",-0.5,0,-0.75,1.5,0.9920971,0.9523154,0.9695378,0.9613077,0.9533191,0.9945092,0.958738,0.9650303,0.9649294,0.9672676,0.9594127,0.9920556,0.9524838,0.9649097,0.961264,0.9533171,0.0397816999999999,-0.0172224,0.00823010000000002,0.00798860000000001,0.0397816999999999,-0.00629230000000003,-0.00233819999999996,0.00798860000000001,-0.000361799999999968,-0.0109300999999999,0.000462699999999927,0.9973,0.9586077,0.1524634,0.1524634,0.9976618,0.9589695,0.135606,0.135606,0.0357712,-0.00629230000000003,-0.00233819999999996,0.0078549,0.0036815,-0.0109300999999999,0.0395718,-0.0124259,0.00364569999999997,0.00794689999999998,3.94999999999701e-05,-0.00479649999999998
"Ys0...117",-0.5,0,-0.2,-1.5,0.9917593,0.9492019,0.95903,0.9574353,0.9394103,0.9924837,0.9513937,0.9587062,0.9586005,0.9594126,0.9313471,0.9917168,0.9493856,0.9585888,0.9573796,0.9393957,0.0425574,-0.00982810000000001,0.00159470000000006,0.018025,0.0425574,-0.00731249999999994,-0.000812099999999982,0.018025,-0.00010880000000002,-0.00251560000000006,0.000214500000000006,0.9990791,0.9565144,0.1798002,0.1798002,0.9991879,0.9566232,0.1639738,0.1639738,0.04109,-0.00731249999999994,-0.000812099999999982,0.0280655,-0.00878760000000001,-0.00251560000000006,0.0423311999999999,-0.00920319999999997,0.00120920000000002,0.0179839000000001,2.78999999999696e-05,-0.000624900000000039
"Ys0...118",-0.5,0,-0.2,-1,0.9918862,0.9503528,0.9616418,0.9588647,0.9418698,0.9932238,0.9540978,0.9610494,0.9609239,0.9623084,0.9363288,0.99184,0.9505231,0.9609271,0.9588093,0.9418575,0.0415334000000001,-0.011289,0.00277709999999998,0.0169949,0.0415334000000001,-0.00695160000000006,-0.0013844999999999,0.0169949,-0.000175800000000059,-0.00433739999999994,0.00030130000000006,0.9984397,0.9573044,0.1697056,0.1697056,0.9986155,0.9574802,0.1535354,0.1535354,0.039126,-0.00695160000000006,-0.0013844999999999,0.0259796,-0.00687859999999996,-0.00433739999999994,0.0413169000000001,-0.0104040000000001,0.00211780000000006,0.0169518,3.39000000000311e-05,-0.000884999999999914
"Ys0...119",-0.5,0,-0.2,1,0.9920848,0.9522135,0.9658297,0.9611502,0.9518937,0.9944228,0.9584254,0.9647688,0.964674,0.9669474,0.9565375,0.9920421,0.9523588,0.9646594,0.9611062,0.9518924,0.0398712999999999,-0.0136162,0.00467950000000006,0.0092565,0.0398712999999999,-0.0063434,-0.00227339999999998,0.0092565,-0.000319899999999929,-0.00727279999999997,0.000414699999999879,0.9974067,0.9585569,0.1536116,0.1536116,0.9977266,0.9588768,0.1367572,0.1367572,0.0359974000000001,-0.0063434,-0.00227339999999998,0.0104099,0.00230580000000002,-0.00727279999999997,0.0396833000000001,-0.0123006,0.00355319999999992,0.00921380000000005,4.13999999999692e-05,-0.00131559999999997
"Ys0...120",-0.5,0,-0.2,1.5,0.9920988,0.9523394,0.9661226,0.9613077,0.9533191,0.9945051,0.9587147,0.9650303,0.9649304,0.9672676,0.9594127,0.9920556,0.9524838,0.9649097,0.961264,0.9533171,0.0397594,-0.0137832000000001,0.00481490000000007,0.00798860000000001,0.0397594,-0.00631559999999998,-0.00233720000000004,0.00798860000000001,-0.000315500000000024,-0.00746760000000013,0.000415400000000066,0.9973473,0.958655,0.15251,0.15251,0.9976628,0.9589705,0.135604,0.135604,0.0357904,-0.00631559999999998,-0.00233720000000004,0.0078549,0.00368729999999995,-0.00746760000000013,0.0395718,-0.0124259,0.00364569999999997,0.00794689999999998,4.11999999999635e-05,-0.00135730000000012
"Ys0...121",-0.5,0,0.2,-1.5,0.9916909,0.949283,0.9581969,0.9574353,0.9394103,0.9925059,0.9513649,0.9587062,0.9585971,0.9594126,0.9313471,0.9917168,0.9493856,0.9585888,0.9573796,0.9393957,0.0424079000000001,-0.00891390000000003,0.000761600000000029,0.018025,0.0424079000000001,-0.0073413,-0.000815499999999969,0.018025,4.49999999996287e-06,-0.00157260000000004,0.00010460000000001,0.999189,0.9566243,0.1798578,0.1798578,0.9991845,0.9566198,0.1639806,0.1639806,0.0411410000000001,-0.0073413,-0.000815499999999969,0.0280655,-0.00887820000000006,-0.00157260000000004,0.0423311999999999,-0.00920319999999997,0.00120920000000002,0.0179839000000001,-4.04999999999989e-05,0.000289299999999937
"Ys0...122",-0.5,0,0.2,-1,0.9918153,0.9504453,0.9602347,0.9588647,0.9418698,0.9932407,0.9540958,0.9610494,0.9609514,0.9623084,0.9363288,0.99184,0.9505231,0.9609271,0.9588093,0.9418575,0.0413699999999999,-0.00978939999999995,0.00136999999999998,0.0169949,0.0413699999999999,-0.0069536,-0.00135699999999994,0.0169949,-0.00010880000000002,-0.00283579999999994,0.000206800000000062,0.9985342,0.9573989,0.1697096,0.1697096,0.998643,0.9575077,0.1534804,0.1534804,0.0391448999999999,-0.0069536,-0.00135699999999994,0.0259796,-0.00696640000000004,-0.00283579999999994,0.0413169000000001,-0.0104040000000001,0.00211780000000006,0.0169518,-3.70000000000648e-05,0.000614600000000132
"Ys0...123",-0.5,0,0.2,1,0.9920185,0.9522797,0.9634712,0.9611502,0.9518937,0.994427,0.9584681,0.9647688,0.9646714,0.9669474,0.9565375,0.9920421,0.9523588,0.9646594,0.9611062,0.9518924,0.0397388000000001,-0.0111915,0.00232100000000002,0.0092565,0.0397388000000001,-0.00630069999999994,-0.00227600000000006,0.0092565,-0.000293800000000011,-0.00489080000000008,0.000391200000000036,0.9974302,0.9585804,0.1535262,0.1535262,0.997724,0.9588742,0.1367624,0.1367624,0.0359588999999999,-0.00630069999999994,-0.00227600000000006,0.0104099,0.00223530000000016,-0.00489080000000008,0.0396833000000001,-0.0123006,0.00355319999999992,0.00921380000000005,-2.48999999999944e-05,0.00110909999999997
"Ys0...124",-0.5,0,0.2,1.5,0.9920321,0.9524081,0.9637031,0.9613077,0.9533191,0.9945109,0.9587622,0.9650303,0.9649257,0.9672676,0.9594127,0.9920556,0.9524838,0.9649097,0.961264,0.9533171,0.039624,-0.0112950000000001,0.00239540000000005,0.00798860000000001,0.039624,-0.0062681,-0.00234190000000001,0.00798860000000001,-0.000289600000000001,-0.00502690000000006,0.000394200000000011,0.9973685,0.9586762,0.152415,0.152415,0.9976581,0.9589658,0.1356134,0.1356134,0.0357487,-0.0062681,-0.00234190000000001,0.0078549,0.00361480000000003,-0.00502690000000006,0.0395718,-0.0124259,0.00364569999999997,0.00794689999999998,-2.55000000000116e-05,0.00113089999999993
"Ys0...125",-0.5,0,0.75,-1.5,0.9916992,0.9492916,0.9570525,0.9574353,0.9394103,0.9924994,0.9513798,0.9587062,0.9586024,0.9594126,0.9313471,0.9917168,0.9493856,0.9585888,0.9573796,0.9393957,0.0424076,-0.00776089999999996,-0.000382800000000016,0.018025,0.0424076,-0.00732639999999996,-0.000810199999999983,0.018025,-7.10000000003763e-06,-0.000434500000000004,0.000110900000000025,0.9991827,0.956618,0.179828,0.179828,0.9991898,0.9566251,0.16397,0.16397,0.0411196,-0.00732639999999996,-0.000810199999999983,0.0280655,-0.00886340000000008,-0.000434500000000004,0.0423311999999999,-0.00920319999999997,0.00120920000000002,0.0179839000000001,-3.22000000000378e-05,0.00144230000000001
"Ys0...126",-0.5,0,0.75,-1,0.9918243,0.9504594,0.9582552,0.9588647,0.9418698,0.9932386,0.9540955,0.9610494,0.960949,0.9623084,0.9363288,0.99184,0.9505231,0.9609271,0.9588093,0.9418575,0.0413649,-0.00779580000000002,-0.000609500000000041,0.0169949,0.0413649,-0.00695390000000007,-0.0013593999999999,0.0169949,-9.2000000000092e-05,-0.000841899999999951,0.000192400000000092,0.9985486,0.9574133,0.1697102,0.1697102,0.9986406,0.9575053,0.1534852,0.1534852,0.0391431,-0.00695390000000007,-0.0013593999999999,0.0259796,-0.0069553,-0.000841899999999951,0.0413169000000001,-0.0104040000000001,0.00211780000000006,0.0169518,-2.8000000000028e-05,0.00260820000000006
"Ys0...127",-0.5,0,0.75,1,0.9920206,0.9523047,0.9601553,0.9611502,0.9518937,0.9944261,0.9584519,0.9647688,0.9646723,0.9669474,0.9565375,0.9920421,0.9523588,0.9646594,0.9611062,0.9518924,0.0397159,-0.00785060000000004,-0.00099489999999991,0.0092565,0.0397159,-0.00631689999999996,-0.00227509999999997,0.0092565,-0.000253500000000018,-0.00153370000000008,0.000349999999999961,0.9974714,0.9586216,0.1535586,0.1535586,0.9977249,0.9588751,0.1367606,0.1367606,0.0359742,-0.00631689999999996,-0.00227509999999997,0.0104099,0.00223830000000014,-0.00153370000000008,0.0396833000000001,-0.0123006,0.00355319999999992,0.00921380000000005,-2.27999999999895e-05,0.00444999999999995
"Ys0...128",-0.5,0,0.75,1.5,0.9920338,0.9524321,0.9602879,0.9613077,0.9533191,0.9945068,0.9587389,0.9650303,0.9649267,0.9672676,0.9594127,0.9920556,0.9524838,0.9649097,0.961264,0.9533171,0.0396017,-0.00785579999999997,-0.00101980000000002,0.00798860000000001,0.0396017,-0.00629140000000006,-0.00234089999999998,0.00798860000000001,-0.000243299999999946,-0.00156439999999991,0.000346899999999928,0.9974158,0.9587235,0.1524616,0.1524616,0.9976591,0.9589668,0.1356114,0.1356114,0.0357679000000001,-0.00629140000000006,-0.00234089999999998,0.0078549,0.00362059999999997,-0.00156439999999991,0.0395718,-0.0124259,0.00364569999999997,0.00794689999999998,-2.38000000000183e-05,0.00457010000000002
"Ys0...129",-0.5,1,-0.75,-1.5,0.9917842,0.9520374,0.9633773,0.9609381,0.9405631,0.9925705,0.9540663,0.9620124,0.9619584,0.9627724,0.9331035,0.9917501,0.9522128,0.9618982,0.9608854,0.9405468,0.0397468,-0.0113399,0.00243919999999997,0.020375,0.0397468,-0.00794609999999996,-0.000813999999999981,0.020375,-0.000140600000000046,-0.0033938,0.000194600000000045,0.9990454,0.9599835,0.1678426,0.1678426,0.999186,0.9601241,0.1505384,0.1505384,0.0385042,-0.00794609999999996,-0.000813999999999981,0.0296689,-0.00824590000000003,-0.0033938,0.0395373,-0.00968540000000007,0.00101280000000004,0.0203386,1.78000000000678e-05,-0.00165449999999989
"Ys0...130",-0.5,1,-0.75,-1,0.9919118,0.9534061,0.9668843,0.9626343,0.943487,0.9933105,0.9568984,0.964492,0.9644207,0.965836,0.9383835,0.9918769,0.9535615,0.9643693,0.9625815,0.9434767,0.0385057,-0.0134782,0.00424999999999998,0.0191473000000001,0.0385057,-0.00759359999999998,-0.00141530000000001,0.0191473000000001,-0.000219300000000033,-0.00588460000000002,0.00029060000000003,0.9983654,0.9609997,0.1572192,0.1572192,0.9985847,0.961219,0.1394866,0.1394866,0.0364120999999999,-0.00759359999999998,-0.00141530000000001,0.0274525,-0.0065021999999999,-0.00588460000000002,0.0383154,-0.0108078,0.00178780000000001,0.0191048,2.46000000000413e-05,-0.00267039999999996
"Ys0...131",-0.5,1,-0.75,1,0.9921203,0.9556136,0.9724965,0.9653482,0.9554101,0.9945129,0.9614171,0.968423,0.9683916,0.9707489,0.9597663,0.9920832,0.9557551,0.9683149,0.9653109,0.9554325,0.0365067,-0.0168829,0.0071483,0.00993809999999995,0.0365067,-0.00700590000000001,-0.00235730000000001,0.00993809999999995,-0.000371400000000022,-0.00987700000000002,0.000402800000000036,0.9972713,0.9626195,0.1403198,0.1403198,0.9976427,0.9629909,0.121719,0.121719,0.0330958,-0.00700590000000001,-0.00235730000000001,0.0109826000000001,0.00196359999999984,-0.00987700000000002,0.0363281000000001,-0.0125598,0.00300400000000001,0.00987839999999995,5.94999999998791e-05,-0.00432310000000002
"Ys0...132",-0.5,1,-0.75,1.5,0.9921348,0.9557646,0.972895,0.9655362,0.9571029,0.9945989,0.9617261,0.9687014,0.9686642,0.9710885,0.9628154,0.9920969,0.9559039,0.9685818,0.9654991,0.9571195,0.0363702,-0.0171304,0.0073588,0.00843329999999998,0.0363702,-0.00697530000000002,-0.00242430000000005,0.00843329999999998,-0.000371999999999928,-0.0101551,0.000409199999999998,0.9972037,0.9627399,0.139145,0.139145,0.9975757,0.9631119,0.1204946,0.1204946,0.0328727999999999,-0.00697530000000002,-0.00242430000000005,0.00827310000000003,0.00324840000000004,-0.0101551,0.0361929999999999,-0.0126779,0.00308269999999999,0.00837960000000004,5.45000000000684e-05,-0.00445249999999997
"Ys0...133",-0.5,1,-0.2,-1.5,0.9917914,0.9520508,0.9623126,0.9609381,0.9405631,0.992563,0.954083,0.9620124,0.9619591,0.9627724,0.9331035,0.9917501,0.9522128,0.9618982,0.9608854,0.9405468,0.0397406,-0.0102618,0.00137449999999995,0.020375,0.0397406,-0.00792939999999998,-0.000813300000000017,0.020375,-0.00014460000000005,-0.00233240000000001,0.000197900000000084,0.9990421,0.9599802,0.1678092,0.1678092,0.9991867,0.9601248,0.150537,0.150537,0.03848,-0.00792939999999998,-0.000813300000000017,0.0296689,-0.00823119999999999,-0.00233240000000001,0.0395373,-0.00968540000000007,0.00101280000000004,0.0203386,2.50000000000528e-05,-0.000576399999999921
"Ys0...134",-0.5,1,-0.2,-1,0.9919198,0.9534258,0.9650428,0.9626343,0.943487,0.9933078,0.9569011,0.964492,0.964415,0.965836,0.9383835,0.9918769,0.9535615,0.9643693,0.9625815,0.9434767,0.038494,-0.011617,0.00240849999999992,0.0191473000000001,0.038494,-0.00759090000000007,-0.00142100000000001,0.0191473000000001,-0.000196599999999991,-0.00402609999999992,0.000273599999999985,0.9983824,0.9610167,0.1572138,0.1572138,0.998579,0.9612133,0.139498,0.139498,0.0364067,-0.00759090000000007,-0.00142100000000001,0.0274525,-0.00649149999999987,-0.00402609999999992,0.0383154,-0.0108078,0.00178780000000001,0.0191048,3.26000000000493e-05,-0.000809199999999954
"Ys0...135",-0.5,1,-0.2,1,0.9921221,0.9556458,0.9694117,0.9653482,0.9554101,0.9945116,0.9614032,0.968423,0.9683918,0.9707489,0.9597663,0.9920832,0.9557551,0.9683149,0.9653109,0.9554325,0.0364763,-0.0137659,0.0040635,0.00993809999999995,0.0364763,-0.00701980000000002,-0.0023571,0.00993809999999995,-0.000325499999999979,-0.00674609999999998,0.000356699999999988,0.9973174,0.9626656,0.1403476,0.1403476,0.9976429,0.9629911,0.1217186,0.1217186,0.0331084,-0.00701980000000002,-0.0023571,0.0109826000000001,0.00196669999999988,-0.00674609999999998,0.0363281000000001,-0.0125598,0.00300400000000001,0.00987839999999995,6.12999999999309e-05,-0.00120609999999999
"Ys0...136",-0.5,1,-0.2,1.5,0.9921362,0.9557974,0.9697172,0.9655362,0.9571029,0.9945945,0.961704,0.9687014,0.9686642,0.9710885,0.9628154,0.9920969,0.9559039,0.9685818,0.9654991,0.9571195,0.0363388,-0.0139197999999999,0.00418099999999999,0.00843329999999998,0.0363388,-0.00699740000000004,-0.00242430000000005,0.00843329999999998,-0.000317099999999848,-0.00692239999999988,0.000354299999999919,0.9972586,0.9627948,0.1391892,0.1391892,0.9975757,0.9631119,0.1204946,0.1204946,0.0328905,-0.00699740000000004,-0.00242430000000005,0.00827310000000003,0.00325419999999998,-0.00692239999999988,0.0361929999999999,-0.0126779,0.00308269999999999,0.00837960000000004,5.59000000001086e-05,-0.00124189999999991
"Ys0...137",-0.5,1,0.2,-1.5,0.9917239,0.9521042,0.961537,0.9609381,0.9405631,0.9925885,0.9540494,0.9620124,0.9619617,0.9627724,0.9331035,0.9917501,0.9522128,0.9618982,0.9608854,0.9405468,0.0396197,-0.00943280000000002,0.000598899999999958,0.020375,0.0396197,-0.00796299999999994,-0.000810699999999942,0.020375,-6.02000000001768e-05,-0.00146980000000008,0.000110900000000136,0.9991291,0.9600672,0.1678764,0.1678764,0.9991893,0.9601274,0.1505318,0.1505318,0.0385390999999999,-0.00796299999999994,-0.000810699999999942,0.0296689,-0.0083242,-0.00146980000000008,0.0395373,-0.00968540000000007,0.00101280000000004,0.0203386,-4.24999999999454e-05,0.000252600000000047
"Ys0...138",-0.5,1,0.2,-1,0.9918512,0.9534818,0.9637363,0.9626343,0.943487,0.9933256,0.956892,0.964492,0.9644553,0.965836,0.9383835,0.9918769,0.9535615,0.9643693,0.9625815,0.9434767,0.0383694,-0.0102544999999999,0.00110199999999994,0.0191473000000001,0.0383694,-0.00760000000000005,-0.00138070000000001,0.0191473000000001,-0.000171799999999944,-0.00265449999999989,0.000208499999999945,0.9984475,0.9610818,0.157232,0.157232,0.9986193,0.9612536,0.1394174,0.1394174,0.0364336000000001,-0.00760000000000005,-0.00138070000000001,0.0274525,-0.00657789999999991,-0.00265449999999989,0.0383154,-0.0108078,0.00178780000000001,0.0191048,-3.5999999999925e-05,0.00055330000000009
"Ys0...139",-0.5,1,0.2,1,0.9920578,0.9556663,0.9672242,0.9653482,0.9554101,0.9945171,0.9614355,0.968423,0.9683878,0.9707489,0.9597663,0.9920832,0.9557551,0.9683149,0.9653109,0.9554325,0.0363915,-0.0115579,0.00187599999999999,0.00993809999999995,0.0363915,-0.00698750000000004,-0.0023611,0.00993809999999995,-0.000333299999999981,-0.00457039999999997,0.000368499999999994,0.9973056,0.9626538,0.140283,0.140283,0.9976389,0.9629871,0.1217266,0.1217266,0.0330816,-0.00698750000000004,-0.0023611,0.0109826000000001,0.00189689999999987,-0.00457039999999997,0.0363281000000001,-0.0125598,0.00300400000000001,0.00987839999999995,-3.00000000008627e-06,0.0010019
"Ys0...140",-0.5,1,0.2,1.5,0.9920714,0.9558181,0.9674731,0.9655362,0.9571029,0.9946015,0.9617429,0.9687014,0.9686584,0.9710885,0.9628154,0.9920969,0.9559039,0.9685818,0.9654991,0.9571195,0.0362533,-0.011655,0.00193690000000002,0.00843329999999998,0.0362533,-0.00695850000000009,-0.00243009999999999,0.00843329999999998,-0.000329499999999872,-0.00469649999999988,0.000372499999999887,0.9972404,0.9627766,0.1391114,0.1391114,0.9975699,0.9631061,0.1205062,0.1205062,0.0328586000000001,-0.00695850000000009,-0.00243009999999999,0.00827310000000003,0.00318240000000003,-0.00469649999999988,0.0361929999999999,-0.0126779,0.00308269999999999,0.00837960000000004,-8.89999999986735e-06,0.00102290000000005
"Ys0...141",-0.5,1,0.75,-1.5,0.9917311,0.9521176,0.9604723,0.9609381,0.9405631,0.992581,0.9540661,0.9620124,0.9619624,0.9627724,0.9331035,0.9917501,0.9522128,0.9618982,0.9608854,0.9405468,0.0396135,-0.00835469999999994,-0.000465800000000072,0.020375,0.0396135,-0.00794629999999996,-0.000809999999999977,0.020375,-6.42000000000698e-05,-0.000408399999999975,0.000114200000000064,0.9991258,0.9600639,0.167843,0.167843,0.99919,0.9601281,0.1505304,0.1505304,0.0385149,-0.00794629999999996,-0.000809999999999977,0.0296689,-0.00830950000000008,-0.000408399999999975,0.0395373,-0.00968540000000007,0.00101280000000004,0.0203386,-3.52999999999604e-05,0.00133070000000013
"Ys0...142",-0.5,1,0.75,-1,0.9918592,0.9535015,0.9618948,0.9626343,0.943487,0.9933229,0.9568947,0.964492,0.9644496,0.965836,0.9383835,0.9918769,0.9535615,0.9643693,0.9625815,0.9434767,0.0383577000000001,-0.00839330000000005,-0.000739500000000004,0.0191473000000001,0.0383577000000001,-0.00759730000000003,-0.00138640000000001,0.0191473000000001,-0.000149100000000013,-0.000796000000000019,0.000191500000000011,0.9984645,0.9610988,0.1572266,0.1572266,0.9986136,0.9612479,0.1394288,0.1394288,0.0364282,-0.00759730000000003,-0.00138640000000001,0.0274525,-0.00656719999999988,-0.000796000000000019,0.0383154,-0.0108078,0.00178780000000001,0.0191048,-2.7999999999917e-05,0.00241449999999999
"Ys0...143",-0.5,1,0.75,1,0.9920596,0.9556985,0.9641394,0.9653482,0.9554101,0.9945158,0.9614216,0.968423,0.968388,0.9707489,0.9597663,0.9920832,0.9557551,0.9683149,0.9653109,0.9554325,0.0363611,-0.00844089999999997,-0.00120880000000001,0.00993809999999995,0.0363611,-0.00700140000000005,-0.0023609,0.00993809999999995,-0.000287399999999938,-0.00143949999999993,0.000322399999999945,0.9973517,0.9626999,0.1403108,0.1403108,0.9976391,0.9629873,0.1217262,0.1217262,0.0330942,-0.00700140000000005,-0.0023609,0.0109826000000001,0.00190000000000001,-0.00143949999999993,0.0363281000000001,-0.0125598,0.00300400000000001,0.00987839999999995,-1.20000000003451e-06,0.00411890000000004
"Ys0...144",-0.5,1,0.75,1.5,0.9920728,0.9558509,0.9642953,0.9655362,0.9571029,0.9945971,0.9617208,0.9687014,0.9686584,0.9710885,0.9628154,0.9920969,0.9559039,0.9685818,0.9654991,0.9571195,0.0362219,-0.00844440000000002,-0.00124089999999999,0.00843329999999998,0.0362219,-0.0069806,-0.00243009999999999,0.00843329999999998,-0.000274600000000014,-0.00146380000000002,0.000317600000000029,0.9972953,0.9628315,0.1391556,0.1391556,0.9975699,0.9631061,0.1205062,0.1205062,0.0328763,-0.0069806,-0.00243009999999999,0.00827310000000003,0.00318819999999997,-0.00146380000000002,0.0361929999999999,-0.0126779,0.00308269999999999,0.00837960000000004,-7.49999999993811e-06,0.0042335
"Ys0...145",-0.5,1.5,-0.75,-1.5,0.9917922,0.9526991,0.9641151,0.9617525,0.940832,0.9925864,0.9546904,0.9627812,0.9627459,0.9635549,0.9334963,0.9917594,0.9528669,0.9626682,0.9617054,0.9408142,0.0390931,-0.011416,0.00236259999999999,0.0209205,0.0390931,-0.00809079999999995,-0.000808999999999949,0.0209205,-0.000153600000000087,-0.00332520000000003,0.000188900000000047,0.9990374,0.9607899,0.1650568,0.1650568,0.999191,0.9609435,0.1473984,0.1473984,0.0378959999999999,-0.00809079999999995,-0.000808999999999949,0.0300586,-0.00812990000000002,-0.00332520000000003,0.0388925,-0.00980130000000001,0.00096279999999993,0.0208912,1.50000000000983e-05,-0.00161469999999997
"Ys0...146",-0.5,1.5,-0.75,-1,0.9919209,0.9541215,0.9676359,0.9635078,0.9438691,0.9933269,0.957545,0.9652935,0.9652393,0.9666567,0.9388466,0.9918864,0.9542676,0.9651695,0.9634677,0.9438516,0.0377994,-0.0135144,0.00412809999999997,0.0196387,0.0377994,-0.00774850000000005,-0.00141740000000001,0.0196387,-0.000220400000000009,-0.00576589999999999,0.000274600000000014,0.9983622,0.96187,0.154323,0.154323,0.9985826,0.9620904,0.136208,0.136208,0.0357819,-0.00774850000000005,-0.00141740000000001,0.0278101000000001,-0.00642850000000006,-0.00576589999999999,0.0376188,-0.0109019,0.00170179999999998,0.0196161,1.70000000000448e-05,-0.00261250000000002
"Ys0...147",-0.5,1.5,-0.75,1,0.9921308,0.9564075,0.97327,0.9663233,0.9562268,0.9945308,0.9621057,0.9692798,0.96926,0.9716321,0.9604983,0.9920936,0.9565391,0.9691628,0.9662947,0.9562404,0.0357233,-0.0168625,0.00694669999999997,0.0100965,0.0357233,-0.00717410000000007,-0.00237209999999999,0.0100965,-0.00036959999999997,-0.00968839999999993,0.000389399999999984,0.9972583,0.9635816,0.137229,0.137229,0.9976279,0.9639512,0.1182158,0.1182158,0.0324251000000001,-0.00717410000000007,-0.00237209999999999,0.0111338,0.00187149999999991,-0.00968839999999993,0.0355545,-0.0126237,0.00286810000000004,0.0100543,5.07999999999065e-05,-0.00423879999999999
"Ys0...148",-0.5,1.5,-0.75,1.5,0.9921454,0.9565635,0.9736697,0.9665163,0.9579845,0.9946169,0.962417,0.9695622,0.9695363,0.9719765,0.9635884,0.9921076,0.9566938,0.9694327,0.9664891,0.9579891,0.0355818999999999,-0.0171062,0.00715339999999998,0.00853179999999998,0.0355818999999999,-0.00714520000000007,-0.0024402,0.00853179999999998,-0.000367399999999907,-0.00996099999999989,0.00039329999999993,0.9971924,0.9637087,0.1360416,0.1360416,0.9975598,0.9640761,0.1169744,0.1169744,0.0321999000000001,-0.00714520000000007,-0.0024402,0.00838810000000001,0.00313239999999992,-0.00996099999999989,0.0354137999999999,-0.0127389,0.00294360000000005,0.00849999999999995,4.2399999999998e-05,-0.00436729999999996
