"","a1","g6","rho","beta2","g2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"171",-1.5,1,-0.75,-0.5,1.5,0.1572216,0.3213544,-0.000301700000000071,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"172",-1.5,1,-0.75,0,1.5,0.1874591,0.4084241,-4.79000000001006e-05,4,3,1,2,4,2,1,3,3,2,1,4,4,3,1,2
"173",-1.5,1,-0.75,0.5,1.5,0.2005574,0.4587109,-3.20999999998683e-05,3,4,1,2,4,2,1,3,2,3,1,4,3,4,1,2
"174",-1.5,1,-0.75,1,1.5,0.2019719,0.4783207,9.42999999999916e-05,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"175",-1.5,1,-0.75,1.5,1.5,0.1983055,0.4794166,9.61999999999907e-05,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"176",-1.5,1,-0.2,-1.5,1.5,0.0440288000000001,0.0474536999999999,-7.44999999999774e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"177",-1.5,1,-0.2,-1,1.5,0.1049033,0.1945422,-0.000129599999999952,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"178",-1.5,1,-0.2,-0.5,1.5,0.1570799,0.3211233,-0.00022830000000007,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"179",-1.5,1,-0.2,0,1.5,0.1872947,0.4084421,-0.000235600000000002,4,3,1,2,4,2,1,3,3,2,1,4,4,3,1,2
"180",-1.5,1,-0.2,0.5,1.5,0.2005673,0.4581728,-0.000276299999999896,3,4,1,2,4,2,1,3,2,3,1,4,3,4,1,2
"181",-1.5,1,-0.2,1,1.5,0.2019594,0.4780638,2.57000000000174e-05,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"182",-1.5,1,-0.2,1.5,1.5,0.1986719,0.4790839,-6.26000000000237e-05,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"183",-1.5,1,0.2,-1.5,1.5,0.0440839,0.0472901,-0.000163800000000047,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"184",-1.5,1,0.2,-1,1.5,0.1045888,0.1940307,-0.000336299999999956,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"185",-1.5,1,0.2,-0.5,1.5,0.1571399,0.3214003,-0.000175800000000059,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"186",-1.5,1,0.2,0,1.5,0.1879954,0.4086015,-0.000486800000000009,4,3,1,2,4,2,1,3,3,2,1,4,4,3,1,2
"187",-1.5,1,0.2,0.5,1.5,0.2004836,0.4578966,-0.000555100000000031,3,4,1,2,4,2,1,3,2,3,1,4,3,4,1,2
"188",-1.5,1,0.2,1,1.5,0.2028866,0.4777151,-0.00029710000000005,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"189",-1.5,1,0.2,1.5,1.5,0.1986614,0.4792108,-0.000209099999999962,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"190",-1.5,1,0.75,-1.5,1.5,0.0440602999999999,0.0477065999999999,2.879999999994e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"191",-1.5,1,0.75,-1,1.5,0.1051813,0.1944319,-0.000242599999999982,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"192",-1.5,1,0.75,-0.5,1.5,0.1570953,0.3212678,-0.000692799999999938,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"193",-1.5,1,0.75,0,1.5,0.1876364,0.4081727,-0.000244600000000039,4,3,1,2,4,2,1,3,3,2,1,4,4,3,1,2
"194",-1.5,1,0.75,0.5,1.5,0.2004996,0.4585984,4.80999999998843e-05,4,3,1,2,4,2,1,3,2,3,1,4,3,4,1,2
"195",-1.5,1,0.75,1,1.5,0.2026262,0.4781609,-0.000170099999999951,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"196",-1.5,1,0.75,1.5,1.5,0.1987035,0.4789306,-0.000418999999999947,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"197",-0.5,1,-0.75,-1.5,-1.5,0.00266699999999997,0.0815972,0.000167299999999981,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"198",-0.5,1,-0.75,-1,-1.5,0.0139849000000001,0.115205,9.53000000000204e-05,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"199",-0.5,1,-0.75,-0.5,-1.5,0.0267795999999999,0.1392628,0.00016740000000004,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"200",-0.5,1,-0.75,0,-1.5,0.0378137000000001,0.1340177,1.17000000000589e-05,2,4,1,3,2,3,1,4,2,3,1,4,2,3,1,4
"201",-0.5,1,-0.75,0.5,-1.5,0.046306,0.1112395,0.000130999999999992,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"202",-0.5,1,-0.75,1,-1.5,0.0525095999999999,0.0982308,0.000151300000000076,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"203",-0.5,1,-0.75,1.5,-1.5,0.0570911,0.0941780000000001,0.000139200000000117,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3
"204",-0.5,1,-0.2,-1.5,-1.5,0.00267370000000011,0.0816190000000001,0.000387600000000043,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"205",-0.5,1,-0.2,-1,-1.5,0.0140091000000001,0.1153357,-0.000119400000000103,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"206",-0.5,1,-0.2,-0.5,-1.5,0.0267075,0.1390879,-3.28999999998913e-05,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"207",-0.5,1,-0.2,0,-1.5,0.0379749,0.1342085,-5.93000000000954e-05,2,4,1,3,2,3,1,4,2,3,1,4,2,3,1,4
"208",-0.5,1,-0.2,0.5,-1.5,0.0462478,0.1112738,-8.20999999999739e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"209",-0.5,1,-0.2,1,-1.5,0.0525957000000001,0.0982139999999999,0.000180899999999928,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"210",-0.5,1,-0.2,1.5,-1.5,0.0568935999999999,0.094445,0.000278899999999971,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3
"211",-0.5,1,0.2,-1.5,-1.5,0.00256489999999987,0.0816047999999999,-1.32000000000465e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"212",-0.5,1,0.2,-1,-1.5,0.0139887000000001,0.1150649,6.31000000000936e-05,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"213",-0.5,1,0.2,-0.5,-1.5,0.0266643,0.1393287,-5.33000000000339e-05,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"214",-0.5,1,0.2,0,-1.5,0.0383292999999998,0.1344493,0.000226800000000082,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"215",-0.5,1,0.2,0.5,-1.5,0.0466736999999999,0.1112935,7.8399999999923e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"216",-0.5,1,0.2,1,-1.5,0.0530537000000001,0.0983461999999999,1.01999999999602e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"217",-0.5,1,0.2,1.5,-1.5,0.0575052,0.0943008,-6.44000000000755e-05,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3
"218",-0.5,1,0.75,-1.5,-1.5,0.00262039999999997,0.081614,-3.15999999999095e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"219",-0.5,1,0.75,-1,-1.5,0.0140492,0.1153686,0.000356599999999929,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"220",-0.5,1,0.75,-0.5,-1.5,0.0267693,0.1391157,0.000291300000000105,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"221",-0.5,1,0.75,0,-1.5,0.0378204999999998,0.1341556,-6.01999999999547e-05,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"222",-0.5,1,0.75,0.5,-1.5,0.0467636000000001,0.1109198,-2.89999999999457e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"223",-0.5,1,0.75,1,-1.5,0.0527007,0.0981681,8.33000000000084e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"224",-0.5,1,0.75,1.5,-1.5,0.0569632,0.0943719000000001,8.42000000000898e-05,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3
"225",-0.5,1,-0.75,-1.5,-1,0.00555270000000008,0.0771530999999999,4.90999999999131e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"226",-0.5,1,-0.75,-1,-1,0.0182946,0.1103585,0.00016090000000013,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"227",-0.5,1,-0.75,-0.5,-1,0.0307471,0.1328378,0.000102100000000105,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"228",-0.5,1,-0.75,0,-1,0.0416837,0.1286682,-0.000111399999999984,2,4,1,3,2,3,1,4,2,3,1,4,2,4,1,3
"229",-0.5,1,-0.75,0.5,-1,0.0499573999999999,0.1131045,-0.000315799999999977,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"230",-0.5,1,-0.75,1,-1,0.0549765999999999,0.1058121,5.14999999999821e-05,2,4,1,3,2,4,1,3,3,4,1,2,2,4,1,3
"231",-0.5,1,-0.75,1.5,-1,0.0587143000000001,0.103204,-2.53000000000059e-05,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
"232",-0.5,1,-0.2,-1.5,-1,0.00540419999999997,0.0771972999999999,2.7200000000005e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"233",-0.5,1,-0.2,-1,-1,0.0178729,0.1106987,0.000150800000000118,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"234",-0.5,1,-0.2,-0.5,-1,0.0311142,0.1325446,-0.000166900000000081,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"235",-0.5,1,-0.2,0,-1,0.0417997,0.1285092,3.69000000000064e-05,2,4,1,3,2,3,1,4,2,3,1,4,2,4,1,3
"236",-0.5,1,-0.2,0.5,-1,0.0496618999999999,0.1133063,-7.42999999999716e-05,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"237",-0.5,1,-0.2,1,-1,0.0552299000000001,0.1059474,0.000177299999999825,2,4,1,3,2,4,1,3,3,4,1,2,2,4,1,3
"238",-0.5,1,-0.2,1.5,-1,0.0585181,0.1030904,0.000256499999999993,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
"239",-0.5,1,0.2,-1.5,-1,0.00538630000000007,0.0772151999999999,0.000110199999999949,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"240",-0.5,1,0.2,-1,-1,0.0179696999999999,0.1107465,0.000139099999999948,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"241",-0.5,1,0.2,-0.5,-1,0.0308687,0.1326686,-0.000170300000000179,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"242",-0.5,1,0.2,0,-1,0.0415525,0.1284708,-0.000103600000000093,2,3,1,4,2,3,1,4,2,3,1,4,2,4,1,3
"243",-0.5,1,0.2,0.5,-1,0.0497911,0.1135874,0.000104300000000057,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"244",-0.5,1,0.2,1,-1,0.0555359,0.1059532,-0.000131600000000009,2,4,1,3,2,4,1,3,3,4,1,2,2,4,1,3
"245",-0.5,1,0.2,1.5,-1,0.0588878,0.1030755,7.00000000001255e-05,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
"246",-0.5,1,0.75,-1.5,-1,0.00514949999999992,0.0774329,6.93000000000499e-05,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"247",-0.5,1,0.75,-1,-1,0.0179124999999999,0.1103914,8.1599999999904e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"248",-0.5,1,0.75,-0.5,-1,0.0309057999999999,0.1328946,0.000105999999999939,2,3,1,4,2,3,1,4,3,2,1,4,2,3,1,4
"249",-0.5,1,0.75,0,-1,0.0417923,0.1286385,-0.000151500000000082,2,3,1,4,2,3,1,4,2,3,1,4,2,4,1,3
"250",-0.5,1,0.75,0.5,-1,0.0498126,0.1131837,-0.000130400000000086,2,4,1,3,2,3,1,4,2,4,1,3,2,4,1,3
"251",-0.5,1,0.75,1,-1,0.0556796999999999,0.1058536,-1.32000000000465e-05,2,4,1,3,2,4,1,3,3,4,1,2,2,4,1,3
"252",-0.5,1,0.75,1.5,-1,0.0588515000000001,0.1030023,4.68999999999609e-05,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2
"253",-0.5,1,-0.75,-1.5,-0.5,0.00831029999999999,0.0705285,0.000166600000000017,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"254",-0.5,1,-0.75,-1,-0.5,0.0219282000000001,0.1038497,-0.000168399999999957,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"255",-0.5,1,-0.75,-0.5,-0.5,0.0349879000000001,0.1250109,-0.000120499999999968,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"256",-0.5,1,-0.75,0,-0.5,0.0455717000000001,0.1238031,-2.67999999999935e-05,2,4,1,3,3,2,1,4,3,2,1,4,2,4,1,3
"257",-0.5,1,-0.75,0.5,-0.5,0.0524882,0.1167017,-2.000000000002e-05,2,4,1,3,3,2,1,4,3,4,1,2,2,4,1,3
"258",-0.5,1,-0.75,1,-0.5,0.0578176,0.1144404,5.54000000000388e-05,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"259",-0.5,1,-0.75,1.5,-0.5,0.0601029,0.1115939,0.000246100000000138,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"260",-0.5,1,-0.2,-1.5,-0.5,0.00858890000000001,0.0706095999999999,0.000418400000000041,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"261",-0.5,1,-0.2,-1,-0.5,0.0220125,0.1037831,0.00019480000000005,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"262",-0.5,1,-0.2,-0.5,-0.5,0.0353412999999999,0.124757,-4.78999999999896e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"263",-0.5,1,-0.2,0,-0.5,0.0452402000000001,0.1234767,-3.16999999999679e-05,2,4,1,3,3,2,1,4,3,2,1,4,2,4,1,3
"264",-0.5,1,-0.2,0.5,-0.5,0.0529795,0.1169189,0.000145000000000062,2,4,1,3,3,2,1,4,3,4,1,2,2,4,1,3
"265",-0.5,1,-0.2,1,-0.5,0.0579379999999999,0.1140749,-1.34999999999996e-05,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"266",-0.5,1,-0.2,1.5,-0.5,0.0604519,0.1115512,0.000167299999999981,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"267",-0.5,1,0.2,-1.5,-0.5,0.00833220000000001,0.0705655000000001,0.000148599999999943,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"268",-0.5,1,0.2,-1,-0.5,0.0219512000000001,0.1037478,0.00037570000000009,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"269",-0.5,1,0.2,-0.5,-0.5,0.03492,0.1249801,0.000223800000000107,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"270",-0.5,1,0.2,0,-0.5,0.0455026000000001,0.1235089,-0.000131000000000103,2,3,1,4,3,2,1,4,3,2,1,4,2,4,1,3
"271",-0.5,1,0.2,0.5,-0.5,0.0533962,0.1168396,-5.71000000000321e-05,2,4,1,3,3,2,1,4,3,4,1,2,2,4,1,3
"272",-0.5,1,0.2,1,-0.5,0.0579097999999998,0.1140476,-0.000126500000000029,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"273",-0.5,1,0.2,1.5,-0.5,0.0605427000000001,0.1112346,-0.000228899999999976,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"274",-0.5,1,0.75,-1.5,-0.5,0.00839590000000001,0.0702600999999999,-0.000120700000000085,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"275",-0.5,1,0.75,-1,-0.5,0.0219054000000001,0.1038414,7.5999999999965e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"276",-0.5,1,0.75,-0.5,-0.5,0.0350795999999999,0.1248722,-0.000139600000000017,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"277",-0.5,1,0.75,0,-0.5,0.0455939,0.1234696,-5.55000000000971e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,4,1,3
"278",-0.5,1,0.75,0.5,-0.5,0.0530949999999999,0.1168912,-0.000120499999999968,2,4,1,3,3,2,1,4,3,4,1,2,2,4,1,3
"279",-0.5,1,0.75,1,-0.5,0.0577953,0.1140752,-0.000241100000000105,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"280",-0.5,1,0.75,1.5,-0.5,0.0604792000000001,0.1113362,5.00000000003276e-06,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"281",-0.5,1,-0.75,-1.5,0,0.0116270000000001,0.0611365,8.31000000000026e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"282",-0.5,1,-0.75,-1,0,0.0254731000000001,0.0942833999999999,0.000121299999999991,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"283",-0.5,1,-0.75,-0.5,0,0.0388670000000001,0.1149371,5.02999999999476e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"284",-0.5,1,-0.75,0,0,0.0492806000000001,0.1192741,-1.38000000000638e-05,2,4,1,3,3,2,1,4,3,2,1,4,2,4,1,3
"285",-0.5,1,-0.75,0.5,0,0.0562842,0.1208919,-5.97000000001069e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"286",-0.5,1,-0.75,1,0,0.0605628999999999,0.1216953,-0.00014409999999998,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"287",-0.5,1,-0.75,1.5,0,0.0621614,0.1190806,0.000258399999999881,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"288",-0.5,1,-0.2,-1.5,0,0.0113801,0.0609029000000001,5.86000000000197e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"289",-0.5,1,-0.2,-1,0,0.0257094000000001,0.0942079,0.000113800000000053,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"290",-0.5,1,-0.2,-0.5,0,0.0392517999999999,0.1149869,-4.58999999999321e-05,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"291",-0.5,1,-0.2,0,0,0.0495203000000001,0.1189594,-0.000210299999999997,2,4,1,3,3,2,1,4,3,2,1,4,2,4,1,3
"292",-0.5,1,-0.2,0.5,0,0.0561341000000001,0.1209251,-0.000262400000000107,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"293",-0.5,1,-0.2,1,0,0.0604465999999998,0.1216277,0.000211300000000025,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"294",-0.5,1,-0.2,1.5,0,0.0620459,0.1190572,0.000249600000000072,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"295",-0.5,1,0.2,-1.5,0,0.0108483999999999,0.0608702,0.000166599999999906,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"296",-0.5,1,0.2,-1,0,0.0258535,0.0940044999999999,0.000189999999999912,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"297",-0.5,1,0.2,-0.5,0,0.0389195999999999,0.1147735,0.000107999999999886,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"298",-0.5,1,0.2,0,0,0.0492925999999999,0.1192146,-0.000166400000000122,2,4,1,3,3,2,1,4,3,2,1,4,2,4,1,3
"299",-0.5,1,0.2,0.5,0,0.0565472,0.1209835,2.000000000002e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"300",-0.5,1,0.2,1,0,0.0605507,0.1213749,-0.000244000000000022,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"301",-0.5,1,0.2,1.5,0,0.0624167999999999,0.1189639,9.86000000000598e-05,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"302",-0.5,1,0.75,-1.5,0,0.0112448000000001,0.0607652,-1.52999999999404e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"303",-0.5,1,0.75,-1,0,0.0256488,0.0937173,-0.000130500000000033,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"304",-0.5,1,0.75,-0.5,0,0.0392011999999999,0.1148919,-4.89999999999657e-05,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"305",-0.5,1,0.75,0,0,0.0495459,0.1189118,-0.000252599999999936,2,3,1,4,3,2,1,4,3,2,1,4,2,4,1,3
"306",-0.5,1,0.75,0.5,0,0.0566629,0.1210184,-0.000249400000000066,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"307",-0.5,1,0.75,1,0,0.0607444,0.1216383,9.78999999999841e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"308",-0.5,1,0.75,1.5,0,0.0629646000000003,0.1188609,-2.82000000000338e-05,3,4,1,2,4,3,1,2,3,4,1,2,3,4,1,2
"309",-0.5,1,-0.75,-1.5,0.5,0.0127706000000001,0.0472208,-6.00000000128276e-07,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"310",-0.5,1,-0.75,-1,0.5,0.0282591999999999,0.0790358,0.000246600000000097,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"311",-0.5,1,-0.75,-0.5,0.5,0.0422940000000001,0.1010572,0.000349900000000014,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"312",-0.5,1,-0.75,0,0.5,0.0527638999999999,0.1134297,0.000156299999999887,2,4,1,3,3,2,1,4,4,2,1,3,2,4,1,3
"313",-0.5,1,-0.75,0.5,0.5,0.0594453,0.1235045,8.07000000000446e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"314",-0.5,1,-0.75,1,0.5,0.0628108999999998,0.1270853,0.000208399999999997,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"315",-0.5,1,-0.75,1.5,0.5,0.064404,0.1246368,-2.39000000000766e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"316",-0.5,1,-0.2,-1.5,0.5,0.0127226999999999,0.0474138,0.000294599999999923,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"317",-0.5,1,-0.2,-1,0.5,0.0283369,0.0787863999999999,0.000103899999999935,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"318",-0.5,1,-0.2,-0.5,0.5,0.0428268999999999,0.1007375,-0.000316500000000053,2,3,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"319",-0.5,1,-0.2,0,0.5,0.0524440000000002,0.1133833,0.000247699999999962,2,4,1,3,3,2,1,4,4,2,1,3,2,4,1,3
"320",-0.5,1,-0.2,0.5,0.5,0.0592691,0.1234837,7.16000000000605e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"321",-0.5,1,-0.2,1,0.5,0.0628274999999999,0.1269962,-3.21999999999267e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"322",-0.5,1,-0.2,1.5,0.5,0.0642455000000001,0.1246078,-0.000150800000000118,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"323",-0.5,1,0.2,-1.5,0.5,0.0126400000000001,0.0473518000000001,0.000326900000000019,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"324",-0.5,1,0.2,-1,0.5,0.0281625,0.0790035,0.000126599999999977,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"325",-0.5,1,0.2,-0.5,0.5,0.0419609999999999,0.1009876,8.10999999999451e-05,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"326",-0.5,1,0.2,0,0.5,0.0528700000000001,0.1132581,0.000207300000000021,2,3,1,4,3,2,1,4,4,2,1,3,2,4,1,3
"327",-0.5,1,0.2,0.5,0.5,0.0593969,0.1231206,-0.000250100000000031,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"328",-0.5,1,0.2,1,0.5,0.0631874,0.1267628,-0.00010409999999994,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"329",-0.5,1,0.2,1.5,0.5,0.0645711,0.124777,0.000254399999999988,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"330",-0.5,1,0.75,-1.5,0.5,0.0127881000000001,0.0469724999999999,9.08999999998938e-05,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"331",-0.5,1,0.75,-1,0.5,0.0282933000000001,0.0790059,-6.57000000000574e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"332",-0.5,1,0.75,-0.5,0.5,0.0424038999999998,0.1009508,-0.000126200000000076,3,2,1,4,3,2,1,4,3,2,1,4,2,3,1,4
"333",-0.5,1,0.75,0,0.5,0.052706,0.1133429,-0.000208000000000097,3,2,1,4,3,2,1,4,4,2,1,3,2,4,1,3
"334",-0.5,1,0.75,0.5,0.5,0.0595892,0.1238223,0.000150900000000065,4,3,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"335",-0.5,1,0.75,1,0.5,0.0631797999999999,0.1270587,-2.52000000000585e-05,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"336",-0.5,1,0.75,1.5,0.5,0.0643831,0.1247139,0.000139200000000006,3,4,1,2,4,2,1,3,4,3,1,2,3,4,1,2
"337",-0.5,1,-0.75,-1.5,1,0.0123395999999999,0.0292428,0.000137300000000007,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"338",-0.5,1,-0.75,-1,1,0.0280393,0.055739,0.00015339999999997,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"339",-0.5,1,-0.75,-0.5,1,0.0427401999999999,0.0800821,0.000112000000000001,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"340",-0.5,1,-0.75,0,1,0.0538409999999999,0.1024234,0.000130999999999992,4,3,1,2,4,2,1,3,4,2,1,3,4,2,1,3
"341",-0.5,1,-0.75,0.5,1,0.0609099000000001,0.1208198,0.000360400000000038,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"342",-0.5,1,-0.75,1,1,0.0645777,0.1278778,0.000171299999999985,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"343",-0.5,1,-0.75,1.5,1,0.0663265999999999,0.1266615,4.67000000000661e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"344",-0.5,1,-0.2,-1.5,1,0.0124755,0.0289809999999999,0.000131299999999945,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"345",-0.5,1,-0.2,-1,1,0.0278756999999999,0.0559216,0.000137100000000001,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"346",-0.5,1,-0.2,-0.5,1,0.0430667,0.0801147,-0.000157100000000021,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"347",-0.5,1,-0.2,0,1,0.0541009999999998,0.1028041,4.30000000000152e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
