"","a1","g6","rho","beta2","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0"
"Ys0...237",0.5,1.5,0.75,-1.5,3.6231235,0.29730075,0.0136634999999998,1.0852248,3.6231235,0.292767899999999,0.0230515499999999,1.0852248,-0.00485519999999973,3.6065403,0.292767899999999,0.0230515499999999,0.9300972,0.166760050000001,3.6236956,0.31842675,-0.00803234999999969,1.0870683,-0.0018457500000002
"Ys0...238",0.5,1.5,0.75,-1,3.7157443,0.308214449999999,0.0235245000000006,1.000866,3.7157443,0.300281099999999,0.0398861999999998,1.000866,-0.00842834999999909,3.6865644,0.300281099999999,0.0398861999999998,0.8616402,0.160002700000001,3.716123,0.3444888,-0.0134346000000001,1.0020876,-0.000915549999998877
"Ys0...239",0.5,1.5,0.75,1,3.8638201,0.3256908,0.0385588500000003,0.3682629,3.8638201,0.31232115,0.0663067499999999,0.3682629,-0.0143782499999991,3.8145136,0.31232115,0.0663067499999999,0.34856655,0.054969149999998,3.8641488,0.386384550000001,-0.0224494499999999,0.368746799999999,-0.000498050000000028
"Ys0...240",0.5,1.5,0.75,1.5,3.8741131,0.3269052,0.0397954499999997,0.2631942,3.8741131,0.3131301,0.0683173500000001,0.2631942,-0.0147468000000011,3.8233412,0.3131301,0.0683173500000001,0.26329005,0.0363765499999982,3.8743984,0.3892701,-0.0229223999999997,0.26403,-0.000768150000000745
"Ys0...241",1.5,-1.5,-0.75,-1.5,NA,NA,NA,0.0610295999999999,NA,NA,NA,0.0610295999999999,NA,NA,NA,NA,0.2162385,NA,3.9080393,0.0611060999999999,0.0430044000000001,0.0614236499999996,NA
"Ys0...242",1.5,-1.5,-0.75,-1,NA,NA,NA,0.0610295999999999,NA,NA,NA,0.0610295999999999,NA,NA,NA,NA,0.20018925,NA,4.0193735,0.0296204999999996,0.0744900000000004,0.0614236499999996,NA
"Ys0...243",1.5,-1.5,-0.75,1,NA,NA,NA,0.0610295999999999,NA,NA,NA,0.0610295999999999,NA,NA,NA,NA,0.08096295,NA,4.1978589,-0.0209359500000001,0.12504645,0.0614236499999996,NA
"Ys0...244",1.5,-1.5,-0.75,1.5,NA,NA,NA,0.0610295999999999,NA,NA,NA,0.0610295999999999,NA,NA,NA,NA,0.0611052000000001,NA,4.2102403,-0.0244336500000002,0.12854415,0.0614236499999996,NA
"Ys0...245",1.5,-1.5,-0.2,-1.5,3.9077569,0.0569018999999997,0.0471979500000002,0.0614205000000001,3.9077569,0.0745562999999998,0.0127662000000002,0.0614205000000001,0.0167773499999999,3.8991115,0.0745562999999998,0.0127662000000002,0.2165481,-0.12978795,3.9084103,0.06083595,0.0431826000000002,0.0618764999999999,-0.00102810000000009
"Ys0...246",1.5,-1.5,-0.2,-1,4.0192775,0.0223518,0.0817480499999999,0.0614205000000001,4.0192775,0.0530701499999999,0.0219868500000002,0.0614205000000001,0.0290428499999997,4.0038763,0.0530701499999999,0.0219868500000002,0.2006463,-0.0948006499999998,4.0196817,0.029436,0.0745825500000001,0.0618764999999999,-0.000778899999999361
