"","a1","g6","rho","beta2","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0"
"Ys0...205",0.5,0,0.75,-1.5,4.18750271631206,0.74929916135229,0.0603501,0.46536915,4.18750271631206,0.749299161352291,0.0603500999999995,0.46536915,-4.44089209850063e-16,4.11185997499364,0.749299161352291,0.0603500999999995,0.46536915,0.0750015199113694,4.18771865485165,0.750377158632695,0.0601294500000003,0.46512795,-0.000832085819994166
"Ys0...206",0.5,0,0.75,-1,4.30438332602191,0.749299161352291,0.0989382000000001,0.41790825,4.30438332602191,0.749299161352291,0.0989382000000001,0.41790825,0,4.18879181090632,0.749299161352291,0.0989382000000001,0.41790825,0.114626143708545,4.30473791969718,0.750377158632695,0.0988028999999999,0.4178427,-0.00123174095567125
"Ys0...207",0.5,0,0.75,1,4.42476254695358,0.749299161352291,0.16584585,0.1004121,4.42476254695358,0.749299161352291,0.16584585,0.1004121,-4.44089209850063e-16,4.2482255279229,0.749299161352291,0.16584585,0.1004121,0.175774747623638,4.425047136245,0.750377158632695,0.1657515,0.1006554,-0.00151153657182101
"Ys0...208",0.5,0,0.75,1.5,4.4311559902342,0.749299161352291,0.1735314,0.0732632999999998,4.4311559902342,0.749299161352291,0.1735314,0.0732632999999998,4.44089209850063e-16,4.247467178798,0.749299161352291,0.1735314,0.0732632999999998,0.182996740029143,4.43133458940677,0.750377158632695,0.1732599,0.0736875000000001,-0.00140929645297794
"Ys0...209",0.5,1,-0.75,-1.5,4.18832646500267,1.28487581097596,-0.0620043245475315,0.969889521889703,4.18832646500267,1.1530039244854,0.0805952238592487,0.969889521889703,-0.0107276619162135,4.11277479419619,1.1530039244854,0.0805952238592487,0.620562528205574,0.41330418119087,4.18771865485165,1.22926490608111,-0.00566360557498635,0.969103183919129,0.000664334043904535
"Ys0...210",0.5,1,-0.75,-1,4.3053224270014,1.37509257580004,-0.103503604377828,0.912210403006439,4.3053224270014,1.17251424440665,0.131725673598087,0.912210403006439,-0.0326509465825224,4.18969237820477,1.17251424440665,0.131725673598087,0.557642290094817,0.436423056788082,4.30473791969718,1.28889613954044,-0.0166405683381812,0.911861646065153,0.000266664465463862
"Ys0...211",0.5,1,-0.75,1,4.42574153922141,1.49599922926831,-0.17610099746345,0.221140708377836,4.42574153922141,1.18719929037082,0.220979192816763,0.221140708377836,-0.0882802513827192,4.24909810715236,1.18719929037082,0.220979192816763,0.134180670601763,0.174204869531931,4.425047136245,1.36439541476567,-0.0440731711885216,0.22129665368999,0.000114445891971293
"Ys0...212",0.5,1,-0.75,1.5,4.43207288839463,1.50833041848925,-0.184402379851493,0.150532985657841,4.43207288839463,1.18696562681198,0.231117821842743,0.150532985657841,-0.0941554100169619,4.24831694271841,1.18696562681198,0.231117821842743,0.0976998351974991,0.141323494346036,4.43133458940677,1.37131704138982,-0.0470370401587643,0.150987949813331,-6.86277609243113e-05
"Ys0...213",0.5,1,-0.2,-1.5,4.18854414407635,1.24339006561603,-0.020546081439659,0.970018217180276,4.18854414407635,1.15301931583083,0.0805661712145174,0.970018217180276,-0.0107415028689721,4.11314532277593,1.15301931583083,0.0805661712145174,0.620485011521324,0.412867558553787,4.18771865485165,1.22926490608111,-0.00566360557498635,0.969103183919129,0.000983206156095928
"Ys0...214",0.5,1,-0.2,-1,4.30575653930312,1.31147036078311,-0.039790714627697,0.912302987219575,4.30575653930312,1.17247478942331,0.131688212976206,0.912302987219575,-0.0324833562440974,4.19002986228162,1.17247478942331,0.131688212976206,0.557502733778477,0.436457160973088,4.30473791969718,1.28889613954044,-0.0166405683381812,0.911861646065153,0.00088403571351936
