"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...421",0.5,1,-0.75,-1.5,-1,NA,NA,NA,0.9013199,0.7831707,NA,NA,0.8998784,NA,0.8972895,0.7994791,0.9890928,0.8987948,0.8999911,0.9014528,0.7830159,NA,NA,NA,0.1181492,NA,NA,NA,0.1181492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0978104,NA,NA,0.090298,-0.00119630000000004,-0.00146170000000001,0.1184369,NA,NA
"Ys0...422",0.5,1,-0.75,-1,-1,NA,NA,NA,0.9142869,0.8054674,NA,NA,0.9117146,NA,0.9073788,0.8167884,0.9912555,0.9139912,0.9118508,0.9144897,0.8054215,NA,NA,NA,0.1088195,NA,NA,NA,0.1088195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0905904000000001,NA,NA,0.0772643,0.00214040000000004,-0.0026389,0.1090682,NA,NA
"Ys0...423",0.5,1,-0.75,-0.5,-1,NA,NA,NA,0.9232104,0.8305856,NA,NA,0.9198247,NA,0.9143309,0.8362375,0.9927503,0.9244639,0.919979,0.9233744,0.8306243,NA,NA,NA,0.0926248,NA,NA,NA,0.0926248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0780934,NA,NA,0.0682864,0.00448490000000001,-0.00339540000000005,0.0927501000000001,NA,NA
"Ys0...424",0.5,1,-0.75,0,-1,NA,NA,NA,0.9290603,0.8558182,NA,NA,0.9251743,NA,0.9188563,0.8559377,0.9937338,0.931333,0.9253057,0.9292703,0.8556191,NA,NA,NA,0.0732421,NA,NA,NA,0.0732421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0629185999999999,NA,NA,0.0624008,0.00602729999999996,-0.00396459999999998,0.0736512,NA,NA
"Ys0...425",0.5,1,-0.75,0.5,-1,NA,NA,NA,0.9327633,0.8781149,NA,NA,0.9285877,NA,0.9217279,0.873247,0.9943506,0.9357101,0.9287134,0.9330155,0.8780247,NA,NA,NA,0.0546483999999999,NA,NA,NA,0.0546483999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484809,NA,NA,0.0586405,0.00699669999999997,-0.00430209999999998,0.0549908,NA,NA
"Ys0...426",0.5,1,-0.75,1,-1,NA,NA,NA,0.9351086,0.8958715,NA,NA,0.930709,NA,0.9235545,0.887026,0.9947461,0.9384479,0.9308491,0.9353472,0.895891,NA,NA,NA,0.0392370999999999,NA,NA,NA,0.0392370999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0365285,NA,NA,0.0562982,0.00759880000000002,-0.00449810000000006,0.0394562000000001,NA,NA
"Ys0...427",0.5,1,-0.75,1.5,-1,NA,NA,NA,0.9365541,0.9088474,NA,NA,0.9320238,NA,0.9246675,0.8971528,0.9949929,0.9401313,0.9321546,0.9367844,0.9088893,NA,NA,NA,0.0277067,NA,NA,NA,0.0277067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0275147,NA,NA,0.0548616,0.00797669999999995,-0.00462979999999991,0.0278951,NA,NA
"Ys0...428",0.5,1,-0.2,-1.5,-1,0.9891237,0.8988232,0.8990296,0.9014371,0.7830961,0.9885359,0.8952801,0.8997964,0.8996293,0.8972729,0.7995564,0.9891149,0.8988565,0.8997345,0.9013296,0.7830737,0.0903005,-0.00020639999999994,-0.00240750000000001,0.118341,0.0903005,-0.00451630000000003,0.00235639999999993,0.118341,-0.000453999999999843,0.00430990000000009,0.00062109999999993,1.0019024,0.9033395,0.409847,0.409847,1.0023564,0.9037935,0.4043878,0.40258,0.0932558,-0.00451630000000003,0.00235639999999993,0.0977165000000001,0.0170481,0.00430990000000009,0.0902584000000001,-0.000878000000000045,-0.00159509999999996,0.1182559,-1.3599999999947e-05,0.000671600000000105
"Ys0...429",0.5,1,-0.2,-1,-1,0.9912904,0.9140708,0.9103716,0.9144211,0.8053247,0.9906042,0.9081492,0.9116969,0.9115432,0.9073717,0.8168424,0.9912749,0.9141428,0.9116416,0.91433,0.8054095,0.0772196000000001,0.00369920000000001,-0.00404950000000004,0.1090964,0.0772196000000001,-0.00354770000000004,0.00417149999999999,0.1090964,-0.000974099999999978,0.00724690000000006,0.00112780000000001,1.0031974,0.9176185,0.3579339,0.35556,1.0041715,0.9185926,0.3592923,0.3564144,0.0824550000000001,-0.00354770000000004,0.00417149999999999,0.0905293,0.0122038999999999,0.00724690000000006,0.0771320999999999,0.00250119999999998,-0.00268839999999992,0.1089205,0.000100300000000053,0.00119800000000003
"Ys0...430",0.5,1,-0.2,-0.5,-1,0.992746,0.9244904,0.9181428,0.9233309,0.8305534,0.9920211,0.9169502,0.9197943,0.9196891,0.9143016,0.8364478,0.9927621,0.9245778,0.9197463,0.9232438,0.8305128,0.0682556,0.00634760000000001,-0.00518809999999992,0.0927775,0.0682556,-0.00284409999999991,0.00538749999999999,0.0927775,-0.00138389999999999,0.00919169999999991,0.00148909999999991,1.0028441,0.9273345,0.3218149,0.3171188,1.004228,0.9287184,0.3283768,0.324735,0.0750708999999999,-0.00284409999999991,0.00538749999999999,0.0778538000000001,0.00661929999999999,0.00919169999999991,0.0681843,0.00483149999999999,-0.00349749999999993,0.0927309999999999,-5.66999999999096e-05,0.00151610000000002
"Ys0...431",0.5,1,-0.2,0,-1,0.9937237,0.9313594,0.9232218,0.9291966,0.8558671,0.9929683,0.9227292,0.9251213,0.9250554,0.9188863,0.8559604,0.9937401,0.9314378,0.9250839,0.9290895,0.8556835,0.0623643,0.00813759999999997,-0.00597480000000006,0.0733295,0.0623643,-0.00239210000000001,0.00616909999999993,0.0733295,-0.00161420000000001,0.0105297,0.00168010000000007,1.0023921,0.9337515,0.2980609,0.2918228,1.0040063,0.9353657,0.3079754,0.3038342,0.0702391,-0.00239210000000001,0.00616909999999993,0.0629259000000001,0.000848699999999925,0.0105297,0.0623023,0.00635390000000002,-0.00400560000000005,0.073406,-0.000199999999999978,0.00178369999999994
"Ys0...432",0.5,1,-0.2,0.5,-1,0.9943329,0.9357121,0.9264576,0.9329182,0.8780957,0.9935649,0.9264091,0.9285229,0.9284683,0.9217995,0.8732464,0.9943666,0.9358026,0.9284715,0.9328341,0.8780193,0.0586207999999999,0.00925450000000005,-0.00646060000000004,0.0548225,0.0586207999999999,-0.00211380000000005,0.00666880000000003,0.0548225,-0.00176109999999996,0.0113683000000001,0.00181569999999998,1.0021138,0.9378259,0.2829468,0.2757576,1.0038749,0.939587,0.2950145,0.2905646,0.0671558,-0.00211380000000005,0.00666880000000003,0.0485531,-0.00408130000000007,0.0113683000000001,0.0585639999999999,0.00733110000000003,-0.00436259999999999,0.0548148000000001,-0.000110100000000113,0.00192340000000002
"Ys0...433",0.5,1,-0.2,1,-1,0.9947152,0.938457,0.9284972,0.9352468,0.8959107,0.9939444,0.9287244,0.9306449,0.9305811,0.9236095,0.8870841,0.994753,0.9385551,0.9305964,0.9351447,0.8958123,0.0562582,0.00995979999999996,-0.00674960000000002,0.0393361000000001,0.0562582,-0.00192049999999999,0.00697160000000008,0.0393361000000001,-0.00184090000000015,0.0118803,0.00190470000000009,1.0019205,0.9403775,0.2734493,0.2656372,1.0037614,0.9422184,0.2869531,0.2822874,0.0652199999999999,-0.00192049999999999,0.00697160000000008,0.0365253999999999,-0.00805579999999984,0.0118803,0.0561979,0.00795869999999999,-0.00454830000000006,0.0393324,-0.00013619999999992,0.00200109999999998
"Ys0...434",0.5,1,-0.2,1.5,-1,0.9949506,0.9401487,0.9297635,0.9366719,0.9088819,0.9941731,0.9301471,0.9319529,0.9318975,0.924714,0.8971763,0.9949907,0.940237,0.9319214,0.9365816,0.9087756,0.0548019000000001,0.0103852,-0.00690840000000004,0.02779,0.0548019000000001,-0.00180579999999997,0.00718350000000001,0.02779,-0.00190090000000009,0.012191,0.00195630000000002,1.0018058,0.9419545,0.2676042,0.2594084,1.0037067,0.9438554,0.2820026,0.2772282,0.064026,-0.00180579999999997,0.00718350000000001,0.0275377,-0.0109281,0.012191,0.0547537,0.00831559999999998,-0.0046602,0.027806,-0.000146399999999991,0.0020696
"Ys0...435",0.5,1,0.2,-1.5,-1,0.9891225,0.8988157,0.9004475,0.9014371,0.7830961,0.9885344,0.8953345,0.8997964,0.8996404,0.8972729,0.7995564,0.9891149,0.8988565,0.8997345,0.9013296,0.7830737,0.0903068,-0.00163179999999996,-0.000989600000000035,0.118341,0.0903068,-0.00446190000000002,0.00236749999999997,0.118341,-0.000526999999999944,0.00283010000000006,0.000682999999999989,1.0018405,0.9032776,0.4097382,0.4097382,1.0023675,0.9038046,0.4043767,0.40258,0.0931999,-0.00446190000000002,0.00236749999999997,0.0977165000000001,0.0170484,0.00283010000000006,0.0902584000000001,-0.000878000000000045,-0.00159509999999996,0.1182559,-1.47999999999815e-05,-0.000753799999999916
"Ys0...436",0.5,1,0.2,-1,-1,0.9913082,0.914096,0.9128586,0.9144211,0.8053247,0.9906019,0.9082113,0.9116969,0.9115371,0.9073717,0.8168424,0.9912749,0.9141428,0.9116416,0.91433,0.8054095,0.0772122,0.00123740000000006,-0.00156250000000002,0.1090964,0.0772122,-0.00348559999999998,0.00416539999999999,0.1090964,-0.00100489999999998,0.00472300000000003,0.00116470000000002,1.0031605,0.9175816,0.3577845,0.3553854,1.0041654,0.9185865,0.3592984,0.3564144,0.0823906,-0.00348559999999998,0.00416539999999999,0.0905293,0.0122239999999999,0.00472300000000003,0.0771320999999999,0.00250119999999998,-0.00268839999999992,0.1089205,0.00011810000000001,-0.00126379999999993
"Ys0...437",0.5,1,0.2,-0.5,-1,0.9927735,0.9245166,0.9213601,0.9233309,0.8305534,0.992019,0.91699,0.9197943,0.9196984,0.9143016,0.8364478,0.9927621,0.9245778,0.9197463,0.9232438,0.8305128,0.0682569,0.00315650000000001,-0.00197079999999994,0.0927775,0.0682569,-0.00280429999999998,0.00539679999999998,0.0927775,-0.00140679999999993,0.00596079999999999,0.00150269999999986,1.0028043,0.9273209,0.3217091,0.3169868,1.0042111,0.9287277,0.3283675,0.324735,0.075029,-0.00280429999999998,0.00539679999999998,0.0778538000000001,0.00664889999999996,0.00596079999999999,0.0681843,0.00483149999999999,-0.00349749999999993,0.0927309999999999,-2.91999999999515e-05,-0.00167499999999998
"Ys0...438",0.5,1,0.2,0,-1,0.9937496,0.931364,0.9269033,0.9291966,0.8558671,0.9929662,0.9227712,0.9251213,0.925043,0.9188863,0.8559604,0.9937401,0.9314378,0.9250839,0.9290895,0.8556835,0.0623856,0.00446069999999998,-0.00229330000000005,0.0733295,0.0623856,-0.00235010000000002,0.0061566999999999,0.0733295,-0.00163919999999995,0.00681080000000001,0.00171750000000004,1.0023501,0.9337141,0.2979723,0.2917296,1.0039893,0.9353533,0.3079878,0.3038342,0.070195,-0.00235010000000002,0.0061566999999999,0.0629259000000001,0.000876699999999953,0.00681080000000001,0.0623023,0.00635390000000002,-0.00400560000000005,0.073406,-0.000174099999999955,-0.00189320000000004
"Ys0...439",0.5,1,0.2,0.5,-1,0.994362,0.9357201,0.9304375,0.9329182,0.8780957,0.9935631,0.9264365,0.9285229,0.9284563,0.9217995,0.8732464,0.9943666,0.9358026,0.9284715,0.9328341,0.8780193,0.0586418999999999,0.00528260000000003,-0.0024807,0.0548225,0.0586418999999999,-0.00208640000000004,0.00665680000000002,0.0548225,-0.00176849999999995,0.00736900000000007,0.00183509999999998,1.0020864,0.9378065,0.282884,0.2756868,1.0038549,0.939575,0.2950265,0.2905646,0.0671266,-0.00208640000000004,0.00665680000000002,0.0485531,-0.00405040000000012,0.00736900000000007,0.0585639999999999,0.00733110000000003,-0.00436259999999999,0.0548148000000001,-8.10000000001088e-05,-0.00204850000000001
"Ys0...440",0.5,1,0.2,1,-1,0.9947483,0.938468,0.9326697,0.9352468,0.8959107,0.9939425,0.9287501,0.9306449,0.930581,0.9236095,0.8870841,0.994753,0.9385551,0.9305964,0.9351447,0.8958123,0.0562803000000001,0.00579829999999992,-0.0025771,0.0393361000000001,0.0562803000000001,-0.00189479999999997,0.00697150000000002,0.0393361000000001,-0.00185550000000012,0.0076930999999999,0.00191940000000013,1.0018948,0.9403628,0.2733869,0.2655638,1.0037503,0.9422183,0.2869532,0.2822874,0.0651923999999999,-0.00189479999999997,0.00697150000000002,0.0365253999999999,-0.00802079999999983,0.0076930999999999,0.0561979,0.00795869999999999,-0.00454830000000006,0.0393324,-0.000103099999999912,-0.00216040000000006
"Ys0...441",0.5,1,0.2,1.5,-1,0.9949849,0.9401639,0.9340498,0.9366719,0.9088819,0.9941706,0.9301734,0.9319529,0.9318967,0.924714,0.8971763,0.9949907,0.940237,0.9319214,0.9365816,0.9087756,0.0548209999999999,0.00611410000000001,-0.00262209999999996,0.02779,0.0548209999999999,-0.00177949999999993,0.00718269999999999,0.02779,-0.0019112,0.00789359999999995,0.00196739999999995,1.0017795,0.9419434,0.2675364,0.2593254,1.0036907,0.9438546,0.2820034,0.2772282,0.0639972,-0.00177949999999993,0.00718269999999999,0.0275377,-0.0108913,0.00789359999999995,0.0547537,0.00831559999999998,-0.0046602,0.027806,-0.000112100000000059,-0.00220149999999997
"Ys0...442",0.5,1,0.75,-1.5,-1,0.9891463,0.8987648,0.9024685,0.9014371,0.7830961,0.9885397,0.8952888,0.8997964,0.8996826,0.8972729,0.7995564,0.9891149,0.8988565,0.8997345,0.9013296,0.7830737,0.0903815,-0.00370369999999998,0.00103140000000002,0.118341,0.0903815,-0.00450760000000006,0.00240969999999996,0.118341,-0.000574399999999864,0.00080390000000008,0.000688199999999917,1.0018353,0.9032724,0.4098296,0.4098296,1.0024097,0.9038468,0.4043345,0.40258,0.0932509,-0.00450760000000006,0.00240969999999996,0.0977165000000001,0.0170669,0.00080390000000008,0.0902584000000001,-0.000878000000000045,-0.00159509999999996,0.1182559,9.00000000003676e-06,-0.00282569999999993
"Ys0...443",0.5,1,0.75,-1,-1,0.9913083,0.914068,0.916365,0.9144211,0.8053247,0.9906075,0.9081663,0.9116969,0.9115467,0.9073717,0.8168424,0.9912749,0.9141428,0.9116416,0.91433,0.8054095,0.0772403,-0.00229699999999999,0.0019439,0.1090964,0.0772403,-0.00353060000000005,0.00417500000000004,0.1090964,-0.000997499999999985,0.00123360000000006,0.00114769999999997,1.0031775,0.9175986,0.3579025,0.3555314,1.004175,0.9185961,0.3592888,0.3564144,0.0824412,-0.00353060000000005,0.00417500000000004,0.0905293,0.0122185,0.00123360000000006,0.0771320999999999,0.00250119999999998,-0.00268839999999992,0.1089205,0.000118200000000068,-0.00479819999999997
"Ys0...444",0.5,1,0.75,-0.5,-1,0.9927772,0.9245002,0.9258713,0.9233309,0.8305534,0.9920217,0.9169594,0.9197943,0.9196966,0.9143016,0.8364478,0.9927621,0.9245778,0.9197463,0.9232438,0.8305128,0.068277,-0.00137109999999996,0.0025404,0.0927775,0.068277,-0.00283489999999997,0.00539499999999993,0.0927775,-0.00139079999999991,0.00146380000000002,0.00148849999999989,1.0028349,0.9273351,0.3217867,0.3170808,1.0042257,0.9287259,0.3283693,0.324735,0.0750623,-0.00283489999999997,0.00539499999999993,0.0778538000000001,0.00664989999999999,0.00146380000000002,0.0681843,0.00483149999999999,-0.00349749999999993,0.0927309999999999,-2.54999999999006e-05,-0.00620259999999995
"Ys0...445",0.5,1,0.75,0,-1,0.9937516,0.9313843,0.9320848,0.9291966,0.8558671,0.9929673,0.9227373,0.9251213,0.9250093,0.9188863,0.8559604,0.9937401,0.9314378,0.9250839,0.9290895,0.8556835,0.0623672999999999,-0.000700499999999993,0.00288820000000001,0.0733295,0.0623672999999999,-0.00238400000000005,0.00612299999999999,0.0733295,-0.00155129999999992,0.00168350000000006,0.00166329999999992,1.002384,0.9337683,0.2980198,0.2917568,1.0039353,0.9353196,0.3080215,0.3038342,0.07023,-0.00238400000000005,0.00612299999999999,0.0629259000000001,0.000877599999999923,0.00168350000000006,0.0623023,0.00635390000000002,-0.00400560000000005,0.073406,-0.000172100000000008,-0.00705440000000002
"Ys0...446",0.5,1,0.75,0.5,-1,0.9943595,0.9357229,0.9360337,0.9329182,0.8780957,0.9935651,0.9264125,0.9285229,0.9284119,0.9217995,0.8732464,0.9943666,0.9358026,0.9284715,0.9328341,0.8780193,0.0586365999999999,-0.000310799999999944,0.00311549999999994,0.0548225,0.0586365999999999,-0.00211040000000007,0.00661239999999996,0.0548225,-0.0016972999999999,0.00179960000000012,0.00180829999999998,1.0021104,0.9378333,0.2829292,0.2757292,1.0038077,0.9395306,0.2950709,0.2905646,0.0671526,-0.00211040000000007,0.00661239999999996,0.0485531,-0.00405490000000008,0.00179960000000012,0.0585639999999999,0.00733110000000003,-0.00436259999999999,0.0548148000000001,-8.35000000001251e-05,-0.00764189999999998
"Ys0...447",0.5,1,0.75,1,-1,0.9947483,0.9384845,0.9385303,0.9352468,0.8959107,0.9939442,0.9287294,0.9306449,0.9305214,0.9236095,0.8870841,0.994753,0.9385551,0.9305964,0.9351447,0.8958123,0.0562638,-4.57999999999847e-05,0.00328349999999999,0.0393361000000001,0.0562638,-0.00191549999999996,0.00691190000000008,0.0393361000000001,-0.00175870000000011,0.00186969999999997,0.00188220000000006,1.0019155,0.9404,0.2734118,0.2655722,1.0036742,0.9421587,0.2870128,0.2822874,0.0652148,-0.00191549999999996,0.00691190000000008,0.0365253999999999,-0.00802249999999993,0.00186969999999997,0.0561979,0.00795869999999999,-0.00454830000000006,0.0393324,-0.000103099999999912,-0.00800449999999997
"Ys0...448",0.5,1,0.75,1.5,-1,0.9949846,0.9401724,0.940068,0.9366719,0.9088819,0.9941728,0.9301426,0.9319529,0.93185,0.924714,0.8971763,0.9949907,0.940237,0.9319214,0.9365816,0.9087756,0.0548122,0.000104400000000004,0.00339610000000001,0.02779,0.0548122,-0.00181029999999993,0.00713599999999992,0.02779,-0.00182519999999997,0.00191469999999994,0.00192809999999999,1.0018103,0.9419827,0.2675895,0.25937,1.0036355,0.9438079,0.2820501,0.2772282,0.0640301999999999,-0.00181029999999993,0.00713599999999992,0.0275377,-0.0108938,0.00191469999999994,0.0547537,0.00831559999999998,-0.0046602,0.027806,-0.000112400000000012,-0.00821119999999997
"Ys0...449",0.5,1,-0.75,-1.5,-0.5,NA,NA,NA,0.9228812,0.8356759,NA,NA,0.9227346,NA,0.9207538,0.844368,0.9916441,0.9241357,0.9228024,0.9229769,0.8354669,NA,NA,NA,0.0872052999999999,NA,NA,NA,0.0872052999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0763857999999999,NA,NA,0.0675084,0.00133329999999998,-0.000174499999999966,0.08751,NA,NA
"Ys0...450",0.5,1,-0.75,-1,-0.5,NA,NA,NA,0.9322925,0.8518354,NA,NA,0.932012,NA,0.9286146,0.8578504,0.992979,0.9351504,0.9320452,0.9324126,0.8517288,NA,NA,NA,0.0804570999999999,NA,NA,NA,0.0804570999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0707641999999999,NA,NA,0.0578285999999999,0.00310520000000003,-0.000367400000000018,0.0806838000000001,NA,NA
"Ys0...451",0.5,1,-0.75,-0.5,-0.5,NA,NA,NA,0.9388016,0.8700967,NA,NA,0.9383476,NA,0.934027,0.8730161,0.9939063,0.9427388,0.9383759,0.9388565,0.870042,NA,NA,NA,0.0687049000000001,NA,NA,NA,0.0687049000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0610109000000001,NA,NA,0.0511675,0.00436289999999995,-0.000480599999999942,0.0688145,NA,NA
"Ys0...452",0.5,1,-0.75,0,-0.5,NA,NA,NA,0.9430318,0.8884331,NA,NA,0.9425317,NA,0.937551,0.8884153,0.9945135,0.9477553,0.9425327,0.9431291,0.888255,NA,NA,NA,0.0545987,NA,NA,NA,0.0545987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491357,NA,NA,0.0467582000000001,0.00522259999999997,-0.000596400000000052,0.0548741,NA,NA
"Ys0...453",0.5,1,-0.75,0.5,-0.5,NA,NA,NA,0.9457204,0.9045926,NA,NA,0.9451866,NA,0.9397835,0.9018977,0.9949004,0.9509359,0.9451844,0.9458496,0.9045169,NA,NA,NA,0.0411278,NA,NA,NA,0.0411278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0378858,NA,NA,0.0439645000000001,0.00575149999999991,-0.000665199999999921,0.0413327,NA,NA
"Ys0...454",0.5,1,-0.75,1,-0.5,NA,NA,NA,0.9474366,0.9174433,NA,NA,0.9468371,NA,0.9412206,0.9126932,0.9951452,0.9529221,0.9468506,0.9475325,0.9174367,NA,NA,NA,0.0299933,NA,NA,NA,0.0299933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285274,NA,NA,0.0422231,0.00607150000000001,-0.000681900000000013,0.0300958,NA,NA
"Ys0...455",0.5,1,-0.75,1.5,-0.5,NA,NA,NA,0.9484965,0.9268385,NA,NA,0.9478589,NA,0.9420848,0.9205965,0.9952942,0.9541414,0.9478741,0.948577,0.9268684,NA,NA,NA,0.021658,NA,NA,NA,0.021658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0214882999999999,NA,NA,0.0411528,0.00626729999999998,-0.000702899999999951,0.0217086,NA,NA
"Ys0...456",0.5,1,-0.2,-1.5,-0.5,0.991652,0.9241027,0.922218,0.9229874,0.8354449,0.9915991,0.9222059,0.9227159,0.9225059,0.9206841,0.8444146,0.991636,0.9241224,0.9226545,0.9228402,0.8355668,0.0675492999999999,0.00188470000000007,-0.000769400000000031,0.0875425,0.0675492999999999,-0.00051000000000001,0.00182179999999998,0.0875425,-0.000196499999999933,0.00239470000000008,0.000406499999999976,1.00051,0.9246127,0.3087696,0.3073828,1.0007065,0.9248092,0.3131385,0.312657,0.0693931999999999,-0.00051000000000001,0.00182179999999998,0.0762695,0.00902259999999999,0.00239470000000008,0.0675136,0.00146789999999997,-0.000185699999999955,0.0872733999999999,0.000137900000000024,0.000416800000000106
"Ys0...457",0.5,1,-0.2,-1,-0.5,0.9929871,0.9351885,0.9312077,0.9324237,0.8515833,0.993085,0.9320155,0.9319966,0.9317924,0.928553,0.8579288,0.9929963,0.9351864,0.931955,0.9323056,0.8517405,0.0577986,0.00398080000000001,-0.00121599999999999,0.0808403999999999,0.0577986,1.89000000000439e-05,0.0032394,0.0808403999999999,-0.000493500000000036,0.00396189999999996,0.000697700000000023,0.9999811,0.9351696,0.2687839,0.265592,1.0004746,0.9356631,0.2786779,0.2780466,0.0610695,1.89000000000439e-05,0.0032394,0.0706241999999999,0.00624760000000002,0.00396189999999996,0.0578099000000001,0.0032314,-0.000350599999999979,0.0805650999999999,0.000147999999999926,0.000749400000000011
"Ys0...458",0.5,1,-0.2,-0.5,-0.5,0.9938877,0.9427407,0.9373391,0.9388562,0.8699403,0.9941004,0.9387495,0.9383177,0.9381687,0.9339829,0.8732206,0.9939167,0.9428074,0.9382763,0.9387957,0.8699726,0.0511470000000001,0.00540160000000001,-0.00151710000000005,0.0689159,0.0511470000000001,0.000431799999999982,0.00418580000000002,0.0689159,-0.000733100000000042,0.00496980000000002,0.000882100000000108,0.9995682,0.9423089,0.2414426,0.2370196,1.0003013,0.943042,0.2550093,0.2543218,0.0553509,0.000431799999999982,0.00418580000000002,0.0607622999999999,0.00306760000000006,0.00496980000000002,0.0511093,0.00453110000000001,-0.000519400000000059,0.0688231,3.30000000003938e-06,0.000870499999999996
"Ys0...459",0.5,1,-0.2,0,-0.5,0.9944947,0.9477338,0.9413655,0.9431214,0.888351,0.9947814,0.9431565,0.9424737,0.9423638,0.9375584,0.8884681,0.9945195,0.9478087,0.9424541,0.9430395,0.8883564,0.0467609,0.00636829999999999,-0.00175590000000003,0.0547704,0.0467609,0.000682799999999983,0.00480539999999996,0.0547704,-0.000875799999999982,0.00568550000000001,0.000985699999999978,0.9993172,0.947051,0.2234795,0.2182194,1.000193,0.9479268,0.239398,0.2386404,0.0516249000000001,0.000682799999999983,0.00480539999999996,0.0490903,-0.000169600000000103,0.00568550000000001,0.0467108000000001,0.00535459999999999,-0.000585400000000069,0.0546831,-1.94000000000027e-05,0.00101370000000001
"Ys0...460",0.5,1,-0.2,0.5,-0.5,0.9948707,0.9509147,0.9439271,0.9458255,0.9044894,0.995204,0.9459593,0.9451257,0.945022,0.939815,0.9019823,0.9949077,0.9509708,0.9450994,0.9457522,0.9045301,0.043956,0.00698759999999998,-0.00189839999999997,0.0413361,0.043956,0.00083359999999999,0.00520700000000007,0.0413361,-0.000951400000000047,0.00615399999999999,0.00105509999999998,0.9991664,0.9500811,0.212041,0.206252,1.0001178,0.9510325,0.2295225,0.228719,0.0492447,0.00083359999999999,0.00520700000000007,0.0378326999999999,-0.00284039999999997,0.00615399999999999,0.0439368999999999,0.00587139999999997,-0.000652800000000009,0.0412221,3.70000000005088e-06,0.00111620000000001
"Ys0...461",0.5,1,-0.2,1,-0.5,0.9951116,0.9529204,0.9455411,0.9475213,0.9174464,0.995481,0.9477179,0.9467825,0.9466678,0.9412224,0.9127804,0.9951486,0.9529633,0.9467583,0.9474362,0.9174403,0.0421912,0.00737929999999998,-0.00198019999999999,0.0300749,0.0421912,0.000935400000000031,0.00544539999999993,0.0300749,-0.000981699999999974,0.00644389999999995,0.0010964,0.9990646,0.951985,0.2048613,0.1987234,1.0000463,0.9529667,0.2233661,0.2225126,0.0477630999999999,0.000935400000000031,0.00544539999999993,0.028442,-0.00503539999999991,0.00644389999999995,0.0421853000000001,0.00620499999999991,-0.000677899999999898,0.0299959,-4.31000000000736e-05,0.00117430000000007
"Ys0...462",0.5,1,-0.2,1.5,-0.5,0.995254,0.954146,0.9465435,0.9485575,0.92687,0.9956454,0.948799,0.9478073,0.9476994,0.9420871,0.9206556,0.9952941,0.9541918,0.9477962,0.9484847,0.9268288,0.0411079999999999,0.00760250000000007,-0.00201400000000007,0.0216875000000001,0.0411079999999999,0.000991699999999929,0.00561230000000001,0.0216875000000001,-0.00101549999999995,0.00661080000000014,0.0011234,0.9990083,0.9531543,0.2004487,0.19411,1.0000238,0.9541698,0.2195689,0.2187108,0.0468464000000001,0.000991699999999929,0.00561230000000001,0.0214314999999999,-0.0066058,0.00661080000000014,0.0411022999999999,0.00639560000000006,-0.000688499999999981,0.0216559,-8.12999999999509e-05,0.00120690000000001
