"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...109",-1.5,1,0.75,0,0,NA,NA,NA,0.9522731,0.9131185,NA,NA,0.9388108,NA,0.9507457,0.9130494,0.988194,0.9318877,0.9389181,0.9524231,0.9130075,NA,NA,NA,0.0391545999999999,NA,NA,NA,0.0391545999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376963,NA,NA,0.0563063,-0.00703039999999999,-0.013505,0.0394156,NA,NA
"Ys0...110",-1.5,1,0.75,0.5,0,NA,NA,NA,0.954129,0.9242254,NA,NA,0.9395439,NA,0.95246,0.9233821,0.9882841,0.9326723,0.9396613,0.9542991,0.9241883,NA,NA,NA,0.0299036,NA,NA,NA,0.0299036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290779,NA,NA,0.0556118,-0.00698900000000002,-0.0146377999999999,0.0301108,NA,NA
"Ys0...111",-1.5,1,0.75,1,0,NA,NA,NA,0.9553054,0.9330361,NA,NA,0.9400059,NA,0.9535625,0.9316454,0.9883376,0.9331728,0.94013,0.9554535,0.933072,NA,NA,NA,0.0222692999999999,NA,NA,NA,0.0222692999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0219171,NA,NA,0.0551648,-0.0069572,-0.0153234999999999,0.0223814999999999,NA,NA
"Ys0...112",-1.5,1,0.75,1.5,0,NA,NA,NA,0.9560275,0.939482,NA,NA,0.9402931,NA,0.9542263,0.937715,0.9883727,0.9334842,0.9404197,0.9561675,0.939509,NA,NA,NA,0.0165455,NA,NA,NA,0.0165455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165113,NA,NA,0.0548885,-0.00693549999999998,-0.0157478,0.0166584999999999,NA,NA
"Ys0...113",-1.5,1,-0.75,-1.5,0.5,0.9879753,0.9304403,0.9465643,0.9493008,0.9066482,0.9884432,0.9309923,0.9462879,0.9461443,0.9497807,0.9046587,0.9879476,0.9306062,0.9461465,0.9492102,0.9066875,0.057535,-0.016124,-0.00273649999999992,0.0426525999999999,0.057535,-0.0152956,-0.00363639999999998,0.0426525999999999,7.15000000000021e-05,-0.000828400000000062,7.20999999999083e-05,0.9964351,0.9457359,0.2454396,0.2454396,0.9963636,0.9456644,0.2049935,0.201837,0.0574509,-0.0152956,-0.00363639999999998,0.045122,-0.00245739999999994,-0.000828400000000062,0.0573414,-0.0155403,-0.0030637,0.0425227,6.69999999999282e-05,-0.000583700000000076
"Ys0...114",-1.5,1,-0.75,-1,0.5,0.9881609,0.9322744,0.9488404,0.9535524,0.9139465,0.9890301,0.9331557,0.9483006,0.9481515,0.9544383,0.912662,0.9881237,0.9324361,0.9481484,0.9534675,0.9139981,0.0558865000000001,-0.0165660000000001,-0.00471199999999994,0.0396059,0.0558865000000001,-0.0151449,-0.00628679999999993,0.0396059,0.000153699999999923,-0.00142110000000006,4.59999999991023e-06,0.9938669,0.9474193,0.2370874,0.2370874,0.9937132,0.9472656,0.1894195,0.1840186,0.0558744,-0.0151449,-0.00628679999999993,0.0417763,-0.00215370000000004,-0.00142110000000006,0.0556876000000001,-0.0157123,-0.00531910000000002,0.0394694,8.88e-05,-0.000853700000000068
"Ys0...115",-1.5,1,-0.75,-0.5,0.5,0.9882855,0.933512,0.9504102,0.9564286,0.9222559,0.9894377,0.9346589,0.949692,0.9495463,0.9576328,0.9216874,0.9882541,0.9336755,0.9495374,0.9564131,0.9222711,0.0547735,-0.0168982,-0.00601839999999998,0.0341726999999999,0.0547735,-0.0150331,-0.0080865,0.0341726999999999,0.000203000000000064,-0.00186509999999995,5.73000000000379e-05,0.9921165,0.9485451,0.2312982,0.2312982,0.9919135,0.9483421,0.1787595,0.1718772,0.0547788,-0.0150331,-0.0080865,0.0359453999999999,-0.00172069999999991,-0.00186509999999995,0.0545786,-0.0158619,-0.00687570000000004,0.034142,4.66000000000077e-05,-0.00103629999999999
"Ys0...116",-1.5,1,-0.75,0,0.5,0.9883712,0.9343447,0.9514244,0.9583556,0.9305822,0.9897042,0.9356178,0.950596,0.9504583,0.959758,0.9306884,0.9883337,0.9344918,0.9504418,0.9583288,0.9306111,0.0540265,-0.0170796999999999,-0.00693120000000003,0.0277733999999999,0.0540265,-0.0149781999999999,-0.00929970000000002,0.0277733999999999,0.000267000000000017,-0.00210149999999998,0.000129299999999999,0.9909673,0.9493229,0.2275724,0.2275724,0.9907003,0.9490559,0.1716701,0.1637728,0.0540864,-0.0149781999999999,-0.00929970000000002,0.0290696,-0.00122680000000008,-0.00210149999999998,0.0538419,-0.01595,-0.00788699999999998,0.0277177,6.6400000000022e-05,-0.0011296999999999
"Ys0...117",-1.5,1,-0.75,0.5,0.5,0.9884246,0.9348678,0.9520697,0.9595767,0.9378805,0.9898751,0.9362466,0.9511756,0.9510403,0.9610832,0.9386917,0.9883905,0.9350232,0.95101,0.9595484,0.9379217,0.0535568,-0.0172019,-0.00750699999999993,0.0216961999999999,0.0535568,-0.014929,-0.0100429000000001,0.0216961999999999,0.000263000000000124,-0.00227290000000002,0.000127700000000064,0.9902201,0.9497968,0.2251556,0.2251556,0.9899571,0.9495338,0.1672166,0.1586802,0.0536285,-0.014929,-0.0100429000000001,0.0223915,-0.000639300000000009,-0.00227290000000002,0.0533672999999999,-0.0159868,-0.00853839999999995,0.0216267,7.53000000000004e-05,-0.00121510000000002
"Ys0...118",-1.5,1,-0.75,1,0.5,0.9884594,0.9351932,0.9524756,0.9603452,0.9437192,0.9899891,0.936636,0.9515255,0.9514019,0.9619069,0.9450736,0.9884242,0.9353499,0.9513739,0.9603099,0.9437545,0.0532662,-0.0172824,-0.00786960000000003,0.016626,0.0532662,-0.0148895,-0.010505,0.016626,0.000242499999999923,-0.00239290000000003,0.000118899999999922,0.9897375,0.9500827,0.223677,0.223677,0.989495,0.9498402,0.1644391,0.1554958,0.0533530999999999,-0.0148895,-0.010505,0.0168333000000001,-0.000175299999999989,-0.00239290000000003,0.0530743,-0.016024,-0.00893600000000006,0.0165554,7.05000000000844e-05,-0.00125839999999999
"Ys0...119",-1.5,1,-0.75,1.5,0.5,0.9884797,0.9354006,0.9527363,0.9608159,0.9479601,0.9900552,0.936871,0.9517511,0.9516222,0.96242,0.9497208,0.9884449,0.9355571,0.9515921,0.9607784,0.9479654,0.0530790999999999,-0.0173357,-0.00807959999999996,0.0128558,0.0530790999999999,-0.0148801,-0.0107978000000001,0.0128558,0.000262600000000113,-0.0024556,0.000133700000000125,0.9894648,0.9502807,0.2227558,0.2227558,0.9892022,0.9500181,0.1627219,0.1535282,0.0531842,-0.0148801,-0.0107978000000001,0.0126992,0.000185199999999996,-0.0024556,0.0528877999999999,-0.016035,-0.00918629999999998,0.0128130000000001,4.00999999999874e-05,-0.00130069999999993
"Ys0...120",-1.5,1,-0.2,-1.5,0.5,0.9879566,0.9304504,0.9463186,0.9493008,0.9066482,0.9884773,0.9309448,0.9462879,0.9461753,0.9497807,0.9046587,0.9879476,0.9306062,0.9461465,0.9492102,0.9066875,0.0575062,-0.0158682,-0.00298219999999993,0.0426525999999999,0.0575062,-0.0153430999999999,-0.00360539999999998,0.0426525999999999,9.80999999999899e-05,-0.000525100000000056,1.44999999999174e-05,0.9964927,0.9457935,0.2455346,0.2455346,0.9963946,0.9456954,0.2049625,0.201837,0.0575325,-0.0153430999999999,-0.00360539999999998,0.045122,-0.00251020000000002,-0.000525100000000056,0.0573414,-0.0155403,-0.0030637,0.0425227,4.82999999998901e-05,-0.000327900000000048
"Ys0...121",-1.5,1,-0.2,-1,0.5,0.9881362,0.932262,0.9484015,0.9535524,0.9139465,0.9890625,0.9331106,0.9483006,0.9482018,0.9544383,0.912662,0.9881237,0.9324361,0.9481484,0.9534675,0.9139981,0.0558742,-0.0161395,-0.00515089999999996,0.0396059,0.0558742,-0.01519,-0.00623649999999998,0.0396059,0.000136100000000083,-0.000949499999999937,3.73000000000179e-05,0.9938996,0.947452,0.2371776,0.2371776,0.9937635,0.9473159,0.1893692,0.1840186,0.0559518999999999,-0.01519,-0.00623649999999998,0.0417763,-0.00221079999999996,-0.000949499999999937,0.0556876000000001,-0.0157123,-0.00531910000000002,0.0394694,6.41000000000114e-05,-0.000427199999999961
"Ys0...122",-1.5,1,-0.2,-0.5,0.5,0.9882628,0.9335218,0.9498335,0.9564286,0.9222559,0.9894689,0.9346088,0.949692,0.9495828,0.9576328,0.9216874,0.9882541,0.9336755,0.9495374,0.9564131,0.9222711,0.054741,-0.0163117,-0.00659509999999996,0.0341726999999999,0.054741,-0.0150832,-0.00805,0.0341726999999999,0.00022639999999996,-0.00122850000000008,0.000117199999999928,0.9921764,0.948605,0.2313984,0.2313984,0.99195,0.9483786,0.178723,0.1718772,0.0548601,-0.0150832,-0.00805,0.0359453999999999,-0.00177459999999996,-0.00122850000000008,0.0545786,-0.0158619,-0.00687570000000004,0.034142,2.38999999999656e-05,-0.000449800000000056
"Ys0...123",-1.5,1,-0.2,0,0.5,0.9883492,0.9343583,0.9507644,0.9583556,0.9305822,0.9897336,0.9355685,0.950596,0.950495,0.959758,0.9306884,0.9883337,0.9344918,0.9504418,0.9583288,0.9306111,0.0539909000000001,-0.0164061,-0.00759120000000002,0.0277733999999999,0.0539909000000001,-0.0150275,-0.00926300000000002,0.0277733999999999,0.000293199999999993,-0.00137860000000001,0.000192199999999976,0.9910302,0.9493858,0.227671,0.227671,0.990737,0.9490926,0.1716334,0.1637728,0.0541651,-0.0150275,-0.00926300000000002,0.0290696,-0.00127820000000001,-0.00137860000000001,0.0538419,-0.01595,-0.00788699999999998,0.0277177,4.44000000000555e-05,-0.000456099999999959
"Ys0...124",-1.5,1,-0.2,0.5,0.5,0.9884009,0.9348816,0.9513571,0.9595767,0.9378805,0.9899002,0.9361906,0.9511756,0.9510734,0.9610832,0.9386917,0.9883905,0.9350232,0.95101,0.9595484,0.9379217,0.0535193,-0.0164755,-0.00821959999999999,0.0216961999999999,0.0535193,-0.014985,-0.0100098000000001,0.0216961999999999,0.000299700000000125,-0.00149049999999995,0.000197500000000073,0.9902899,0.9498666,0.2252676,0.2252676,0.9899902,0.9495669,0.1671835,0.1586802,0.0537096,-0.014985,-0.0100098000000001,0.0223915,-0.000688099999999969,-0.00149049999999995,0.0533672999999999,-0.0159868,-0.00853839999999995,0.0216267,5.16000000000405e-05,-0.000488700000000009
"Ys0...125",-1.5,1,-0.2,1,0.5,0.9884369,0.935216,0.9517279,0.9603452,0.9437192,0.9900134,0.9365826,0.9515255,0.9514309,0.9619069,0.9450736,0.9884242,0.9353499,0.9513739,0.9603099,0.9437545,0.0532208999999999,-0.0165118999999999,-0.00861730000000005,0.016626,0.0532208999999999,-0.0149429,-0.010476,0.016626,0.000289700000000059,-0.00156899999999993,0.000195100000000004,0.9898137,0.9501589,0.2237838,0.2237838,0.989524,0.9498692,0.1644101,0.1554958,0.0534308,-0.0149429,-0.010476,0.0168333000000001,-0.000222100000000114,-0.00156899999999993,0.0530743,-0.016024,-0.00893600000000006,0.0165554,4.8000000000048e-05,-0.000487899999999875
"Ys0...126",-1.5,1,-0.2,1.5,0.5,0.9884575,0.935411,0.9519628,0.9608159,0.9479601,0.990079,0.9368197,0.9517511,0.9516533,0.96242,0.9497208,0.9884449,0.9355571,0.9515921,0.9607784,0.9479654,0.0530465,-0.0165518,-0.00885309999999995,0.0128558,0.0530465,-0.0149313999999999,-0.0107667,0.0128558,0.000293199999999993,-0.00162040000000008,0.000195400000000068,0.9895265,0.9503424,0.2228584,0.2228584,0.9892333,0.9500492,0.1626908,0.1535282,0.0532593,-0.0149313999999999,-0.0107667,0.0126992,0.000139200000000006,-0.00162040000000008,0.0528877999999999,-0.016035,-0.00918629999999998,0.0128130000000001,1.79000000000151e-05,-0.000516799999999984
"Ys0...127",-1.5,1,0.2,-1.5,0.5,0.9879853,0.9304833,0.9461104,0.9493008,0.9066482,0.9884782,0.9309355,0.9462879,0.9461855,0.9497807,0.9046587,0.9879476,0.9306062,0.9461465,0.9492102,0.9066875,0.0575019999999999,-0.0156271,-0.00319039999999993,0.0426525999999999,0.0575019999999999,-0.0153523999999999,-0.00359520000000002,0.0426525999999999,0.000130100000000022,-0.000274700000000072,2.77000000000749e-05,0.9965349,0.9458357,0.2455532,0.2455532,0.9964048,0.9457056,0.2049523,0.201837,0.0575426999999999,-0.0153523999999999,-0.00359520000000002,0.045122,-0.0024824,-0.000274700000000072,0.0573414,-0.0155403,-0.0030637,0.0425227,7.69999999998827e-05,-8.68000000000535e-05
"Ys0...128",-1.5,1,0.2,-1,0.5,0.9881752,0.932305,0.9480467,0.9535524,0.9139465,0.9890647,0.9331002,0.9483006,0.9482078,0.9544383,0.912662,0.9881237,0.9324361,0.9481484,0.9534675,0.9139981,0.0558702,-0.0157417,-0.00550569999999995,0.0396059,0.0558702,-0.0152004,-0.00623049999999992,0.0396059,0.000183500000000003,-0.000541299999999967,9.06999999999991e-05,0.993953,0.9475054,0.2371984,0.2371984,0.9937695,0.9473219,0.1893632,0.1840186,0.0559645,-0.0152004,-0.00623049999999992,0.0417763,-0.00217400000000001,-0.000541299999999967,0.0556876000000001,-0.0157123,-0.00531910000000002,0.0394694,0.000103100000000023,-2.93999999999572e-05
"Ys0...129",-1.5,1,0.2,-0.5,0.5,0.9882997,0.9335557,0.9493857,0.9564286,0.9222559,0.9894699,0.9345876,0.949692,0.9495874,0.9576328,0.9216874,0.9882541,0.9336755,0.9495374,0.9564131,0.9222711,0.054744,-0.01583,-0.00704289999999996,0.0341726999999999,0.054744,-0.0151044,-0.00804539999999998,0.0341726999999999,0.000276900000000024,-0.000725599999999993,0.000172300000000014,0.9922315,0.9486601,0.2314408,0.2314408,0.9919546,0.9483832,0.1787184,0.1718772,0.0548823000000001,-0.0151044,-0.00804539999999998,0.0359453999999999,-0.00173869999999998,-0.000725599999999993,0.0545786,-0.0158619,-0.00687570000000004,0.034142,6.0799999999972e-05,3.18999999999736e-05
"Ys0...130",-1.5,1,0.2,0,0.5,0.9883831,0.9343831,0.9502492,0.9583556,0.9305822,0.9897336,0.9355455,0.950596,0.9504933,0.959758,0.9306884,0.9883337,0.9344918,0.9504418,0.9583288,0.9306111,0.0539999999999999,-0.0158661,-0.00810639999999996,0.0277733999999999,0.0539999999999999,-0.0150505,-0.00926470000000001,0.0277733999999999,0.000342700000000029,-0.000815600000000027,0.000240000000000018,0.991078,0.9494336,0.227717,0.227717,0.9907353,0.9490909,0.1716351,0.1637728,0.0541881,-0.0150505,-0.00926470000000001,0.0290696,-0.00124430000000009,-0.000815600000000027,0.0538419,-0.01595,-0.00788699999999998,0.0277177,7.82999999999756e-05,8.39000000000256e-05
"Ys0...131",-1.5,1,0.2,0.5,0.5,0.9884362,0.9349109,0.9507924,0.9595767,0.9378805,0.9899007,0.9361691,0.9511756,0.9510665,0.9610832,0.9386917,0.9883905,0.9350232,0.95101,0.9595484,0.9379217,0.0535253,-0.0158815,-0.00878429999999997,0.0216961999999999,0.0535253,-0.0150065,-0.0100167,0.0216961999999999,0.000357400000000063,-0.000874999999999959,0.00024830000000009,0.9903407,0.9499174,0.2253106,0.2253106,0.9899833,0.94956,0.1671904,0.1586802,0.0537316,-0.0150065,-0.0100167,0.0223915,-0.000653299999999968,-0.000874999999999959,0.0533672999999999,-0.0159868,-0.00853839999999995,0.0216267,8.69000000000009e-05,0.000105299999999975
"Ys0...132",-1.5,1,0.2,1,0.5,0.9884717,0.9352458,0.9511377,0.9603452,0.9437192,0.9900125,0.9365607,0.9515255,0.9514305,0.9619069,0.9450736,0.9884242,0.9353499,0.9513739,0.9603099,0.9437545,0.0532258999999999,-0.0158919,-0.00920750000000004,0.016626,0.0532258999999999,-0.0149648,-0.0104764000000001,0.016626,0.000341800000000059,-0.000927099999999959,0.000246799999999991,0.9898654,0.9502106,0.2238276,0.2238276,0.9895236,0.9498688,0.1644105,0.1554958,0.0534517999999999,-0.0149648,-0.0104764000000001,0.0168333000000001,-0.000186400000000031,-0.000927099999999959,0.0530743,-0.016024,-0.00893600000000006,0.0165554,8.28000000000495e-05,0.000132100000000079
"Ys0...133",-1.5,1,0.2,1.5,0.5,0.9884942,0.9354398,0.9513523,0.9608159,0.9479601,0.9900781,0.9367967,0.9517511,0.9516565,0.96242,0.9497208,0.9884449,0.9355571,0.9515921,0.9607784,0.9479654,0.0530543999999999,-0.0159125,-0.00946359999999991,0.0128558,0.0530543999999999,-0.0149543999999999,-0.0107635,0.0128558,0.000341800000000059,-0.000958100000000073,0.000247200000000114,0.9895783,0.9503942,0.2229044,0.2229044,0.9892365,0.9500524,0.1626876,0.1535282,0.0532813999999999,-0.0149543999999999,-0.0107635,0.0126992,0.000176800000000088,-0.000958100000000073,0.0528877999999999,-0.016035,-0.00918629999999998,0.0128130000000001,5.46000000000157e-05,0.000122500000000025
"Ys0...134",-1.5,1,0.75,-1.5,0.5,NA,NA,NA,0.949158,0.9068431,NA,NA,0.9461732,NA,0.949761,0.9046567,0.9878957,0.9305076,0.9462463,0.9493723,0.9068238,NA,NA,NA,0.0423148999999999,NA,NA,NA,0.0423148999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451043,NA,NA,0.0573881000000001,-0.0157387,-0.00312599999999996,0.0425485,NA,NA
"Ys0...135",-1.5,1,0.75,-1,0.5,NA,NA,NA,0.953408,0.9141291,NA,NA,0.9481936,NA,0.9544139,0.9126276,0.988089,0.9323606,0.9482927,0.953632,0.9141845,NA,NA,NA,0.0392789,NA,NA,NA,0.0392789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0417863000000001,NA,NA,0.0557284,-0.0159321,-0.00533930000000005,0.0394475000000001,NA,NA
"Ys0...136",-1.5,1,0.75,-0.5,0.5,NA,NA,NA,0.9563315,0.9223479,NA,NA,0.9495703,NA,0.9576114,0.9216106,0.9882182,0.93363,0.9496722,0.9565457,0.9224421,NA,NA,NA,0.0339836,NA,NA,NA,0.0339836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0360008000000001,NA,NA,0.0545882000000001,-0.0160422,-0.00687350000000009,0.0341036,NA,NA
"Ys0...137",-1.5,1,0.75,0,0.5,NA,NA,NA,0.9582646,0.9306768,NA,NA,0.9504814,NA,0.9596908,0.9306583,0.9883019,0.9344581,0.9505725,0.958459,0.9305728,NA,NA,NA,0.0275878000000001,NA,NA,NA,0.0275878000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290324999999999,NA,NA,0.0538438,-0.0161144000000001,-0.00788649999999991,0.0278862,NA,NA
"Ys0...138",-1.5,1,0.75,0.5,0.5,NA,NA,NA,0.9594847,0.9379628,NA,NA,0.9510428,NA,0.961012,0.9386292,0.9883581,0.9349778,0.9511528,0.9596912,0.9379335,NA,NA,NA,0.0215219,NA,NA,NA,0.0215219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223827999999999,NA,NA,0.0533803,-0.0161750000000001,-0.00853839999999995,0.0217577,NA,NA
"Ys0...139",-1.5,1,0.75,1,0.5,NA,NA,NA,0.9602595,0.9437642,NA,NA,0.9514009,NA,0.9618693,0.9450082,0.9883896,0.935306,0.9515175,0.9604438,0.9437557,NA,NA,NA,0.0164953,NA,NA,NA,0.0164953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0168611000000001,NA,NA,0.0530836,-0.0162115,-0.00892629999999994,0.0166881,NA,NA
"Ys0...140",-1.5,1,0.75,1.5,0.5,NA,NA,NA,0.9607239,0.9479999,NA,NA,0.9516264,NA,0.9623819,0.9496685,0.9884105,0.9355165,0.9517441,0.9609044,0.9479959,NA,NA,NA,0.012724,NA,NA,NA,0.012724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127134,NA,NA,0.052894,-0.0162276,-0.00916030000000001,0.0129085,NA,NA
"Ys0...141",-1.5,1,-0.75,-1.5,1,0.9881954,0.9334953,0.9557479,0.9563696,0.9271779,0.9887569,0.9347133,0.9548953,0.9548129,0.9577027,0.9218742,0.9881619,0.9336636,0.9547591,0.9562999,0.9271467,0.0547000999999999,-0.0222526,-0.000621700000000058,0.0291917,0.0547000999999999,-0.020182,-0.00288980000000005,0.0291917,0.000197500000000073,-0.00207059999999992,0.000115100000000035,0.9973077,0.9536773,0.2207828,0.2207828,0.9971102,0.9534798,0.1734121,0.1718554,0.0540436000000001,-0.020182,-0.00288980000000005,0.0358285,-0.00586520000000013,-0.00207059999999992,0.0544983,-0.0210954999999999,-0.00154080000000001,0.0291532,2.2999999998996e-06,-0.00115710000000002
"Ys0...142",-1.5,1,-0.75,-1,1,0.9883094,0.9346811,0.958008,0.9590926,0.93184,0.989324,0.9366956,0.956497,0.9563974,0.961397,0.928242,0.988272,0.9348248,0.9563522,0.9590148,0.9318155,0.0536283,-0.0233268999999999,-0.00108459999999999,0.0272526,0.0536283,-0.0198014000000001,-0.00499959999999999,0.0272526,0.000389500000000154,-0.00352549999999985,0.000289900000000065,0.9953899,0.9544825,0.2136148,0.2136148,0.9950004,0.954093,0.161716,0.1590208,0.0526284,-0.0198014000000001,-0.00499959999999999,0.0331549999999999,-0.00461259999999997,-0.00352549999999985,0.0534472,-0.0215274,-0.00266259999999996,0.0271992999999999,1.28999999999824e-05,-0.00179949999999995
"Ys0...143",-1.5,1,-0.75,-0.5,1,0.9883866,0.9354692,0.9595668,0.9609334,0.9371434,0.989718,0.9380832,0.9576022,0.9575109,0.9639381,0.9354244,0.9883505,0.9356083,0.9574586,0.9609093,0.9371175,0.0529174,-0.0240976000000001,-0.0013666,0.0237900000000001,0.0529174,-0.019519,-0.00642719999999997,0.0237900000000001,0.000481999999999871,-0.0045786000000001,0.000390699999999966,0.9940548,0.9549882,0.2086292,0.2086292,0.9935728,0.9545062,0.1536795,0.150257,0.0516348,-0.019519,-0.00642719999999997,0.0285137,-0.0030503999999999,-0.0045786000000001,0.0527422000000001,-0.0218503000000001,-0.00345069999999992,0.0237917999999999,1.02000000000713e-05,-0.00224729999999995
"Ys0...144",-1.5,1,-0.75,0,1,0.9884381,0.936009,0.9605727,0.9621582,0.942438,0.9899766,0.9389585,0.9583195,0.958239,0.9656305,0.9425708,0.9884015,0.9361307,0.9581784,0.9621222,0.9424832,0.0524291,-0.0245637,-0.00158550000000002,0.0197202,0.0524291,-0.019361,-0.0073915,0.0197202,0.000603299999999973,-0.0052027,0.000522799999999934,0.9932118,0.95537,0.205444,0.205444,0.9926085,0.9547667,0.1483418,0.1444226,0.0510181,-0.019361,-0.0073915,0.0230596999999999,-0.00140569999999995,-0.0052027,0.0522708000000001,-0.0220477,-0.00394380000000005,0.0196390000000001,8.17999999999097e-05,-0.00251599999999996
"Ys0...145",-1.5,1,-0.75,0.5,1,0.9884705,0.9363451,0.9612152,0.9629346,0.9471001,0.9901426,0.9395385,0.9587781,0.9587018,0.9666827,0.9489386,0.9884376,0.9364752,0.9586266,0.962902,0.947152,0.0521254,-0.0248701,-0.00171939999999993,0.0158345,0.0521254,-0.0192395999999999,-0.00798089999999996,0.0158345,0.000630999999999937,-0.00563050000000009,0.000554700000000019,0.9926501,0.9555847,0.2033668,0.2033668,0.9920191,0.9549537,0.1449982,0.1407654,0.0506040999999999,-0.0192395999999999,-0.00798089999999996,0.0177441,0.000166400000000011,-0.00563050000000009,0.0519624000000001,-0.0221514,-0.00427540000000004,0.01575,8.4799999999996e-05,-0.00271869999999996
"Ys0...146",-1.5,1,-0.75,1,1,0.9884929,0.9365526,0.9616179,0.9634279,0.9508217,0.9902537,0.9398949,0.9590587,0.9589853,0.9673317,0.9540169,0.9884592,0.9366869,0.9589173,0.9633939,0.9508841,0.0519403000000001,-0.0250653000000001,-0.00180999999999998,0.0126062,0.0519403000000001,-0.0191638000000001,-0.00834639999999998,0.0126062,0.000634899999999994,-0.0059015,0.000561499999999993,0.9922885,0.9557164,0.2020928,0.2020928,0.9916536,0.9550815,0.1429234,0.1384808,0.0503588,-0.0191638000000001,-0.00834639999999998,0.0133148000000001,0.00143439999999995,-0.0059015,0.0517723,-0.0222304,-0.00447660000000005,0.0125098,9.61000000000434e-05,-0.00283490000000008
"Ys0...147",-1.5,1,-0.75,1.5,1,0.9885043,0.9366802,0.9618766,0.9637314,0.953535,0.9903174,0.9401093,0.9592427,0.9591599,0.9677428,0.9576986,0.9884707,0.9368199,0.9590853,0.9636961,0.9535661,0.0518241,-0.0251964,-0.00185480000000005,0.0101964,0.0518241,-0.0191334,-0.00858290000000006,0.0101964,0.000665099999999974,-0.00606300000000004,0.000582299999999925,0.9920822,0.9558136,0.201296,0.201296,0.9914171,0.9551485,0.1416231,0.1370516,0.0502081,-0.0191334,-0.00858290000000006,0.0100442000000001,0.00235049999999992,-0.00606300000000004,0.0516508,-0.0222654,-0.00461080000000003,0.0101300000000001,6.46999999999176e-05,-0.00293100000000002
"Ys0...148",-1.5,1,-0.2,-1.5,1,0.9881797,0.9335154,0.9550938,0.9563696,0.9271779,0.9887891,0.9346586,0.9548953,0.95484,0.9577027,0.9218742,0.9881619,0.9336636,0.9547591,0.9562999,0.9271467,0.0546643,-0.0215784,-0.00127580000000005,0.0291917,0.0546643,-0.0202367,-0.0028627,0.0291917,0.000245199999999945,-0.0013417,0.000189899999999965,0.9973825,0.9537521,0.2208922,0.2208922,0.9971373,0.9535069,0.173385,0.1718554,0.0541305,-0.0202367,-0.0028627,0.0358285,-0.0059131,-0.0013417,0.0544983,-0.0210954999999999,-0.00154080000000001,0.0291532,-1.34000000000523e-05,-0.000482900000000064
"Ys0...149",-1.5,1,-0.2,-1,1,0.9882907,0.9346719,0.9568707,0.9590926,0.93184,0.9893543,0.9366436,0.956497,0.9564503,0.961397,0.928242,0.988272,0.9348248,0.9563522,0.9590148,0.9318155,0.0536188,-0.0221988,-0.0022219,0.0272526,0.0536188,-0.0198534,-0.00494669999999997,0.0272526,0.00037940000000003,-0.00234539999999994,0.000332699999999964,0.9954327,0.9545253,0.2137188,0.2137188,0.9950533,0.9541459,0.1616631,0.1590208,0.0527107,-0.0198534,-0.00494669999999997,0.0331549999999999,-0.00466160000000004,-0.00234539999999994,0.0534472,-0.0215274,-0.00266259999999996,0.0271992999999999,-5.80000000005576e-06,-0.000671399999999989
