"","X","a1","g6","rho","beta2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"167",167,-0.5,0.5,-0.2,1,0.0244820000000001,0.0656728,0.000175900000000007,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"168",168,-0.5,0.5,-0.2,1.5,0.0246389,0.0720558,0.000155399999999917,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"169",169,-0.5,0.5,0.2,-1.5,0.00265769999999999,-0.0555313000000001,0.000412399999999979,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"170",170,-0.5,0.5,0.2,-1,0.00850470000000014,-0.0512119000000001,-0.00046120000000005,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"171",171,-0.5,0.5,0.2,1,0.0248125,0.0657628,7.71999999999995e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"172",172,-0.5,0.5,0.2,1.5,0.0249185,0.0716285999999999,-0.000147300000000072,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"173",173,-0.5,0.5,0.75,-1.5,0.00318780000000007,-0.0555174999999999,0.000226700000000135,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"174",174,-0.5,0.5,0.75,-1,0.0085166000000001,-0.0510568,0.000149599999999972,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"175",175,-0.5,0.5,0.75,1,0.0245469,0.0658180000000002,0.000201400000000018,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"176",176,-0.5,0.5,0.75,1.5,0.0251912000000001,0.0718932,-0.000191300000000005,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"177",177,-0.5,1.25,-0.75,-1.5,0.0140760999999999,0.0389725,0.00026130000000002,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"178",178,-0.5,1.25,-0.75,-1,0.0333222,0.0624804,0.000158199999999997,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"179",179,-0.5,1.25,-0.75,1,0.0829941999999999,0.1438175,3.15000000001842e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"180",180,-0.5,1.25,-0.75,1.5,0.085828,0.1414974,6.879999999998e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"181",181,-0.5,1.25,-0.2,-1.5,0.0142480999999999,0.0384345,-0.000245600000000068,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"182",182,-0.5,1.25,-0.2,-1,0.0334766000000001,0.0620892000000001,0.000113600000000047,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"183",183,-0.5,1.25,-0.2,1,0.0830559,0.1437214,-1.24000000000235e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"184",184,-0.5,1.25,-0.2,1.5,0.0860965,0.1414194,0.000324100000000049,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"185",185,-0.5,1.25,0.2,-1.5,0.0143494,0.0380750000000001,-0.000250399999999984,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"186",186,-0.5,1.25,0.2,-1,0.0335951999999999,0.0619897,-2.80999999999754e-05,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"187",187,-0.5,1.25,0.2,1,0.0833354000000001,0.1438515,0.000217000000000023,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"188",188,-0.5,1.25,0.2,1.5,0.0866277,0.1414896,-0.00012230000000002,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"189",189,-0.5,1.25,0.75,-1.5,0.0144739,0.0388119,0.000277700000000047,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"190",190,-0.5,1.25,0.75,-1,0.0335443999999999,0.0621043,-0.00025569999999997,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"191",191,-0.5,1.25,0.75,1,0.0830415999999999,0.1439612,0.000175600000000053,4,3,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"192",192,-0.5,1.25,0.75,1.5,0.0870292,0.1418418,9.9999999999989e-05,4,3,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"193",193,0.5,-1.25,-0.75,-1.5,0.000200500000000048,-0.1666087,-7.96999999999048e-05,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"194",194,0.5,-1.25,-0.75,-1,-0.00324300000000011,-0.1348374,-0.000156099999999881,3,1,4,2,4,2,3,1,3,1,2,4,4,1,3,2
"195",195,0.5,-1.25,-0.75,1,0.00468180000000007,0.0537501,0.000139700000000076,3,1,4,2,4,2,3,1,4,1,3,2,4,1,3,2
"196",196,0.5,-1.25,-0.75,1.5,0.00701110000000005,0.0859931000000002,0.000242900000000046,3,1,4,2,4,2,3,1,4,1,3,2,4,1,3,2
"197",197,0.5,-1.25,-0.2,-1.5,0.000243399999999894,-0.1667541,2.29999999999952e-05,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"198",198,0.5,-1.25,-0.2,-1,-0.00351860000000004,-0.134918,-2.25000000000364e-05,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"199",199,0.5,-1.25,-0.2,1,0.00476409999999994,0.0537934999999999,-1.63000000000801e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"200",200,0.5,-1.25,-0.2,1.5,0.00706580000000001,0.0860455999999999,0.000298999999999938,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"201",201,0.5,-1.25,0.2,-1.5,9.61000000000434e-05,-0.1668622,-0.000235099999999933,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"202",202,0.5,-1.25,0.2,-1,-0.00289360000000005,-0.1350059,8.45000000000429e-05,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"203",203,0.5,-1.25,0.2,1,0.00464110000000006,0.0536078,0.000220299999999951,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"204",204,0.5,-1.25,0.2,1.5,0.00715509999999997,0.0859329999999999,0.000114599999999965,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"205",205,0.5,-1.25,0.75,-1.5,0.000188399999999866,-0.1667805,-0.000184899999999932,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"206",206,0.5,-1.25,0.75,-1,-0.00317900000000004,-0.1348746,-5.25999999999582e-05,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"207",207,0.5,-1.25,0.75,1,0.00462339999999994,0.0540396,9.98999999999306e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"208",208,0.5,-1.25,0.75,1.5,0.00747560000000014,0.0861145,0.000239099999999937,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"209",209,0.5,-0.5,-0.75,-1.5,0.0101057,-0.152607,-0.000176599999999971,2,1,4,3,3,2,1,4,3,2,1,4,2,1,4,3
"210",210,0.5,-0.5,-0.75,-1,0.0177307999999999,-0.1227331,-6.6399999999911e-05,3,1,4,2,3,2,4,1,2,1,3,4,3,1,4,2
"211",211,0.5,-0.5,-0.75,1,0.0205377000000001,0.0194817999999999,0.000196899999999833,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"212",212,0.5,-0.5,-0.75,1.5,0.0180833999999999,0.0293122,0.000141700000000022,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"213",213,0.5,-0.5,-0.2,-1.5,0.0100706,-0.1526221,6.51999999999875e-05,2,1,4,3,3,2,1,4,3,2,1,4,2,1,4,3
"214",214,0.5,-0.5,-0.2,-1,0.017941,-0.1228268,8.62000000000362e-05,3,1,4,2,3,2,4,1,2,1,3,4,3,1,4,2
"215",215,0.5,-0.5,-0.2,1,0.0204626,0.0191124,-0.000314900000000007,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"216",216,0.5,-0.5,-0.2,1.5,0.0183553,0.0291028,6.93999999999972e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"217",217,0.5,-0.5,0.2,-1.5,0.00995840000000003,-0.1528726,-9.18000000000863e-05,2,1,4,3,3,2,1,4,3,2,1,4,2,1,4,3
"218",218,0.5,-0.5,0.2,-1,0.0179732,-0.1231632,2.42000000000298e-05,3,1,4,2,3,2,4,1,2,1,3,4,3,1,4,2
"219",219,0.5,-0.5,0.2,1,0.0205044000000001,0.0194983999999999,-4.5599999999979e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"220",220,0.5,-0.5,0.2,1.5,0.0184213,0.0291122,-0.000189100000000053,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"221",221,0.5,-0.5,0.75,-1.5,0.00979730000000001,-0.1527323,-0.000277599999999989,2,1,3,4,3,2,1,4,3,2,1,4,2,1,4,3
"222",222,0.5,-0.5,0.75,-1,0.0178217999999999,-0.1229293,-5.86999999999671e-05,3,2,4,1,3,2,4,1,2,1,3,4,3,1,4,2
"223",223,0.5,-0.5,0.75,1,0.0205692,0.0194055,-7.97999999999632e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"224",224,0.5,-0.5,0.75,1.5,0.0184108000000001,0.029064,-0.000125200000000047,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"225",225,0.5,-0.25,-0.75,-1.5,0.00922470000000009,-0.1352037,-0.000144799999999945,2,1,4,3,3,2,1,4,2,3,1,4,2,1,3,4
"226",226,0.5,-0.25,-0.75,-1,0.0158321,-0.114101,7.8399999999923e-05,3,1,4,2,3,2,4,1,1,2,3,4,3,1,4,2
"227",227,0.5,-0.25,-0.75,1,0.0159695,0.0172768999999999,0.000156000000000045,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"228",228,0.5,-0.25,-0.75,1.5,0.0139821,0.0256447000000001,-7.99999999989698e-06,3,1,4,2,2,3,4,1,2,3,4,1,3,1,4,2
"229",229,0.5,-0.25,-0.2,-1.5,0.00912009999999996,-0.1350491,-6.11000000000361e-05,2,1,3,4,3,2,1,4,2,3,1,4,2,1,3,4
"230",230,0.5,-0.25,-0.2,-1,0.0158370999999999,-0.1144619,-0.000158400000000003,3,1,4,2,3,2,4,1,1,2,3,4,3,1,4,2
"231",231,0.5,-0.25,-0.2,1,0.0163148999999999,0.0173996999999999,3.77999999999767e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"232",232,0.5,-0.25,-0.2,1.5,0.0140151999999999,0.0258079,-4.84000000000595e-05,3,1,4,2,2,3,4,1,2,3,4,1,3,1,4,2
"233",233,0.5,-0.25,0.2,-1.5,0.00917370000000006,-0.135427,0.00013619999999992,2,1,3,4,3,2,1,4,2,3,1,4,2,1,3,4
"234",234,0.5,-0.25,0.2,-1,0.0159693,-0.1141889,0.000164300000000006,3,1,4,2,3,2,4,1,1,2,3,4,3,1,4,2
"235",235,0.5,-0.25,0.2,1,0.0161215,0.0173863,0.000116400000000016,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"236",236,0.5,-0.25,0.2,1.5,0.0142487000000002,0.0259836999999999,0.00010880000000002,3,1,4,2,2,3,4,1,2,3,4,1,3,1,4,2
"237",237,0.5,-0.25,0.75,-1.5,0.00905210000000001,-0.1355908,-0.000124000000000124,2,1,3,4,3,2,1,4,2,3,1,4,2,1,3,4
"238",238,0.5,-0.25,0.75,-1,0.0159263999999999,-0.1142889,8.20000000001375e-06,3,2,4,1,3,2,4,1,1,2,3,4,3,1,4,2
"239",239,0.5,-0.25,0.75,1,0.016095,0.0174715,5.16000000000405e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"240",240,0.5,-0.25,0.75,1.5,0.0139882,0.0260379000000001,-5.78999999998331e-05,3,2,4,1,2,3,4,1,2,3,4,1,3,1,4,2
"241",241,0.5,0.25,-0.75,-1.5,0.00567019999999996,-0.0623861999999999,-3.00999999999219e-05,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"242",242,0.5,0.25,-0.75,-1,0.00952739999999996,-0.0712853999999999,0.000210400000000055,2,1,4,3,2,1,3,4,1,2,3,4,2,1,3,4
"243",243,0.5,0.25,-0.75,1,0.00513809999999992,0.0111313,3.29999999999497e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"244",244,0.5,0.25,-0.75,1.5,0.00364390000000014,0.0157280999999999,0.000201399999999907,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"245",245,0.5,0.25,-0.2,-1.5,0.00541780000000003,-0.0624718,9.14999999999111e-05,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"246",246,0.5,0.25,-0.2,-1,0.00973530000000011,-0.0713262,-2.86999999999926e-05,2,1,3,4,2,1,3,4,1,2,3,4,2,1,3,4
"247",247,0.5,0.25,-0.2,1,0.00539319999999999,0.0109627,-3.69999999999537e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"248",248,0.5,0.25,-0.2,1.5,0.00353360000000003,0.0155607999999999,3.60999999999834e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,1,4,2
"249",249,0.5,0.25,0.2,-1.5,0.00557359999999996,-0.0628337,-1.49999999998762e-06,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"250",250,0.5,0.25,0.2,-1,0.00946880000000005,-0.0715328000000001,-1.97000000000669e-05,2,1,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"251",251,0.5,0.25,0.2,1,0.00503219999999993,0.0113191,5.08999999999649e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"252",252,0.5,0.25,0.2,1.5,0.00351990000000002,0.0154407000000001,-0.000204799999999894,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"253",253,0.5,0.25,0.75,-1.5,0.00563079999999994,-0.0628074,-0.000217200000000028,2,3,1,4,2,3,1,4,2,3,1,4,2,1,3,4
"254",254,0.5,0.25,0.75,-1,0.00907500000000006,-0.0712774,0.000236199999999909,2,1,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"255",255,0.5,0.25,0.75,1,0.00525370000000003,0.0112093000000001,7.03000000000786e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"256",256,0.5,0.25,0.75,1.5,0.00369019999999998,0.0155147999999999,-9.78000000000367e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,1,4,2
"257",257,0.5,0.5,-0.75,-1.5,0.0029764000000001,-0.0331229,-2.60999999999179e-05,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"258",258,0.5,0.5,-0.75,-1,0.00433779999999995,-0.0444542999999999,-0.00018410000000002,2,1,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"259",259,0.5,0.5,-0.75,1,-0.00189559999999989,0.00681039999999999,2.89999999991686e-06,3,1,4,2,3,2,4,1,2,3,4,1,3,2,4,1
"260",260,0.5,0.5,-0.75,1.5,-0.00316420000000006,0.0086873999999999,-2.02999999999731e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,2,4,1
"261",261,0.5,0.5,-0.2,-1.5,0.00307120000000005,-0.0334113000000001,-0.000110600000000072,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"262",262,0.5,0.5,-0.2,-1,0.00465630000000006,-0.0444917,3.05000000000444e-05,2,1,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"263",263,0.5,0.5,-0.2,1,-0.00190259999999987,0.00735210000000008,0.000178000000000011,3,1,4,2,3,2,4,1,2,3,4,1,3,2,4,1
"264",264,0.5,0.5,-0.2,1.5,-0.00316549999999993,0.00873670000000004,-2.34999999999541e-05,3,1,4,2,3,2,4,1,2,3,4,1,3,2,4,1
"265",265,0.5,0.5,0.2,-1.5,0.00306740000000005,-0.0328085,0.000236699999999979,2,1,3,4,2,3,1,4,2,3,1,4,2,1,3,4
"266",266,0.5,0.5,0.2,-1,0.00483880000000003,-0.0445447000000001,-0.000340400000000018,2,1,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"267",267,0.5,0.5,0.2,1,-0.00193869999999996,0.00687369999999998,-5.56999999999919e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,2,4,1
"268",268,0.5,0.5,0.2,1.5,-0.00312439999999992,0.00864279999999995,-4.4799999999956e-05,3,2,4,1,3,2,4,1,2,3,4,1,3,2,4,1
"269",269,0.5,0.5,0.75,-1.5,0.00270769999999987,-0.033278,-0.000269900000000045,2,3,1,4,2,3,1,4,2,3,1,4,2,1,3,4
"270",270,0.5,0.5,0.75,-1,0.0045329999999999,-0.0444093,5.60000000005001e-06,1,2,3,4,1,2,3,4,1,2,3,4,2,1,3,4
"271",271,0.5,0.5,0.75,1,-0.00198599999999993,0.007073,0.000152700000000006,3,2,4,1,3,2,4,1,2,3,4,1,3,2,4,1
"272",272,0.5,0.5,0.75,1.5,-0.00331400000000004,0.00887910000000003,0.000138000000000083,3,2,4,1,3,2,4,1,2,3,4,1,3,2,4,1
"273",273,0.5,1.25,-0.75,-1.5,-0.00677529999999993,0.0429039,7.65999999999822e-05,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"274",274,0.5,1.25,-0.75,-1,-0.0150635,0.0273654,-0.000373499999999916,2,3,1,4,1,3,2,4,2,3,1,4,2,3,1,4
"275",275,0.5,1.25,-0.75,1,-0.0469574,-0.0112747000000001,0.000299200000000055,3,4,1,2,2,3,4,1,2,3,4,1,3,4,1,2
"276",276,0.5,1.25,-0.75,1.5,-0.0504046,-0.0231783,0.00028130000000004,3,4,1,2,2,3,4,1,2,3,4,1,3,4,1,2
"277",277,0.5,1.25,-0.2,-1.5,-0.00641570000000002,0.0424558999999999,-0.00032220000000005,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"278",278,0.5,1.25,-0.2,-1,-0.0148296999999999,0.0272611,-9.14999999999111e-05,2,3,1,4,1,3,2,4,2,3,1,4,2,3,1,4
"279",279,0.5,1.25,-0.2,1,-0.0468146999999999,-0.0112051999999999,0.000107200000000085,3,4,1,2,2,3,4,1,2,3,4,1,3,4,1,2
"280",280,0.5,1.25,-0.2,1.5,-0.0507044,-0.0234747,0.000158199999999997,3,4,1,2,2,3,4,1,2,3,4,1,3,4,1,2
"281",281,0.5,1.25,0.2,-1.5,-0.00630429999999993,0.0424011000000001,-0.000195799999999968,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"282",282,0.5,1.25,0.2,-1,-0.0154053000000001,0.0274439,-7.04999999999734e-05,2,3,1,4,1,3,2,4,2,3,1,4,2,3,1,4
"283",283,0.5,1.25,0.2,1,-0.0469405000000002,-0.0112747999999999,0.000103900000000046,3,4,1,2,2,3,4,1,2,3,4,1,3,4,1,2
"284",284,0.5,1.25,0.2,1.5,-0.0507455000000002,-0.0235696999999999,-0.000294199999999911,3,4,2,1,2,3,4,1,2,3,4,1,3,4,1,2
"285",285,0.5,1.25,0.75,-1.5,-0.00650629999999996,0.0425184,-0.000141200000000063,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4
"286",286,0.5,1.25,0.75,-1,-0.0151429000000001,0.0273636,9.36999999999744e-05,2,3,1,4,1,3,2,4,2,3,1,4,2,3,1,4
"287",287,0.5,1.25,0.75,1,-0.0468279999999999,-0.0115101,-0.0001502000000001,2,3,4,1,2,3,4,1,2,3,4,1,3,4,1,2
"288",288,0.5,1.25,0.75,1.5,-0.0506726000000001,-0.0233185,7.34000000000012e-05,2,3,4,1,2,3,4,1,2,3,4,1,3,4,1,2
"289",289,1.5,-1.25,-0.75,-1.5,-0.0100341,-0.1520789,2.25000000000364e-05,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"290",290,1.5,-1.25,-0.75,-1,0.00122670000000002,-0.1053164,5.0400000000117e-05,4,1,3,2,4,1,3,2,4,1,2,3,4,1,3,2
"291",291,1.5,-1.25,-0.75,1,0.1059571,0.2026821,4.36000000000325e-05,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"292",292,1.5,-1.25,-0.75,1.5,0.1180433,0.2627877,0.000117600000000051,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"293",293,1.5,-1.25,-0.2,-1.5,-0.00967430000000002,-0.1520801,-3.07000000000501e-05,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"294",294,1.5,-1.25,-0.2,-1,0.000889499999999877,-0.1054362,-9.59999999994299e-06,4,1,3,2,4,1,3,2,4,1,2,3,4,1,3,2
"295",295,1.5,-1.25,-0.2,1,0.1059866,0.2025569,2.99999999997524e-06,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"296",296,1.5,-1.25,-0.2,1.5,0.117739,0.262814,0.000160200000000055,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"297",297,1.5,-1.25,0.2,-1.5,-0.00977420000000007,-0.1521431,-0.000200199999999984,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"298",298,1.5,-1.25,0.2,-1,0.00143860000000007,-0.1056594,-9.74000000000252e-05,4,1,3,2,4,1,3,2,4,1,2,3,4,1,3,2
"299",299,1.5,-1.25,0.2,1,0.1058877,0.2023432,-7.14000000000548e-05,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"300",300,1.5,-1.25,0.2,1.5,0.1179019,0.262533,0.000130699999999928,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"301",301,1.5,-1.25,0.75,-1.5,-0.00991770000000003,-0.1519965,-7.71999999999995e-05,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"302",302,1.5,-1.25,0.75,-1,0.00155430000000001,-0.105771,-5.89999999999202e-05,4,1,3,2,4,1,3,2,4,1,2,3,4,1,3,2
"303",303,1.5,-1.25,0.75,1,0.1058683,0.202423,0.000105699999999986,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"304",304,1.5,-1.25,0.75,1.5,0.118224,0.2623217,-4.60000000002125e-06,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2
"305",305,1.5,-0.5,-0.75,-1.5,0.0244888000000001,-0.1387824,-7.35000000000596e-05,2,1,4,3,1,2,4,3,1,2,3,4,1,2,4,3
"306",306,1.5,-0.5,-0.75,-1,0.0417503,-0.101931,-3.76999999999184e-05,3,1,4,2,2,3,4,1,1,2,3,4,3,2,4,1
"307",307,1.5,-0.5,-0.75,1,0.0452410999999999,0.0523073000000001,0.000150100000000042,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"308",308,1.5,-0.5,-0.75,1.5,0.0398032000000001,0.0626754999999999,0.000216299999999947,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"309",309,1.5,-0.5,-0.2,-1.5,0.0240976999999999,-0.1385585,0.000164800000000076,1,2,4,3,1,2,4,3,1,2,3,4,1,2,4,3
"310",310,1.5,-0.5,-0.2,-1,0.0415845000000001,-0.1016741,8.85000000000469e-05,3,2,4,1,2,3,4,1,1,2,3,4,3,2,4,1
"311",311,1.5,-0.5,-0.2,1,0.0450709,0.0521726,-1.69999999999337e-06,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"312",312,1.5,-0.5,-0.2,1.5,0.0399352999999999,0.0626125000000001,0.000231900000000063,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"313",313,1.5,-0.5,0.2,-1.5,0.0242411,-0.1390235,-3.97000000000869e-05,1,2,4,3,1,2,4,3,1,2,3,4,1,2,4,3
"314",314,1.5,-0.5,0.2,-1,0.0416631000000001,-0.1020386,7.39000000000711e-05,3,2,4,1,2,3,4,1,1,2,3,4,3,2,4,1
"315",315,1.5,-0.5,0.2,1,0.0454306,0.0521051,-9.55000000000261e-05,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"316",316,1.5,-0.5,0.2,1.5,0.0399664999999999,0.0626157000000001,-5.92999999998733e-05,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"317",317,1.5,-0.5,0.75,-1.5,0.0241158,-0.1389969,-8.69000000000009e-05,1,3,4,2,1,2,4,3,1,2,3,4,1,2,4,3
"318",318,1.5,-0.5,0.75,-1,0.0416377,-0.1018534,-5.61000000000034e-05,2,3,4,1,2,3,4,1,1,2,3,4,3,2,4,1
"319",319,1.5,-0.5,0.75,1,0.0452474,0.0522775999999999,-4.36000000000325e-05,3,2,4,1,3,2,4,1,3,2,4,1,3,1,4,2
"320",320,1.5,-0.5,0.75,1.5,0.0401146,0.0625764000000001,2.89000000001094e-05,3,1,4,2,3,2,4,1,3,2,4,1,3,1,4,2
"321",321,1.5,-0.25,-0.75,-1.5,0.0227117999999999,-0.1214621,3.22000000001488e-05,1,2,4,3,1,2,3,4,1,2,3,4,1,2,4,3
"322",322,1.5,-0.25,-0.75,-1,0.0391142999999998,-0.0941429,-0.000318299999999994,2,1,4,3,1,2,4,3,1,2,3,4,2,1,4,3
"323",323,1.5,-0.25,-0.75,1,0.0507676,0.0468447000000001,5.42000000001153e-05,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"324",324,1.5,-0.25,-0.75,1.5,0.0484117000000001,0.0548644,8.8000000000088e-05,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"325",325,1.5,-0.25,-0.2,-1.5,0.0227033000000001,-0.1217989,-6.35999999999415e-05,1,2,4,3,1,2,3,4,1,2,3,4,1,2,4,3
"326",326,1.5,-0.25,-0.2,-1,0.0390496000000001,-0.0940224999999999,-0.000233599999999945,2,1,4,3,1,2,4,3,1,2,3,4,2,1,4,3
"327",327,1.5,-0.25,-0.2,1,0.0508107000000001,0.0466766,-6.76000000000565e-05,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"328",328,1.5,-0.25,-0.2,1.5,0.0485797000000001,0.0548561,-0.000154500000000057,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"329",329,1.5,-0.25,0.2,-1.5,0.0226958,-0.1216087,0.00017810000000007,1,2,4,3,1,2,3,4,1,2,3,4,1,2,4,3
"330",330,1.5,-0.25,0.2,-1,0.0389265000000001,-0.0940671999999999,-0.000123600000000001,1,2,4,3,1,2,4,3,1,2,3,4,2,1,4,3
"331",331,1.5,-0.25,0.2,1,0.0508105999999999,0.0464717,3.75000000000236e-05,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"332",332,1.5,-0.25,0.2,1.5,0.0486241000000001,0.0549022,-0.000162000000000107,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"333",333,1.5,-0.25,0.75,-1.5,0.0228347000000001,-0.1217052,-0.000238700000000036,1,2,3,4,1,2,3,4,1,2,3,4,1,2,4,3
"334",334,1.5,-0.25,0.75,-1,0.0390051,-0.0941322999999999,-0.000188199999999972,1,3,4,2,1,2,4,3,1,2,3,4,2,1,4,3
"335",335,1.5,-0.25,0.75,1,0.0508198,0.0466713,-3.79999999999825e-05,2,3,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"336",336,1.5,-0.25,0.75,1.5,0.0487344000000001,0.0549916,7.2000000000183e-05,2,3,4,1,2,3,4,1,2,3,4,1,3,2,4,1
"337",337,1.5,0.25,-0.75,-1.5,0.0166029999999998,-0.0496036000000001,-0.000186800000000042,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
"338",338,1.5,0.25,-0.75,-1,0.0284907,-0.0533469,-1.81000000000209e-05,2,1,4,3,1,2,3,4,1,2,3,4,1,2,4,3
"339",339,1.5,0.25,-0.75,1,0.0279590999999999,0.0306019999999999,0.000103999999999882,3,2,4,1,2,3,4,1,2,3,4,1,3,2,4,1
