"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...117",-1.5,1,-0.75,0.5,0.5,0.9726207,0.9293528,0.9439706,0.9632088,0.8941451,0.9756589,0.9334221,0.940278,0.9403333,0.9684045,0.8924629,0.9725636,0.929153,0.9402871,0.9632708,0.8941256,0.0432679,-0.0146178,-0.0192382,0.0690637,0.0432679,-0.00685589999999991,-0.0280712,0.0690637,0.00107109999999988,-0.0077619000000001,0.00112639999999997,0.9931441,0.9362087,0.2525998,0.2525998,0.9942152,0.9351376,0.1596489,0.1367734,0.0422368,-0.00685589999999991,-0.0280712,0.0759416000000001,-0.00472040000000007,-0.0077619000000001,0.0434106,-0.0111341,-0.0229836999999999,0.0691452,3.7599999999971e-05,-0.00348369999999998
"Ys0...118",-1.5,1,-0.75,1,0.5,0.9726627,0.9292576,0.9443458,0.963415,0.9190642,0.9757328,0.9339245,0.940584,0.9405859,0.9689065,0.9181068,0.9725746,0.9292529,0.940656,0.9635181,0.9191651,0.0434051,-0.0150882,-0.0190692,0.0443508,0.0434051,-0.00665949999999993,-0.0283206,0.0443508,0.000822699999999954,-0.00842870000000007,0.000824599999999953,0.9933405,0.9359171,0.250983,0.250983,0.9941632,0.9350944,0.1581861,0.135357,0.0418082999999999,-0.00665949999999993,-0.0283206,0.0507997,-0.00402749999999996,-0.00842870000000007,0.0433216999999999,-0.0114031,-0.0228621,0.0443530000000001,0.000188999999999995,-0.0036851
"Ys0...119",-1.5,1,-0.75,1.5,0.5,0.9726051,0.9293945,0.9444867,0.9635134,0.9309808,0.9757885,0.9340436,0.9405806,0.9407569,0.9692349,0.9314743,0.9726301,0.9293954,0.9407017,0.9634586,0.9310809,0.0432106,-0.0150922,-0.0190267,0.0325325999999999,0.0432106,-0.00653700000000002,-0.028478,0.0325325999999999,0.000896100000000066,-0.00855519999999999,0.00107240000000008,0.993463,0.9359315,0.2507516,0.2507516,0.9943591,0.9350354,0.1572599,0.1345034,0.0417449,-0.00653700000000002,-0.028478,0.0377606,-0.00268990000000002,-0.00855519999999999,0.0432347000000001,-0.0113063,-0.0227569000000001,0.0323777000000001,7.50999999998836e-05,-0.00378590000000001
"Ys0...120",-1.5,1,-0.2,-1.5,0.5,0.9697941,0.920941,0.9301236,0.9438509,0.5868398,0.9722587,0.9213769,0.9300339,0.9299253,0.9444783,0.6066683,0.9697728,0.9208115,0.9298852,0.9438845,0.5865743,0.0488531,-0.00918260000000004,-0.0137273,0.3570111,0.0488531,-0.00865699999999991,-0.014553,0.3570111,0.000300099999999914,-0.000525600000000126,0.0001914999999999,0.991343,0.929598,0.2971784,0.2971784,0.9916431,0.9292979,0.2372672,0.2233416,0.0508818,-0.00865699999999991,-0.014553,0.33781,0.0173639,-0.000525600000000126,0.0489613,-0.00907369999999996,-0.0139993,0.3573102,-0.000244200000000028,-0.000108900000000078
"Ys0...121",-1.5,1,-0.2,-1,0.5,0.9718408,0.9260694,0.9361078,0.9557481,0.6880425,0.9745089,0.9277112,0.9358,0.9357454,0.9578028,0.6999687,0.9717892,0.9259413,0.9356593,0.9557726,0.6880019,0.0457713999999999,-0.0100384,-0.0196402999999999,0.2677056,0.0457713999999999,-0.00808880000000001,-0.0220574,0.2677056,0.000467500000000065,-0.0019496,0.000412900000000049,0.9919112,0.9341582,0.2729776,0.2729776,0.9923787,0.9336907,0.1929009,0.1728982,0.0467977000000001,-0.00808880000000001,-0.0220574,0.2578341,0.00925809999999994,-0.0019496,0.0458479000000001,-0.009718,-0.0201133,0.2677707,1.09999999999832e-05,-0.000320399999999998
"Ys0...122",-1.5,1,-0.2,-0.5,0.5,0.9724506,0.9281684,0.9392709,0.9607182,0.779552,0.9753769,0.9309301,0.9385552,0.9385501,0.9643788,0.7840241,0.9724652,0.9281164,0.9384903,0.9608397,0.7794381,0.0442822,-0.0111025,-0.0214472999999999,0.1811662,0.0442822,-0.00762510000000005,-0.0258286999999999,0.1811662,0.000904000000000016,-0.00347739999999996,0.000898900000000036,0.9923749,0.9357935,0.2610294,0.2610294,0.9932789,0.9348895,0.1719741,0.149806,0.0444468,-0.00762510000000005,-0.0258286999999999,0.1803547,0.00154580000000004,-0.00347739999999996,0.0443488000000001,-0.0103739,-0.0223494,0.1814016,-0.000128499999999976,-0.000728599999999968
"Ys0...123",-1.5,1,-0.2,0,0.5,0.972624,0.9289014,0.9405863,0.9626081,0.8491363,0.9755526,0.9327509,0.9398139,0.9398743,0.9671638,0.8491315,0.9724883,0.9288729,0.9397658,0.9627485,0.8491671,0.0437226000000001,-0.0116849,-0.0220218,0.1134718,0.0437226000000001,-0.00706299999999993,-0.0272895,0.1134718,0.000645799999999919,-0.00462190000000007,0.00070619999999999,0.992937,0.9359644,0.2548704,0.2548704,0.9935828,0.9353186,0.16319,0.1404562,0.0428016999999999,-0.00706299999999993,-0.0272895,0.1180323,-0.00293339999999986,-0.00462190000000007,0.0436154,-0.0108929,-0.0229827,0.1135814,0.000166500000000069,-0.000792000000000015
"Ys0...124",-1.5,1,-0.2,0.5,0.5,0.9726093,0.9292167,0.9413358,0.9632403,0.8941486,0.9757252,0.9335843,0.9403857,0.9403568,0.9683828,0.8925156,0.9726527,0.9291762,0.9402363,0.9632548,0.8942489,0.0433926,-0.0121190999999999,-0.0219045000000001,0.0690917000000001,0.0433926,-0.00680139999999996,-0.028026,0.0690917000000001,0.00080379999999991,-0.00531769999999998,0.000774899999999912,0.9931986,0.9360181,0.25206,0.25206,0.9940024,0.9352143,0.1596373,0.1367538,0.0421408999999999,-0.00680139999999996,-0.028026,0.0758672,-0.00474889999999994,-0.00531769999999998,0.0434765,-0.0110601,-0.0230184999999999,0.0690059,5.69000000000264e-05,-0.00105899999999992
"Ys0...125",-1.5,1,-0.2,1,0.5,0.9726127,0.9294149,0.9416047,0.9633925,0.9190344,0.9756814,0.9339693,0.9404399,0.9405658,0.9689647,0.9181633,0.9726055,0.9292264,0.9405418,0.9634432,0.919087,0.0431978,-0.0121897999999999,-0.0217878,0.0443581,0.0431978,-0.00647059999999999,-0.0283989,0.0443581,0.000891900000000057,-0.00571919999999992,0.00101780000000007,0.9935294,0.9358855,0.2511816,0.2511816,0.9944213,0.9349936,0.1581123,0.1352856,0.0417121,-0.00647059999999999,-0.0283989,0.0508014,-0.00393980000000005,-0.00571919999999992,0.0433791,-0.0113154,-0.0229014000000001,0.0443562000000001,5.97999999999432e-05,-0.000874399999999942
"Ys0...126",-1.5,1,-0.2,1.5,0.5,0.9726123,0.9295104,0.9418248,0.9634923,0.9310279,0.9757299,0.9340865,0.940545,0.9407412,0.9691529,0.9314593,0.9726479,0.9293489,0.9407478,0.9634917,0.9310017,0.0431019,-0.0123144000000001,-0.0216675,0.0324643999999999,0.0431019,-0.00645849999999992,-0.0284116999999999,0.0324643999999999,0.000888299999999842,-0.00585590000000014,0.00108449999999993,0.9935415,0.9359689,0.250737,0.250737,0.9944298,0.9350806,0.1574607,0.1347096,0.0416434,-0.00645849999999992,-0.0284116999999999,0.0376936,-0.00268620000000008,-0.00585590000000014,0.043299,-0.0113989,-0.0227438999999999,0.0324899999999999,-6.18000000000007e-05,-0.000915500000000069
"Ys0...127",-1.5,1,0.2,-1.5,0.5,0.9697813,0.920882,0.9299456,0.9438509,0.5868398,0.9722366,0.9214237,0.9300339,0.9298961,0.9444783,0.6066683,0.9697728,0.9208115,0.9298852,0.9438845,0.5865743,0.0488993,-0.00906360000000006,-0.0139053,0.3570111,0.0488993,-0.00861020000000001,-0.0145822,0.3570111,0.000223499999999932,-0.000453400000000048,8.56999999999664e-05,0.9913898,0.9294922,0.2970848,0.2970848,0.9916133,0.9292687,0.2372964,0.2233416,0.0508129,-0.00861020000000001,-0.0145822,0.33781,0.0173732,-0.000453400000000048,0.0489613,-0.00907369999999996,-0.0139993,0.3573102,-0.000257000000000063,1.00999999999019e-05
"Ys0...128",-1.5,1,0.2,-1,0.5,0.9718241,0.9259921,0.9353915,0.9557481,0.6880425,0.9744885,0.9277531,0.9358,0.9356938,0.9578028,0.6999687,0.9717892,0.9259413,0.9356593,0.9557726,0.6880019,0.045832,-0.00939940000000006,-0.0203565999999999,0.2677056,0.045832,-0.00804689999999997,-0.0221089999999999,0.2677056,0.000399899999999898,-0.00135250000000009,0.000293699999999952,0.9919531,0.934039,0.2728938,0.2728938,0.992353,0.9336391,0.1929525,0.1728982,0.0467354,-0.00804689999999997,-0.0221089999999999,0.2578341,0.00926179999999999,-0.00135250000000009,0.0458479000000001,-0.009718,-0.0201133,0.2677707,-5.69999999999737e-06,0.000318599999999947
"Ys0...129",-1.5,1,0.2,-0.5,0.5,0.9724213,0.9282259,0.9379,0.9607359,0.7795205,0.9753636,0.9310274,0.9385009,0.9384325,0.9642967,0.7840673,0.972423,0.928105,0.9386423,0.9607881,0.7794417,0.0441954,-0.00967409999999991,-0.0228359,0.1812154,0.0441954,-0.00747350000000002,-0.0258642,0.1812154,0.000827700000000098,-0.00220059999999989,0.000759300000000129,0.9925265,0.9356994,0.2609434,0.2609434,0.9933542,0.9348717,0.1722382,0.1499348,0.0443362,-0.00747350000000002,-0.0258642,0.1802294,0.00160450000000012,-0.00220059999999989,0.0443180000000001,-0.0105373000000001,-0.0221458,0.1813464,-8.04999999999279e-05,0.000863200000000175
"Ys0...130",-1.5,1,0.2,0,0.5,0.9725746,0.9289981,0.939027,0.9625536,0.8491247,0.9756287,0.9327807,0.9397518,0.939832,0.9671816,0.8491401,0.9725747,0.9289859,0.9398033,0.9627005,0.8490135,0.0435764999999999,-0.0100288999999999,-0.0235266000000001,0.1134289,0.0435764999999999,-0.00697110000000001,-0.0273496,0.1134289,0.000765200000000021,-0.00305779999999989,0.000845399999999996,0.9930289,0.9359692,0.254935,0.254935,0.9937941,0.935204,0.1632512,0.1405296,0.042848,-0.00697110000000001,-0.0273496,0.1180415,-0.00303870000000006,-0.00305779999999989,0.0435888,-0.0108174,-0.0228972,0.113687,-0.000111300000000036,0.000788500000000081
"Ys0...131",-1.5,1,0.2,0.5,0.5,0.9725934,0.9293094,0.9394017,0.9631795,0.8943048,0.9756555,0.9334588,0.9403571,0.9403245,0.9683614,0.8925257,0.972476,0.9292188,0.940385,0.9631552,0.8941966,0.0432840000000001,-0.0100923000000001,-0.0237778,0.0688747,0.0432840000000001,-0.00689829999999991,-0.0280369,0.0688747,0.00106509999999993,-0.00319400000000014,0.00103249999999999,0.9931017,0.9362077,0.2523682,0.2523682,0.9941668,0.9351426,0.1597732,0.1369182,0.0421967,-0.00689829999999991,-0.0280369,0.0758357000000001,-0.00484119999999999,-0.00319400000000014,0.0432572,-0.0111662,-0.0227702,0.0689586,9.20000000004251e-06,0.00107389999999996
"Ys0...132",-1.5,1,0.2,1,0.5,0.972623,0.9294342,0.9395198,0.9633227,0.9190634,0.9757518,0.9339576,0.9404389,0.940818,0.9689757,0.9181117,0.9725864,0.9292056,0.9405578,0.9633922,0.9190307,0.0431888,-0.0100856,-0.0238029,0.0442593,0.0431888,-0.00648129999999991,-0.0281577,0.0442593,0.000750499999999876,-0.00360430000000012,0.00112959999999995,0.9935187,0.9359155,0.251207,0.251207,0.9942692,0.935165,0.1579079,0.1354032,0.0417941999999999,-0.00648129999999991,-0.0281577,0.050864,-0.00408049999999993,-0.00360430000000012,0.0433808,-0.0113522,-0.0228344,0.0443615000000001,3.90000000005664e-06,0.00126660000000001
"Ys0...133",-1.5,1,0.2,1.5,0.5,0.9725624,0.9294122,0.9396104,0.9634268,0.9309245,0.9757351,0.9341548,0.9407023,0.9407318,0.9691962,0.9314178,0.9725725,0.9291522,0.9406791,0.9635328,0.9310101,0.0431502,-0.0101981999999999,-0.0238164000000001,0.0325023,0.0431502,-0.00654750000000004,-0.0284643999999999,0.0325023,0.000997299999999979,-0.0036506999999999,0.00102679999999999,0.9934525,0.9359597,0.2502858,0.2502858,0.9944498,0.9349624,0.157449,0.134754,0.0415803,-0.00654750000000004,-0.0284643999999999,0.0377784,-0.0026794,-0.0036506999999999,0.0434203,-0.0115269,-0.0228537,0.0325227,7.55000000000061e-05,0.00132870000000007
"Ys0...134",-1.5,1,0.75,-1.5,0.5,NA,NA,NA,0.9439996,0.5869882,NA,NA,0.9300804,NA,0.9446395,0.6067168,0.969853,0.9210818,0.9300836,0.9439318,0.586777,NA,NA,NA,0.3570114,NA,NA,NA,0.3570114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3379227,NA,NA,0.0487712,-0.00900180000000006,-0.0138482,0.3571548,NA,NA
"Ys0...135",-1.5,1,0.75,-1,0.5,NA,NA,NA,0.9558706,0.6882444,NA,NA,0.9358399,NA,0.957972,0.7002219,0.9718922,0.9261682,0.9358519,0.9557864,0.6879458,NA,NA,NA,0.2676262,NA,NA,NA,0.2676262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2577501,NA,NA,0.045724,-0.00968369999999996,-0.0199345000000001,0.2678406,NA,NA
"Ys0...136",-1.5,1,0.75,-0.5,0.5,NA,NA,NA,0.9608273,0.7793326,NA,NA,0.9386132,NA,0.9643376,0.7839831,0.9725055,0.9282422,0.9386713,0.9608229,0.7792817,NA,NA,NA,0.1814947,NA,NA,NA,0.1814947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1803545,NA,NA,0.0442633,-0.0104291,-0.0221516,0.1815412,NA,NA
"Ys0...137",-1.5,1,0.75,0,0.5,NA,NA,NA,0.9627105,0.8489237,NA,NA,0.9398319,NA,0.9672481,0.8491134,0.9725893,0.9291356,0.9396795,0.9625505,0.8490918,NA,NA,NA,0.1137868,NA,NA,NA,0.1137868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1181347,NA,NA,0.0434537,-0.0105439000000001,-0.022871,0.1134587,NA,NA
"Ys0...138",-1.5,1,0.75,0.5,0.5,NA,NA,NA,0.9632713,0.8941632,NA,NA,0.9402666,NA,0.9685347,0.8927345,0.9725745,0.929305,0.9403892,0.9633312,0.8942964,NA,NA,NA,0.0691081,NA,NA,NA,0.0691081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0758002,NA,NA,0.0432695,-0.0110842,-0.022942,0.0690348000000001,NA,NA
"Ys0...139",-1.5,1,0.75,1,0.5,NA,NA,NA,0.963408,0.9191399,NA,NA,0.9404747,NA,0.9690035,0.9182446,0.9726685,0.9294416,0.9405804,0.9634678,0.9191215,NA,NA,NA,0.0442681,NA,NA,NA,0.0442681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0507589000000001,NA,NA,0.0432269000000001,-0.0111388,-0.0228874,0.0443462999999999,NA,NA
"Ys0...140",-1.5,1,0.75,1.5,0.5,NA,NA,NA,0.9635299,0.9309673,NA,NA,0.94066,NA,0.9692612,0.9315172,0.9726108,0.9293284,0.9406622,0.9634869,0.9310135,NA,NA,NA,0.0325626,NA,NA,NA,0.0325626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037744,NA,NA,0.0432823999999999,-0.0113337999999999,-0.0228247,0.0324734,NA,NA
"Ys0...141",-1.5,1,-0.75,-1.5,1,0.9704597,0.9234453,0.9424311,0.9497827,0.6273843,0.9735011,0.9258547,0.9404276,0.9403495,0.9527229,0.6397664,0.9704387,0.9233456,0.9403105,0.9498164,0.6273607,0.0470144,-0.0189857999999999,-0.00735160000000001,0.3223984,0.0470144,-0.0145729,-0.0123734000000001,0.3223984,0.000608900000000134,-0.00441289999999994,0.000530800000000053,0.9882355,0.9380182,0.2674354,0.2674354,0.9876266,0.9374093,0.204422,0.1949888,0.0476464,-0.0145729,-0.0123734000000001,0.3129565,0.00934069999999998,-0.00441289999999994,0.0470931,-0.0169649000000001,-0.00950589999999996,0.3224557,-2.59999999996374e-06,-0.00202089999999988
"Ys0...142",-1.5,1,-0.75,-1,1,0.9720271,0.9271545,0.94917,0.9583219,0.7266022,0.9756595,0.931764,0.945266,0.9452484,0.963942,0.7318556,0.9720004,0.9270539,0.94517,0.9583272,0.7264232,0.0448726,-0.0220155,-0.00915189999999999,0.2317197,0.0448726,-0.013502,-0.0186936,0.2317197,0.00102820000000003,-0.00851349999999995,0.00101059999999997,0.986498,0.9406565,0.245939999999999,0.245939999999999,0.9875262,0.9396283,0.1685457,0.1554722,0.0438955,-0.013502,-0.0186936,0.2320864,0.00162100000000009,-0.00851349999999995,0.0449465,-0.0181161,-0.0131572000000001,0.231904,-0.000152299999999883,-0.0038994
"Ys0...143",-1.5,1,-0.75,-0.5,1,0.9725654,0.92854,0.9527601,0.9618075,0.8102653,0.976467,0.935008,0.9476625,0.9474762,0.969382,0.8111132,0.9725288,0.9285396,0.9475726,0.9618,0.8102819,0.0440254,-0.0242201,-0.00904740000000004,0.1515422,0.0440254,-0.0126545,-0.0219058,0.1515422,0.00129279999999998,-0.0115656,0.00110650000000001,0.9873455,0.9411945,0.234659,0.234659,0.9886383,0.9399017,0.1519523,0.137621,0.041459,-0.0126545,-0.0219058,0.1582688,-0.00305369999999994,-0.0115656,0.0439892,-0.019033,-0.0142274,0.1515181,5.32000000000865e-05,-0.0051871
"Ys0...144",-1.5,1,-0.75,0,1,0.9725583,0.9290244,0.9548056,0.9629319,0.8700611,0.9766953,0.9364959,0.9485482,0.9486881,0.9718914,0.8698979,0.9725463,0.9291135,0.9486316,0.9629338,0.8700276,0.0435339,-0.0257812000000001,-0.00812629999999992,0.0928707999999999,0.0435339,-0.0120522999999999,-0.0232032999999999,0.0928707999999999,0.00134809999999985,-0.0137289000000002,0.00148799999999993,0.9879477,0.9410767,0.2299118,0.2299118,0.9892958,0.9397286,0.1445972,0.1303534,0.0401994,-0.0120522999999999,-0.0232032999999999,0.1019935,-0.00430020000000009,-0.0137289000000002,0.0434327999999999,-0.0195181,-0.0143021999999999,0.0929061999999999,-2.15000000000076e-05,-0.00626310000000008
"Ys0...145",-1.5,1,-0.75,0.5,1,0.9725866,0.9293393,0.955697,0.9632574,0.9062518,0.9768433,0.9373897,0.949105,0.9490752,0.9730306,0.907787,0.9726396,0.9291065,0.9491959,0.9634643,0.9061849,0.0432473,-0.0263577,-0.00756040000000002,0.0570056,0.0432473,-0.0117153,-0.0239554,0.0570056,0.00175259999999988,-0.0146424000000001,0.00172279999999991,0.9882847,0.9410546,0.2270106,0.2270106,0.9900373,0.939302,0.1416062,0.127424,0.0394536,-0.0117153,-0.0239554,0.0652436,-0.00272150000000004,-0.0146424000000001,0.0435331000000001,-0.0200894,-0.0142684000000001,0.0572794000000001,-0.000119900000000173,-0.0062683
"Ys0...146",-1.5,1,-0.75,1,1,0.9725891,0.9292829,0.9561425,0.9634402,0.9248963,0.97682,0.93776,0.949181,0.9494263,0.9734655,0.9296244,0.9725497,0.9292929,0.9493597,0.9634357,0.9250226,0.0433062,-0.0268596,-0.00729769999999996,0.0385439,0.0433062,-0.011421,-0.0240392,0.0385439,0.00130290000000011,-0.0154386,0.0015482,0.988579,0.9407039,0.226118,0.226118,0.9898819,0.939401,0.1402025,0.1261886,0.03906,-0.011421,-0.0240392,0.0438411,0.000497199999999975,-0.0154386,0.0432568,-0.0200668000000001,-0.014076,0.0384131,0.000165700000000046,-0.00679279999999993
"Ys0...147",-1.5,1,-0.75,1.5,1,0.9726332,0.9293667,0.9565039,0.9634273,0.9334662,0.9768499,0.9379515,0.9494319,0.9494232,0.9737331,0.9409228,0.9726227,0.9292695,0.9493753,0.9634835,0.9335388,0.0432665,-0.0271372,-0.00692340000000002,0.0299611,0.0432665,-0.0114803999999999,-0.0243099,0.0299611,0.00172969999999995,-0.0156568,0.00172099999999997,0.9885196,0.9408471,0.2252332,0.2252332,0.9902493,0.9391174,0.1396833,0.1256792,0.0388984,-0.0114803999999999,-0.0243099,0.0328103000000001,0.00323989999999985,-0.0156568,0.0433532,-0.0201058000000001,-0.0141082,0.0299447,8.31000000000026e-05,-0.00703139999999991
"Ys0...148",-1.5,1,-0.2,-1.5,1,0.9704618,0.923474,0.9409654,0.9497827,0.6273843,0.9735383,0.9258669,0.9404276,0.9403255,0.9527229,0.6397664,0.9704387,0.9233456,0.9403105,0.9498164,0.6273607,0.0469878,-0.0174913999999999,-0.00881730000000003,0.3223984,0.0469878,-0.0145607,-0.0123974,0.3223984,0.000649400000000022,-0.00293069999999995,0.000547300000000028,0.988252,0.9380347,0.267411,0.267411,0.9876026,0.9373853,0.204446,0.1949888,0.0476713999999999,-0.0145607,-0.0123974,0.3129565,0.00930560000000002,-0.00293069999999995,0.0470931,-0.0169649000000001,-0.00950589999999996,0.3224557,-4.99999999958867e-07,-0.000526499999999874
"Ys0...149",-1.5,1,-0.2,-1,1,0.9720342,0.9271753,0.9463013,0.9583219,0.7266022,0.9756721,0.9318103,0.945266,0.9452256,0.963942,0.7318556,0.9720004,0.9270539,0.94517,0.9583272,0.7264232,0.0448588999999999,-0.019126,-0.0120205999999999,0.2317197,0.0448588999999999,-0.0134557000000001,-0.0187164,0.2317197,0.00102550000000012,-0.00567029999999991,0.000985100000000072,0.9865443,0.940631,0.2458474,0.2458474,0.9875698,0.9396055,0.1685685,0.1554722,0.0438618000000001,-0.0134557000000001,-0.0187164,0.2320864,0.00161549999999999,-0.00567029999999991,0.0449465,-0.0181161,-0.0131572000000001,0.231904,-0.000145199999999956,-0.00100990000000001
"Ys0...150",-1.5,1,-0.2,-0.5,1,0.9725209,0.928613,0.9490316,0.9617121,0.810099,0.9764767,0.9349568,0.9475439,0.9476017,0.969409,0.8111417,0.9724754,0.9284278,0.9475608,0.9617315,0.8102247,0.0439079,-0.0204186,-0.0126805,0.1516131,0.0439079,-0.0125871,-0.0218073,0.1516131,0.0012953,-0.00783149999999999,0.0013531,0.9874129,0.9412001,0.2349986,0.2349986,0.9887082,0.9399048,0.1518682,0.1377578,0.0415198999999999,-0.0125871,-0.0218073,0.1582673,-0.0029131,-0.00783149999999999,0.0440476,-0.019133,-0.0141707,0.1515068,0.000171200000000038,-0.0012856
"Ys0...151",-1.5,1,-0.2,0,1,0.9726346,0.9291443,0.9502262,0.9629164,0.8700073,0.976721,0.9366923,0.9486808,0.9486995,0.9719692,0.8699658,0.9725889,0.9290551,0.9487251,0.9630184,0.8699874,0.0434903,-0.0210819,-0.0126902,0.0929091,0.0434903,-0.0119885,-0.0232696999999999,0.0929091,0.00148609999999993,-0.00909340000000003,0.00150479999999997,0.9880115,0.9411328,0.2292538,0.2292538,0.9894976,0.9396467,0.1444457,0.1302288,0.0400286999999999,-0.0119885,-0.0232696999999999,0.1020034,-0.00412789999999996,-0.00909340000000003,0.0435338,-0.01967,-0.0142933000000001,0.0930310000000001,2.57999999999647e-05,-0.00141190000000002
"Ys0...152",-1.5,1,-0.2,0.5,1,0.9726057,0.929413,0.9509945,0.9633064,0.9062509,0.9767973,0.9373654,0.9490974,0.9490979,0.9730484,0.9078698,0.9726183,0.9292247,0.9490927,0.9633581,0.9061638,0.0431927,-0.0215814999999999,-0.0123119,0.0570555,0.0431927,-0.011732,-0.0239505,0.0570555,0.00178909999999999,-0.00984949999999996,0.00178960000000006,0.988268,0.941145,0.2270744,0.2270744,0.9900571,0.9393559,0.1414989,0.1272904,0.0394319,-0.011732,-0.0239505,0.0651786000000001,-0.00257269999999998,-0.00984949999999996,0.0433936,-0.019868,-0.0142654,0.0571943,-9.97000000000359e-05,-0.00171349999999992
"Ys0...153",-1.5,1,-0.2,1,1,0.972594,0.9293768,0.951266,0.9634267,0.9249859,0.97688,0.9377682,0.9492459,0.9495098,0.9735136,0.9296534,0.9725772,0.9291433,0.9493192,0.9634715,0.9250555,0.0432172,-0.0218891999999999,-0.0121607,0.0384407999999999,0.0432172,-0.0114776999999999,-0.0240038,0.0384407999999999,0.00143159999999998,-0.0104115,0.00169549999999996,0.9885223,0.9408545,0.2259718,0.2259718,0.9899539,0.9394229,0.1400363,0.1261194,0.0391117999999999,-0.0114776999999999,-0.0240038,0.0438602,0.000381499999999924,-0.0104115,0.0434339,-0.0201759,-0.0141523,0.038416,8.6399999999931e-05,-0.00171329999999992
"Ys0...154",-1.5,1,-0.2,1.5,1,0.9725014,0.929448,0.9513814,0.9634855,0.933535,0.9768132,0.937887,0.9494601,0.9495041,0.9737083,0.9409392,0.9725978,0.9293029,0.9493678,0.963516,0.9336675,0.0430533999999999,-0.0219334,-0.0121041,0.0299505,0.0430533999999999,-0.0115731,-0.0242042,0.0299505,0.00173980000000007,-0.0103603,0.0017838,0.9884269,0.9410211,0.2253058,0.2253058,0.9901667,0.9392813,0.1395938,0.1256124,0.0389262,-0.0115731,-0.0242042,0.0327691,0.00309239999999988,-0.0103603,0.0432948999999999,-0.0200648999999999,-0.0141482000000001,0.0298485000000001,3.60999999999834e-05,-0.00186850000000005
"Ys0...155",-1.5,1,0.2,-1.5,1,0.9704543,0.9234213,0.9399202,0.9497827,0.6273843,0.973501,0.9259025,0.9404276,0.9402979,0.9527229,0.6397664,0.9704387,0.9233456,0.9403105,0.9498164,0.6273607,0.047033,-0.0164989,-0.0098625,0.3223984,0.047033,-0.0145251000000001,-0.012425,0.3223984,0.000588700000000109,-0.00197379999999991,0.000459000000000098,0.9881637,0.9379464,0.2673398,0.2673398,0.987575,0.9373577,0.2044736,0.1949888,0.0475985,-0.0145251000000001,-0.012425,0.3129565,0.00933539999999999,-0.00197379999999991,0.0470931,-0.0169649000000001,-0.00950589999999996,0.3224557,-8.000000000008e-06,0.000466000000000077
"Ys0...156",-1.5,1,0.2,-1,1,0.9720233,0.9271047,0.9442625,0.9583219,0.7266022,0.9756422,0.9318412,0.945266,0.9451884,0.963942,0.7318556,0.9720004,0.9270539,0.94517,0.9583272,0.7264232,0.0449186,-0.0171578,-0.0140593999999999,0.2317197,0.0449186,-0.0134248,-0.0187535999999999,0.2317197,0.000961199999999995,-0.00373299999999999,0.000883599999999984,0.9865752,0.9405295,0.2457856,0.2457856,0.9875364,0.9395683,0.1686057,0.1554722,0.043801,-0.0134248,-0.0187535999999999,0.2320864,0.00163450000000009,-0.00373299999999999,0.0449465,-0.0181161,-0.0131572000000001,0.231904,-0.000156099999999881,0.000958299999999968
"Ys0...157",-1.5,1,0.2,-0.5,1,0.9724649,0.9286067,0.9462233,0.9616819,0.8103643,0.9764942,0.9348331,0.9475893,0.9476196,0.9694333,0.8110677,0.9724504,0.9285936,0.9476207,0.961802,0.8102246,0.0438582,-0.0176166,-0.0154586,0.1513176,0.0438582,-0.0127562,-0.0218137,0.1513176,0.00149470000000007,-0.00486039999999999,0.00152500000000011,0.9872438,0.9413629,0.2351552,0.2351552,0.9887385,0.9398682,0.1518319,0.1377696,0.0416611,-0.0127562,-0.0218137,0.1583656,-0.0033259000000001,-0.00486039999999999,0.0438568,-0.0190271,-0.0141813000000001,0.1515774,-0.000125200000000159,0.00141049999999998
