"","a1","g6","rho","beta2","Z_e","p2xp3","AY_ne","AMY_ne","AZY_ne","AZMY_ne","AY_re","AMY_re","AZY_re","AZMY_re"
"128",-0.5,0,0.75,1.5,0,0.00873752956841249,1,2,4,3,1,2,4,3
"129",-0.5,1,-0.75,-1.5,0.00153960000000097,0.00618509525273994,1,2,4,3,1,2,4,3
"130",-0.5,1,-0.75,-1,0.00237830000000017,0.0108891333012377,1,2,4,3,1,2,4,3
"131",-0.5,1,-0.75,1,0.00373420000000113,0.0187792527246376,1,2,4,3,1,2,4,3
"132",-0.5,1,-0.75,1.5,0.00388759999999966,0.0193158585086775,1,2,4,3,1,2,4,3
"133",-0.5,1,-0.2,-1.5,0.00153680000000023,0.00623939636424986,1,2,4,3,1,2,4,3
"134",-0.5,1,-0.2,-1,0.00243470000000023,0.0109570032467101,1,2,4,3,1,2,4,3
"135",-0.5,1,-0.2,1,0.00378480000000003,0.018907849418315,1,2,4,3,1,2,4,3
"136",-0.5,1,-0.2,1.5,0.00389699999999937,0.01944517512189,1,2,4,3,1,2,4,3
"137",-0.5,1,0.2,-1.5,0.00149130000000053,0.00620992012051999,1,2,4,3,1,2,4,3
"138",-0.5,1,0.2,-1,0.00241889999999945,0.0109140324047326,1,2,4,3,1,2,4,3
"139",-0.5,1,0.2,1,0.00382990000000039,0.0188194175790975,1,2,4,3,1,2,4,3
"140",-0.5,1,0.2,1.5,0.00396789999999925,0.0193357900952351,1,2,4,3,1,2,4,3
"141",-0.5,1,0.75,-1.5,0.00148850000000067,0.00626425102874992,1,2,4,3,1,2,4,3
"142",-0.5,1,0.75,-1,0.00247529999999951,0.010981936028745,1,2,4,3,1,2,4,3
"143",-0.5,1,0.75,1,0.00388050000000018,0.0189480696721401,1,2,4,3,1,2,4,3
"144",-0.5,1,0.75,1.5,0.00397729999999985,0.0194651243198726,1,2,4,3,1,2,4,3
"145",-0.5,1.5,-0.75,-1.5,0.00230939999999968,0.00830843131808243,1,2,4,3,1,2,4,3
"146",-0.5,1.5,-0.75,-1,0.00356745000000025,0.0146685127252952,1,2,4,3,1,2,4,3
"147",-0.5,1.5,-0.75,1,0.00560130000000036,0.0254377040790602,1,2,3,4,1,2,4,3
"148",-0.5,1.5,-0.75,1.5,0.00583140000000082,0.0261763872336003,1,2,3,4,1,2,4,3
"149",-0.5,1.5,-0.2,-1.5,0.00230519999999945,0.00838064475026986,1,2,4,3,1,2,4,3
"150",-0.5,1.5,-0.2,-1,0.00365205000000035,0.0147616384365901,1,2,4,3,1,2,4,3
"151",-0.5,1.5,-0.2,1,0.00567720000000005,0.025614098275095,1,2,4,3,1,2,4,3
"152",-0.5,1.5,-0.2,1.5,0.00584550000000039,0.0263513254054051,1,2,4,3,1,2,4,3
"153",-0.5,1.5,0.2,-1.5,0.00223694999999857,0.00834140486717982,1,2,4,3,1,2,4,3
"154",-0.5,1.5,0.2,-1,0.0036283500000005,0.0147100880679752,1,2,4,3,1,2,4,3
"155",-0.5,1.5,0.2,1,0.00574485000000013,0.0255065521830751,1,2,4,3,1,2,4,3
"156",-0.5,1.5,0.2,1.5,0.00595185000000154,0.0262168217338502,1,2,4,3,1,2,4,3
"157",-0.5,1.5,0.75,-1.5,0.00223275000000012,0.00841365445722755,1,2,4,3,1,2,4,3
"158",-0.5,1.5,0.75,-1,0.0037129500000006,0.0148032684283502,1,2,4,3,1,2,4,3
"159",-0.5,1.5,0.75,1,0.00582074999999982,0.0256830400116677,1,2,4,3,1,2,4,3
