"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...207",0.5,0,0.75,1,-13.4971505843868,-2.2507707545344,-0.74929916135229,-0.74929916135229,-2.24789748405687,-2.24789748405687,8.88178419700125e-16
"Ys1...208",0.5,0,0.75,1.5,-14.9968454047505,-2.2507707545344,-0.749299161352292,-0.749299161352289,-2.62254706473302,-2.62254706473302,3.5527136788005e-15
"Ys1...209",0.5,1,-0.75,-1.5,-6.00062436166641,-5.00119781870538,-2.37482692806434,-1.49959869565475,0.375102397292677,-0.499809288299415,0.000316546817498597
"Ys1...210",0.5,1,-0.75,-1,-7.50122475909307,-5.00119781870538,-3.50032078610024,-1.74986432128107,0.750204794585355,-0.99961857659883,0.000633093634992754
"Ys1...211",0.5,1,-0.75,1,-13.5036263487997,-5.00119781870539,-8.00229621824385,-2.75092682378631,2.25061438375607,-2.99885572979649,0.00189928090498093
"Ys1...212",0.5,1,-0.75,1.5,-15.0042267462264,-5.00119781870538,-9.12779007627975,-3.00119244941262,2.62571678104874,-3.4986650180959,0.00221582772247686
"Ys1...213",0.5,1,-0.2,-1.5,-6.0012764820218,-5.00149921929256,-2.09992892429508,-1.49965770766813,0.0999185374008809,-0.49982875770404,0.000523921522028736
"Ys1...214",0.5,1,-0.2,-1,-7.50206228930485,-5.00149921929256,-2.9504175887689,-1.749875155515,0.199837074801761,-0.999657515408079,0.00104784304405747
"Ys1...215",0.5,1,-0.2,1,-13.505205518437,-5.00149921929256,-6.35237224666417,-2.75074494690248,0.599511224405283,-2.99897254622423,0.00314352913217597
"Ys1...216",0.5,1,-0.2,1.5,-15.0059913257201,-5.00149921929256,-7.20286091113799,-3.00096239474935,0.699429761806165,-3.49880130392827,0.00366745065420027
"Ys1...217",0.5,1,0.2,-1.5,-5.99785497566876,-5.00292463010877,-1.89675324862769,-1.49732008529821,-0.0993735465727577,-0.499136902187995,-0.000330192285759701
"Ys1...218",0.5,1,0.2,-1,-7.49708380316173,-5.00292463010877,-2.54583237157394,-1.74696604491498,-0.198747093145515,-0.998273804375989,-0.000660384571520289
"Ys1...219",0.5,1,0.2,1,-13.4939991131336,-5.00292463010877,-5.14214886335894,-2.74554988338208,-0.596241279436548,-2.99482141312797,-0.00198115371455465
"Ys1...220",0.5,1,0.2,1.5,-14.9932279406266,-5.00292463010877,-5.7912279863052,-2.99519584299885,-0.695614826009304,-3.49395831531596,-0.00231134600030991
"Ys1...221",0.5,1,0.75,-1.5,-5.9986764825683,-5.00227313061757,-1.62321342568389,-1.49847628120286,-0.374573286656276,-0.499483352602483,-0.000172921465182441
"Ys1...222",0.5,1,0.75,-1,-7.498371302932,-5.00227313061757,-1.99774621461244,-1.74827192565039,-0.749146573312553,-0.998966705204966,-0.000345842930368434
"Ys1...223",0.5,1,0.75,1,-13.4971505843868,-5.00227313061758,-3.49587737032662,-2.74745450344049,-2.24743971993766,-2.9969001156149,-0.00103752879109997
"Ys1...224",0.5,1,0.75,1.5,-14.9968454047505,-5.00227313061758,-3.87041015925517,-2.99725014788801,-2.62201300659393,-3.49638346821738,-0.00121045025628774
"Ys1...225",0.5,1.5,-0.75,-1.5,-6.00062436166641,-6.37648126667757,-3.18720543415317,-1.87436308553879,0.750171074910688,-0.56219645347745,0.000474820226243899
"Ys1...226",0.5,1.5,-0.75,-1,-7.50122475909307,-6.37648126667757,-4.87544622120702,-2.24976152397826,1.50034214982138,-1.1243929069549,0.000949640452489575
"Ys1...227",0.5,1.5,-0.75,1,-13.5036263487997,-6.37648126667757,-11.6284093694224,-3.75135527773612,4.50102644946413,-3.3731787208647,0.00284892135746873
"Ys1...228",0.5,1.5,-0.75,1.5,-15.0042267462264,-6.37648126667757,-13.3166501564763,-4.12675371617559,5.25119752437482,-3.93537517434215,0.00332374158371707
"Ys1...229",0.5,1.5,-0.2,-1.5,-6.0012764820218,-6.3766509277231,-2.77486443851535,-1.87445761357492,0.337392280064958,-0.562228662592423,0.000785882283041772
"Ys1...230",0.5,1.5,-0.2,-1,-7.50206228930485,-6.3766509277231,-4.05059743522607,-2.24978378534523,0.674784560129916,-1.12445732518484,0.0015717645660871
"Ys1...231",0.5,1.5,-0.2,1,-13.505205518437,-6.3766509277231,-9.15352942206898,-3.75108847242644,2.02435368038975,-3.37337197555453,0.00471529369826129
"Ys1...232",0.5,1.5,-0.2,1.5,-15.0059913257201,-6.3766509277231,-10.4292624187797,-4.12641464419675,2.3617459604547,-3.93560063814695,0.00550117598129951
"Ys1...233",0.5,1.5,0.2,-1.5,-5.99785497566876,-6.37873114809287,-2.47075672208455,-1.87160697709033,0.0381262555693569,-0.561518777853498,-0.00049528842863733
"Ys1...234",0.5,1.5,0.2,-1,-7.49708380316173,-6.37873114809287,-3.44437540650392,-2.24607591651549,0.0762525111387129,-1.123037555707,-0.000990576857277325
