"","a1","g6","rho","beta2","g2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"92",-1.5,1,-0.2,-1.5,0,0.00928339999999994,-0.0590981,0.000449399999999933,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"93",-1.5,1,-0.2,-1,0,0.0165597,-0.0306523,0.000380599999999953,3,2,1,4,3,1,2,4,4,1,2,3,3,2,1,4
"94",-1.5,1,-0.2,-0.5,0,0.0185054,-0.0165345,0.000270699999999957,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"95",-1.5,1,-0.2,0,0,0.0179591,-0.0124791000000001,0.000362399999999985,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"96",-1.5,1,-0.2,0.5,0,0.0165472,-0.0131211000000001,0.00023569999999995,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"97",-1.5,1,-0.2,1,0,0.0151478,-0.0148037,0.000237200000000048,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"98",-1.5,1,-0.2,1.5,0,0.0137257999999999,-0.0163561,0.000143899999999975,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"99",-1.5,1,0.2,-1.5,0,0.00933229999999996,-0.0593543000000001,0.000198799999999943,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"100",-1.5,1,0.2,-1,0,0.0166606,-0.0309064999999998,0.000117900000000004,3,2,1,4,3,1,2,4,4,1,2,3,3,2,1,4
"101",-1.5,1,0.2,-0.5,0,0.0187076999999999,-0.016703,0.000195700000000021,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"102",-1.5,1,0.2,0,0,0.018079,-0.0127815000000001,0.000138899999999942,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"103",-1.5,1,0.2,0.5,0,0.0166723999999999,-0.0132750999999999,7.16000000000605e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"104",-1.5,1,0.2,1,0,0.0152584,-0.0149875,6.47000000000286e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"105",-1.5,1,0.2,1.5,0,0.0139131,-0.0165684,-3.3600000000078e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"106",-1.5,1,0.75,-1.5,0,0.00944020000000012,-0.0591304000000001,0.000384999999999969,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"107",-1.5,1,0.75,-1,0,0.0165936000000001,-0.0306879000000001,0.000370599999999888,3,2,1,4,3,1,2,4,4,1,2,3,3,2,1,4
"108",-1.5,1,0.75,-0.5,0,0.0187072,-0.0164358999999999,0.000368800000000058,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"109",-1.5,1,0.75,0,0,0.0181485999999997,-0.0126533000000001,0.00025710000000001,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"110",-1.5,1,0.75,0.5,0,0.0168137,-0.0131654999999999,0.000184900000000043,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"111",-1.5,1,0.75,1,0,0.0153082,-0.0148454999999998,0.00019020000000014,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"112",-1.5,1,0.75,1.5,0,0.0140208000000001,-0.016422,5.48999999999689e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"113",-1.5,1,-0.75,-1.5,0.5,0.0124342000000001,-0.0755475,0.000201699999999971,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"114",-1.5,1,-0.75,-1,0.5,0.0221533,-0.0482672000000001,0.000125099999999878,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"115",-1.5,1,-0.75,-0.5,0.5,0.0254761,-0.0307452,1.5199999999993e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"116",-1.5,1,-0.75,0,0.5,0.0254589999999998,-0.0215008999999999,0.000113100000000088,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"117",-1.5,1,-0.75,0.5,0.5,0.024417,-0.0174376000000001,6.7999999999957e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"118",-1.5,1,-0.75,1,0.5,0.0230454,-0.0159205,1.79999999999625e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"119",-1.5,1,-0.75,1.5,0.5,0.0218108,-0.0153591,-7.31000000000481e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"120",-1.5,1,-0.2,-1.5,0.5,0.0123004,-0.0756424000000001,0.000184799999999985,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"121",-1.5,1,-0.2,-1,0.5,0.0218461999999999,-0.0482768,0.000212699999999955,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"122",-1.5,1,-0.2,-0.5,0.5,0.0252477,-0.0308353000000001,0.000102199999999941,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"123",-1.5,1,-0.2,0,0.5,0.0254567999999999,-0.0215668999999999,0.00018370000000012,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"124",-1.5,1,-0.2,0.5,0.5,0.0242933,-0.0174586999999999,0.000192799999999993,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"125",-1.5,1,-0.2,1,0.5,0.0229785,-0.0160013,0.000150600000000001,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"126",-1.5,1,-0.2,1.5,0.5,0.0216700000000002,-0.0154709000000001,8.5599999999908e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"127",-1.5,1,0.2,-1.5,0.5,0.0125968000000001,-0.0756330000000001,-2.84000000000395e-05,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"128",-1.5,1,0.2,-1,0.5,0.0222545,-0.0481894,-1.34000000000523e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"129",-1.5,1,0.2,-0.5,0.5,0.0256377999999999,-0.0306284,0.000102700000000011,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"130",-1.5,1,0.2,0,0.5,0.0256434000000001,-0.0214095,6.55000000000516e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"131",-1.5,1,0.2,0.5,0.5,0.0245218,-0.0173464999999999,-1.80999999999099e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"132",-1.5,1,0.2,1,0.5,0.0232480999999999,-0.0158419999999999,-3.50999999999546e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"133",-1.5,1,0.2,1.5,0.5,0.0220239000000002,-0.0152761,-6.34000000000468e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"134",-1.5,1,0.75,-1.5,0.5,0.0125898999999999,-0.075508,6.51000000000401e-05,2,1,3,4,2,1,3,4,4,1,2,3,2,1,3,4
"135",-1.5,1,0.75,-1,0.5,0.0221471,-0.0482154,-7.90000000006064e-06,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"136",-1.5,1,0.75,-0.5,0.5,0.0255728,-0.0306479,3.48000000000015e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"137",-1.5,1,0.75,0,0.5,0.0255555000000001,-0.0214639999999999,-1.59999999993499e-06,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"138",-1.5,1,0.75,0.5,0.5,0.0244807,-0.0173652000000001,-6.51999999999875e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"139",-1.5,1,0.75,1,0.5,0.0231803999999999,-0.0158138,-8.90000000000057e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"140",-1.5,1,0.75,1.5,0.5,0.0220136000000001,-0.0152380000000001,-0.000157700000000038,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"141",-1.5,1,-0.75,-1.5,1,0.0111240000000001,-0.0795371,6.99999999986822e-06,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"142",-1.5,1,-0.75,-1,1,0.0197278999999999,-0.0558877,-5.1200000000029e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"143",-1.5,1,-0.75,-0.5,1,0.0236917,-0.0384125000000001,0.000118199999999957,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"144",-1.5,1,-0.75,0,1,0.0245050000000001,-0.0272845,8.90999999999531e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"145",-1.5,1,-0.75,0.5,1,0.0241995999999999,-0.0208396,0.000149399999999966,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"146",-1.5,1,-0.75,1,1,0.0233715,-0.017506,0.000105999999999939,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"147",-1.5,1,-0.75,1.5,1,0.0225997000000001,-0.0155724,2.94999999999046e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"148",-1.5,1,-0.2,-1.5,1,0.0111131,-0.0795030999999999,0.000141699999999911,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"149",-1.5,1,-0.2,-1,1,0.0197837,-0.0558948,7.06999999999791e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"150",-1.5,1,-0.2,-0.5,1,0.0237977,-0.0383263,0.000186800000000042,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"151",-1.5,1,-0.2,0,1,0.024675,-0.0272202,0.0001892,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"152",-1.5,1,-0.2,0.5,1,0.0242600000000001,-0.0209557,0.000119199999999986,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"153",-1.5,1,-0.2,1,1,0.0234776000000001,-0.0175783,4.69999999999082e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"154",-1.5,1,-0.2,1.5,1,0.0226024,-0.0156379,2.5599999999959e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"155",-1.5,1,0.2,-1.5,1,0.0107813,-0.0794185000000001,-5.7600000000102e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"156",-1.5,1,0.2,-1,1,0.0196474999999999,-0.0557220999999999,-0.000119399999999992,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"157",-1.5,1,0.2,-0.5,1,0.0235850000000001,-0.0383221,2.99999999953116e-07,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"158",-1.5,1,0.2,0,1,0.0244123999999999,-0.0271464,3.86999999999471e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"159",-1.5,1,0.2,0.5,1,0.0240500999999999,-0.0207463,8.09999999995537e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"160",-1.5,1,0.2,1,1,0.0232863000000001,-0.0173651,1.25999999999182e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"161",-1.5,1,0.2,1.5,1,0.0224694000000001,-0.015414,-3.58000000000303e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"162",-1.5,1,0.75,-1.5,1,0.0109463,-0.0794284000000001,-1.81000000001319e-05,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"163",-1.5,1,0.75,-1,1,0.0195593999999999,-0.0556221000000001,-8.00000000011902e-06,3,1,2,4,3,1,2,4,4,1,2,3,3,1,2,4
"164",-1.5,1,0.75,-0.5,1,0.0236822999999998,-0.0381666000000001,0.000137100000000001,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"165",-1.5,1,0.75,0,1,0.0244398999999998,-0.0270003,0.00010790000000005,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"166",-1.5,1,0.75,0.5,1,0.0240332,-0.0205704000000001,8.64999999998783e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"167",-1.5,1,0.75,1,1,0.0231991,-0.0172259000000001,0.000102299999999889,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"168",-1.5,1,0.75,1.5,1,0.0223810000000002,-0.0152946999999999,1.17000000000589e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"169",-1.5,1,-0.75,-1.5,1.5,0.0096946,-0.0759943000000001,4.01999999999347e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"170",-1.5,1,-0.75,-1,1.5,0.0173139999999999,-0.0555847,3.58000000000303e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
