"","X","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"132","Ys0...132",-0.5,-0.25,-0.75,1.5,0.6920499,0.6585543,0.8275697,0.811241,0.8219543,0.7231736,0.7048562,0.7546404,0.7545596,0.8684849,0.8834948,0.6917916,0.658424,0.7545824,0.8112088,0.821933,0.0334956,-0.1690154,0.0163287,-0.0107133,0.0334956,-0.0497841999999999,-0.1139253,-0.0107133,0.0110228,-0.1192312,0.010942,0.9502158,0.7083385,1.0810068,1.0810068,0.9612386,0.6973157,0.6972296,0.6405482,0.0183173999999999,-0.0497841999999999,-0.1139253,-0.0150099,0.0304168,-0.1192312,0.0333675999999999,-0.0961584,-0.0566264,-0.0107242000000001,0.000237000000000043,-0.0728569999999999
"133","Ys0...133",-0.5,-0.25,-0.2,-1.5,0.8645061,0.827452,0.9157818,0.9001509,0.8393072,0.9109171,0.8620981,0.9090969,0.9091171,0.9286867,0.7209804,0.8644013,0.827443,0.9091907,0.9001127,0.8392157,0.0370541000000001,-0.0883298,0.0156309,0.0608436999999999,0.0370541000000001,-0.0469988,-0.0195696,0.0608436999999999,-0.00613050000000004,-0.041331,0.00611030000000001,0.9742999,0.8744508,0.45761,0.45761,0.9804304,0.8805813,0.3243924,0.3243924,0.0488190000000001,-0.0469988,-0.0195696,0.2077063,-0.1647378,-0.041331,0.0369583,-0.0817477,0.00907800000000003,0.060897,1.32999999999939e-05,-0.00658210000000004
"134","Ys0...134",-0.5,-0.25,-0.2,-1,0.8290401,0.7850358,0.9015343,0.881481,0.8666085,0.8835216,0.8386037,0.8891025,0.8891765,0.9275403,0.7764457,0.8287764,0.7848326,0.889289,0.8813847,0.8665785,0.0440043,-0.1164985,0.0200533000000001,0.0148725,0.0440043,-0.0504988000000001,-0.0383637999999999,0.0148725,-0.00758259999999999,-0.0659997,0.00750859999999998,0.9540536,0.8355346,0.5445876,0.5445876,0.9616362,0.8431172,0.3665664,0.3665664,0.0449179000000001,-0.0504988000000001,-0.0383637999999999,0.1510946,-0.1446443,-0.0659997,0.0439438,-0.1044564,0.00790429999999998,0.0148062,0.000233700000000003,-0.0120421000000001
"135","Ys0...135",-0.5,-0.25,-0.2,1,0.7120629,0.6750864,0.7948347,0.821634,0.8366877,0.7480618,0.7258286,0.778118,0.778044,0.8808979,0.8891736,0.7117672,0.6747593,0.7779086,0.8215999,0.8365203,0.0369765000000001,-0.1197483,-0.0267993,-0.0150537000000001,0.0369765000000001,-0.0522893999999999,-0.1028539,-0.0150537000000001,0.00859569999999998,-0.0674589000000001,0.00852169999999997,0.9477106,0.7273758,0.9921068,0.9921068,0.9563063,0.7187801,0.6385262,0.5949362,0.0222332,-0.0522893999999999,-0.1028539,-0.0082757,0.016487,-0.0674589000000001,0.0370079000000001,-0.1031493,-0.0436913000000001,-0.0149203999999999,0.00012829999999997,-0.016599
"136","Ys0...136",-0.5,-0.25,-0.2,1.5,0.6919055,0.6586343,0.7701041,0.811265,0.8221344,0.7231648,0.7048394,0.7546308,0.7547409,0.8683751,0.8834938,0.6917293,0.658391,0.7546661,0.81112,0.8219494,0.0332711999999999,-0.1114698,-0.0411609000000001,-0.0108694,0.0332711999999999,-0.0497914,-0.1136342,-0.0108694,0.0107948999999999,-0.0616783999999999,0.0109049999999999,0.9502086,0.7084257,1.0810596,1.0810596,0.9610035,0.6976308,0.6972439,0.6407198,0.0183254,-0.0497914,-0.1136342,-0.0151187,0.0301000999999999,-0.0616783999999999,0.0333383,-0.0962751000000001,-0.0564538999999999,-0.0108294000000001,-8.80000000003101e-06,-0.0151946999999999
"137","Ys0...137",-0.5,-0.25,0.2,-1.5,0.8644261,0.8276166,0.9025472,0.9001848,0.839282,0.9109154,0.8619981,0.9091143,0.9090918,0.9286734,0.7209275,0.8644275,0.8274671,0.9091979,0.9002862,0.8393305,0.0368094999999999,-0.0749306,0.00236239999999999,0.0609028,0.0368094999999999,-0.0471162000000001,-0.0195816,0.0609028,-0.00587039999999994,-0.0278143999999999,0.00589289999999998,0.974548,0.8747328,0.4577752,0.4577752,0.9804184,0.8806032,0.3244696,0.3244696,0.0489173000000001,-0.0471162000000001,-0.0195816,0.2077459,-0.1648438,-0.0278143999999999,0.0369604,-0.0817308,0.00891169999999997,0.0609557000000001,4.70999999999666e-05,0.00680020000000003
"138","Ys0...138",-0.5,-0.25,0.2,-1,0.8289394,0.7850652,0.8775635,0.8813256,0.8665877,0.8835057,0.8386788,0.8891279,0.8891001,0.9274513,0.7763172,0.8288283,0.7848097,0.8893108,0.8814553,0.8665463,0.0438742,-0.0924983,-0.00376209999999999,0.0147379000000001,0.0438742,-0.0504491,-0.0383512,0.0147379000000001,-0.00746009999999997,-0.0420492,0.00748789999999999,0.9541887,0.8355143,0.5443866,0.5443866,0.9616488,0.8429744,0.3668972,0.3668972,0.0448269,-0.0504491,-0.0383512,0.1511341,-0.1448368,-0.0420492,0.0440185999999999,-0.1045011,0.0078554999999999,0.0149090000000001,6.97000000000614e-05,0.0120027999999999
"139","Ys0...139",-0.5,-0.25,0.2,1,0.7118803,0.6748156,0.7633519,0.8215327,0.8367268,0.7481869,0.7260008,0.7780341,0.7780958,0.8808335,0.8892824,0.7117739,0.6746713,0.778038,0.8215232,0.8366511,0.0370647000000001,-0.0885363,-0.0581808,-0.0151941,0.0370647000000001,-0.0520332999999999,-0.1027377,-0.0151941,0.00805389999999995,-0.0365030000000001,0.0081156,0.9479667,0.7268489,0.9919302,0.9919302,0.9560206,0.718795,0.6387045,0.5952676,0.0221861,-0.0520332999999999,-0.1027377,-0.00844889999999998,0.0162490000000001,-0.0365030000000001,0.0371026,-0.1033667,-0.0434852,-0.0151279,3.07000000000501e-05,0.0148304
"140","Ys0...140",-0.5,-0.25,0.2,1.5,0.6917407,0.6583246,0.741104,0.8112923,0.8220351,0.723104,0.7045589,0.7545091,0.7546537,0.8685292,0.8834983,0.6917469,0.658524,0.7545646,0.8112722,0.8220436,0.0334160999999999,-0.0827793999999999,-0.0701883,-0.0107428000000001,0.0334160999999999,-0.0499502000000001,-0.1138755,-0.0107428000000001,0.0108580000000001,-0.0328291999999999,0.0110026000000001,0.9500498,0.7082748,1.081864,1.081864,0.9609078,0.6974168,0.6969956,0.640357,0.0185451,-0.0499502000000001,-0.1138755,-0.0149691,0.0300999,-0.0328291999999999,0.0332229000000001,-0.0960406,-0.0567076,-0.0107714,2.2999999998996e-06,0.0132612000000001
"141","Ys0...141",-0.5,-0.25,0.75,-1.5,0.8644795,0.8277038,0.8852571,0.9001345,0.8393953,0.9110491,0.8619953,0.9091064,0.9091074,0.9286086,0.720843,0.8643861,0.8275315,0.9091715,0.9003362,0.8393433,0.0367757,-0.0575533,-0.0148773999999999,0.0607392,0.0367757,-0.0471111,-0.0195012,0.0607392,-0.0058184,-0.0104422000000001,0.00581739999999997,0.9746804,0.8748149,0.4577966,0.4577966,0.9804988,0.8806333,0.324568,0.324568,0.0490537999999999,-0.0471111,-0.0195012,0.2077656,-0.1651219,-0.0104422000000001,0.0368546000000001,-0.08164,0.00883529999999999,0.0609929,4.13999999999692e-05,0.0240867
"142","Ys0...142",-0.5,-0.25,0.75,-1,0.8290836,0.7849531,0.8485804,0.8813234,0.866343,0.8835087,0.8385434,0.8891999,0.8892012,0.927508,0.7763478,0.8287425,0.784877,0.889321,0.881342,0.8665865,0.0441305000000001,-0.0636273000000001,-0.032743,0.0149804,0.0441305000000001,-0.0506565,-0.0383068,0.0149804,-0.00740700000000005,-0.0129708000000001,0.00740570000000007,0.9542862,0.8356096,0.5445134,0.5445134,0.9616932,0.8430166,0.3665816,0.3665816,0.0449653,-0.0506565,-0.0383068,0.1511602,-0.1444203,-0.0129708000000001,0.0438655,-0.104444,0.00797900000000007,0.0147554999999999,0.000584600000000046,0.0408166999999999
"143","Ys0...143",-0.5,-0.25,0.75,1,0.7118652,0.6748757,0.7300375,0.8215091,0.8368124,0.7480202,0.7260148,0.7779414,0.7781081,0.8808814,0.8892478,0.7120281,0.6748655,0.7780901,0.8214661,0.8366471,0.0369895,-0.0551618,-0.0914716,-0.0153033,0.0369895,-0.0519266,-0.1027733,-0.0153033,0.00806650000000009,-0.00323519999999999,0.00823320000000005,0.9480734,0.7268023,0.9920876,0.9920876,0.9561399,0.7187358,0.63862,0.595219,0.0220054000000001,-0.0519266,-0.1027733,-0.0083664,0.0162804,-0.00323519999999999,0.0371626,-0.1032246,-0.043376,-0.015181,-0.000328200000000112,0.0480628
"144","Ys0...144",-0.5,-0.25,0.75,1.5,0.6917991,0.65844,0.7101772,0.8112629,0.8221798,0.7233038,0.7046914,0.7545309,0.7547771,0.8685336,0.8833922,0.6918541,0.6584631,0.7546514,0.8112489,0.8221909,0.0333591,-0.0517371999999999,-0.1010857,-0.0109169,0.0333591,-0.0498395,-0.1137565,-0.0109169,0.0107731000000001,-0.00189769999999989,0.0110193000000001,0.9501605,0.7082795,1.0815554,1.0815554,0.9609336,0.6975064,0.6968928,0.640407,0.0186124000000001,-0.0498395,-0.1137565,-0.0148585999999999,0.0297076999999999,-0.00189769999999989,0.0333910000000001,-0.0961883,-0.0565975000000001,-0.0109419999999999,-4.39000000000966e-05,0.0444511000000001
"145","Ys0...145",-0.5,0.25,-0.75,-1.5,0.859115,0.8191197,0.9201727,0.8968413,0.7266333,0.9018666,0.8420181,0.8989858,0.8989775,0.9191284,0.680608,0.8589142,0.8190112,0.8989866,0.8967894,0.726408,0.0399953,-0.101053,0.0233314,0.170208,0.0399953,-0.0569677,-0.0201509,0.170208,-0.00060300000000002,-0.0440853,0.000611299999999981,0.9792461,0.8760874,0.5179922,0.5179922,0.9798491,0.8766904,0.3637882,0.3637882,0.0598485,-0.0569677,-0.0201509,0.2385204,-0.0887769,-0.0440853,0.0399029999999999,-0.0799753999999999,0.00219720000000001,0.1703814,-2.44999999999829e-05,-0.0210776
"146","Ys0...146",-0.5,0.25,-0.75,-1,0.8354806,0.7863971,0.915121,0.8824577,0.7993186,0.8747562,0.8191423,0.8758621,0.8759399,0.9170821,0.749123,0.8353036,0.7862064,0.8759883,0.8824711,0.7991254,0.0490835000000001,-0.1287239,0.0326633,0.0831391,0.0490835000000001,-0.0567198,-0.0411422,0.0831391,0.00180139999999995,-0.0720041,0.00187919999999997,0.9606592,0.8431169,0.6099912,0.6099912,0.9588578,0.8413155,0.4074382,0.4009204,0.0556139,-0.0567198,-0.0411422,0.1679591,-0.0894712,-0.0720041,0.0490972000000001,-0.0897819000000001,-0.0064827999999999,0.0833457,-1.62000000000218e-05,-0.0389419999999999
