"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...83",-1.5,1,0.75,1,-0.5,0.9199517,0.8680847,0.4014056,0.9285393,0.8985812,0.5160927,0.660495,0.3892989,0.3889699,0.8350829,0.8373769,0.9200277,0.8683676,0.3891156,0.9285339,0.89863,0.051867,0.4666791,-0.5271337,0.0299581,0.051867,0.2711961,-0.446113,0.0299581,0.1144623,0.195483,0.1141333,1.2711961,0.5968886,1.4216264,0.9428406,1.3856584,0.5175737,1.012325,0.4727556,-0.1444023,0.2711961,-0.446113,-0.00229400000000002,0.3426547,0.195483,0.0516601,0.479252,-0.5394183,0.0299039,-2.7199999999894e-05,-0.0125728999999999
"Ys0...84",-1.5,1,0.75,1.5,-0.5,0.9053223,0.85104,0.3626572,0.920917,0.9079228,0.4757053,0.6352889,0.3592478,0.3589801,0.822961,0.829362,0.9053551,0.851392,0.3590906,0.9209733,0.9077603,0.0542823,0.4883828,-0.5582598,0.0129942,0.0542823,0.2760411,-0.4639809,0.0129942,0.1180628,0.2123417,0.1177951,1.2760411,0.5749989,1.5027445,1.0218789,1.3941039,0.5430639,1.0741809,0.512244,-0.1595836,0.2760411,-0.4639809,-0.00640099999999999,0.3510562,0.2123417,0.0539630999999999,0.4923014,-0.5618827,0.013213,-0.000195300000000009,-0.00391860000000005
"Ys0...85",-1.5,1,-0.75,-1.5,0,0.8500262,0.8547321,0.7864214,0.9240172,0.5574925,0.8287051,0.8015864,0.8080128,0.808008,0.9079873,0.6183336,0.8501315,0.8549625,0.8080274,0.924121,0.5572679,-0.00470590000000004,0.0683106999999999,-0.1375958,0.3665247,-0.00470590000000004,-0.00642639999999994,-0.0999793000000001,0.3665247,0.0371206000000001,0.0747370999999999,0.0371158,0.9935736,0.8611585,0.7340823,0.687363,1.0306942,0.8240379,0.4520002,0.335991,0.0271186999999999,-0.00642639999999994,-0.0999793000000001,0.2896537,0.0821622000000001,0.0747370999999999,-0.00483099999999992,0.0469351,-0.1160936,0.3668531,-0.000329899999999994,0.0213755999999999
"Ys0...86",-1.5,1,-0.75,-1,0,0.9033959,0.8656049,0.6436662,0.9319887,0.6309003,0.7400456,0.7606275,0.6849418,0.6852922,0.9006468,0.6852982,0.9035746,0.8656877,0.6850817,0.9320008,0.6309195,0.037791,0.2219387,-0.2883225,0.3010884,0.037791,0.0756857,-0.2153546,0.3010884,0.0732850999999999,0.146253,0.0736355,1.0756857,0.7899192,0.9281983,0.7475352,1.1489708,0.7166341,0.5814255,0.334729,-0.0205819,0.0756857,-0.2153546,0.2153486,0.2177482,0.146253,0.0378869000000001,0.180606,-0.2469191,0.3010813,-0.000159499999999979,0.0413327000000001
"Ys0...87",-1.5,1,-0.75,-0.5,0,0.91822,0.8628803,0.5283307,0.9318225,0.7284638,0.6424612,0.7141663,0.5746382,0.5746456,0.8849726,0.7614867,0.9183629,0.8629732,0.5744294,0.9318773,0.7282943,0.0553397,0.3345496,-0.4034918,0.2033587,0.0553397,0.1395281,-0.310327,0.2033587,0.1018567,0.1950215,0.1018641,1.1395281,0.7233522,1.1341489,0.8459068,1.2413848,0.6214955,0.7235867,0.3664098,-0.0717051000000001,0.1395281,-0.310327,0.1234859,0.3087817,0.1950215,0.0553897,0.2885438,-0.3574479,0.203583,-0.00031239999999999,0.0460058
"Ys0...88",-1.5,1,-0.75,0,0,0.9163728,0.8530949,0.4481492,0.92801,0.8225328,0.5603605,0.6723444,0.492028,0.4922557,0.8674204,0.8225185,0.9162752,0.8534811,0.4918653,0.9280084,0.8224841,0.0632779,0.4049457,-0.4798608,0.1054772,0.0632779,0.1803164,-0.3751647,0.1054772,0.1199332,0.2246293,0.1201609,1.1803164,0.6727785,1.3101883,0.9491214,1.3002496,0.5528453,0.8448935,0.4091392,-0.1119839,0.1803164,-0.3751647,0.0449018999999999,0.355998,0.2246293,0.0627941,0.3616158,-0.4361431,0.1055243,4.89000000001294e-05,0.0433299
"Ys0...89",-1.5,1,-0.75,0.5,0,0.9071791,0.8394897,0.3929412,0.9219999,0.875244,0.4975488,0.637761,0.4329588,0.4333362,0.8510845,0.8481104,0.9070834,0.8395587,0.4330093,0.9219388,0.874997,0.0676894,0.4465485,-0.5290587,0.0467559,0.0676894,0.2048022,-0.4177483,0.0467559,0.1304359,0.2417463,0.1308133,1.2048022,0.6346875,1.4520295,1.0454986,1.3352381,0.5042516,0.9424949,0.4538312,-0.1402122,0.2048022,-0.4177483,0.00297409999999998,0.3824967,0.2417463,0.0675247,0.4065494,-0.4889295,0.0469417999999999,-0.000151299999999965,0.0399991
"Ys0...90",-1.5,1,-0.75,1,0,0.8939535,0.8230636,0.3537597,0.914442,0.8943857,0.4506346,0.6094554,0.390561,0.3908742,0.8365457,0.8475428,0.8939726,0.8232753,0.3906264,0.914494,0.8944638,0.0708899,0.4693039,-0.5606823,0.0200563,0.0708899,0.2188944,-0.4456715,0.0200563,0.1353987,0.2504095,0.1357119,1.2188944,0.6041692,1.5674646,1.134962,1.3542931,0.5312295,1.0215924,0.4980246,-0.1588208,0.2188944,-0.4456715,-0.0109971000000001,0.396476,0.2504095,0.0706973,0.4326489,-0.5238676,0.0200302,5.90000000000312e-05,0.0366549999999999
"Ys0...91",-1.5,1,-0.75,1.5,0,0.8776819,0.8046025,0.3250237,0.9059782,0.8992243,0.4149699,0.5862559,0.3589907,0.3590719,0.8237826,0.8367302,0.8777365,0.8046832,0.3591689,0.906005,0.8991233,0.0730794,0.4795788,-0.5809545,0.00675389999999998,0.0730794,0.2272652,-0.4647107,0.00675389999999998,0.1360698,0.2523136,0.136151,1.2272652,0.5773373,1.4996348,1.1635298,1.363335,0.5587325,1.0873847,0.5404784,-0.171286,0.2272652,-0.4647107,-0.0129475999999999,0.4002179,0.2523136,0.0730533,0.4455143,-0.5468361,0.00688169999999999,-0.000155600000000033,0.0340644999999999
"Ys0...92",-1.5,1,-0.2,-1.5,0,0.8501745,0.8547568,0.802127,0.9240687,0.5574109,0.8287815,0.8015193,0.8081261,0.8079226,0.9079924,0.6182252,0.8501237,0.854904,0.8080838,0.9241415,0.5574185,-0.00458229999999993,0.0526297999999999,-0.1219417,0.3666578,-0.00458229999999993,-0.00660679999999991,-0.1000698,0.3666578,0.0373646999999999,0.0592365999999999,0.0371612,0.9933932,0.8613636,0.7340785,0.6874478,1.0307579,0.8239989,0.4520239,0.3358778,0.0272621999999999,-0.00660679999999991,-0.1000698,0.2897672,0.0822073000000001,0.0592365999999999,-0.00478029999999996,0.0468202,-0.1160577,0.366723,5.8400000000014e-05,0.00580959999999997
"Ys0...93",-1.5,1,-0.2,-1,0,0.903586,0.8654994,0.6737092,0.9319105,0.6311744,0.7398476,0.7607744,0.6849223,0.6852075,0.9006756,0.685151,0.9036942,0.8657956,0.6849481,0.9319785,0.6310774,0.0380866,0.1917902,-0.2582013,0.3007361,0.0380866,0.0758521,-0.2154681,0.3007361,0.0732049000000002,0.1159381,0.0734901000000001,1.0758521,0.7896473,0.9280295,0.7474524,1.149057,0.7164424,0.5815308,0.3348278,-0.0209267999999999,0.0758521,-0.2154681,0.2155246,0.217715,0.1159381,0.0378986,0.1808475,-0.2470304,0.3009011,-0.000205200000000016,0.0109427
"Ys0...94",-1.5,1,-0.2,-0.5,0,0.9183315,0.8627277,0.5617006,0.9317873,0.7285282,0.6423062,0.7141964,0.5746294,0.5747507,0.8850698,0.7612178,0.9182883,0.8628006,0.574498,0.9318917,0.7284026,0.0556038,0.3010271,-0.3700867,0.2032591,0.0556038,0.139567,-0.3103191,0.2032591,0.1016925,0.1614601,0.1018138,1.139567,0.7231607,1.1342501,0.8461518,1.2412595,0.6214682,0.7233224,0.3662858,-0.0718901999999999,0.139567,-0.3103191,0.123852,0.3087149,0.1614601,0.0554876999999999,0.2883026,-0.3573937,0.2034891,-8.2399999999927e-05,0.0127244999999999
"Ys0...95",-1.5,1,-0.2,0,0,0.9163367,0.8531492,0.480593,0.9279106,0.8225841,0.5602323,0.672234,0.4919917,0.4923264,0.8675273,0.822474,0.916376,0.853367,0.4920609,0.9280218,0.8223432,0.0631875,0.3725562,-0.4473176,0.1053265,0.0631875,0.1802423,-0.3752009,0.1053265,0.1201972,0.1923139,0.1205319,1.1802423,0.6729069,1.3103911,0.9492336,1.3004395,0.5527097,0.8447084,0.4091242,-0.1120017,0.1802423,-0.3752009,0.0450533,0.3559943,0.1923139,0.063009,0.3613061,-0.4359609,0.1056786,-0.000280199999999953,0.0112501000000001
"Ys0...96",-1.5,1,-0.2,0.5,0,0.907197,0.8395497,0.4232017,0.9219193,0.8749384,0.4974923,0.6377103,0.4330237,0.4332877,0.8512395,0.8478522,0.9070512,0.8397087,0.4332082,0.921963,0.8750667,0.0676473000000001,0.416348,-0.4987176,0.0469809,0.0676473000000001,0.2046866,-0.4179518,0.0469809,0.1308956,0.2116614,0.1311596,1.2046866,0.6348631,1.452006,1.04548,1.3355822,0.5039675,0.942314,0.4536824,-0.140218,0.2046866,-0.4179518,0.00338730000000009,0.3826185,0.2116614,0.0673425,0.4065005,-0.4887548,0.0468963,0.000274100000000055,0.00984749999999995
"Ys0...97",-1.5,1,-0.2,1,0,0.8939915,0.8230828,0.382039,0.9146302,0.8943764,0.4505177,0.6092063,0.3904388,0.3908416,0.8364541,0.8475789,0.8937702,0.8232599,0.3905036,0.9144908,0.8942381,0.0709087,0.4410438,-0.5325912,0.0202538,0.0709087,0.2187675,-0.4456125,0.0202538,0.1352976,0.2222763,0.1357004,1.2187675,0.6043153,1.5670011,1.1350669,1.3540651,0.5309823,1.02162,0.4978314,-0.1586886,0.2187675,-0.4456125,-0.0111248,0.3966763,0.2222763,0.0705102999999999,0.4327563,-0.5239872,0.0202527,8.30000000001663e-05,0.00828749999999995
"Ys0...98",-1.5,1,-0.2,1.5,0,0.8777424,0.8047048,0.3515166,0.9059209,0.8991725,0.414828,0.5862191,0.3589789,0.3593961,0.823916,0.83683,0.8777384,0.8047896,0.3589834,0.9058802,0.8991364,0.0730376,0.4531882,-0.5544043,0.00674839999999999,0.0730376,0.2272402,-0.4645199,0.00674839999999999,0.1360636,0.225948,0.1364808,1.2272402,0.5774646,1.4994721,1.1633502,1.3633038,0.558599,1.086851,0.5403262,-0.1713911,0.2272402,-0.4645199,-0.012914,0.4005719,0.225948,0.0729488,0.4458062,-0.5468968,0.00674380000000008,-3.21000000000904e-05,0.007382
"Ys0...99",-1.5,1,0.2,-1.5,0,0.849836,0.8546373,0.8143631,0.9239804,0.5572044,0.8284996,0.8015565,0.808192,0.8079878,0.9080066,0.6184522,0.8501908,0.8547988,0.8079052,0.9241641,0.5572916,-0.00480130000000001,0.0402742,-0.1096173,0.366776,-0.00480130000000001,-0.00663550000000002,-0.1000188,0.366776,0.0373112,0.0469097000000001,0.037107,0.9933645,0.8612728,0.7340577,0.6876124,1.0306757,0.8239616,0.4520186,0.336026,0.0269431,-0.00663550000000002,-0.1000188,0.2895544,0.0825842,0.0469097000000001,-0.00460799999999995,0.0468936,-0.1162589,0.3668725,-0.000267600000000034,-0.00661939999999994
"Ys0...100",-1.5,1,0.2,-1,0,0.9033972,0.8654505,0.6973655,0.9319785,0.6308233,0.7398995,0.7606494,0.6850793,0.6850496,0.900703,0.6849477,0.9035666,0.8656652,0.6850272,0.9319997,0.6308279,0.0379467,0.168085,-0.234613,0.3011552,0.0379467,0.0755701000000001,-0.2156534,0.3011552,0.0735552999999998,0.0925149,0.0735256,1.0755701,0.7898804,0.9281714,0.7478002,1.1491254,0.7163251,0.5815659,0.334637,-0.0207499,0.0755701000000001,-0.2156534,0.2157553,0.2176221,0.0925149,0.0379014,0.180638,-0.2469725,0.3011718,-0.000164799999999965,-0.012553
"Ys0...101",-1.5,1,0.2,-0.5,0,0.9181418,0.8626702,0.5875117,0.9319127,0.7283494,0.6424746,0.7141092,0.5746567,0.5744109,0.885011,0.7613776,0.9183452,0.862974,0.5744381,0.9318394,0.7282166,0.0554716,0.2751585,-0.344401,0.2035633,0.0554716,0.1394525,-0.3106001,0.2035633,0.1019051,0.135706,0.1016593,1.1394525,0.7232177,1.1344547,0.8464412,1.2413576,0.6213126,0.7236544,0.3661526,-0.0716346,0.1394525,-0.3106001,0.1236334,0.3086954,0.135706,0.0553712,0.2885359,-0.3574013,0.2036228,-0.000336200000000009,-0.0133774
"Ys0...102",-1.5,1,0.2,0,0,0.9161528,0.8530351,0.5031928,0.9280295,0.8227088,0.5601694,0.6721726,0.4921272,0.4917975,0.8675972,0.8225339,0.9162837,0.8534657,0.4920026,0.9279652,0.8225558,0.0631176999999999,0.3498423,-0.4248367,0.1053207,0.0631176999999999,0.1800454,-0.3757997,0.1053207,0.1207599,0.1697969,0.1204302,1.1800454,0.6729897,1.3104925,0.9495846,1.3008053,0.5522298,0.8449786,0.4087466,-0.1120032,0.1800454,-0.3757997,0.0450632999999999,0.3558085,0.1697969,0.062818,0.3614631,-0.4359626,0.1054094,-0.000283900000000115,-0.0116207999999999
"Ys0...103",-1.5,1,0.2,0.5,0,0.9071027,0.8394421,0.4420387,0.9220325,0.8751005,0.4976028,0.6377208,0.4329971,0.432948,0.8512678,0.8482002,0.907167,0.8395618,0.4330689,0.9219333,0.8751542,0.0676606000000001,0.3974034,-0.4799938,0.0469320000000001,0.0676606000000001,0.2047237,-0.4183198,0.0469320000000001,0.1310057,0.1926797,0.1309566,1.2047237,0.6347184,1.4521192,1.0456742,1.3357294,0.5037127,0.9424839,0.4533994,-0.140118,0.2047237,-0.4183198,0.00306760000000006,0.3825996,0.1926797,0.0676051999999999,0.4064929,-0.4888644,0.0467791,-1.05999999998607e-05,-0.00908950000000008
"Ys0...104",-1.5,1,0.2,1,0,0.8938247,0.8231246,0.3978006,0.9145844,0.8942594,0.4501884,0.6094662,0.3906423,0.3905093,0.8366205,0.8475577,0.893893,0.8234263,0.3907081,0.9145344,0.8944351,0.0707001,0.425324,-0.5167838,0.0203249999999999,0.0707001,0.2188239,-0.4461112,0.0203249999999999,0.1358275,0.2065001,0.1356945,1.2188239,0.6043007,1.5673007,1.1348184,1.3546514,0.5315268,1.0216653,0.4975902,-0.1592778,0.2188239,-0.4461112,-0.0109372,0.3969346,0.2065001,0.0704667,0.4327182,-0.5238263,0.0200992999999999,0.00010739999999998,-0.00739420000000007
"Ys0...105",-1.5,1,0.2,1.5,0,0.8777181,0.8045086,0.364978,0.9060491,0.899206,0.4149133,0.5866078,0.3589403,0.3588133,0.8238586,0.8367284,0.8778114,0.8048515,0.3591204,0.9058938,0.8990699,0.0732094999999999,0.4395306,-0.5410711,0.0068431000000001,0.0732094999999999,0.2276675,-0.4650453,0.0068431000000001,0.1358373,0.2118631,0.1357103,1.2276675,0.5768411,1.4999798,1.1633153,1.3635048,0.5589962,1.0874204,0.5401846,-0.1716945,0.2276675,-0.4650453,-0.0128698,0.4003272,0.2118631,0.0729599,0.4457311,-0.5467734,0.00682389999999999,-0.000229400000000046,-0.00620050000000005
"Ys0...106",-1.5,1,0.75,-1.5,0,0.8498625,0.8545108,0.8322023,0.9241302,0.5574551,0.8287017,0.8015754,0.8080141,0.8079312,0.9080405,0.6182447,0.8501315,0.8549625,0.8080274,0.924121,0.5572679,-0.00464830000000005,0.0223085000000001,-0.0919279000000001,0.3666751,-0.00464830000000005,-0.00643869999999991,-0.1001093,0.3666751,0.0369286,0.0287472,0.0368457,0.9935613,0.8609495,0.7343243,0.6878276,1.0304899,0.8240209,0.4518576,0.3356586,0.0271262999999999,-0.00643869999999991,-0.1001093,0.2897958,0.0819504,0.0287472,-0.00483099999999992,0.0469351,-0.1160936,0.3668531,-0.000456200000000018,-0.0246265999999999
"Ys0...107",-1.5,1,0.75,-1,0,0.9034311,0.8655724,0.7347855,0.9319705,0.6307582,0.7400851,0.7606317,0.6853052,0.6849698,0.9006918,0.6851175,0.9035609,0.8657478,0.6851323,0.932125,0.6307662,0.0378587,0.1307869,-0.197185,0.3012123,0.0378587,0.0753265000000001,-0.215722,0.3012123,0.0739973999999999,0.0554604,0.073662,1.0753265,0.7902459,0.927859,0.7475918,1.1493239,0.7162485,0.5816761,0.3346754,-0.0205466,0.0753265000000001,-0.215722,0.2155743,0.2177053,0.0554604,0.0378131,0.1806155,-0.2469927,0.3013588,-0.00012179999999995,-0.0498285999999999
"Ys0...108",-1.5,1,0.75,-0.5,0,0.9183026,0.8626522,0.6279192,0.9318799,0.7284275,0.6421397,0.7141112,0.5744755,0.5746014,0.8850086,0.7615468,0.9184371,0.8630121,0.574532,0.9318902,0.7285883,0.0556504,0.234733,-0.3039607,0.2034524,0.0556504,0.1396357,-0.3104072,0.2034524,0.1015438,0.0950973000000001,0.1016697,1.1396357,0.7230165,1.1346499,0.8464732,1.2411795,0.6214727,0.7235015,0.366223,-0.0719715,0.1396357,-0.3104072,0.1234618,0.3092822,0.0950973000000001,0.0554250000000001,0.2884801,-0.3573582,0.2033019,2.62999999999236e-05,-0.0537470999999999
"Ys0...109",-1.5,1,0.75,0,0,0.9163228,0.8530631,0.5340513,0.9280589,0.8225374,0.5603206,0.6723999,0.4920564,0.4918582,0.867551,0.8224495,0.916304,0.8532713,0.4919468,0.9280127,0.8225086,0.0632597,0.3190118,-0.3940076,0.1055215,0.0632597,0.1803435,-0.3756928,0.1055215,0.1203535,0.1386683,0.1201553,1.1803435,0.6727196,1.3100807,0.949074,1.300697,0.5523661,0.8449809,0.4087802,-0.1120793,0.1803435,-0.3756928,0.0451014999999999,0.3559143,0.1386683,0.0630327000000001,0.3613245,-0.4360659,0.1055041,-9.99999999995449e-06,-0.0423127
"Ys0...110",-1.5,1,0.75,0.5,0,0.9071133,0.8394798,0.461735,0.9219082,0.8752438,0.4973377,0.6377158,0.4331321,0.4330033,0.8511559,0.8480499,0.907099,0.8395678,0.433041,0.9220613,0.8751353,0.0676335,0.3777448,-0.4601732,0.0466643999999999,0.0676335,0.2045837,-0.4181526,0.0466643999999999,0.1311405,0.1731611,0.1310117,1.2045837,0.6348961,1.4519565,1.0456088,1.3357242,0.5037556,0.9427767,0.4538718,-0.1403781,0.2045837,-0.4181526,0.00310599999999994,0.3825817,0.1731611,0.0675312,0.4065268,-0.4890203,0.046926,-9.42000000000442e-05,-0.028782
"Ys0...111",-1.5,1,0.75,1,0,0.8938903,0.8229818,0.4081277,0.9144194,0.8945398,0.4505435,0.6094401,0.3907699,0.3903834,0.8366886,0.8474729,0.8941155,0.8231802,0.3904611,0.9144459,0.8945678,0.0709085,0.4148541,-0.5062917,0.0198796,0.0709085,0.2186702,-0.4463052,0.0198796,0.1361974,0.1961839,0.1358109,1.2186702,0.6043116,1.5673681,1.1351562,1.3548676,0.5318858,1.02182,0.497784,-0.1588966,0.2186702,-0.4463052,-0.0107843,0.3962799,0.1961839,0.0709352999999999,0.4327191,-0.5239848,0.0198781,-0.000197199999999897,-0.017865
"Ys0...112",-1.5,1,0.75,1.5,0,0.8775799,0.8046385,0.3687193,0.9059113,0.8991824,0.4148609,0.5864019,0.3591231,0.3588295,0.8239258,0.8368469,0.8777785,0.8048064,0.3591663,0.9060166,0.8992752,0.0729413999999999,0.4359192,-0.537192,0.00672889999999993,0.0729413999999999,0.2272788,-0.4650963,0.00672889999999993,0.1365447,0.2086404,0.1362511,1.2272788,0.5773597,1.5000096,1.1634442,1.3638235,0.559185,1.0874076,0.5403258,-0.171541,0.2272788,-0.4650963,-0.0129210999999999,0.4003835,0.2086404,0.0729721,0.4456401,-0.5468503,0.0067413999999999,-0.000105800000000045,-0.00972090000000003
"Ys0...113",-1.5,1,-0.75,-1.5,0.5,0.7755164,0.7674137,0.8035465,0.9163528,0.5723948,0.744881,0.7101449,0.8180191,0.8180932,0.9077852,0.6269106,0.7756625,0.7675394,0.8180384,0.9164362,0.5724481,0.00810270000000002,-0.0361328000000001,-0.1128063,0.343958,0.00810270000000002,-0.1078742,-0.089692,0.343958,0.0486271,0.0717414,0.0487012,0.9589351,0.8752879,0.943672,0.943672,0.9407529,0.8266608,0.4499836,0.351724,0.0347361,-0.1078742,-0.089692,0.2808746,0.0851512,0.0717414,0.00812310000000005,-0.0504990000000001,-0.0983978,0.3439881,-9.2800000000004e-05,0.0143662
"Ys0...114",-1.5,1,-0.75,-1,0.5,0.8460787,0.7912942,0.6624532,0.9202661,0.6520955,0.6496845,0.6728488,0.6975327,0.6977574,0.9003759,0.6973604,0.8460713,0.7916497,0.697573,0.9204342,0.6519795,0.0547845,0.128841,-0.2578129,0.2681706,0.0547845,-0.0246839,-0.2026185,0.2681706,0.0983305,0.1535249,0.0985552,0.9753161,0.8159781,1.1654755,1.071714,1.0736466,0.7176476,0.5812247,0.358716,-0.0231643,-0.0246839,-0.2026185,0.2030155,0.2416591,0.1535249,0.0544216,0.0940767,-0.2228612,0.2684547,-0.000108600000000014,0.0347643
"Ys0...115",-1.5,1,-0.75,-0.5,0.5,0.8752864,0.7967003,0.5392759,0.9181672,0.7503583,0.5526612,0.6313555,0.5835608,0.5832405,0.8847413,0.7748798,0.8752941,0.7969967,0.5833784,0.9181763,0.7504303,0.0785861,0.2574244,-0.3788913,0.1678089,0.0785861,0.0477947,-0.3015008,0.1678089,0.1322392,0.2096297,0.1319189,1.0477947,0.7489056,1.3570279,1.1438884,1.1800339,0.6166664,0.7291097,0.394183,-0.0786943,0.0477947,-0.3015008,0.1098615,0.3471467,0.2096297,0.0782974,0.2136183,-0.3347979,0.167746,6.43000000000171e-05,0.0438061
"Ys0...116",-1.5,1,-0.75,0,0.5,0.879346,0.7910975,0.4518488,0.9130015,0.8330242,0.4756955,0.5943535,0.4968787,0.497198,0.8671846,0.8328816,0.8794405,0.7913218,0.4968701,0.9130667,0.8327539,0.0882485,0.3392487,-0.4611527,0.0799773,0.0882485,0.0974748,-0.3699866,0.0799773,0.1506078,0.2417739,0.1509271,1.0974748,0.6936227,1.5233168,1.229098,1.2480826,0.5430149,0.8554313,0.4396278,-0.118658,0.0974748,-0.3699866,0.034303,0.4035079,0.2417739,0.0881187,0.2944517,-0.4161966,0.0803128,-0.000364799999999943,0.044797
"Ys0...117",-1.5,1,-0.75,0.5,0.5,0.8721972,0.7791694,0.3921432,0.9060459,0.8720833,0.4197907,0.5647146,0.4350075,0.4349261,0.8504354,0.854379,0.8722087,0.7791554,0.4349772,0.9060932,0.8719932,0.0930278,0.3870262,-0.5139027,0.0339626,0.0930278,0.1297071,-0.4155093,0.0339626,0.1589257,0.2573191,0.1588443,1.1297071,0.6494623,1.6555602,1.3119541,1.2886328,0.5094634,0.9581572,0.4870374,-0.1449239,0.1297071,-0.4155093,-0.00394360000000005,0.4347022,0.2573191,0.0930532999999999,0.3441782,-0.471116,0.0341,-0.000101599999999924,0.0428479999999999
"Ys0...118",-1.5,1,-0.75,1,0.5,0.8594401,0.7636466,0.3497591,0.8978414,0.8847437,0.379312,0.5409022,0.3904641,0.3906124,0.8352659,0.8516428,0.8592533,0.7638449,0.3903787,0.8978036,0.884611,0.0957935000000001,0.4138875,-0.5480823,0.0130977,0.0957935000000001,0.1504381,-0.4446535,0.0130977,0.1600206,0.2634494,0.1601689,1.1504381,0.6132085,1.5581838,1.3222687,1.3104587,0.5468121,1.0410144,0.5337854,-0.1615902,0.1504381,-0.4446535,-0.0163769,0.4470272,0.2634494,0.0954083999999999,0.3734662,-0.5074249,0.0131926,5.41000000000569e-05,0.0404212999999999
"Ys0...119",-1.5,1,-0.75,1.5,0.5,0.8429731,0.7462078,0.3192125,0.8888102,0.8860336,0.3494544,0.5218851,0.3575252,0.3577506,0.8223518,0.8392687,0.8430703,0.7461205,0.3576452,0.8888766,0.8859334,0.0967653000000001,0.4269953,-0.5695977,0.00277660000000002,0.0967653000000001,0.1643599,-0.4646012,0.00277660000000002,0.1576389,0.2626354,0.1578643,1.1643599,0.5818479,1.4907277,1.3432245,1.3219988,0.575791,1.1087356,0.577676,-0.1724307,0.1643599,-0.4646012,-0.0169169,0.4467538,0.2626354,0.0969498000000001,0.3884753,-0.5312314,0.00294320000000003,-0.000197400000000014,0.03852
"Ys0...120",-1.5,1,-0.2,-1.5,0.5,0.7755978,0.7673022,0.8139826,0.9163259,0.5727077,0.7447014,0.7100849,0.8180917,0.8180948,0.9080287,0.6270283,0.7755798,0.7675041,0.8180303,0.916323,0.572628,0.00829559999999996,-0.0466804,-0.1023433,0.3436182,0.00829559999999996,-0.1080068,-0.0899339,0.3436182,0.048917,0.0613264,0.0489201,0.9589831,0.875309,0.9436468,0.9436468,0.9409102,0.826392,0.4495219,0.3512908,0.0346164999999999,-0.1080068,-0.0899339,0.2810004,0.085217,0.0613264,0.00807570000000002,-0.0505262,-0.0982927,0.343695,-6.17000000000534e-05,0.00384580000000001
"Ys0...121",-1.5,1,-0.2,-1,0.5,0.8460147,0.7914833,0.6875183,0.9202799,0.6520489,0.649523,0.6728112,0.6977087,0.6976522,0.9005433,0.6976172,0.8461767,0.7916735,0.6975113,0.9203453,0.6519546,0.0545314,0.103965,-0.2327616,0.268231,0.0545314,-0.0248974999999999,-0.2028911,0.268231,0.0989920000000001,0.1288625,0.0989355,0.9751025,0.8163808,1.1651856,1.071411,1.0740945,0.7173888,0.5809813,0.3583536,-0.0232882000000001,-0.0248974999999999,-0.2028911,0.2029261,0.24206,0.1288625,0.0545032,0.0941622000000001,-0.222834,0.2683907,-0.000256299999999987,0.00980279999999989
"Ys0...122",-1.5,1,-0.2,-0.5,0.5,0.875278,0.7968242,0.571397,0.9182038,0.7504107,0.552667,0.6313005,0.5835533,0.5835733,0.8846683,0.774966,0.875358,0.7970448,0.5833961,0.9183367,0.7503781,0.0784538,0.2254272,-0.3468068,0.1677931,0.0784538,0.0477472,-0.301095,0.1677931,0.1319682,0.17768,0.1319882,1.0477472,0.749077,1.3570215,1.1437506,1.1797154,0.6171088,0.7288863,0.3942558,-0.0786335,0.0477472,-0.301095,0.1097023,0.3471663,0.17768,0.0783132,0.2136487,-0.3349406,0.1679586,-0.000112599999999907,0.0117784999999999
"Ys0...123",-1.5,1,-0.2,0,0.5,0.8794286,0.7910737,0.4852232,0.9129516,0.833002,0.4758069,0.5944953,0.4970143,0.497118,0.8671487,0.832895,0.8794459,0.7913586,0.496841,0.9131146,0.8327282,0.0883549,0.3058505,-0.4277284,0.0799496,0.0883549,0.0974809999999999,-0.3700307,0.0799496,0.1506718,0.2083695,0.1507755,1.097481,0.6935927,1.5229214,1.228862,1.2481528,0.5429209,0.855633,0.4397994,-0.1186884,0.0974809999999999,-0.3700307,0.0342536999999999,0.4035147,0.2083695,0.0880873,0.2945176,-0.4162736,0.0803864,-0.000291099999999989,0.0113328999999999
