"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...11",-1.5,1,-0.2,0,-1.5,0.9686805,0.941859,0.4553917,0.9520124,0.7454765,0.7224326,0.7861595,0.4650572,0.4649199,0.8467733,0.7452481,0.9686394,0.9419718,0.4647442,0.9520828,0.7452753,0.0268215000000001,0.4864673,-0.4966207,0.2065359,0.0268215000000001,0.3211023,-0.3818534,0.2065359,0.0505977000000001,0.165365,0.0504604,1.3211023,0.6207567,1.0207648,0.543963,1.3717,0.570159,0.8895211,0.4024286,-0.0637269,0.3211023,-0.3818534,0.1015252,0.2460195,0.165365,0.0266676,0.4772276,-0.4873386,0.2068075,-0.000160099999999996,0.00923969999999996
"Ys0...12",-1.5,1,-0.2,0.5,-1.5,0.9620836,0.9341335,0.40996,0.9509472,0.8393169,0.6572132,0.7511877,0.4172907,0.4173797,0.8347871,0.7855473,0.9620809,0.9342601,0.4174192,0.9510504,0.839286,0.0279501000000001,0.5241735,-0.5409872,0.1116303,0.0279501000000001,0.333897,-0.4174074,0.1116303,0.0666966999999999,0.1902765,0.0667856999999999,1.333897,0.6002365,1.1462004,0.6293576,1.4005937,0.5335398,0.9620989,0.4285314,-0.0939745,0.333897,-0.4174074,0.0492398000000001,0.2511008,0.1902765,0.0278208,0.5168409,-0.5336312,0.1117644,-2.82000000000338e-05,0.00733259999999991
"Ys0...13",-1.5,1,-0.2,1,-1.5,0.953635,0.92442,0.3764545,0.9478025,0.8909097,0.6039748,0.7216746,0.3822574,0.3823524,0.8239536,0.8002481,0.953625,0.9246363,0.3823274,0.947834,0.8908607,0.029215,0.5479655,-0.571348,0.0568928,0.029215,0.3394172,-0.4416012,0.0568928,0.0788015000000001,0.2085483,0.0788964999999999,1.3394172,0.5850028,1.2499734,0.7078108,1.4182187,0.5062013,1.0219379,0.4564878,-0.1176998,0.3394172,-0.4416012,0.0237054999999999,0.2589986,0.2085483,0.0289887,0.5423089,-0.5655066,0.0569733,-3.90000000000112e-05,0.00565660000000001
"Ys0...14",-1.5,1,-0.2,1.5,-1.5,0.9430062,0.9128934,0.3512102,0.9429769,0.9129167,0.56055,0.6962111,0.3554587,0.3559759,0.8141665,0.8013329,0.9429764,0.9129111,0.3554333,0.9429836,0.9129083,0.0301128000000001,0.5616832,-0.5917667,0.0300602,0.0301128000000001,0.3407524,-0.4581906,0.0300602,0.0873547,0.2209308,0.0878719,1.3407524,0.572141,1.3392257,0.781791,1.4281071,0.5152137,1.0727142,0.4857132,-0.1356611,0.3407524,-0.4581906,0.0128336,0.2708724,0.2209308,0.0300653000000001,0.5574778,-0.5875503,0.0300753,2.13999999999492e-05,0.00420540000000008
"Ys0...15",-1.5,1,0.2,-1.5,-1.5,0.9652846,0.9504754,0.7463901,0.910081,0.5117822,0.9442773,0.9144744,0.7364456,0.7365213,0.8674486,0.5723493,0.9652804,0.9504531,0.7363051,0.9102622,0.5119682,0.0148092000000001,0.2040853,-0.1636909,0.3982988,0.0148092000000001,0.1780288,-0.1309273,0.3982988,-0.00670710000000008,0.0260565,0.00663140000000007,1.1376344,0.7724466,0.4841302,0.2701004,1.1309273,0.7791537,0.6185005,0.4449408,0.0298029,0.1780288,-0.1309273,0.2950993,0.0815744,0.0260565,0.0148273,0.214148,-0.1739571,0.398294,0.000190200000000029,-0.0100627
"Ys0...16",-1.5,1,0.2,-1,-1.5,0.9741095,0.9506753,0.6358812,0.9391098,0.5640461,0.8798504,0.8716977,0.6218106,0.6216415,0.8682941,0.6219455,0.9741829,0.9508572,0.6218564,0.9391317,0.5640894,0.0234342,0.3147941,-0.3032286,0.3750637,0.0234342,0.2498871,-0.2466526,0.3750637,0.00833099999999998,0.0649069999999999,0.00816189999999994,1.2383216,0.7007882,0.6841187,0.355254,1.2466526,0.6924572,0.7026605,0.3851922,0.00815270000000001,0.2498871,-0.2466526,0.2463486,0.1521585,0.0649069999999999,0.0233257,0.3290008,-0.3172753,0.3750423,-3.01000000000329e-05,-0.0142067
"Ys0...17",-1.5,1,0.2,-0.5,-1.5,0.9730388,0.9475238,0.5431927,0.9492603,0.6414493,0.7990526,0.8270016,0.5308255,0.5303642,0.8590103,0.6834161,0.9729417,0.9476208,0.5308423,0.9493771,0.6416985,0.025515,0.4043311,-0.4060676,0.307811,0.025515,0.2961761,-0.3286461,0.307811,0.0307335000000001,0.108155,0.0302722000000001,1.2961761,0.6513477,0.8676475,0.4509492,1.3269096,0.6206142,0.8023549,0.3834588,-0.027949,0.2961761,-0.3286461,0.1755942,0.215953,0.108155,0.0253209,0.4167785,-0.4185348,0.3076786,0.000346299999999911,-0.0124474
"Ys0...18",-1.5,1,0.2,0,-1.5,0.9685957,0.94185,0.4743703,0.9520837,0.7451709,0.7223582,0.7863936,0.464926,0.4645185,0.8468435,0.7452393,0.9685952,0.9420558,0.4648482,0.952084,0.7452257,0.0267457,0.4674797,-0.4777134,0.2069128,0.0267457,0.3214676,-0.382325,0.2069128,0.0506237,0.1460121,0.0502161999999999,1.3214676,0.6203824,1.0204368,0.5435128,1.3720913,0.5697587,0.8897108,0.4021456,-0.0640354000000001,0.3214676,-0.382325,0.1016042,0.2463059,0.1460121,0.0265394,0.4772076,-0.4872358,0.2068583,5.52999999999804e-05,-0.00972790000000007
"Ys0...19",-1.5,1,0.2,0.5,-1.5,0.9619553,0.9340633,0.4237097,0.9510317,0.839339,0.6573208,0.7513556,0.4172566,0.4170064,0.8350167,0.7854734,0.9621145,0.9342398,0.4173416,0.9511503,0.8393435,0.0278919999999999,0.5103536,-0.527322,0.1116927,0.0278919999999999,0.334099,-0.4180103,0.1116927,0.0669429,0.1762546,0.0666926999999999,1.334099,0.5999643,1.1459689,0.6291622,1.4010419,0.5330214,0.9619285,0.4279032,-0.0940348,0.334099,-0.4180103,0.0495433,0.2507689,0.1762546,0.0278747,0.5168982,-0.5338087,0.1118068,-0.000154699999999952,-0.00654460000000001
"Ys0...20",-1.5,1,0.2,1,-1.5,0.953518,0.924379,0.3867377,0.9477435,0.8908567,0.6041045,0.7218076,0.3822367,0.3820366,0.8241108,0.8004073,0.9534809,0.9244948,0.3821498,0.9477969,0.890843,0.029139,0.5376413,-0.5610058,0.0568868,0.029139,0.3395709,-0.4420742,0.0568868,0.0791388000000001,0.1980704,0.0789387,1.3395709,0.5848081,1.2497691,0.7076268,1.4187097,0.5056693,1.0219983,0.4562914,-0.1177031,0.3395709,-0.4420742,0.0237035,0.2589641,0.1980704,0.0289861,0.542345,-0.5656471,0.0569539,2.34000000001178e-05,-0.00470369999999998
"Ys0...21",-1.5,1,0.2,1.5,-1.5,0.9428627,0.9127811,0.3584699,0.9428864,0.9128306,0.5606423,0.6963761,0.3556094,0.3553582,0.8142591,0.8015317,0.9429021,0.9130463,0.3555573,0.9429858,0.9127678,0.0300816,0.5543112,-0.5844165,0.0300558,0.0300816,0.3407667,-0.4589009,0.0300558,0.0880289,0.2135445,0.0877777,1.3407667,0.5720144,1.3388573,0.7816856,1.4287956,0.5160145,1.0732372,0.485709,-0.1357338,0.3407667,-0.4589009,0.0127274000000001,0.2709215,0.2135445,0.0298558,0.557489,-0.5874285,0.030218,-0.000102199999999941,-0.00317779999999995
"Ys0...22",-1.5,1,0.75,-1.5,-1.5,0.9652088,0.9503773,0.7769953,0.9101163,0.5118751,0.9443527,0.9144594,0.7364884,0.7362609,0.8673104,0.5722907,0.9652925,0.9505112,0.736394,0.9102321,0.512069,0.0148315,0.173382,-0.133121,0.3982412,0.0148315,0.177971,-0.1310495,0.3982412,-0.00666049999999996,-0.00458900000000007,0.00688800000000001,1.13771,0.7724063,0.4842155,0.2703266,1.1310495,0.7790668,0.619002,0.4451466,0.0298933,0.177971,-0.1310495,0.2950197,0.0812716999999999,-0.00458900000000007,0.0147813,0.2141172,-0.1738381,0.3981631,0.000110199999999949,-0.0407352000000001
"Ys0...23",-1.5,1,0.75,-1,-1.5,0.974144,0.9507033,0.6837664,0.9391425,0.5639813,0.879704,0.8715683,0.6218155,0.6218544,0.868429,0.6219077,0.9741323,0.9508663,0.6218724,0.9391258,0.5642239,0.0234407,0.2669369,-0.2553761,0.3751612,0.0234407,0.2497528,-0.2465746,0.3751612,0.00838260000000002,0.0171841,0.00842150000000008,1.238192,0.7009505,0.6843446,0.3554568,1.2465746,0.6925679,0.7021451,0.384857,0.00813570000000008,0.2497528,-0.2465746,0.2465213,0.1523664,0.0171841,0.0232659999999999,0.3289939,-0.3172534,0.3749019,0.000254300000000041,-0.062057
"Ys0...24",-1.5,1,0.75,-0.5,-1.5,0.9729237,0.9475769,0.5856428,0.9493377,0.6413548,0.7990073,0.8268924,0.5308333,0.5305075,0.8587191,0.6832585,0.9729456,0.947767,0.5305868,0.9494262,0.6414512,0.0253467999999999,0.3619341,-0.3636949,0.3079829,0.0253467999999999,0.2960591,-0.3282116,0.3079829,0.0303917,0.065875,0.0300659000000001,1.2960591,0.6515178,0.867805,0.4510614,1.3264508,0.6211261,0.8027166,0.3838864,-0.0278851,0.2960591,-0.3282116,0.1754606,0.2158201,0.065875,0.0251785999999999,0.4171802,-0.4188394,0.307975,7.44999999999774e-05,-0.0552461
"Ys0...25",-1.5,1,0.75,0,-1.5,0.9685515,0.9418608,0.5009033,0.9520405,0.7454073,0.7226086,0.7863552,0.4649421,0.4646113,0.8468592,0.7452459,0.9686349,0.9419503,0.4648235,0.9520146,0.7450594,0.0266907,0.4409575,-0.4511372,0.2066332,0.0266907,0.3214131,-0.3822479,0.2066332,0.0506551000000001,0.1195444,0.0503243000000001,1.3214131,0.6204477,1.0204867,0.543568,1.3720682,0.5697926,0.8896298,0.4022006,-0.0637466,0.3214131,-0.3822479,0.1016133,0.2457815,0.1195444,0.0266845999999999,0.4771268,-0.4871911,0.2069552,-0.000431299999999912,-0.0361693
"Ys0...26",-1.5,1,0.75,0.5,-1.5,0.9621057,0.9340536,0.4349659,0.9510908,0.8392013,0.6574542,0.751403,0.4173558,0.4171843,0.8348812,0.7854733,0.9621747,0.9342215,0.4172624,0.9511008,0.8391753,0.0280520999999999,0.4990877,-0.5161249,0.1118895,0.0280520999999999,0.3340472,-0.4176969,0.1118895,0.0666125,0.1650405,0.066441,1.3340472,0.6000064,1.1457846,0.6290868,1.4006597,0.5333939,0.9619625,0.428056,-0.0939488000000001,0.3340472,-0.4176969,0.0494078999999999,0.2509235,0.1650405,0.0279532,0.5169591,-0.5338384,0.1119255,-9.50000000001783e-05,-0.0178714
"Ys0...27",-1.5,1,0.75,1,-1.5,0.9535508,0.9243566,0.3858407,0.9477275,0.8909114,0.6039246,0.7216031,0.3822381,0.3822053,0.8240027,0.8003626,0.9535578,0.9245679,0.3820768,0.9478251,0.8908598,0.0291942000000001,0.5385159,-0.5618868,0.0568160999999999,0.0291942000000001,0.339365,-0.4417974,0.0568160999999999,0.0790615,0.1991509,0.0790287,1.339365,0.5849916,1.2501991,0.7080806,1.4184265,0.5059301,1.0220618,0.4565396,-0.1176785,0.339365,-0.4417974,0.0236400999999999,0.2590774,0.1991509,0.0289899,0.5424911,-0.5657483,0.0569653,-5.86000000000197e-05,-0.00397520000000007
"Ys0...28",-1.5,1,0.75,1.5,-1.5,0.9429089,0.912733,0.349351,0.9429276,0.9128736,0.5606034,0.6963315,0.3555328,0.355461,0.8142395,0.8013267,0.9428595,0.9128855,0.3555718,0.9430001,0.9129171,0.0301759,0.563382,-0.5935766,0.030054,0.0301759,0.3407987,-0.4587785,0.030054,0.0877851999999999,0.2225833,0.0877134000000001,1.3407987,0.5719343,1.3390712,0.781871,1.4285839,0.5158509,1.0731324,0.4856658,-0.1357281,0.3407987,-0.4587785,0.0129128000000001,0.2707586,0.2225833,0.0299739999999999,0.5573137,-0.5874283,0.030083,9.29000000001734e-05,0.00606830000000003
