"","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...83",-0.5,-1.5,-0.75,1,0.6953831,0.5804191,0.936691,0.6320259,0.7585099,0.7768604,0.7423363,0.7807681,0.7808567,0.8217193,0.8735848,0.6951467,0.5802979,0.7809881,0.6325352,0.758664,0.114964,-0.3562719,0.3046651,-0.126484,0.114964,-0.0384318,-0.0408626000000001,-0.126484,0.0276876,-0.3178401,0.0277762,0.986825,0.6188509,0.9537912,0.9537912,0.9892558,0.5911633,0.794848,0.794848,0.0345241000000001,-0.0384318,-0.0408626000000001,-0.0518655,0.0335976000000001,-0.3178401,0.1148488,-0.2006902,0.1484529,-0.1261288,0.000390500000000071,-0.1555817
"Ys0...84",-0.5,-1.5,-0.75,1.5,0.6765758,0.5581122,0.9316805,0.61019,0.7069929,0.7562314,0.724842,0.763241,0.7631518,0.8070718,0.8595505,0.6764198,0.5579699,0.7633249,0.6102,0.7073006,0.1184636,-0.3735683,0.3214905,-0.0968029,0.1184636,-0.038399,-0.04392,-0.0968029,0.0302411999999999,-0.3351693,0.030152,0.9863212,0.5965112,1.023834,1.023834,0.9918422,0.56627,0.8595528,0.8595528,0.0313894,-0.038399,-0.04392,-0.0524787,0.0729019999999999,-0.3351693,0.1184499,-0.205355,0.1531249,-0.0971006,0.000463699999999845,-0.1682133
"Ys0...85",-0.5,-1.5,-0.2,-1.5,0.8747312,0.8154645,0.9054252,0.8497098,0.9193728,0.919849,0.8698746,0.8944065,0.8945302,0.906372,0.7627471,0.8744574,0.8153327,0.8947854,0.8498159,0.9192015,0.0592667,-0.0899607,0.0557154000000001,-0.069663,0.0592667,-0.0245318999999999,-0.0118417999999999,-0.069663,0.00212839999999992,-0.0654288000000001,0.00225209999999998,0.9902866,0.8399964,0.4714378,0.4714378,0.9881582,0.837868,0.3981956,0.3981956,0.0499744,-0.0245318999999999,-0.0118417999999999,0.1436249,-0.2017435,-0.0654288000000001,0.0591247,-0.0794526999999999,0.0449695,-0.0693856,0.000102500000000005,-0.0105080000000001
"Ys0...86",-0.5,-1.5,-0.2,-1,0.8242742,0.745853,0.894002,0.7881771,0.9124934,0.8922745,0.8439104,0.8734227,0.8734997,0.8942826,0.7981052,0.823976,0.7457289,0.8737087,0.7885159,0.9124492,0.0784212,-0.148149,0.1058249,-0.1243163,0.0784212,-0.0295123,-0.0207829,-0.1243163,0.00797110000000012,-0.1186367,0.00804810000000011,0.9871882,0.7753653,0.5653338,0.5653338,0.9792171,0.7673942,0.4644354,0.4644354,0.0483641,-0.0295123,-0.0207829,0.0961774000000001,-0.1823885,-0.1186367,0.0782471,-0.1279798,0.0851928,-0.1239333,0.000253999999999865,-0.0201692
"Ys0...87",-0.5,-1.5,-0.2,1,0.6954162,0.5805236,0.8229538,0.6322091,0.7584427,0.7769927,0.742367,0.7808178,0.7809714,0.8217402,0.8735043,0.6950531,0.580201,0.7809735,0.632366,0.7589094,0.1148926,-0.2424302,0.1907447,-0.1262336,0.1148926,-0.0384508,-0.0407688,-0.1262336,0.0275341000000001,-0.2039794,0.0276877000000001,0.9867653,0.6189744,0.9536304,0.9536304,0.9890833,0.5914403,0.7945768,0.7945768,0.0346257,-0.0384508,-0.0407688,-0.0517641,0.0334851,-0.2039794,0.1148521,-0.2007725,0.1486075,-0.1265434,0.000829799999999992,-0.0416576999999999
"Ys0...88",-0.5,-1.5,-0.2,1.5,0.6766868,0.5581831,0.808108,0.6102105,0.7071288,0.7562902,0.7249638,0.7631968,0.7632213,0.8069185,0.8595015,0.676491,0.5579958,0.7634166,0.610212,0.7072986,0.1185037,-0.2499249,0.1978975,-0.0969183,0.1185037,-0.038233,-0.0436972,-0.0969183,0.0299028,-0.2116919,0.0299273,0.9862056,0.5964161,1.0236788,1.0236788,0.9916698,0.5665133,0.8597204,0.8597204,0.0313264,-0.038233,-0.0436972,-0.052583,0.0727693,-0.2116919,0.1184952,-0.2054208,0.1532046,-0.0970866,0.000365600000000077,-0.0445041
"Ys0...89",-0.5,-1.5,0.2,-1.5,0.8746093,0.8153834,0.8833976,0.8497176,0.919437,0.9198505,0.8697096,0.894514,0.8946237,0.906493,0.7626889,0.8745281,0.8152822,0.8947234,0.8499167,0.9194019,0.0592259000000001,-0.0680142,0.03368,-0.0697194,0.0592259000000001,-0.0248044000000001,-0.0118693,-0.0697194,0.00233950000000005,-0.0432098,0.00244920000000004,0.9904702,0.8401878,0.4715528,0.4715528,0.9881307,0.8378483,0.3977666,0.3977666,0.0501409,-0.0248044000000001,-0.0118693,0.1438041,-0.2019893,-0.0432098,0.0592459000000001,-0.0794412,0.0448067,-0.0694852,4.61000000000489e-05,0.011427
"Ys0...90",-0.5,-1.5,0.2,-1,0.8242161,0.7458407,0.8519013,0.788257,0.9124824,0.8921777,0.843729,0.8735335,0.8735832,0.8943035,0.7980078,0.8239578,0.7457216,0.873595,0.7883278,0.9124211,0.0783754,-0.1060606,0.0636443,-0.1242254,0.0783754,-0.0298045,-0.0207203,-0.1242254,0.00810850000000007,-0.0762560999999999,0.00815820000000012,0.9873882,0.7756452,0.565475,0.565475,0.9792797,0.7675367,0.4642266,0.4642266,0.0484487,-0.0298045,-0.0207203,0.0962957,-0.1824362,-0.0762560999999999,0.0782362,-0.1278734,0.0852672,-0.1240933,0.000197000000000003,0.0218128000000001
"Ys0...91",-0.5,-1.5,0.2,1,0.695215,0.5805544,0.7383052,0.6319471,0.7585126,0.7767592,0.7423709,0.7806726,0.7806614,0.8218239,0.8736394,0.6951793,0.5803667,0.781019,0.6323633,0.7588025,0.1146606,-0.1577508,0.1063581,-0.1265655,0.1146606,-0.0383017000000001,-0.0411625000000001,-0.1265655,0.0280715000000002,-0.1194491,0.0280603000000001,0.986909,0.6188561,0.953913,0.953913,0.9897698,0.5907846,0.7950294,0.7950294,0.0343883,-0.0383017000000001,-0.0411625000000001,-0.0518154999999999,0.0335826,-0.1194491,0.1148126,-0.2006523,0.1486557,-0.1264392,0.000325600000000148,0.0429015
"Ys0...92",-0.5,-1.5,0.2,1.5,0.6764088,0.5582457,0.7186007,0.6097885,0.7070157,0.7562591,0.7247937,0.7630539,0.7632072,0.8070117,0.859687,0.6764673,0.5580841,0.7633476,0.6101999,0.7073095,0.1181631,-0.160355,0.1088122,-0.0972272000000001,0.1181631,-0.0382602,-0.0438045,-0.0972272000000001,0.0305219,-0.1220948,0.0306752,0.9867174,0.5965059,1.0243048,1.0243048,0.9922617,0.565984,0.8595622,0.8595622,0.0314654,-0.0382602,-0.0438045,-0.0526753,0.072821,-0.1220948,0.1183832,-0.2052635,0.1531477,-0.0971096,0.000235300000000049,0.0449085
"Ys0...93",-0.5,-1.5,0.75,-1.5,0.8746499,0.8153348,0.8504228,0.8496723,0.9193527,0.9198359,0.8697268,0.8944373,0.8946094,0.9065163,0.76276,0.8745281,0.8152822,0.8947234,0.8499167,0.9194019,0.0593151,-0.035088,0.000750499999999987,-0.0696804,0.0593151,-0.0247105,-0.0119069000000001,-0.0696804,0.0022799,-0.0103775,0.00245200000000001,0.990373,0.8400453,0.4716718,0.4716718,0.9880931,0.8377654,0.3977486,0.3977486,0.0501091,-0.0247105,-0.0119069000000001,0.1437563,-0.2017787,-0.0103775,0.0592459000000001,-0.0794412,0.0448067,-0.0694852,0.000170999999999921,0.0443532
"Ys0...94",-0.5,-1.5,0.75,-1,0.824208,0.7458816,0.7890465,0.7882363,0.9125554,0.8922622,0.8437735,0.8735396,0.8735764,0.8942349,0.7981542,0.8239578,0.7457216,0.873595,0.7883278,0.9124211,0.0783264,-0.0431649,0.000810199999999983,-0.1243191,0.0783264,-0.0297661,-0.0206585,-0.1243191,0.00806990000000007,-0.0133987999999999,0.00810670000000013,0.9874114,0.7756477,0.5653738,0.5653738,0.9793415,0.7675778,0.4643774,0.4643774,0.0484887000000001,-0.0297661,-0.0206585,0.0960807,-0.1824554,-0.0133987999999999,0.0782362,-0.1278734,0.0852672,-0.1240933,0.000115900000000058,0.0847085000000001
"Ys0...95",-0.5,-1.5,0.75,1,0.6953074,0.5806164,0.6189453,0.6320485,0.7585296,0.7767697,0.7422032,0.7805814,0.7808684,0.821872,0.8737964,0.6951395,0.5803644,0.7809605,0.6322777,0.7586049,0.114691,-0.0383289,-0.0131032,-0.1264811,0.114691,-0.0383782,-0.0410036,-0.1264811,0.0279497000000001,4.93000000000299e-05,0.0282367000000001,0.9869461,0.6189946,0.9544308,0.9544308,0.9895715,0.5910449,0.7945192,0.7945192,0.0345665000000001,-0.0383782,-0.0410036,-0.0519244,0.0338045,4.93000000000299e-05,0.1147751,-0.2005961,0.1486828,-0.1263272,0.000243199999999999,0.1622672
"Ys0...96",-0.5,-1.5,0.75,1.5,0.6766289,0.5582842,0.5931931,0.610014,0.7070751,0.7561476,0.7248688,0.7630313,0.7632867,0.80714,0.8597824,0.6764722,0.5579431,0.7632909,0.6101975,0.7071841,0.1183447,-0.0349089,-0.0168208999999999,-0.0970611,0.1183447,-0.0381625,-0.0438533,-0.0970611,0.030286,0.00325359999999997,0.0305414000000001,0.9864327,0.5964467,1.0241998,1.0241998,0.9921235,0.5661607,0.8591466,0.8591466,0.0312788000000001,-0.0381625,-0.0438533,-0.0526424,0.0731885999999999,0.00325359999999997,0.1185291,-0.2053478,0.1530934,-0.0969866,0.000265700000000035,0.1704389
"Ys0...97",-0.5,-1,-0.75,-1.5,0.8716954,0.8312782,0.9399757,0.893025,0.9053573,0.9176439,0.8740654,0.9117346,0.9117676,0.9295766,0.759718,0.8715676,0.831151,0.9117627,0.8930283,0.9054124,0.0404172,-0.1086975,0.0469507,-0.0123323000000001,0.0404172,-0.0376692,-0.017809,-0.0123323000000001,-0.00626860000000007,-0.0710283,0.00623560000000001,0.9759224,0.8689474,0.4284,0.4284,0.982191,0.875216,0.3173116,0.3173116,0.0435785,-0.0376692,-0.017809,0.1698586,-0.1915878,-0.0710283,0.0404166,-0.0806117000000001,0.0187344,-0.0123841,0.000182899999999986,-0.0280857999999999
"Ys0...98",-0.5,-1,-0.75,-1,0.8256474,0.777269,0.9472698,0.8608983,0.9035355,0.8901014,0.8500666,0.8939559,0.8941746,0.9271063,0.7986301,0.8253508,0.7773171,0.894178,0.8609728,0.9036471,0.0483784,-0.1700008,0.0863715,-0.0426372,0.0483784,-0.0438893,-0.0329317,-0.0426372,-0.00680829999999999,-0.1261115,0.00658959999999997,0.96026,0.8211583,0.511955,0.511955,0.9670683,0.8279666,0.3574382,0.3574382,0.0400348,-0.0438893,-0.0329317,0.1284762,-0.1693594,-0.1261115,0.0480337000000001,-0.1168609,0.0332052,-0.0426743000000001,0.00040819999999997,-0.0531399
"Ys0...99",-0.5,-1,-0.75,1,0.7004333,0.6446428,0.9287466,0.7553593,0.8178898,0.7677256,0.7507098,0.809234,0.8091065,0.8825302,0.8941946,0.7002466,0.6444898,0.8092262,0.7556162,0.8179325,0.0557905000000001,-0.2841038,0.1733873,-0.0625305,0.0557905000000001,-0.0585242,-0.0734237000000001,-0.0625305,0.0212314000000001,-0.2255796,0.0211039000000001,0.9478077,0.703167,0.8801124,0.8801124,0.9627072,0.6819356,0.6167266,0.6167266,0.0170158,-0.0585242,-0.0734237000000001,-0.0116643999999999,0.00901249999999998,-0.2255796,0.0557568000000001,-0.1647364,0.05361,-0.0623163,0.000229399999999935,-0.1193674
"Ys0...100",-0.5,-1,-0.75,1.5,0.6813769,0.625748,0.9203551,0.7380005,0.7899391,0.7452145,0.7329092,0.7920305,0.7920985,0.8712309,0.8893266,0.6811509,0.625674,0.7918852,0.7380716,0.7901046,0.0556289,-0.2946071,0.1823546,-0.0519386000000001,0.0556289,-0.0591212999999999,-0.0791324,-0.0519386000000001,0.0260011999999999,-0.2354858,0.0260692,0.9468688,0.6848693,0.9501206,0.9501206,0.9668799,0.6588681,0.6733412,0.6733412,0.0123053,-0.0591212999999999,-0.0791324,-0.0180956999999999,0.0355498999999999,-0.2354858,0.0554769000000001,-0.1662112,0.0538135999999999,-0.052033,0.000391499999999989,-0.1283959
"Ys0...101",-0.5,-1,-0.2,-1.5,0.8716852,0.8312943,0.9196691,0.8931887,0.9052228,0.9176933,0.8742654,0.9117812,0.9117759,0.9294849,0.7596723,0.8714425,0.8312657,0.9118302,0.8932316,0.9054563,0.0403909,-0.0883748,0.0264804000000001,-0.0120341,0.0403909,-0.0375158,-0.017709,-0.0120341,-0.00666959999999994,-0.050859,0.00667489999999993,0.9756214,0.8688101,0.4279068,0.4279068,0.982291,0.8754797,0.3174784,0.3174784,0.0434279000000001,-0.0375158,-0.017709,0.1698126,-0.1915586,-0.050859,0.0401768,-0.0805645,0.0185986,-0.0122247,0.000476200000000038,-0.00781029999999994
"Ys0...102",-0.5,-1,-0.2,-1,0.8256786,0.7773144,0.9088529,0.8609673,0.9034618,0.8901108,0.8502123,0.8940669,0.8940941,0.9271632,0.7984753,0.825354,0.7771305,0.8941602,0.8610151,0.9035145,0.0483642000000001,-0.1315385,0.0478856,-0.0424945,0.0483642000000001,-0.0438546,-0.0330691,-0.0424945,-0.0067292000000001,-0.0876839,0.0067020000000001,0.9602017,0.821169,0.5114416,0.5114416,0.9669309,0.8278982,0.3574854,0.3574854,0.0398984999999999,-0.0438546,-0.0330691,0.1286879,-0.1694187,-0.0876839,0.0482235000000001,-0.1170297,0.0331450999999999,-0.0424994,0.000377300000000025,-0.0145088
"Ys0...103",-0.5,-1,-0.2,1,0.7004739,0.6447894,0.8390305,0.7555257,0.8178616,0.7676556,0.7507762,0.8092585,0.8092082,0.882654,0.8941407,0.7002382,0.6444755,0.8092667,0.7555225,0.8178399,0.0556845,-0.1942411,0.0835048,-0.0623359,0.0556845,-0.0584823,-0.0734458,-0.0623359,0.0211918,-0.1357588,0.0211415,0.947746,0.7032717,0.8799306,0.8799306,0.9627095,0.6820799,0.6162756,0.6162756,0.0168794,-0.0584823,-0.0734458,-0.0114867,0.00909740000000003,-0.1357588,0.0557627000000001,-0.1647912,0.0537442,-0.0623174,0.000213999999999936,-0.0294499
"Ys0...104",-0.5,-1,-0.2,1.5,0.6813963,0.6258227,0.8234497,0.7381295,0.7899963,0.7452555,0.7329898,0.792143,0.7920641,0.8712687,0.8894454,0.6813014,0.6255563,0.7920388,0.7381503,0.7900478,0.0555736,-0.197627,0.0853202,-0.0518668,0.0555736,-0.0591532,-0.0792046,-0.0518668,0.0260509999999999,-0.1384738,0.0259720999999999,0.9468464,0.6849759,0.9497344,0.9497344,0.9668978,0.6589249,0.6733344,0.6733344,0.0122656999999999,-0.0591532,-0.0792046,-0.0181767,0.0355899000000001,-0.1384738,0.0557451,-0.1664825,0.0538885,-0.0518974999999999,0.000146399999999991,-0.0311444999999999
"Ys0...105",-0.5,-1,0.2,-1.5,0.8716713,0.8311529,0.9039261,0.8931468,0.9054444,0.9175543,0.8739538,0.9118116,0.9118421,0.9296284,0.759619,0.8715124,0.8310473,0.9118658,0.8933396,0.9053813,0.0405184000000001,-0.0727732,0.0107792999999999,-0.0122976,0.0405184000000001,-0.0378578000000001,-0.0177863,-0.0122976,-0.00634979999999996,-0.0349153999999999,0.00631930000000003,0.9758639,0.8690107,0.4284692,0.4284692,0.9822137,0.8753605,0.317059,0.317059,0.0436005,-0.0378578000000001,-0.0177863,0.1700094,-0.1917084,-0.0349153999999999,0.0404650999999999,-0.0808184999999999,0.0185261999999999,-0.0120417,9.58000000000903e-05,0.00804529999999992
"Ys0...106",-0.5,-1,0.2,-1,0.8255465,0.7772105,0.8791231,0.8609768,0.9035053,0.8901775,0.8500345,0.894072,0.8941071,0.9272725,0.7984132,0.8253508,0.7773171,0.894178,0.8609728,0.9036471,0.0483359999999999,-0.1019126,0.0181463000000001,-0.0425285,0.0483359999999999,-0.0440375,-0.0331654,-0.0425285,-0.0065634,-0.0578751000000001,0.00652829999999993,0.9602712,0.821248,0.511787,0.511787,0.9668346,0.8278114,0.3572408,0.3572408,0.0401429999999999,-0.0440375,-0.0331654,0.1288593,-0.1697231,-0.0578751000000001,0.0480337000000001,-0.1168609,0.0332052,-0.0426743000000001,0.000337499999999991,0.0149483
"Ys0...107",-0.5,-1,0.2,1,0.7003068,0.6444156,0.7800096,0.7554256,0.8178608,0.7675397,0.7506326,0.8091228,0.8091796,0.8827069,0.8941652,0.7002452,0.6446314,0.8091586,0.7557416,0.8177405,0.0558912,-0.135594,0.0245839999999999,-0.0624352,0.0558912,-0.0584902,-0.0735273,-0.0624352,0.0210075,-0.0771037999999999,0.0210642999999999,0.9474802,0.7029058,0.8804892,0.8804892,0.9625173,0.6818983,0.616227,0.616227,0.0169071000000001,-0.0584902,-0.0735273,-0.0114583,0.0090714999999999,-0.0771037999999999,0.0556138,-0.1645272,0.0534169999999999,-0.0619989,-5.87000000000781e-05,0.0289332
"Ys0...108",-0.5,-1,0.2,1.5,0.6811494,0.6256061,0.761217,0.7380133,0.7900514,0.7451912,0.7327932,0.791987,0.7919319,0.8713531,0.889393,0.6812435,0.6255721,0.7919931,0.7382758,0.7899989,0.0555433,-0.1356109,0.0232037,-0.0520381,0.0555433,-0.0591938,-0.0794212,-0.0520381,0.0262078,-0.0764171,0.0261527,0.9467866,0.6847999,0.9504396,0.9504396,0.967014,0.6585921,0.67343,0.67343,0.012398,-0.0591938,-0.0794212,-0.0180399,0.0352998,-0.0764171,0.0556714,-0.166421,0.0537173,-0.0517230999999999,-0.000146599999999997,0.0308101000000001
"Ys0...109",-0.5,-1,0.75,-1.5,0.871664,0.8311313,0.8815178,0.8931691,0.9054098,0.9175674,0.8740931,0.9117456,0.9116494,0.9295282,0.7596172,0.8715356,0.831203,0.9118961,0.8931812,0.9055164,0.0405327,-0.0503865,-0.0116513,-0.0122407,0.0405327,-0.0376525000000001,-0.0178788,-0.0122407,-0.00650649999999997,-0.0127339999999999,0.00660269999999996,0.9756147,0.8687838,0.4283226,0.4283226,0.9821212,0.8752903,0.3176448,0.3176448,0.0434743000000001,-0.0376525000000001,-0.0178788,0.169911,-0.191696,-0.0127339999999999,0.0403325999999999,-0.0806931,0.0187149,-0.0123352,0.000234999999999985,0.0303066
"Ys0...110",-0.5,-1,0.75,-1,0.8255908,0.7772477,0.8372264,0.8609445,0.9034379,0.8900713,0.8499759,0.8940027,0.8940172,0.9272196,0.7985824,0.8253508,0.7773171,0.894178,0.8609728,0.9036471,0.0483431,-0.0599787000000001,-0.0237181,-0.0424934,0.0483431,-0.0440268,-0.0332024000000001,-0.0424934,-0.00646759999999991,-0.0159519,0.00645309999999999,0.96033,0.8212745,0.5120428,0.5120428,0.9667976,0.8277421,0.3575264,0.3575264,0.0400954,-0.0440268,-0.0332024000000001,0.1286372,-0.169336,-0.0159519,0.0480337000000001,-0.1168609,0.0332052,-0.0426743000000001,0.000449199999999927,0.0568822
"Ys0...111",-0.5,-1,0.75,1,0.7002583,0.6445543,0.7003482,0.7555565,0.8177248,0.7675603,0.7505037,0.8091075,0.8092525,0.8826782,0.8940955,0.7002951,0.6445393,0.8092471,0.7555403,0.8177205,0.055704,-0.0557939,-0.0552083,-0.0621683000000001,0.055704,-0.0586038,-0.0734256999999999,-0.0621683000000001,0.0210273,0.00280990000000003,0.0211723,0.9476016,0.7031581,0.8807776,0.8807776,0.9624235,0.6821308,0.6161386,0.6161386,0.0170566,-0.0586038,-0.0734256999999999,-0.0114173000000001,0.00906870000000004,0.00280990000000003,0.0557557999999999,-0.1647078,0.0537067999999999,-0.0621801999999999,-4.11000000000161e-05,0.1089139
"Ys0...112",-0.5,-1,0.75,1.5,0.681221,0.6256181,0.6777008,0.7378983,0.7900733,0.7452523,0.7329907,0.7917379,0.7919919,0.8713567,0.8895011,0.6812159,0.6256708,0.7919367,0.738076,0.7900141,0.0556029,-0.0520827,-0.0601975,-0.052175,0.0556029,-0.0587472,-0.0793648,-0.052175,0.0258318,0.00666449999999996,0.0260857999999999,0.946467,0.6843653,0.9505428,0.9505428,0.9670846,0.6585335,0.6733028,0.6733028,0.0122616,-0.0587472,-0.0793648,-0.0181444000000001,0.0353965000000001,0.00666449999999996,0.0555451,-0.1662659,0.0538607000000001,-0.0519381000000001,-5.40999999999459e-05,0.1141832
"Ys0...113",-0.5,0,-0.75,-1.5,0.8617041,0.8238041,0.9290199,0.8987661,0.7824443,0.9071078,0.8534752,0.9048435,0.9049771,0.924727,0.7009578,0.8615782,0.823709,0.9049039,0.8988449,0.7824067,0.0378999999999999,-0.1052158,0.0302538,0.1163218,0.0378999999999999,-0.0513683,-0.0197499,0.1163218,-0.00384379999999995,-0.0538474999999999,0.0037102,0.9764063,0.8751724,0.4833626,0.4833626,0.9802501,0.8790162,0.3405918,0.3405918,0.0536326,-0.0513683,-0.0197499,0.2237692,-0.1268902,-0.0538474999999999,0.0378691999999999,-0.0811949,0.00605900000000004,0.1164382,8.83000000000411e-05,-0.0240209
"Ys0...114",-0.5,0,-0.75,-1,0.8314349,0.7855609,0.928878,0.8818635,0.8376421,0.8796977,0.8304138,0.883609,0.8835064,0.9233148,0.7638791,0.8310679,0.7854629,0.8835932,0.8820204,0.837384,0.045874,-0.1433171,0.0470145,0.0442214000000001,0.045874,-0.0531952,-0.0398084,0.0442214000000001,-0.00329900000000005,-0.0901219,0.0034016,0.9568926,0.8387561,0.5719544,0.5719544,0.9601916,0.8420551,0.3863576,0.3863576,0.0492839,-0.0531952,-0.0398084,0.1594357,-0.1220258,-0.0901219,0.045605,-0.0981303,0.00157279999999993,0.0446364,0.000108900000000078,-0.0451868
"Ys0...115",-0.5,0,-0.75,1,0.7199465,0.6793374,0.8130821,0.824314,0.8384606,0.7414373,0.714645,0.7609109,0.7610096,0.8717478,0.8836484,0.7198833,0.6792649,0.7607712,0.8242248,0.8385938,0.0406091000000001,-0.1337447,-0.0112319,-0.0141466,0.0406091000000001,-0.0462659,-0.1107382,-0.0141466,0.0120275,-0.0874788000000001,0.0121262,0.9537341,0.7256033,1.0488882,1.0488882,0.9657616,0.7135758,0.6711808,0.6078764,0.0267923,-0.0462659,-0.1107382,-0.0119006,0.0236970000000001,-0.0874788000000001,0.0406184000000001,-0.0815063,-0.0634536,-0.014369,0.000196399999999985,-0.0522384
"Ys0...116",-0.5,0,-0.75,1.5,0.699661,0.6627458,0.7807168,0.8139118,0.8249959,0.7162966,0.6929672,0.7361439,0.7360789,0.8584089,0.8763216,0.6995463,0.6626978,0.7359877,0.8139853,0.8250284,0.0369151999999999,-0.117971,-0.033195,-0.0110841,0.0369151999999999,-0.0431767,-0.12233,-0.0110841,0.0143407000000001,-0.0747943,0.0142757000000001,0.9568233,0.7059225,1.1417778,1.1417778,0.971164,0.6915818,0.7331915,0.6553586,0.0233293999999999,-0.0431767,-0.12233,-0.0179127,0.0346901000000001,-0.0747943,0.0368485,-0.0732899,-0.0779976,-0.0110431,0.000147200000000014,-0.0446810999999999
"Ys0...117",-0.5,0,-0.2,-1.5,0.8617017,0.8238571,0.9110392,0.8987811,0.7824889,0.9069789,0.8534201,0.9048008,0.9048769,0.924843,0.7008964,0.8615828,0.8236151,0.9048894,0.8989933,0.7825661,0.0378446,-0.0871821,0.0122581,0.1162922,0.0378446,-0.0513806999999999,-0.0199661,0.1162922,-0.00357720000000006,-0.0358014000000001,0.00350110000000003,0.9764567,0.8752378,0.4835582,0.4835582,0.9800339,0.878815,0.3405602,0.3405602,0.0535588,-0.0513806999999999,-0.0199661,0.2239466,-0.1268697,-0.0358014000000001,0.0379676999999999,-0.0812742999999999,0.00589609999999996,0.1164272,0.000196100000000032,-0.00590780000000013
"Ys0...118",-0.5,0,-0.2,-1,0.8313117,0.7856269,0.8945679,0.8819349,0.8376609,0.8797658,0.830405,0.8834639,0.8835307,0.9232729,0.7639003,0.831242,0.7853062,0.8835616,0.8819596,0.8375568,0.0456848,-0.108941,0.012633,0.0442739999999999,0.0456848,-0.0530589,-0.0397421999999999,0.0442739999999999,-0.00350689999999998,-0.0558820999999999,0.00344009999999995,0.9567509,0.8386858,0.5722622,0.5722622,0.9602578,0.8421927,0.3863928,0.3863928,0.0493608000000001,-0.0530589,-0.0397421999999999,0.1593726,-0.1222147,-0.0558820999999999,0.0459358000000001,-0.0982554,0.00160199999999999,0.0444028,-3.4400000000101e-05,-0.0106856
"Ys0...119",-0.5,0,-0.2,1,0.7199878,0.6794194,0.7724124,0.8243306,0.8385421,0.7414746,0.714754,0.7608862,0.7609855,0.8718056,0.883608,0.7197598,0.679119,0.7607698,0.8242547,0.8384048,0.0405683999999999,-0.092993,-0.0519182,-0.0142114999999999,0.0405683999999999,-0.0461322,-0.1108201,-0.0142114999999999,0.0120410999999999,-0.0468608,0.0121403999999999,0.9538678,0.7255516,1.0487196,1.0487196,0.9659089,0.7135105,0.6710727,0.6077276,0.0267206,-0.0461322,-0.1108201,-0.0118024,0.0235791,-0.0468608,0.0406407999999999,-0.0816508,-0.0634849,-0.0141500999999999,9.06999999999991e-05,-0.0113422
"Ys0...120",-0.5,0,-0.2,1.5,0.6996488,0.6628365,0.7459815,0.8139741,0.8250158,0.7163174,0.6932447,0.7361032,0.7361922,0.8583904,0.876202,0.6995958,0.6626805,0.7359308,0.8139381,0.8249968,0.0368122999999999,-0.0831449999999999,-0.0679926000000001,-0.0110416999999999,0.0368122999999999,-0.0428584999999999,-0.1221982,-0.0110416999999999,0.0139191,-0.0402865,0.0140081,0.9571415,0.705695,1.1413042,1.1413042,0.9710606,0.6917759,0.7330529,0.655271,0.0230726999999999,-0.0428584999999999,-0.1221982,-0.0178116,0.0345176,-0.0402865,0.0369153,-0.0732503,-0.0780073,-0.0110587,3.39999999999785e-05,-0.00989469999999992
"Ys0...121",-0.5,0,0.2,-1.5,0.8617219,0.8235859,0.8988607,0.8988422,0.7826233,0.9072106,0.8533632,0.9048672,0.9047815,0.9247715,0.7006736,0.8615768,0.823628,0.9049489,0.8988904,0.7824291,0.0381360000000001,-0.0752748,1.84999999999214e-05,0.1162189,0.0381360000000001,-0.051504,-0.01999,0.1162189,-0.00376230000000011,-0.0237708,0.00384800000000007,0.9762477,0.8750899,0.4835392,0.4835392,0.98001,0.8788522,0.340894,0.340894,0.0538474,-0.051504,-0.01999,0.2240979,-0.1274384,-0.0237708,0.0379488,-0.0813208999999999,0.00605849999999997,0.1164613,-4.91000000000241e-05,0.00604609999999994
"Ys0...122",-0.5,0,0.2,-1,0.8311461,0.7854324,0.8731824,0.8820327,0.8375168,0.879604,0.8304268,0.8833885,0.8835092,0.9231866,0.7634524,0.8312101,0.7855907,0.8835833,0.8821134,0.8375574,0.0457137,-0.08775,-0.00885029999999998,0.0445159000000001,0.0457137,-0.0529617,-0.0396774,0.0445159000000001,-0.0039612,-0.0347883,0.00384050000000002,0.9563614,0.8383941,0.5723694,0.5723694,0.9603226,0.8423553,0.3866084,0.3866084,0.0491772,-0.0529617,-0.0396774,0.1597342,-0.1225223,-0.0347883,0.0456194,-0.0979926,0.00146989999999991,0.044556,-2.33999999998957e-05,0.0102426
