"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...13",-1.5,1,-0.2,1,-1.5,0.9797816,0.9534805,0.7030321,0.9162485,0.8799115,0.9743376,0.921466,0.7158083,0.7158276,0.861818,0.8415076,0.9797918,0.953442,0.7156025,0.9161281,0.8800414,0.0263011000000001,0.2504484,-0.2132164,0.0363370000000001,0.0263011000000001,0.2056577,-0.1459904,0.0363370000000001,-0.0224353000000002,0.0447906999999999,0.0224160000000001,1.1684257,0.7478228,0.4877792,0.250107,1.1459904,0.7702581,0.6442879,0.443867,0.0528716,0.2056577,-0.1459904,0.0203104,-0.0329598999999999,0.0447906999999999,0.0263498,0.2378395,-0.2005256,0.0360867,0.000119700000000056,0.0126088999999999
"Ys0...14",-1.5,1,-0.2,1.5,-1.5,0.9795583,0.9530777,0.6968207,0.917332,0.893613,0.9738226,0.9201725,0.7095412,0.7095686,0.8601495,0.8453138,0.9795546,0.9530524,0.7093757,0.917212,0.893706,0.0264806,0.256257,-0.2205113,0.023719,0.0264806,0.2106313,-0.1505809,0.023719,-0.0243047,0.0456257000000001,0.0242772999999999,1.1748856,0.7424464,0.4970361,0.2534996,1.1505809,0.7667511,0.6528004,0.445037,0.0536501,0.2106313,-0.1505809,0.0148357,-0.0425635,0.0456257000000001,0.0265022,0.2436767,-0.2078363,0.023506,9.66999999999496e-05,0.0125803000000001
"Ys0...15",-1.5,1,0.2,-1.5,-1.5,0.9684142,0.9522813,0.8216446,0.8809123,0.7087674,0.9827566,0.942718,0.8170576,0.8169699,0.8625649,0.768528,0.9684936,0.9522564,0.8169421,0.8808716,0.7089586,0.0161329,0.1306367,-0.0592677,0.1721449,0.0161329,0.1256604,-0.0455949999999999,0.1721449,-0.00869639999999994,0.00497630000000016,0.00878409999999996,1.0542914,0.8266209,0.3452251,0.2100014,1.045595,0.8353173,0.576988,0.5130456,0.0400386,0.1256604,-0.0455949999999999,0.0940369,0.0454182,0.00497630000000016,0.0162372,0.1353143,-0.0639295,0.171913,0.000111799999999995,-0.00467759999999995
"Ys0...16",-1.5,1,0.2,-1,-1.5,0.9756878,0.9536165,0.7908176,0.8974348,0.7353244,0.9798414,0.9353741,0.7817687,0.7818039,0.8662998,0.7819593,0.9756802,0.9535632,0.7817008,0.897369,0.7354317,0.0220713,0.1627989,-0.1066172,0.1621104,0.0220713,0.1536054,-0.0844959,0.1621104,-0.0129278,0.00919349999999997,0.0128926,1.0974237,0.8000111,0.3938666,0.2220188,1.0844959,0.8129389,0.5881617,0.4725308,0.0444673,0.1536054,-0.0844959,0.0843404999999999,0.0424813000000001,0.00919349999999997,0.0221169999999999,0.1718624,-0.1156682,0.1619373,0.000114900000000029,-0.00906350000000011
"Ys0...17",-1.5,1,0.2,-0.5,-1.5,0.9787568,0.9540758,0.7665416,0.9065512,0.7737438,0.9776373,0.9298283,0.7550168,0.7550735,0.8665142,0.7995844,0.9787943,0.9540213,0.7551622,0.9064034,0.7739034,0.024681,0.1875342,-0.1400096,0.1328074,0.024681,0.1748115,-0.1114407,0.1328074,-0.0158461999999999,0.0127227,0.0157895,1.1272869,0.7792643,0.4312508,0.2321918,1.1114407,0.7951105,0.6053469,0.4538692,0.047809,0.1748115,-0.1114407,0.0669298,0.0269600999999999,0.0127227,0.024773,0.1988591,-0.1512412,0.1325,0.000122100000000014,-0.0113249
"Ys0...18",-1.5,1,0.2,0,-1.5,0.9796745,0.9540783,0.7493611,0.9116601,0.81882,0.9761281,0.9260335,0.736852,0.7368927,0.8653235,0.8189412,0.9797665,0.9540221,0.7368534,0.9114777,0.8192825,0.0255962,0.2047172,-0.162299,0.0928401,0.0255962,0.1891815,-0.1284308,0.0928401,-0.0183324999999999,0.0155357,0.0182917999999999,1.1467633,0.7648968,0.4570027,0.2397764,1.1284308,0.7832293,0.6208002,0.4460328,0.0500946000000001,0.1891815,-0.1284308,0.0463823,0.00366759999999999,0.0155357,0.0257444,0.2171687,-0.1746243,0.0921951999999999,0.000370500000000051,-0.0124514999999999
"Ys0...19",-1.5,1,0.2,0.5,-1.5,0.9798387,0.9538063,0.7372528,0.9146587,0.8561696,0.9750963,0.9233914,0.7243577,0.7243847,0.863706,0.8334909,0.9799203,0.9537547,0.7243391,0.9143912,0.8565191,0.0260324,0.2165535,-0.1774059,0.0584891000000001,0.0260324,0.1990337,-0.1393213,0.0584891000000001,-0.0205648,0.0175198,0.0205378000000001,1.1598861,0.7547726,0.4750532,0.2456046,1.1393213,0.7753374,0.6335446,0.4432706,0.0517049000000001,0.1990337,-0.1393213,0.0302150999999999,-0.0179363,0.0175198,0.0261656,0.2294156,-0.1900521,0.0578721,0.000267899999999988,-0.0128621
"Ys0...20",-1.5,1,0.2,1,-1.5,0.9797187,0.953508,0.7286295,0.9163979,0.8797622,0.9743747,0.9215426,0.7157069,0.7156881,0.8619222,0.8415129,0.9797918,0.953442,0.7156025,0.9161281,0.8800414,0.0262107,0.2248785,-0.1877684,0.0366356999999999,0.0262107,0.2058357,-0.1462341,0.0366356999999999,-0.0224915,0.0190428,0.0225103,1.1687256,0.7476723,0.4876999,0.2498988,1.1462341,0.7701638,0.6440696,0.4433598,0.0528321,0.2058357,-0.1462341,0.0204093,-0.0329053,0.0190428,0.0263498,0.2378395,-0.2005256,0.0360867,0.000206099999999987,-0.012961
"Ys0...21",-1.5,1,0.2,1.5,-1.5,0.9794904,0.9531291,0.7223144,0.9174513,0.8934721,0.9738575,0.9202229,0.7094966,0.7093168,0.8602682,0.8453015,0.9795546,0.9530524,0.7093757,0.917212,0.893706,0.0263613,0.2308147,-0.1951369,0.0239792,0.0263613,0.2107263,-0.1509514,0.0239792,-0.0240970999999999,0.0200884,0.0242768999999999,1.1750485,0.7424028,0.4969285,0.253296,1.1509514,0.7664999,0.6526955,0.444561,0.0536346000000001,0.2107263,-0.1509514,0.0149667,-0.0425377,0.0200884,0.0265022,0.2436767,-0.2078363,0.023506,0.000169699999999939,-0.012862
"Ys0...22",-1.5,1,0.75,-1.5,-1.5,0.9684896,0.9522987,0.835172,0.880936,0.7087916,0.9827625,0.9426959,0.8168794,0.8168741,0.8625717,0.7684325,0.9684936,0.9522564,0.8169421,0.8808716,0.7089586,0.0161908999999999,0.1171267,-0.045764,0.1721444,0.0161908999999999,0.1258165,-0.0456976,0.1721444,-0.00875619999999999,-0.00868979999999997,0.00876149999999998,1.0544538,0.8264822,0.3454301,0.2100108,1.0456976,0.8352384,0.5770465,0.5129846,0.0400666,0.1258165,-0.0456976,0.0941392000000001,0.045368,-0.00868979999999997,0.0162372,0.1353143,-0.0639295,0.171913,0.000163000000000024,-0.0181876
"Ys0...23",-1.5,1,0.75,-1,-1.5,0.975702,0.9536363,0.8162007,0.8974766,0.7352973,0.9798472,0.9353845,0.7816889,0.7817722,0.8662867,0.7818417,0.9756802,0.9535632,0.7817008,0.897369,0.7354317,0.0220657,0.1374356,-0.0812759,0.1621793,0.0220657,0.1536956,-0.0845144999999999,0.1621793,-0.0130214,-0.0162599999999999,0.0129381,1.0975359,0.7999407,0.3939058,0.2219584,1.0845145,0.8129621,0.5881778,0.4724734,0.0444627000000001,0.1536956,-0.0845144999999999,0.084445,0.0423991999999999,-0.0162599999999999,0.0221169999999999,0.1718624,-0.1156682,0.1619373,0.00015619999999994,-0.0344268000000001
