"","a1","g6","rho","beta2","g2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...247",-0.5,1,0.75,-1,-1,0.977789,0.924474,0.8979204,0.9206835,0.7874064,0.9810186,0.8998703,0.875037,0.8749886,0.8959289,0.8246352,0.9777807,0.9243342,0.8748367,0.9204832,0.787751,0.053315,0.0265536000000001,-0.0227631,0.1332771,0.053315,0.0248333000000001,-0.0209403,0.1332771,-0.000102500000000005,0.00172030000000001,0.000150899999999954,1.0210428,0.8996407,0.4007484,0.3513114,1.0209403,0.8997432,0.4124701,0.3667752,0.0811483,0.0248333000000001,-0.0209403,0.0712937,0.0339992000000001,0.00172030000000001,0.0534465,0.0494975,-0.0456464999999999,0.1327322,0.0003529000000001,-0.0229438999999999
"Ys0...248",-0.5,1,0.75,-0.5,-1,0.9791205,0.9282121,0.8991931,0.9277347,0.8187413,0.9799326,0.8953865,0.8683312,0.8684038,0.8960185,0.8396359,0.9791498,0.9280266,0.8682217,0.9275141,0.8189607,0.0509084,0.029019,-0.0285416000000001,0.1089934,0.0509084,0.0270553,-0.0276147000000001,0.1089934,0.00103680000000006,0.00196370000000001,0.00110940000000004,1.0265779,0.9011568,0.4126837,0.3528028,1.0276147,0.90012,0.4118245,0.3524936,0.0845461000000001,0.0270553,-0.0276147000000001,0.0563826000000001,0.0200824999999999,0.00196370000000001,0.0511231999999999,0.0598049,-0.0592924,0.1085534,0.000190099999999971,-0.0307859
"Ys0...249",-0.5,1,0.75,0,-1,0.9795364,0.9301561,0.8988801,0.9315447,0.856033,0.9789811,0.891464,0.8625305,0.862508,0.8951085,0.8559367,0.9796149,0.9299744,0.8622638,0.9313385,0.8562318,0.0493802999999999,0.0312760000000001,-0.0326646,0.0755117,0.0493802999999999,0.0289335000000001,-0.0326004999999999,0.0755117,0.0022783999999999,0.00234250000000003,0.00225589999999998,1.0289335,0.9012226,0.4243854,0.3567598,1.0312119,0.8989442,0.4157303,0.3466936,0.0875171,0.0289335000000001,-0.0326004999999999,0.0391718,0.000458999999999876,0.00234250000000003,0.0496405,0.0677106,-0.0690746999999999,0.0751067,0.000120299999999962,-0.0364345999999999
"Ys0...250",-0.5,1,0.75,0.5,-1,0.9795451,0.9310682,0.8979673,0.9336343,0.8865124,0.9782278,0.8881562,0.8576623,0.8576895,0.893755,0.8681607,0.9796186,0.9309461,0.8574296,0.9334329,0.8866465,0.0484768999999999,0.0331009,-0.035667,0.0471219,0.0484768999999999,0.0304939,-0.0360655,0.0471219,0.00300549999999999,0.00260700000000003,0.0030327,1.0304939,0.9005743,0.4349571,0.3615512,1.0334994,0.8975688,0.4211662,0.3452214,0.0900716,0.0304939,-0.0360655,0.0255943,-0.0170344,0.00260700000000003,0.0486725,0.0735165,-0.0760033,0.0467864,6.05999999999662e-05,-0.0404156
"Ys0...251",-0.5,1,0.75,1,-1,0.9793696,0.9314787,0.8968576,0.9348148,0.9054218,0.9776114,0.8854942,0.8536692,0.8536713,0.8922082,0.8749695,0.9794207,0.9313917,0.8535233,0.9346067,0.9055531,0.0478909,0.0346211,-0.0379571999999999,0.0293929999999999,0.0478909,0.031825,-0.0385369,0.0293929999999999,0.00337580000000004,0.00279609999999997,0.00337790000000004,1.031825,0.8996537,0.4438637,0.3660542,1.0352008,0.8962779,0.4270975,0.345954,0.0921172,0.031825,-0.0385369,0.0172387000000001,-0.0286941000000002,0.00279609999999997,0.048029,0.0778684000000001,-0.0810834,0.0290536,8.01999999998637e-05,-0.0432473000000001
"Ys0...252",-0.5,1,0.75,1.5,-1,0.9791395,0.9315853,0.8957227,0.9354906,0.9161852,0.9771056,0.8833057,0.8504583,0.8504522,0.8908561,0.8781899,0.9792029,0.9314984,0.8502848,0.9352729,0.9162459,0.0475542000000001,0.0358626,-0.0397679,0.0193053999999999,0.0475542000000001,0.0328474,-0.0404039,0.0193053999999999,0.00365120000000008,0.0030152,0.00364510000000007,1.0328474,0.8987379,0.451345,0.370218,1.0364986,0.8950867,0.432345,0.3473066,0.0937999,0.0328474,-0.0404039,0.0126662000000001,-0.0359614,0.0030152,0.0477045,0.0812136,-0.0849881,0.019027,-2.70000000002213e-06,-0.045351
"Ys0...253",-0.5,1,-0.75,-1.5,-0.5,0.9628295,0.9173919,0.8967884,0.9225258,0.8260577,0.9769352,0.9079913,0.9047087,0.9046714,0.9133913,0.8536673,0.9627977,0.9171921,0.9044631,0.9222483,0.8263163,0.0454376,0.0206035,-0.0257373999999999,0.0964680999999999,0.0454376,0.00328259999999991,-0.0087199,0.0964680999999999,0.000303400000000176,0.0173209000000001,0.000266100000000158,1.0032826,0.9141093,0.3619168,0.3492336,1.003586,0.9138059,0.3460202,0.3281658,0.0689439000000001,0.00328259999999991,-0.0087199,0.059724,0.0135039,0.0173209000000001,0.0456056,0.012729,-0.0177852000000001,0.095932,0.000290400000000024,0.00787450000000001
"Ys0...254",-0.5,1,-0.75,-1,-0.5,0.9664068,0.9219791,0.8856771,0.9311743,0.8404031,0.975947,0.9046157,0.9001463,0.9001105,0.9158108,0.862105,0.966491,0.9218438,0.8998404,0.9309415,0.8406053,0.0444277,0.0363020000000001,-0.0454972,0.0907712000000001,0.0444277,0.00446940000000007,-0.0157003,0.0907712000000001,0.00203569999999997,0.0318326,0.00199990000000005,1.0044694,0.9175097,0.3686432,0.3468104,1.0065051,0.915474,0.3370936,0.3060298,0.0713313,0.00446940000000007,-0.0157003,0.0537058,0.0121617000000001,0.0318326,0.0446472,0.0220034,-0.0311011,0.0903362,0.000118000000000062,0.0142986000000001
"Ys0...255",-0.5,1,-0.75,-0.5,-0.5,0.968245,0.9241692,0.8757499,0.9357879,0.8611693,0.9748635,0.9009704,0.8951666,0.8950563,0.9160273,0.8734771,0.9683122,0.9239946,0.8948744,0.9355284,0.8614254,0.0440758,0.0484193000000001,-0.060038,0.0746186,0.0440758,0.00580379999999991,-0.020971,0.0746186,0.00354850000000007,0.0426155000000001,0.00343820000000006,1.0058038,0.9183654,0.3787234,0.3497208,1.0093523,0.9148169,0.3371012,0.2963696,0.0738931,0.00580379999999991,-0.020971,0.0425502,0.00568930000000001,0.0426155000000001,0.0443176,0.0291202,-0.0406540000000001,0.074103,0.000188900000000047,0.0192991
"Ys0...256",-0.5,1,-0.75,0,-0.5,0.9687841,0.9250302,0.8679343,0.9381492,0.8857384,0.9738905,0.8977485,0.8907418,0.8906422,0.9152669,0.8856085,0.9688311,0.924841,0.8904548,0.9378906,0.8860332,0.0437539,0.0570959,-0.0702149,0.0524108,0.0437539,0.00700669999999992,-0.0246246999999999,0.0524108,0.00449900000000003,0.0500892000000001,0.00439940000000005,1.0070067,0.9180235,0.388731,0.3544426,1.0115057,0.9135245,0.3406748,0.2931678,0.076142,0.00700669999999992,-0.0246246999999999,0.0296584,-0.00523629999999997,0.0500892000000001,0.0439900999999999,0.0343862,-0.0474358,0.0518574000000001,0.00024780000000002,0.0227096999999999
"Ys0...257",-0.5,1,-0.75,0.5,-0.5,0.9686499,0.9252229,0.8619942,0.9392881,0.9059514,0.9731397,0.8950277,0.8870128,0.8870485,0.9141935,0.8948632,0.9687497,0.9250504,0.8868331,0.9391014,0.9061489,0.043427,0.0632286999999999,-0.0772938999999999,0.0333367,0.043427,0.00801489999999994,-0.027145,0.0333367,0.00506490000000004,0.0552138,0.00510060000000001,1.0080149,0.917208,0.3977089,0.3594988,1.0130798,0.9121431,0.3452764,0.2930368,0.0781120000000001,0.00801489999999994,-0.027145,0.0193303,-0.0155780000000001,0.0552138,0.0436993,0.0382173,-0.0522682999999999,0.0329524999999999,9.76999999999784e-05,0.0250113999999999
"Ys0...258",-0.5,1,-0.75,1,-0.5,0.9683236,0.9249933,0.8573979,0.9398882,0.9184991,0.9725025,0.8928694,0.8839975,0.8840804,0.9130625,0.8999646,0.9684113,0.9249181,0.8838961,0.9396785,0.9186462,0.0433302999999999,0.0675954,-0.0824902999999999,0.0213890999999999,0.0433302999999999,0.00887190000000004,-0.0289821,0.0213890999999999,0.00521530000000003,0.0587234999999999,0.00529820000000003,1.0088719,0.9161214,0.4052704,0.3642746,1.0140872,0.9109061,0.3499064,0.2940986,0.0796331,0.00887190000000004,-0.0289821,0.0130979,-0.0227134000000001,0.0587234999999999,0.0434932,0.041022,-0.0557824,0.0210323,5.93999999999317e-05,0.0265734
"Ys0...259",-0.5,1,-0.75,1.5,-0.5,0.9679362,0.9246393,0.8538804,0.9401215,0.9256892,0.9719912,0.8910847,0.8816306,0.8816796,0.9120346,0.9024742,0.9680423,0.9245956,0.8814448,0.9399142,0.9257714,0.0432969,0.0707589000000001,-0.0862411000000001,0.0144323000000001,0.0432969,0.00945409999999991,-0.030355,0.0144323000000001,0.00541870000000011,0.0613048000000002,0.00546770000000008,1.0094541,0.9151852,0.4115607,0.368552,1.0148728,0.9097665,0.3541297,0.2956878,0.0809065000000001,0.00945409999999991,-0.030355,0.00956040000000002,-0.02727,0.0613048000000002,0.0434467000000001,0.0431507999999999,-0.0584694,0.0141428,-2.38999999999656e-05,0.0276081000000001
"Ys0...260",-0.5,1,-0.2,-1.5,-0.5,0.9627945,0.9173741,0.9025234,0.9225365,0.8260935,0.9768989,0.9079819,0.9047381,0.9046316,0.913377,0.8535852,0.9627977,0.9171921,0.9044631,0.9222483,0.8263163,0.0454204,0.0148507,-0.0200131,0.0964429999999999,0.0454204,0.00324380000000002,-0.00874540000000001,0.0964429999999999,0.000339199999999984,0.0116069,0.000232699999999975,1.0032438,0.9141303,0.361924,0.349288,1.003583,0.9137911,0.3460779,0.328173,0.068917,0.00324380000000002,-0.00874540000000001,0.0597918,0.0133873,0.0116069,0.0456056,0.012729,-0.0177852000000001,0.095932,0.000219599999999986,0.0021217
"Ys0...261",-0.5,1,-0.2,-1,-0.5,0.9664092,0.9219995,0.8961497,0.9311888,0.8403921,0.9759243,0.9046292,0.9001835,0.9000701,0.9158578,0.8621125,0.966491,0.9218438,0.8998404,0.9309415,0.8406053,0.0444097,0.0258497999999999,-0.0350391,0.0907967000000001,0.0444097,0.0044457,-0.0157877000000001,0.0907967000000001,0.00215270000000001,0.0214040999999999,0.00203929999999997,1.0044457,0.9175538,0.3685586,0.3467426,1.0065984,0.9154011,0.3370255,0.3059068,0.0712950999999999,0.0044457,-0.0157877000000001,0.0537453000000001,0.0122053,0.0214040999999999,0.0446472,0.0220034,-0.0311011,0.0903362,0.000131400000000004,0.00384639999999992
"Ys0...262",-0.5,1,-0.2,-0.5,-0.5,0.9682609,0.9242079,0.8898875,0.9357618,0.8612599,0.9748434,0.900972,0.8951904,0.8951232,0.9160269,0.8734578,0.9683122,0.9239946,0.8948744,0.9355284,0.8614254,0.044053,0.0343203999999999,-0.0458742999999999,0.0745019,0.044053,0.00578159999999994,-0.0209037,0.0745019,0.00356820000000002,0.0285388,0.00350099999999998,1.0057816,0.9184263,0.3786577,0.3496402,1.0093498,0.9148581,0.3370612,0.2964226,0.0738714,0.00578159999999994,-0.0209037,0.0425691,0.00561539999999994,0.0285388,0.0443176,0.0291202,-0.0406540000000001,0.074103,0.000114200000000064,0.00520019999999988
"Ys0...263",-0.5,1,-0.2,0,-0.5,0.9687906,0.9250679,0.8845732,0.9381193,0.885751,0.9738731,0.8977486,0.8907405,0.8907438,0.9152459,0.8856085,0.9688311,0.924841,0.8904548,0.9378906,0.8860332,0.0437226999999999,0.0404947000000001,-0.0535461,0.0523683,0.0437226999999999,0.00700809999999996,-0.0245021,0.0523683,0.00444260000000007,0.0334866000000001,0.0044459,1.0070081,0.9180598,0.3886944,0.354367,1.0114507,0.9136172,0.3406451,0.2932696,0.0761245,0.00700809999999996,-0.0245021,0.0296373999999999,-0.00522500000000004,0.0334866000000001,0.0439900999999999,0.0343862,-0.0474358,0.0518574000000001,0.000241700000000011,0.00610850000000007
"Ys0...264",-0.5,1,-0.2,0.5,-0.5,0.9687003,0.9252108,0.8803162,0.9393388,0.9059545,0.973103,0.8950253,0.8870355,0.8871172,0.9141787,0.8948485,0.9687497,0.9250504,0.8868331,0.9391014,0.9061489,0.0434895,0.0448946,-0.0590226,0.0333843,0.0434895,0.00798980000000005,-0.0270615,0.0333843,0.00494369999999988,0.0369048,0.00502539999999996,1.0079898,0.917221,0.3977031,0.3595278,1.0129335,0.9122773,0.3451866,0.292965,0.0780777,0.00798980000000005,-0.0270615,0.0193302,-0.0155087,0.0369048,0.0436993,0.0382173,-0.0522682999999999,0.0329524999999999,0.000144999999999951,0.0066773
"Ys0...265",-0.5,1,-0.2,1,-0.5,0.9683261,0.925016,0.8768727,0.9398868,0.9184961,0.9724666,0.8928672,0.8840147,0.8840969,0.913037,0.8999632,0.9684113,0.9249181,0.8838961,0.9396785,0.9186462,0.0433101,0.0481433,-0.0630141000000001,0.0213907,0.0433101,0.00885249999999993,-0.0289401,0.0213907,0.00521680000000002,0.0392908000000001,0.00529899999999994,1.0088525,0.9161635,0.4052349,0.3642336,1.0140693,0.9109467,0.3499423,0.2941524,0.0795994,0.00885249999999993,-0.0289401,0.0130738,-0.0226734000000001,0.0392908000000001,0.0434932,0.041022,-0.0557824,0.0210323,6.48999999999234e-05,0.0071213
"Ys0...266",-0.5,1,-0.2,1.5,-0.5,0.9679425,0.9246707,0.8742123,0.9401547,0.9256899,0.9719622,0.891081,0.881624,0.8816822,0.9119791,0.9024475,0.9680423,0.9245956,0.8814448,0.9399142,0.9257714,0.0432718000000001,0.0504583999999999,-0.0659424,0.0144648000000001,0.0432718000000001,0.00945700000000005,-0.0302969000000001,0.0144648000000001,0.00535589999999997,0.0410013999999999,0.00541409999999998,1.009457,0.9152137,0.4115433,0.3684966,1.0148129,0.9098578,0.3542049,0.2957324,0.0808812,0.00945700000000005,-0.0302969000000001,0.00953160000000008,-0.0272621,0.0410013999999999,0.0434467000000001,0.0431507999999999,-0.0584694,0.0141428,-1.82999999999156e-05,0.00730759999999997
"Ys0...267",-0.5,1,0.2,-1.5,-0.5,0.9628061,0.9173187,0.9067281,0.9224651,0.8260989,0.9769546,0.9080667,0.9048258,0.9046595,0.9133873,0.8535999,0.9627977,0.9171921,0.9044631,0.9222483,0.8263163,0.0454874,0.0105906,-0.015737,0.0963662000000001,0.0454874,0.00324089999999999,-0.00872780000000006,0.0963662000000001,0.000340500000000077,0.00734970000000001,0.000174200000000013,1.0032409,0.9140778,0.3617221,0.3492292,1.0035814,0.9137373,0.3461008,0.3282952,0.0688879,0.00324089999999999,-0.00872780000000006,0.0597874,0.0133525,0.00734970000000001,0.0456056,0.012729,-0.0177852000000001,0.095932,0.000225800000000054,-0.00213839999999998
"Ys0...268",-0.5,1,0.2,-1,-0.5,0.9664881,0.9219008,0.9038848,0.9311559,0.8403897,0.976,0.9047134,0.9002789,0.9000955,0.9157749,0.8620807,0.966491,0.9218438,0.8998404,0.9309415,0.8406053,0.0445873,0.0180159999999999,-0.0272711,0.0907662,0.0445873,0.00443450000000001,-0.0156793999999999,0.0907662,0.00198979999999982,0.0135814999999999,0.00180639999999987,1.0044345,0.9174663,0.3683935,0.3467716,1.0064243,0.9154765,0.3371988,0.3061384,0.0712866,0.00443450000000001,-0.0156793999999999,0.0536941999999999,0.0121791,0.0135814999999999,0.0446472,0.0220034,-0.0311011,0.0903362,0.000212699999999955,-0.00398740000000009
"Ys0...269",-0.5,1,0.2,-0.5,-0.5,0.9682504,0.9241713,0.9001839,0.9356878,0.8611049,0.9749311,0.9010554,0.8952657,0.8950358,0.9158796,0.8731774,0.9683122,0.9239946,0.8948744,0.9355284,0.8614254,0.0440790999999999,0.0239874,-0.0355038999999999,0.0745829,0.0440790999999999,0.0057896999999999,-0.0208438,0.0745829,0.00353760000000014,0.0181977000000001,0.00330770000000014,1.0057897,0.9183816,0.3784522,0.3495466,1.0093273,0.914844,0.3375172,0.2968652,0.0738757000000001,0.0057896999999999,-0.0208438,0.0427022,0.00539179999999995,0.0181977000000001,0.0443176,0.0291202,-0.0406540000000001,0.074103,0.000258700000000056,-0.00513280000000005
"Ys0...270",-0.5,1,0.2,0,-0.5,0.9687753,0.9250397,0.896561,0.9380625,0.88579,0.9739759,0.8978893,0.890831,0.890614,0.9151203,0.8856085,0.9688311,0.924841,0.8904548,0.9378906,0.8860332,0.0437356,0.0284787,-0.0415015,0.0522725000000001,0.0437356,0.00705829999999996,-0.0245063,0.0522725000000001,0.00442520000000002,0.0214204,0.0042082,1.0070583,0.9179814,0.3883507,0.354142,1.0114835,0.9135562,0.3410829,0.2936344,0.0760866,0.00705829999999996,-0.0245063,0.0295118,-0.00538209999999995,0.0214204,0.0439900999999999,0.0343862,-0.0474358,0.0518574000000001,0.00018740000000006,-0.00590750000000007
"Ys0...271",-0.5,1,0.2,0.5,-0.5,0.9686504,0.925171,0.8934434,0.9393398,0.9059119,0.9731954,0.8951713,0.887092,0.8869398,0.914074,0.8948998,0.9687497,0.9250504,0.8868331,0.9391014,0.9061489,0.0434794000000001,0.0317276,-0.0458963999999999,0.0334279,0.0434794000000001,0.00807930000000001,-0.0271342000000001,0.0334279,0.00488610000000012,0.0236483,0.00473390000000007,1.0080793,0.9170917,0.3973944,0.3593154,1.0129654,0.9122056,0.3455724,0.2931724,0.0780241,0.00807930000000001,-0.0271342000000001,0.0191742,-0.0155571,0.0236483,0.0436993,0.0382173,-0.0522682999999999,0.0329524999999999,0.000137700000000018,-0.00648970000000004
"Ys0...272",-0.5,1,0.2,1,-0.5,0.9683211,0.9249737,0.8909175,0.9399196,0.9184661,0.9725775,0.8930232,0.8841238,0.8839444,0.9129552,0.8999782,0.9684113,0.9249181,0.8838961,0.9396785,0.9186462,0.0433474,0.0340562,-0.0490020999999999,0.0214535,0.0433474,0.0088994,-0.0290108,0.0214535,0.00516550000000005,0.0251568,0.00498609999999999,1.0088994,0.9160743,0.4048561,0.3640062,1.0140649,0.9109088,0.3502256,0.2942504,0.0795543,0.0088994,-0.0290108,0.012977,-0.0227442999999999,0.0251568,0.0434932,0.041022,-0.0557824,0.0210323,8.99000000000871e-05,-0.00696580000000002
"Ys0...273",-0.5,1,0.2,1.5,-0.5,0.9679191,0.9246227,0.8888094,0.9401544,0.9256269,0.9720583,0.8912424,0.881719,0.881548,0.9119,0.902365,0.9680423,0.9245956,0.8814448,0.9399142,0.9257714,0.0432964,0.0358133,-0.051345,0.0145274999999999,0.0432964,0.00952339999999996,-0.030352,0.0145274999999999,0.00529690000000016,0.0262899000000001,0.00512590000000013,1.0095234,0.9150993,0.4111735,0.3682698,1.0148203,0.9098024,0.3544976,0.2958912,0.0808159000000001,0.00952339999999996,-0.030352,0.00953500000000007,-0.0274011000000001,0.0262899000000001,0.0434467000000001,0.0431507999999999,-0.0584694,0.0141428,2.13000000000019e-05,-0.00733749999999989
"Ys0...274",-0.5,1,0.75,-1.5,-0.5,0.96281,0.9173232,0.9121878,0.922432,0.826013,0.9769565,0.9080661,0.9048103,0.9046666,0.9133618,0.8535349,0.9627977,0.9171921,0.9044631,0.9222483,0.8263163,0.0454868,0.00513540000000001,-0.0102442,0.096419,0.0454868,0.00325580000000003,-0.00869520000000001,0.096419,0.000330599999999959,0.00187959999999998,0.00018689999999999,1.0032558,0.9140674,0.3617343,0.3492214,1.0035864,0.9137368,0.3461778,0.3284124,0.0688904,0.00325580000000003,-0.00869520000000001,0.0598269,0.0133754,0.00187959999999998,0.0456056,0.012729,-0.0177852000000001,0.095932,0.000315600000000082,-0.00759359999999998
"Ys0...275",-0.5,1,0.75,-1,-0.5,0.9664716,0.9219572,0.9139671,0.9311053,0.8402769,0.9760048,0.9047121,0.9002588,0.9000312,0.9157795,0.862027,0.966491,0.9218438,0.8998404,0.9309415,0.8406053,0.0445144,0.0079901,-0.0171382,0.0908284,0.0445144,0.00445329999999999,-0.0157482999999999,0.0908284,0.00214689999999995,0.00353680000000001,0.00191929999999996,1.0044533,0.9175039,0.3683598,0.3466614,1.0066002,0.915357,0.3373045,0.3062304,0.0712927,0.00445329999999999,-0.0157482999999999,0.0537525,0.0122169,0.00353680000000001,0.0446472,0.0220034,-0.0311011,0.0903362,0.000309000000000004,-0.0140133
"Ys0...276",-0.5,1,0.75,-0.5,-0.5,0.9682563,0.9241564,0.9137266,0.9356825,0.8611132,0.974906,0.9010652,0.8952427,0.8950408,0.9158678,0.8733309,0.9683122,0.9239946,0.8948744,0.9355284,0.8614254,0.0440999,0.0104297999999999,-0.0219558999999999,0.0745692999999999,0.0440999,0.00582250000000006,-0.020827,0.0745692999999999,0.00347839999999999,0.00460729999999987,0.00327650000000002,1.0058225,0.9183339,0.3784705,0.3495568,1.0093009,0.9148555,0.3375411,0.2968994,0.0738408,0.00582250000000006,-0.020827,0.0425369,0.00556799999999991,0.00460729999999987,0.0443176,0.0291202,-0.0406540000000001,0.074103,0.000256299999999987,-0.0186904000000001
"Ys0...277",-0.5,1,0.75,0,-0.5,0.9687843,0.9250245,0.9125468,0.9380445,0.8857848,0.9739494,0.897867,0.8908218,0.8906227,0.9150922,0.8856085,0.9688311,0.924841,0.8904548,0.9378906,0.8860332,0.0437598,0.0124777,-0.0254977,0.0522596999999999,0.0437598,0.00704519999999997,-0.0244695,0.0522596999999999,0.00440430000000014,0.00543250000000006,0.00420520000000013,1.0070452,0.9179793,0.3884197,0.354217,1.0114495,0.913575,0.3411484,0.2937266,0.0760824,0.00704519999999997,-0.0244695,0.0294837,-0.00534139999999994,0.00543250000000006,0.0439900999999999,0.0343862,-0.0474358,0.0518574000000001,0.000201600000000024,-0.0219085
"Ys0...278",-0.5,1,0.75,0.5,-0.5,0.9687061,0.9251654,0.9111363,0.939248,0.9058823,0.9731828,0.8951477,0.887084,0.8869688,0.9140697,0.8948671,0.9687497,0.9250504,0.8868331,0.9391014,0.9061489,0.0435407,0.0140291,-0.0281117,0.0333656999999999,0.0435407,0.00806370000000001,-0.0271009,0.0333656999999999,0.00495460000000003,0.00596540000000001,0.00483940000000005,1.0080637,0.9171017,0.3974552,0.3593738,1.0130183,0.9121471,0.3456438,0.2933646,0.0780351,0.00806370000000001,-0.0271009,0.0192026,-0.0154919,0.00596540000000001,0.0436993,0.0382173,-0.0522682999999999,0.0329524999999999,0.000222999999999973,-0.0241882
"Ys0...279",-0.5,1,0.75,1,-0.5,0.9683499,0.9250148,0.9097657,0.9398423,0.9184505,0.9725586,0.8930097,0.8841111,0.8839636,0.9129696,0.8999857,0.9684113,0.9249181,0.8838961,0.9396785,0.9186462,0.0433351,0.0152491,-0.0300766,0.0213918000000001,0.0433351,0.00889859999999998,-0.0290060000000001,0.0213918000000001,0.00527990000000012,0.00635050000000004,0.00513240000000004,1.0088986,0.9161162,0.4048547,0.363951,1.0141785,0.9108363,0.3502549,0.2943762,0.0795489,0.00889859999999998,-0.0290060000000001,0.0129839,-0.0226735,0.00635050000000004,0.0434932,0.041022,-0.0557824,0.0210323,0.000134300000000032,-0.0257729
"Ys0...280",-0.5,1,0.75,1.5,-0.5,0.9679689,0.9246789,0.9084987,0.9400865,0.9256357,0.9720469,0.8912351,0.8817011,0.8815626,0.9119351,0.9024205,0.9680423,0.9245956,0.8814448,0.9399142,0.9257714,0.0432900000000001,0.0161802,-0.0315878000000001,0.0144508000000001,0.0432900000000001,0.00953399999999993,-0.0303725,0.0144508000000001,0.00543090000000002,0.00664620000000005,0.00529239999999997,1.009534,0.9151449,0.4111498,0.368172,1.0149649,0.909714,0.3544807,0.2959568,0.0808118000000001,0.00953399999999993,-0.0303725,0.00951460000000004,-0.0272932,0.00664620000000005,0.0434467000000001,0.0431507999999999,-0.0584694,0.0141428,6.23000000000706e-05,-0.0269706
"Ys0...281",-0.5,1,-0.75,-1.5,0,0.9433402,0.9052751,0.9141999,0.9271603,0.8700135,0.9650237,0.8991542,0.917027,0.9170538,0.9231866,0.8804041,0.9433275,0.9050285,0.9168746,0.9269327,0.8701339,0.0380651,-0.00892479999999995,-0.0129604000000001,0.0571468000000001,0.0380651,-0.0178728,-0.00613279999999994,0.0571468000000001,0.00212039999999991,0.00894800000000007,0.0021471999999999,0.9959876,0.9231479,0.3676376,0.3676376,0.9938672,0.9210275,0.3094127,0.2993062,0.0658695,-0.0178728,-0.00613279999999994,0.0427824999999999,-0.0112929000000001,0.00894800000000007,0.038299,-0.0118461,-0.0100581000000001,0.0567988,0.000133099999999997,0.00292130000000002
"Ys0...282",-0.5,1,-0.75,-1,0,0.9471384,0.9080738,0.9088552,0.9320096,0.8784353,0.9638881,0.896477,0.9137684,0.9137599,0.9248912,0.886459,0.9471637,0.907883,0.9135519,0.931813,0.8785561,0.0390646,-0.000781399999999932,-0.0231544,0.0535743,0.0390646,-0.0172914000000001,-0.0111313000000001,0.0535743,0.00448690000000018,0.0165100000000001,0.0044784000000001,0.9933556,0.9253652,0.3795092,0.3795092,0.9888687,0.9208783,0.3044481,0.2861984,0.0674111000000001,-0.0172914000000001,-0.0111313000000001,0.0384322,-0.00872600000000001,0.0165100000000001,0.0392807000000001,-0.00566889999999998,-0.0182611,0.0532569000000001,9.54999999999151e-05,0.00488750000000004
"Ys0...283",-0.5,1,-0.75,-0.5,0,0.9491288,0.908997,0.9037031,0.9344693,0.8900871,0.9626363,0.8935793,0.9101784,0.9100959,0.925022,0.8945468,0.9491738,0.9088154,0.9099893,0.9343092,0.8902535,0.0401317999999999,0.00529390000000007,-0.0307662,0.0443821999999999,0.0401317999999999,-0.0165991000000001,-0.0149261000000001,0.0443821999999999,0.00605290000000025,0.0218930000000002,0.00597040000000015,0.9911268,0.9255961,0.3924846,0.3924846,0.9894538,0.9195432,0.3053908,0.2810174,0.069057,-0.0165991000000001,-0.0149261000000001,0.0304752,-0.00904780000000005,0.0218930000000002,0.0403583999999999,-0.00117389999999995,-0.0243198999999999,0.0440556999999999,0.000121400000000049,0.00646780000000002
"Ys0...284",-0.5,1,-0.75,0,0,0.9496144,0.9088322,0.8994032,0.9355971,0.9033303,0.9614971,0.8910047,0.9069676,0.9069246,0.9244527,0.903295,0.9496623,0.9086932,0.9067984,0.9353885,0.9035782,0.0407822,0.00942900000000002,-0.0361939,0.0322667999999999,0.0407822,-0.0159629,-0.0175281,0.0322667999999999,0.00672610000000007,0.0253919,0.00668310000000005,0.989198,0.9247951,0.4021908,0.4003262,0.9907632,0.918069,0.3085729,0.2799004,0.0704924,-0.0159629,-0.0175281,0.0211577000000001,-0.0119180000000001,0.0253919,0.0409691,0.00189479999999997,-0.0285901,0.0318103,0.000199999999999978,0.00753420000000005
"Ys0...285",-0.5,1,-0.75,0.5,0,0.949323,0.9082509,0.8960094,0.9359221,0.9144336,0.9606101,0.8888134,0.9043309,0.904354,0.9237015,0.9098937,0.9494405,0.9081473,0.9042044,0.9357645,0.914571,0.0410721000000001,0.0122415,-0.0399127,0.0214885,0.0410721000000001,-0.0155175000000001,-0.0193475,0.0214885,0.00719380000000003,0.0277590000000001,0.00721689999999997,0.9878463,0.9237684,0.4097914,0.4058714,0.9916763,0.9165746,0.3123209,0.2807528,0.0717967,-0.0155175000000001,-0.0193475,0.0138077999999999,-0.0158269999999999,0.0277590000000001,0.0412932,0.00394289999999997,-0.0315601,0.0211935,1.99000000000726e-05,0.00829860000000004
