"","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...160",-0.5,1.5,0.75,1.5,0.8513776,0.7941896,0.8732018,0.8876298,0.8825814,0.8717733,0.7817331,0.8761073,0.8759964,0.8860114,0.8827552,0.8515598,0.794088,0.8760231,0.8874669,0.8825826,0.0571879999999999,-0.0790122,-0.014428,0.00504840000000006,0.0571879999999999,-0.0943742000000001,-0.010015,0.00504840000000006,0.0109490000000001,0.0153620000000001,0.0108381000000001,1.000934,0.8885638,0.6843192,0.6843192,0.989985,0.8776148,0.464351,0.4527176,0.0900402,-0.0943742000000001,-0.010015,0.00325620000000004,-0.0202219,0.0153620000000001,0.0574718,-0.0819351,-0.0114437999999999,0.00488429999999995,-0.000180999999999987,0.00292290000000006
"Ys0...161",0.5,-1.5,-0.75,-1.5,0.9845578,0.9339669,0.9384615,0.9110072,0.9324566,0.9907613,0.9431531,0.9303588,0.9302806,0.9256997,0.8899744,0.9845833,0.9339313,0.9302958,0.9109607,0.932462,0.0505909,-0.0044945999999999,0.0274542999999999,-0.0214494,0.0505909,0.0127942999999999,0.0045809,-0.0214494,0.0055845000000001,-0.0172888999999998,0.00550630000000008,0.9898346,0.9211726,0.2493681,0.24576,0.9954191,0.9155881,0.2880394,0.2880394,0.0476082,0.0127942999999999,0.0045809,0.0357253,-0.0486856999999998,-0.0172888999999998,0.050652,0.00363550000000001,0.0193351,-0.0215013000000001,-2.00999999999674e-05,-0.00813009999999992
"Ys0...162",0.5,-1.5,-0.75,-1,0.981626,0.9294227,0.9463243,0.9002929,0.9275268,0.9920821,0.9450354,0.9347823,0.9347152,0.927047,0.8950499,0.9816928,0.9293367,0.9346896,0.9000292,0.9275389,0.0522033,-0.0169016,0.0460314000000001,-0.0272339,0.0522033,0.0102531,0.00766820000000001,-0.0272339,0.0112085000000001,-0.0271547,0.0111414000000001,0.9897469,0.9191696,0.2403646,0.2403646,0.9923318,0.9079611,0.2764756,0.2764756,0.0470467,0.0102531,0.00766820000000001,0.0319971,-0.042933,-0.0271547,0.0523561,-0.00535289999999999,0.0346604,-0.0275097000000001,-5.46999999999631e-05,-0.0115487
"Ys0...163",0.5,-1.5,-0.75,1,0.9739587,0.9182883,0.9534287,0.8735576,0.8867582,0.9931594,0.9465464,0.9382314,0.9381793,0.9253608,0.9176295,0.9740106,0.9182926,0.938105,0.8733598,0.8868651,0.0556704,-0.0351404000000001,0.0798711,-0.0132006,0.0556704,0.00831499999999996,0.0128185000000001,-0.0132006,0.0235971999999999,-0.0434554,0.0235450999999999,0.991685,0.9099733,0.2304444,0.2304444,0.9871815,0.8863761,0.2729198,0.2729198,0.046613,0.00831499999999996,0.0128185000000001,0.0077313,0.0116705999999999,-0.0434554,0.0557179999999999,-0.0198124,0.0647451999999999,-0.0135052999999999,5.49999999999162e-05,-0.0153280000000001
"Ys0...164",0.5,-1.5,-0.75,1.5,0.9730091,0.9168054,0.9538172,0.870222,0.8787074,0.993137,0.9465453,0.9381718,0.9380898,0.9247625,0.919107,0.9730434,0.9167702,0.9380651,0.8700578,0.8787304,0.0562037,-0.0370118,0.0835952,-0.00848539999999998,0.0562037,0.00837350000000003,0.0133272999999999,-0.00848539999999998,0.0248826,-0.0453853000000001,0.0248006,0.9916265,0.9084319,0.2305658,0.2305658,0.9866727,0.8835493,0.2742954,0.2742954,0.0465917,0.00837350000000003,0.0133272999999999,0.00565550000000004,0.0202716999999999,-0.0453853000000001,0.0562732,-0.0212949,0.0680073,-0.00867260000000003,-1.13000000000474e-05,-0.0157169
"Ys0...165",0.5,-1.5,-0.2,-1.5,0.9845711,0.9340262,0.9325264,0.9110904,0.9325223,0.9907372,0.9431784,0.9303781,0.9302864,0.9257066,0.8899823,0.9845833,0.9339313,0.9302958,0.9109607,0.932462,0.0505449,0.00149980000000005,0.021436,-0.0214319000000001,0.0505449,0.0128003,0.00457979999999991,-0.0214319000000001,0.00555570000000016,-0.0113004999999999,0.00546400000000014,0.9898645,0.9212259,0.2492389,0.2455908,0.9954202,0.9156702,0.288014,0.288014,0.0475588,0.0128003,0.00457979999999991,0.0357243,-0.0487061,-0.0113004999999999,0.050652,0.00363550000000001,0.0193351,-0.0215013000000001,-7.25000000000309e-05,-0.00213569999999996
"Ys0...166",0.5,-1.5,-0.2,-1,0.9816742,0.9294642,0.9381233,0.9002983,0.9275489,0.9920623,0.9450656,0.9348506,0.9347127,0.9271138,0.8950562,0.9816928,0.9293367,0.9346896,0.9000292,0.9275389,0.0522100000000001,-0.00865910000000003,0.037825,-0.0272506,0.0522100000000001,0.010215,0.00759889999999996,-0.0272506,0.011352,-0.0188741,0.0112141,0.989785,0.9192492,0.2401676,0.2401676,0.9924011,0.9078972,0.276347,0.276347,0.0469967,0.010215,0.00759889999999996,0.0320576,-0.0428807999999999,-0.0188741,0.0523561,-0.00535289999999999,0.0346604,-0.0275097000000001,-2.85999999999342e-05,-0.00330620000000004
"Ys0...167",0.5,-1.5,-0.2,1,0.9740091,0.9183107,0.9432257,0.8736143,0.886871,0.993128,0.9465575,0.9382382,0.9381786,0.9253946,0.9176278,0.9740106,0.9182926,0.938105,0.8733598,0.8868651,0.0556983999999999,-0.0249149999999999,0.0696114,-0.0132567,0.0556983999999999,0.00831930000000003,0.012784,-0.0132567,0.0235931,-0.0332342999999999,0.0235335,0.9916807,0.9099914,0.2304086,0.2304086,0.987216,0.8863983,0.2728536,0.2728536,0.0465705,0.00831930000000003,0.012784,0.00776679999999996,0.0116379,-0.0332342999999999,0.0557179999999999,-0.0198124,0.0647451999999999,-0.0135052999999999,-7.39999999999075e-06,-0.00510259999999996
"Ys0...168",0.5,-1.5,-0.2,1.5,0.9730227,0.9168069,0.9434072,0.8703872,0.8787993,0.9931184,0.9465472,0.9381881,0.9380963,0.9247604,0.9190605,0.9730434,0.9167702,0.9380651,0.8700578,0.8787304,0.0562158,-0.0266003,0.07302,-0.00841209999999992,0.0562158,0.00835910000000006,0.0133359,-0.00841209999999992,0.0247246999999999,-0.0349594000000001,0.0246329,0.9916409,0.9084478,0.2305294,0.2305294,0.9866641,0.8837231,0.2742866,0.2742866,0.0465711999999999,0.00835910000000006,0.0133359,0.00569990000000009,0.0201655000000001,-0.0349594000000001,0.0562732,-0.0212949,0.0680073,-0.00867260000000003,-8.9599999999912e-05,-0.00530540000000002
"Ys0...169",0.5,-1.5,0.2,-1.5,0.9845615,0.93399,0.9278008,0.911143,0.9324631,0.9907887,0.9431608,0.9303506,0.9302701,0.9257252,0.8899781,0.9845833,0.9339313,0.9302958,0.9109607,0.932462,0.0505715,0.00618920000000001,0.0166577999999999,-0.0213201,0.0505715,0.0128102,0.00454489999999996,-0.0213201,0.00549189999999999,-0.00662099999999999,0.00541139999999996,0.9899632,0.9211798,0.2493378,0.2456984,0.9954551,0.9156879,0.2880094,0.2880094,0.0476278999999999,0.0128102,0.00454489999999996,0.0357471,-0.0487122,-0.00662099999999999,0.050652,0.00363550000000001,0.0193351,-0.0215013000000001,-2.29000000000479e-05,0.00255369999999999
"Ys0...170",0.5,-1.5,0.2,-1,0.9816687,0.929433,0.9308024,0.9002679,0.927532,0.9921203,0.9450159,0.9347893,0.9346649,0.9271245,0.8950337,0.9816928,0.9293367,0.9346896,0.9000292,0.9275389,0.0522357,-0.00136940000000008,0.0305345,-0.0272641,0.0522357,0.0102266,0.0075404,-0.0272641,0.0113981,-0.0115960000000001,0.0112736999999999,0.9897734,0.9192064,0.2403896,0.2403896,0.9924596,0.9078083,0.2764212,0.2764212,0.0471043999999999,0.0102266,0.0075404,0.0320908,-0.0429499,-0.0115960000000001,0.0523561,-0.00535289999999999,0.0346604,-0.0275097000000001,-1.72000000000505e-05,0.00398349999999992
"Ys0...171",0.5,-1.5,0.2,1,0.9739195,0.9181674,0.9321258,0.873418,0.886793,0.9931731,0.9464712,0.9381816,0.9381701,0.9254851,0.9176745,0.9740106,0.9182926,0.938105,0.8733598,0.8868651,0.0557521000000001,-0.0139584,0.0587078,-0.013375,0.0557521000000001,0.00828960000000001,0.0126850000000001,-0.013375,0.0237747999999999,-0.022248,0.0237632999999999,0.9917104,0.9098778,0.2306944,0.2306944,0.987315,0.886103,0.2726896,0.2726896,0.0467019000000001,0.00828960000000001,0.0126850000000001,0.0078106,0.0116278999999999,-0.022248,0.0557179999999999,-0.0198124,0.0647451999999999,-0.0135052999999999,-1.89999999999912e-05,0.00585399999999991
"Ys0...172",0.5,-1.5,0.2,1.5,0.9729627,0.9166567,0.9318633,0.8701144,0.8786964,0.9931501,0.9464591,0.9381485,0.9381087,0.9248715,0.9190796,0.9730434,0.9167702,0.9380651,0.8700578,0.8787304,0.056306,-0.0152066,0.0617489,-0.00858200000000009,0.056306,0.00831059999999995,0.0132372000000001,-0.00858200000000009,0.0249945,-0.0235171999999999,0.0249547,0.9916894,0.9083461,0.2307848,0.2307848,0.9867628,0.8833516,0.2740396,0.2740396,0.046691,0.00831059999999995,0.0132372000000001,0.00579189999999996,0.0201957999999999,-0.0235171999999999,0.0562732,-0.0212949,0.0680073,-0.00867260000000003,-4.67000000000661e-05,0.00608830000000005
"Ys0...173",0.5,-1.5,0.75,-1.5,0.9845302,0.933999,0.9207638,0.911216,0.9324207,0.9907946,0.9431667,0.9303682,0.9302775,0.9257202,0.890008,0.9845833,0.9339313,0.9302958,0.9109607,0.932462,0.0505312,0.0132352,0.0095478,-0.0212047,0.0505312,0.0127985,0.00455729999999999,-0.0212047,0.00542719999999997,0.000436699999999957,0.00533649999999997,0.9900155,0.9212005,0.2492994,0.2456686,0.9954427,0.9157733,0.2880046,0.2880046,0.0476278999999999,0.0127985,0.00455729999999999,0.0357122,-0.0486770999999999,0.000436699999999957,0.050652,0.00363550000000001,0.0193351,-0.0215013000000001,-1.18000000000062e-05,0.00959969999999999
"Ys0...174",0.5,-1.5,0.75,-1,0.9816076,0.9294637,0.9190002,0.9003048,0.9275186,0.9921288,0.945032,0.9348042,0.9346621,0.9270875,0.8950153,0.9816928,0.9293367,0.9346896,0.9000292,0.9275389,0.0521439,0.0104635,0.0186954,-0.0272138,0.0521439,0.0102278,0.0075746000000001,-0.0272138,0.0113564999999999,0.00023569999999995,0.0112144,0.9897722,0.9192359,0.2403276,0.2403276,0.9924254,0.9078794,0.2765008,0.2765008,0.0470968,0.0102278,0.0075746000000001,0.0320722,-0.0430245,0.00023569999999995,0.0523561,-0.00535289999999999,0.0346604,-0.0275097000000001,-6.48999999999234e-05,0.0158164
"Ys0...175",0.5,-1.5,0.75,1,0.9739293,0.918297,0.9115285,0.873556,0.8868659,0.9931772,0.9464842,0.9382429,0.9381469,0.9253962,0.9176891,0.9740106,0.9182926,0.938105,0.8733598,0.8868651,0.0556323,0.00676850000000007,0.0379725,-0.0133099,0.0556323,0.00824130000000001,0.0127507,-0.0133099,0.023749,-0.00147279999999994,0.023653,0.9917587,0.9100557,0.2305458,0.2305458,0.9872493,0.8863067,0.2729138,0.2729138,0.046693,0.00824130000000001,0.0127507,0.00770709999999997,0.0115753000000001,-0.00147279999999994,0.0557179999999999,-0.0198124,0.0647451999999999,-0.0135052999999999,-8.20999999999739e-05,0.0265809
"Ys0...176",0.5,-1.5,0.75,1.5,0.9729638,0.9168255,0.910241,0.8702819,0.878738,0.9931486,0.9464659,0.938213,0.938085,0.9247926,0.9190991,0.9730434,0.9167702,0.9380651,0.8700578,0.8787304,0.0561383000000001,0.00658449999999999,0.0399590999999999,-0.00845609999999997,0.0561383000000001,0.00825290000000001,0.0132924,-0.00845609999999997,0.0249982999999999,-0.00166840000000001,0.0248702999999999,0.9917471,0.9085726,0.2306422,0.2306422,0.9867076,0.8835743,0.2742448,0.2742448,0.0466827000000001,0.00825290000000001,0.0132924,0.00569350000000002,0.0201762999999999,-0.00166840000000001,0.0562732,-0.0212949,0.0680073,-0.00867260000000003,-8.7199999999954e-05,0.0278794
"Ys0...177",0.5,-1,-0.75,-1.5,0.9835792,0.9470063,0.9420526,0.9172212,0.9298942,0.9905208,0.9549534,0.9349996,0.9349706,0.9301467,0.8926244,0.9836346,0.9469753,0.9349578,0.917212,0.9299239,0.0365729,0.00495369999999995,0.0248314000000001,-0.012673,0.0365729,0.0199537999999999,0.00482389999999999,-0.012673,0.00500740000000011,-0.0150001,0.00497840000000005,0.9901687,0.9270525,0.2080873,0.1960806,0.9951761,0.9220451,0.2697654,0.2697654,0.0355674,0.0199537999999999,0.00482389999999999,0.0375223,-0.0442114,-0.0150001,0.0366593000000001,0.0120175,0.0177457999999999,-0.0127119,-2.57000000000174e-05,-0.00706380000000006
"Ys0...178",0.5,-1,-0.75,-1,0.9809742,0.943817,0.9496416,0.9080034,0.9264033,0.9918314,0.9574007,0.9396488,0.9396136,0.9315738,0.8979654,0.9810621,0.9437232,0.9395901,0.9077479,0.9264285,0.0371572,-0.00582459999999996,0.0416382,-0.0183999,0.0371572,0.0177519,0.00803980000000004,-0.0183999,0.0100218999999999,-0.0235765,0.00998670000000002,0.9822481,0.9260651,0.2017328,0.1975646,0.9919602,0.9160432,0.2576252,0.2576252,0.0344307,0.0177519,0.00803980000000004,0.0336084,-0.0392951,-0.0235765,0.0373389000000001,0.0041331,0.0318421999999999,-0.0186805999999999,-6.27000000000821e-05,-0.00995769999999996
"Ys0...179",0.5,-1,-0.75,1,0.9739168,0.9344504,0.9563046,0.8838975,0.8944977,0.9928955,0.9593584,0.9432699,0.9432398,0.9298019,0.9216922,0.9739784,0.9344816,0.9431729,0.883695,0.8946056,0.0394664,-0.0218541999999999,0.0724070999999999,-0.0106001999999999,0.0394664,0.0160885,0.0134379,-0.0106001999999999,0.0210265000000001,-0.0379426999999999,0.0209964,0.9839115,0.9183619,0.1947434,0.1947434,0.9865621,0.8973354,0.2539166,0.2539166,0.0335371000000001,0.0160885,0.0134379,0.0081097,0.0082158,-0.0379426999999999,0.0394968,-0.00869129999999996,0.0594779,-0.0109106,4.63000000000546e-05,-0.0131629
"Ys0...180",0.5,-1,-0.75,1.5,0.9730145,0.9331212,0.9566229,0.8808178,0.8875838,0.9928715,0.9593446,0.9432048,0.94314,0.9291722,0.9232591,0.9730526,0.9331092,0.943132,0.880639,0.8876152,0.0398933,-0.0235017000000001,0.0758051000000001,-0.00676600000000005,0.0398933,0.0161398,0.0139678,-0.00676600000000005,0.0221958,-0.0396415000000001,0.022131,0.9838602,0.9169814,0.1949012,0.1949012,0.9860322,0.8947856,0.2553756,0.2553756,0.0335269,0.0161398,0.0139678,0.0059131,0.0158183,-0.0396415000000001,0.0399434000000001,-0.0100228,0.062493,-0.0069762000000001,-6.70000000002613e-06,-0.0134789000000001
"Ys0...181",0.5,-1,-0.2,-1.5,0.9836,0.9470562,0.9369227,0.9173284,0.9299454,0.9905145,0.9549761,0.9350549,0.9349863,0.9301552,0.8926347,0.9836346,0.9469753,0.9349578,0.917212,0.9299239,0.0365438,0.0101335,0.0195943,-0.012617,0.0365438,0.0199212,0.00483110000000009,-0.012617,0.00497549999999991,-0.00978769999999995,0.00490689999999994,0.9901934,0.927135,0.2079367,0.1959354,0.9951689,0.9221595,0.269717,0.269717,0.0355384,0.0199212,0.00483110000000009,0.0375205,-0.0442252,-0.00978769999999995,0.0366593000000001,0.0120175,0.0177457999999999,-0.0127119,-5.61000000000034e-05,-0.001884
"Ys0...182",0.5,-1,-0.2,-1,0.9810401,0.9438538,0.9425918,0.9080335,0.9264401,0.9918306,0.957424,0.9397447,0.9396112,0.9316382,0.8979733,0.9810621,0.9437232,0.9395901,0.9077479,0.9264285,0.0371863,0.00126199999999999,0.0345582999999999,-0.0184065999999999,0.0371863,0.0176793000000001,0.00797300000000001,-0.0184065999999999,0.0101679999999998,-0.0164173000000001,0.0100344999999998,0.9823207,0.9261745,0.2015535,0.1974444,0.992027,0.9160065,0.2575012,0.2575012,0.0344066,0.0176793000000001,0.00797300000000001,0.0336649,-0.0392573000000001,-0.0164173000000001,0.0373389000000001,0.0041331,0.0318421999999999,-0.0186805999999999,-3.3600000000078e-05,-0.00287110000000002
"Ys0...183",0.5,-1,-0.2,1,0.9739656,0.9344942,0.9476532,0.8839691,0.8946207,0.9928894,0.9593568,0.9433143,0.9432478,0.9298502,0.9217132,0.9739784,0.9344816,0.9431729,0.883695,0.8946056,0.0394713999999999,-0.0131589999999999,0.0636841,-0.0106516000000001,0.0394713999999999,0.0160425,0.0133976,-0.0106516000000001,0.0210850000000001,-0.0292014999999999,0.0210185000000001,0.9839575,0.9184517,0.1946578,0.1946578,0.9866024,0.8973667,0.253804,0.253804,0.0335326,0.0160425,0.0133976,0.00813699999999995,0.00816869999999992,-0.0292014999999999,0.0394968,-0.00869129999999996,0.0594779,-0.0109106,-2.79000000000806e-05,-0.00446769999999996
"Ys0...184",0.5,-1,-0.2,1.5,0.973028,0.9331391,0.9478002,0.8809915,0.8876745,0.9928797,0.9593314,0.9432631,0.9431602,0.929187,0.9232115,0.9730526,0.9331092,0.943132,0.880639,0.8876152,0.0398889,-0.0146611,0.0668086999999999,-0.00668299999999999,0.0398889,0.0160682999999999,0.0139732,-0.00668299999999999,0.0221061,-0.0307293999999999,0.0220032,0.9839317,0.9170708,0.194811,0.194811,0.9860268,0.8949647,0.2553056,0.2553056,0.0335483000000001,0.0160682999999999,0.0139732,0.00597550000000002,0.0156852999999999,-0.0307293999999999,0.0399434000000001,-0.0100228,0.062493,-0.0069762000000001,-8.39000000000256e-05,-0.00463829999999998
"Ys0...185",0.5,-1,0.2,-1.5,0.9835961,0.9470667,0.9328357,0.9173634,0.9298859,0.9905572,0.9549839,0.9350526,0.9349526,0.9301698,0.8926481,0.9836346,0.9469753,0.9349578,0.917212,0.9299239,0.0365293999999999,0.014231,0.0154723,-0.0125225,0.0365293999999999,0.0199313,0.00478279999999998,-0.0125225,0.00498920000000003,-0.00570029999999999,0.00488920000000004,0.990228,0.9271354,0.2079129,0.1958988,0.9952172,0.9221462,0.2697552,0.2697552,0.0355733,0.0199313,0.00478279999999998,0.0375217,-0.0441989,-0.00570029999999999,0.0366593000000001,0.0120175,0.0177457999999999,-0.0127119,-5.00000000069889e-07,0.00221349999999998
"Ys0...186",0.5,-1,0.2,-1,0.9810435,0.9438718,0.9362343,0.9079782,0.9263854,0.991882,0.9574072,0.9396943,0.9395801,0.9316473,0.8979432,0.9810621,0.9437232,0.9395901,0.9077479,0.9264285,0.0371716999999999,0.00763750000000007,0.0282561,-0.0184072000000001,0.0371716999999999,0.0177129,0.00793280000000007,-0.0184072000000001,0.0102479,-0.0100754,0.0101337,0.9822871,0.9261589,0.2016195,0.197442,0.9920672,0.915911,0.2575452,0.2575452,0.0344748,0.0177129,0.00793280000000007,0.0337040999999999,-0.0392807000000001,-0.0100754,0.0373389000000001,0.0041331,0.0318421999999999,-0.0186805999999999,2.44999999998718e-05,0.00350440000000007
"Ys0...187",0.5,-1,0.2,1,0.9738926,0.9343848,0.9380114,0.8837376,0.8945171,0.992924,0.9593066,0.9432589,0.9432225,0.9299122,0.9217083,0.9739784,0.9344816,0.9431729,0.883695,0.8946056,0.0395078,-0.00362660000000004,0.0542738,-0.0107794999999999,0.0395078,0.0160477,0.0133103,-0.0107794999999999,0.0212892,-0.0196743,0.0212528,0.9839523,0.9183371,0.194869,0.194869,0.9866897,0.8970479,0.2537306,0.2537306,0.0336174,0.0160477,0.0133103,0.00820389999999993,0.00815980000000005,-0.0196743,0.0394968,-0.00869129999999996,0.0594779,-0.0109106,2.70000000002213e-06,0.00506469999999992
"Ys0...188",0.5,-1,0.2,1.5,0.9729807,0.9330253,0.9377718,0.8806938,0.8875747,0.9929004,0.9592864,0.9432284,0.9431627,0.9292535,0.9231988,0.9730526,0.9331092,0.943132,0.880639,0.8876152,0.0399554000000001,-0.0047465000000001,0.0570780000000001,-0.00688090000000008,0.0399554000000001,0.016058,0.0139092000000001,-0.00688090000000008,0.0223642999999999,-0.0208045000000001,0.0222985999999999,0.983942,0.9169673,0.1949704,0.1949704,0.9860908,0.894603,0.2551676,0.2551676,0.033614,0.016058,0.0139092000000001,0.00605469999999997,0.0157044,-0.0208045000000001,0.0399434000000001,-0.0100228,0.062493,-0.0069762000000001,-3.14000000000147e-05,0.0052762999999999
"Ys0...189",0.5,-1,0.75,-1.5,0.9835713,0.9470789,0.9266242,0.9174311,0.9298767,0.9905728,0.9549861,0.9350765,0.9349658,0.9301598,0.8926678,0.9836346,0.9469753,0.9349578,0.917212,0.9299239,0.0364924000000001,0.0204546999999999,0.00919309999999995,-0.0124455999999999,0.0364924000000001,0.0199096,0.00480599999999998,-0.0124455999999999,0.00493219999999994,0.000545099999999965,0.00482149999999992,0.9902618,0.9271693,0.2078724,0.19587,0.995194,0.9222371,0.2697488,0.2697488,0.0355867000000001,0.0199096,0.00480599999999998,0.037492,-0.0442104,0.000545099999999965,0.0366593000000001,0.0120175,0.0177457999999999,-0.0127119,-1.60999999999634e-05,0.00843719999999992
"Ys0...190",0.5,-1,0.75,-1,0.9809794,0.9438815,0.9258009,0.908028,0.9263709,0.9918965,0.9574173,0.9397182,0.9395656,0.9316147,0.897929,0.9810621,0.9437232,0.9395901,0.9077479,0.9264285,0.0370978999999999,0.0180806,0.0177729000000001,-0.0183429000000001,0.0370978999999999,0.0176991000000001,0.00795089999999998,-0.0183429000000001,0.0102035,0.000381499999999924,0.0100509000000001,0.9823009,0.9261824,0.2015657,0.1974024,0.9920491,0.9159789,0.2576394,0.2576394,0.0344791999999999,0.0176991000000001,0.00795089999999998,0.0336857,-0.039359,0.000381499999999924,0.0373389000000001,0.0041331,0.0318421999999999,-0.0186805999999999,-2.51000000001111e-05,0.0139475
"Ys0...191",0.5,-1,0.75,1,0.9739011,0.9345101,0.9197031,0.8838939,0.8945742,0.9929332,0.9593,0.9433282,0.9432023,0.9298521,0.9217415,0.9739784,0.9344816,0.9431729,0.883695,0.8946056,0.039391,0.014807,0.0358092,-0.0106803,0.039391,0.0159718000000001,0.0133502000000001,-0.0106803,0.0212941999999998,-0.00116480000000008,0.0211682999999999,0.9840282,0.9185383,0.1947436,0.1947436,0.9866498,0.8972441,0.2538912,0.2538912,0.0336331999999999,0.0159718000000001,0.0133502000000001,0.00811059999999997,0.00813520000000001,-0.00116480000000008,0.0394968,-0.00869129999999996,0.0594779,-0.0109106,-4.59000000000431e-05,0.0234983
"Ys0...192",0.5,-1,0.75,1.5,0.9729866,0.9331819,0.9185413,0.8808589,0.8875953,0.9929037,0.9592705,0.9433042,0.943135,0.9292057,0.9232307,0.9730526,0.9331092,0.943132,0.880639,0.8876152,0.0398047,0.0146406,0.0376824,-0.00673639999999998,0.0398047,0.0159663,0.0139292999999999,-0.00673639999999998,0.0224274000000001,-0.00132569999999999,0.0222582,0.9840337,0.9172156,0.1948506,0.1948506,0.9860707,0.8947882,0.2553186,0.2553186,0.0336331999999999,0.0159663,0.0139292999999999,0.00597500000000006,0.0157183000000001,-0.00132569999999999,0.0399434000000001,-0.0100228,0.062493,-0.0069762000000001,-4.60999999999379e-05,0.0246634
"Ys0...193",0.5,0,-0.75,-1.5,0.9801308,0.9523698,0.9299429,0.9123696,0.9126114,0.988341,0.9582104,0.9250108,0.9250354,0.9207018,0.8870032,0.9801821,0.9524553,0.9250106,0.9122627,0.9125684,0.0277609999999999,0.0224269,0.0175733,-0.000241799999999959,0.0277609999999999,0.0331996,0.00433359999999994,-0.000241799999999959,0.00246700000000011,-0.0107727,0.00249160000000004,0.9931994,0.9191702,0.2061986,0.1788396,0.9956664,0.9167032,0.3085256,0.3085256,0.0301306,0.0331996,0.00433359999999994,0.0336986,-0.0338184,-0.0107727,0.0277267999999999,0.0274447,0.0127479,-0.000305699999999964,-9.42999999999916e-05,-0.00501779999999996
"Ys0...194",0.5,0,-0.75,-1,0.9785452,0.9511007,0.9363467,0.9070711,0.9112316,0.9895515,0.960798,0.9291716,0.9292064,0.9219468,0.8917751,0.9786088,0.9510551,0.9291676,0.9067594,0.9111962,0.0274445,0.014754,0.0292756,-0.00416050000000001,0.0274445,0.0316264000000001,0.00725960000000003,-0.00416050000000001,0.00514359999999991,-0.0168724,0.00517839999999992,0.9875968,0.9194743,0.1981317,0.1762026,0.9927404,0.9143307,0.2976936,0.2976936,0.0287535,0.0316264000000001,0.00725960000000003,0.0301716999999999,-0.0304628,-0.0168724,0.0275536999999999,0.0218875000000001,0.0224082,-0.00443680000000002,-9.89999999999602e-05,-0.00713350000000001
"Ys0...195",0.5,0,-0.75,1,0.9735194,0.9453269,0.9422364,0.8907227,0.8953749,0.9905206,0.9628905,0.9324674,0.9324355,0.9203475,0.9130872,0.9735707,0.9453847,0.9323759,0.8904594,0.895372,0.0281925000000001,0.0030905,0.0515137,-0.0046522,0.0281925000000001,0.0304231,0.012088,-0.0046522,0.0120931,-0.0273326,0.0120612,0.9758189,0.9149038,0.1964247,0.1835652,0.987912,0.9028107,0.294434,0.294434,0.0276301,0.0304231,0.012088,0.0072603,0.000711100000000076,-0.0273326,0.028186,0.0130087999999999,0.0419165,-0.00491259999999993,-5.42000000000042e-05,-0.00991829999999994
"Ys0...196",0.5,0,-0.75,1.5,0.9727733,0.9443604,0.9425119,0.8883552,0.8912217,0.9904987,0.9628771,0.9324126,0.932355,0.9197616,0.9144818,0.9728082,0.9443761,0.932337,0.888133,0.8911665,0.0284129,0.00184850000000003,0.0541566999999999,-0.00286649999999999,0.0284129,0.0304645,0.0125934000000001,-0.00286649999999999,0.0129472999999999,-0.028616,0.0128896999999999,0.9744593,0.9138959,0.1974728,0.185525,0.9874066,0.9009486,0.2957668,0.2957668,0.0276215999999999,0.0304645,0.0125934000000001,0.00527979999999995,0.0055347,-0.028616,0.0284321,0.0120391000000001,0.044204,-0.00303350000000002,-9.01000000000929e-05,-0.0101906
"Ys0...197",0.5,0,-0.2,-1.5,0.9801689,0.9524136,0.9263955,0.9124538,0.912649,0.9882897,0.9582509,0.9250751,0.925051,0.9207094,0.8870163,0.9801821,0.9524553,0.9250106,0.9122627,0.9125684,0.0277553,0.0260180999999999,0.0139417000000001,-0.000195200000000062,0.0277553,0.0331758,0.00434159999999995,-0.000195200000000062,0.00244240000000007,-0.00715770000000004,0.00241829999999998,0.993216,0.9192378,0.2060095,0.178671,0.9956584,0.9167954,0.3084792,0.3084792,0.0300388,0.0331758,0.00434159999999995,0.0336931,-0.0337535000000001,-0.00715770000000004,0.0277267999999999,0.0274447,0.0127479,-0.000305699999999964,-9.38000000000327e-05,-0.00142660000000006
