"","a1","g6","rho","beta2","Ys0","Ys1","Ys2","Ys3","Ys4","Ys0.prime","Ys1.prime","Ys2.prime","Ys2.dprime","Ys3.dprime","Ys4.dprime","Ys0.star","Ys1.star","Ys2.star","Ys3.star","Ys4.star","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","diff_PZ_1.0","uppb_P2_z_1.0","uppb_P2_1_1.0","uppb_P2_bo_1.0","uppb_P2_bn_1.0","uppb_P3_z_1.0","uppb_P3_1_1.0","uppb_P3_bo_1.0","uppb_P3_bn_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...83",-0.5,-1.5,-0.75,1,0.8609995,0.7960634,0.9440475,0.8735576,0.8867582,0.9327079,0.872518,0.908173,0.9081045,0.9253608,0.9176295,0.8611428,0.7961788,0.9080846,0.8733598,0.8868651,0.0649361000000001,-0.1479841,0.0704899,-0.0132006,0.0649361000000001,-0.035655,-0.0172563,-0.0132006,-0.0245829000000001,-0.1123291,0.0246514000000001,0.964345,0.8317184,0.438618,0.438618,0.9827437,0.8563013,0.3330694,0.3330694,0.0601899,-0.035655,-0.0172563,0.0077313,-0.0408371000000001,-0.1123291,0.064964,-0.1119058,0.0347248,-0.0135052999999999,-3.64000000000475e-05,-0.0360783
"Ys0...84",-0.5,-1.5,-0.75,1.5,0.8571827,0.7903776,0.9443977,0.870222,0.8787074,0.9307789,0.8699346,0.9067162,0.9066799,0.9247625,0.919107,0.8573264,0.7905062,0.9066809,0.8700578,0.8787304,0.0668051,-0.1540201,0.0741757,-0.00848539999999998,0.0668051,-0.0367816,-0.0180826000000001,-0.00848539999999998,-0.0249802,-0.1172385,0.0250165,0.9632184,0.8271592,0.4466984,0.4466984,0.9819174,0.8521394,0.3371152,0.3371152,0.0608443,-0.0367816,-0.0180826000000001,0.00565550000000004,-0.0331966,-0.1172385,0.0668202,-0.1161747,0.0366231,-0.00867260000000003,-0.000120700000000085,-0.0378454
"Ys0...85",-0.5,-1.5,-0.2,-1.5,0.92186,0.8735735,0.9233177,0.9110904,0.9325223,0.9496368,0.894882,0.9205592,0.9204036,0.9257066,0.8899823,0.9218968,0.8735141,0.9204338,0.9109607,0.932462,0.0482865,-0.0497442,0.0122273000000001,-0.0214319000000001,0.0482865,-0.0256772000000001,-0.00530300000000006,-0.0214319000000001,-0.00653669999999984,-0.0240669999999999,0.00669229999999987,0.9881603,0.8992507,0.3691176,0.3691176,0.994697,0.9057874,0.3077796,0.3077796,0.0547548,-0.0256772000000001,-0.00530300000000006,0.0357243,-0.0703168,-0.0240669999999999,0.0483827,-0.0469197,0.00947310000000001,-0.0215013000000001,-9.70999999999611e-05,-0.00282450000000001
"Ys0...86",-0.5,-1.5,-0.2,-1,0.9023507,0.8493827,0.9230431,0.9002983,0.9275489,0.9458857,0.8899169,0.9177656,0.917668,0.9271138,0.8950562,0.9024103,0.8493616,0.917669,0.9000292,0.9275389,0.0529679999999999,-0.0736604,0.0227448,-0.0272506,0.0529679999999999,-0.0278486999999999,-0.00944579999999995,-0.0272506,-0.0136211000000001,-0.0458117,0.0137187,0.9769331,0.8772314,0.384635,0.384635,0.9905542,0.8908525,0.3104364,0.3104364,0.0559688,-0.0278486999999999,-0.00944579999999995,0.0320576,-0.0760277000000001,-0.0458117,0.0530486999999999,-0.0683073999999999,0.0176398,-0.0275097000000001,-6.9600000000003e-05,-0.00535300000000005
"Ys0...87",-0.5,-1.5,-0.2,1,0.861208,0.7962212,0.9182937,0.8736143,0.886871,0.9327008,0.8725582,0.9082126,0.9081647,0.9253946,0.9176278,0.8611428,0.7961788,0.9080846,0.8733598,0.8868651,0.0649868,-0.1220725,0.0446794,-0.0132567,0.0649868,-0.0356544000000001,-0.0172298999999999,-0.0132567,-0.0245088,-0.0864180999999999,0.0245567,0.9643456,0.8318756,0.4384584,0.4384584,0.9827701,0.8563844,0.3328814,0.3328814,0.0601426,-0.0356544000000001,-0.0172298999999999,0.00776679999999996,-0.040736,-0.0864180999999999,0.064964,-0.1119058,0.0347248,-0.0135052999999999,5.92999999999844e-05,-0.0101667
"Ys0...88",-0.5,-1.5,-0.2,1.5,0.8573704,0.7905457,0.9173392,0.8703872,0.8787993,0.9307606,0.8699719,0.9067428,0.9066993,0.9247604,0.9190605,0.8573264,0.7905062,0.9066809,0.8700578,0.8787304,0.0668247,-0.1267935,0.046952,-0.00841209999999992,0.0668247,-0.0367708999999999,-0.0180611000000001,-0.00841209999999992,-0.0250095,-0.0900226000000001,0.025053,0.9632291,0.8273166,0.4465706,0.4465706,0.9819389,0.8523261,0.3370806,0.3370806,0.0607887,-0.0367708999999999,-0.0180611000000001,0.00569990000000009,-0.0331290000000001,-0.0900226000000001,0.0668202,-0.1161747,0.0366231,-0.00867260000000003,-2.48999999999944e-05,-0.0106188
"Ys0...89",-0.5,-1.5,0.2,-1.5,0.9219003,0.8736663,0.9173147,0.911143,0.9324631,0.9495552,0.8948017,0.9204885,0.920445,0.9257252,0.8899781,0.9218968,0.8735141,0.9204338,0.9109607,0.932462,0.048234,-0.0436484,0.0061717,-0.0213201,0.048234,-0.0256868,-0.00528020000000007,-0.0213201,-0.00650969999999995,-0.0179616,0.00655320000000004,0.9882101,0.8993531,0.3694196,0.3694196,0.9947198,0.9058628,0.3076596,0.3076596,0.0547535,-0.0256868,-0.00528020000000007,0.0357471,-0.0701399,-0.0179616,0.0483827,-0.0469197,0.00947310000000001,-0.0215013000000001,2.40000000006901e-06,0.00327129999999998
"Ys0...90",-0.5,-1.5,0.2,-1,0.9023181,0.8494568,0.9119687,0.9002679,0.927532,0.9458777,0.8899714,0.9177106,0.9176796,0.9271245,0.8950337,0.9024103,0.8493616,0.917669,0.9000292,0.9275389,0.0528613,-0.0625119,0.0117008,-0.0272641,0.0528613,-0.0277392000000001,-0.00944489999999998,-0.0272641,-0.0136269999999999,-0.0347726999999999,0.0136579999999999,0.9769281,0.877196,0.384636,0.384636,0.9905551,0.890823,0.3103918,0.3103918,0.0559063000000001,-0.0277392000000001,-0.00944489999999998,0.0320908,-0.0760579,-0.0347726999999999,0.0530486999999999,-0.0683073999999999,0.0176398,-0.0275097000000001,-8.52999999999549e-05,0.00579549999999995
"Ys0...91",-0.5,-1.5,0.2,1,0.8609809,0.7960739,0.8974953,0.873418,0.886793,0.9327344,0.8726106,0.9080957,0.9081457,0.9254851,0.9176745,0.8611428,0.7961788,0.9080846,0.8733598,0.8868651,0.064907,-0.1014214,0.0240773,-0.013375,0.064907,-0.0354850999999999,-0.0173394,-0.013375,-0.0245196000000001,-0.0659363000000001,0.0244696000000001,0.9645149,0.831559,0.4385874,0.4385874,0.9826606,0.8560786,0.3327384,0.3327384,0.0601237999999999,-0.0354850999999999,-0.0173394,0.0078106,-0.040872,-0.0659363000000001,0.064964,-0.1119058,0.0347248,-0.0135052999999999,-8.98000000000287e-05,0.0104844000000001
"Ys0...92",-0.5,-1.5,0.2,1.5,0.8571402,0.7904055,0.895591,0.8701144,0.8786964,0.9307399,0.8700484,0.9066633,0.9067165,0.9248715,0.9190796,0.8573264,0.7905062,0.9066809,0.8700578,0.8787304,0.0667347,-0.1051855,0.0254766000000001,-0.00858200000000009,0.0667347,-0.0366148999999999,-0.0181549999999999,-0.00858200000000009,-0.0249390000000002,-0.0685706000000001,0.0248858000000001,0.9633851,0.8270204,0.4465766,0.4465766,0.981845,0.8519594,0.336824,0.336824,0.0606914999999999,-0.0366148999999999,-0.0181549999999999,0.00579189999999996,-0.0332165,-0.0685706000000001,0.0668202,-0.1161747,0.0366231,-0.00867260000000003,-0.000152200000000047,0.0109891999999999
"Ys0...93",-0.5,-1.5,0.75,-1.5,0.9218761,0.8737064,0.9085511,0.911216,0.9324207,0.9495615,0.8948694,0.9205482,0.9204045,0.9257202,0.890008,0.9218968,0.8735141,0.9204338,0.9109607,0.932462,0.0481697,-0.0348447,-0.00266490000000008,-0.0212047,0.0481697,-0.0256788,-0.00531570000000003,-0.0212047,-0.0065151,-0.00916589999999995,0.00665880000000008,0.9881692,0.8993852,0.3691648,0.3691648,0.9946843,0.9059003,0.3077506,0.3077506,0.0546920999999999,-0.0256788,-0.00531570000000003,0.0357122,-0.0700980999999999,-0.00916589999999995,0.0483827,-0.0469197,0.00947310000000001,-0.0215013000000001,2.06000000000373e-05,0.0120750000000001
"Ys0...94",-0.5,-1.5,0.75,-1,0.9022947,0.8494391,0.8949268,0.9003048,0.9275186,0.9458546,0.8899315,0.9178494,0.9176558,0.9270875,0.8950153,0.9024103,0.8493616,0.917669,0.9000292,0.9275389,0.0528556,-0.0454877,-0.00537799999999999,-0.0272138,0.0528556,-0.0279179000000001,-0.00943169999999993,-0.0272138,-0.0135161,-0.0175698,0.0137097,0.9770522,0.877357,0.3844382,0.3844382,0.9905683,0.8908731,0.3105134,0.3105134,0.0559231,-0.0279179000000001,-0.00943169999999993,0.0320722,-0.0760632,-0.0175698,0.0530486999999999,-0.0683073999999999,0.0176398,-0.0275097000000001,-9.52999999999093e-05,0.0228196999999999
"Ys0...95",-0.5,-1.5,0.75,1,0.8609395,0.7962123,0.8664719,0.873556,0.8868659,0.9327256,0.8724849,0.9081713,0.9081633,0.9253962,0.9176891,0.8611428,0.7961788,0.9080846,0.8733598,0.8868651,0.0647272,-0.0702596,-0.00708410000000004,-0.0133099,0.0647272,-0.0356864,-0.0172329,-0.0133099,-0.0244244,-0.0345732,0.0244324,0.9643136,0.8318987,0.4386876,0.4386876,0.9827671,0.8563231,0.332881,0.332881,0.0602407,-0.0356864,-0.0172329,0.00770709999999997,-0.0409629,-0.0345732,0.064964,-0.1119058,0.0347248,-0.0135052999999999,-0.00020410000000004,0.0416462000000001
"Ys0...96",-0.5,-1.5,0.75,1.5,0.8570793,0.7905434,0.8634832,0.8702819,0.878738,0.9307593,0.869942,0.9067459,0.9067471,0.9247926,0.9190991,0.8573264,0.7905062,0.9066809,0.8700578,0.8787304,0.0665359,-0.0729398,-0.00679870000000005,-0.00845609999999997,0.0665359,-0.0368039,-0.0180454999999999,-0.00845609999999997,-0.0248891000000001,-0.0361359,0.0248879000000001,0.9631961,0.8273473,0.4466242,0.4466242,0.9819545,0.8522364,0.3369206,0.3369206,0.0608173,-0.0368039,-0.0180454999999999,0.00569350000000002,-0.0333189,-0.0361359,0.0668202,-0.1161747,0.0366231,-0.00867260000000003,-0.000254700000000052,0.0432349
"Ys0...97",-0.5,-1,-0.75,-1.5,0.9135138,0.8722791,0.9339002,0.9172212,0.9298942,0.9460574,0.8911344,0.9246613,0.9246183,0.9301467,0.8926244,0.9136214,0.8721546,0.9246089,0.917212,0.9299239,0.0412347000000001,-0.0616211,0.016679,-0.012673,0.0412347000000001,-0.0335269,-0.00552839999999999,-0.012673,-0.00588679999999997,-0.0280942,0.00592979999999999,0.9885848,0.905806,0.3684086,0.3684086,0.9944716,0.9116928,0.29047,0.29047,0.0549230000000001,-0.0335269,-0.00552839999999999,0.0375223,-0.0698134,-0.0280942,0.0414668,-0.0524543,0.00739689999999993,-0.0127119,-7.78999999999641e-05,-0.00916680000000003
"Ys0...98",-0.5,-1,-0.75,-1,0.8972361,0.8503847,0.9384774,0.9080034,0.9264033,0.9424306,0.886279,0.9217889,0.9217232,0.9315738,0.8979654,0.8973516,0.8503026,0.9216978,0.9077479,0.9264285,0.0468514,-0.0880927,0.030474,-0.0183999,0.0468514,-0.0355099,-0.00985060000000004,-0.0183999,-0.0122582,-0.0525828,0.0123239000000001,0.9778912,0.8858946,0.3838642,0.3838642,0.9901494,0.8981528,0.293406,0.293406,0.0561516,-0.0355099,-0.00985060000000004,0.0336084,-0.0736324,-0.0525828,0.047049,-0.0713952,0.0139499,-0.0186805999999999,-9.03000000000986e-05,-0.0166975
"Ys0...99",-0.5,-1,-0.75,1,0.8604489,0.8012002,0.9429741,0.8838975,0.8944977,0.9296584,0.8693168,0.9116792,0.9116912,0.9298019,0.9216922,0.8605852,0.8013432,0.91165,0.883695,0.8946056,0.0592486999999999,-0.1417739,0.0590766,-0.0106001999999999,0.0592486999999999,-0.0423624,-0.0181106999999999,-0.0106001999999999,-0.0222242,-0.0994115,0.0222122,0.9596651,0.8435626,0.438008,0.438008,0.9818893,0.8657868,0.3170138,0.3170138,0.0603416,-0.0423624,-0.0181106999999999,0.0081097,-0.042015,-0.0994115,0.059242,-0.1103068,0.027955,-0.0109106,-2.84000000000395e-05,-0.0314671000000001
"Ys0...100",-0.5,-1,-0.75,1.5,0.8568528,0.7958902,0.9430451,0.8808178,0.8875838,0.9277955,0.8668078,0.9101564,0.9101795,0.9291722,0.9232591,0.8569925,0.7960436,0.9101517,0.880639,0.8876152,0.0609626,-0.1471549,0.0622273,-0.00676600000000005,0.0609626,-0.0433486,-0.0189927,-0.00676600000000005,-0.0225863000000001,-0.1038063,0.0225632,0.958421,0.8392388,0.4460716,0.4460716,0.9810073,0.8618251,0.3212966,0.3212966,0.0609877,-0.0433486,-0.0189927,0.0059131,-0.0352674000000001,-0.1038063,0.0609489000000001,-0.1141081,0.0295127000000001,-0.0069762000000001,-0.000108300000000061,-0.0330467999999999
"Ys0...101",-0.5,-1,-0.2,-1.5,0.9136011,0.8722523,0.927136,0.9173284,0.9299454,0.946047,0.8910934,0.9247398,0.924609,0.9301552,0.8926347,0.9136214,0.8721546,0.9246089,0.917212,0.9299239,0.0413488000000001,-0.0548837,0.00980759999999992,-0.012617,0.0413488000000001,-0.0336464,-0.00554619999999995,-0.012617,-0.00588350000000015,-0.0212373,0.00601430000000014,0.9885703,0.9058987,0.3683336,0.3683336,0.9944538,0.9117822,0.2904716,0.2904716,0.0549535999999999,-0.0336464,-0.00554619999999995,0.0375205,-0.0697565999999999,-0.0212373,0.0414668,-0.0524543,0.00739689999999993,-0.0127119,-4.17999999999807e-05,-0.00242940000000003
"Ys0...102",-0.5,-1,-0.2,-1,0.8972669,0.8503667,0.9263915,0.9080335,0.9264401,0.9424144,0.8862552,0.9218263,0.9217439,0.9316382,0.8979733,0.8973516,0.8503026,0.9216978,0.9077479,0.9264285,0.0469001999999999,-0.0760248,0.018358,-0.0184065999999999,0.0469001999999999,-0.0355711,-0.00989430000000002,-0.0184065999999999,-0.0122014,-0.0404537,0.0122838000000001,0.9779043,0.8859378,0.383837,0.383837,0.9901057,0.8981392,0.2932358,0.2932358,0.0561592,-0.0355711,-0.00989430000000002,0.0336649,-0.0736143,-0.0404537,0.047049,-0.0713952,0.0139499,-0.0186805999999999,-9.63000000000491e-05,-0.00462960000000001
"Ys0...103",-0.5,-1,-0.2,1,0.860653,0.8013613,0.9205951,0.8839691,0.8946207,0.9296245,0.8693299,0.9117633,0.9117508,0.9298502,0.9217132,0.8605852,0.8013432,0.91165,0.883695,0.8946056,0.0592916999999999,-0.1192338,0.036626,-0.0106516000000001,0.0592916999999999,-0.0424334000000001,-0.0180994,-0.0106516000000001,-0.0220749999999998,-0.0768003999999999,0.0220874999999999,0.9598256,0.8437947,0.4378136,0.4378136,0.9819006,0.8658697,0.316798,0.316798,0.0602946,-0.0424334000000001,-0.0180994,0.00813699999999995,-0.041879,-0.0768003999999999,0.059242,-0.1103068,0.027955,-0.0109106,5.26999999999056e-05,-0.00892700000000002
"Ys0...104",-0.5,-1,-0.2,1.5,0.857036,0.7960707,0.9195142,0.8809915,0.8876745,0.9277481,0.8668171,0.9102269,0.9102057,0.929187,0.9232115,0.8569925,0.7960436,0.9101517,0.880639,0.8876152,0.0609653,-0.1234435,0.0385226999999999,-0.00668299999999999,0.0609653,-0.0434097999999999,-0.0189813,-0.00668299999999999,-0.0225297000000001,-0.0800337,0.0225509,0.958489,0.8394805,0.445912,0.445912,0.9810187,0.8620102,0.3212146,0.3212146,0.060931,-0.0434097999999999,-0.0189813,0.00597550000000002,-0.0351751,-0.0800337,0.0609489000000001,-0.1141081,0.0295127000000001,-0.0069762000000001,-1.58000000000103e-05,-0.00933539999999988
"Ys0...105",-0.5,-1,0.2,-1.5,0.9135894,0.8723234,0.9219286,0.9173634,0.9298859,0.9459935,0.8910645,0.9246866,0.9246555,0.9301698,0.8926481,0.9136214,0.8721546,0.9246089,0.917212,0.9299239,0.041266,-0.0496052,0.00456519999999994,-0.0125225,0.041266,-0.0336221,-0.00551430000000008,-0.0125225,-0.00590360000000001,-0.0159831,0.00593470000000007,0.9885821,0.9059455,0.3684978,0.3684978,0.9944857,0.9118491,0.2903494,0.2903494,0.054929,-0.0336221,-0.00551430000000008,0.0375217,-0.0696419,-0.0159831,0.0414668,-0.0524543,0.00739689999999993,-0.0127119,5.99999999995049e-06,0.00284909999999994
"Ys0...106",-0.5,-1,0.2,-1,0.8972404,0.850449,0.9167961,0.9079782,0.9263854,0.9424301,0.8863437,0.921772,0.9217314,0.9316473,0.8979432,0.8973516,0.8503026,0.9216978,0.9077479,0.9264285,0.0467914,-0.0663471,0.00881790000000005,-0.0184072000000001,0.0467914,-0.0354283000000001,-0.00991589999999998,-0.0184072000000001,-0.0121849999999999,-0.0309187999999999,0.0122255999999999,0.9778991,0.8858773,0.3837686,0.3837686,0.9900841,0.8980623,0.2932426,0.2932426,0.0560864000000001,-0.0354283000000001,-0.00991589999999998,0.0337040999999999,-0.0736319,-0.0309187999999999,0.047049,-0.0713952,0.0139499,-0.0186805999999999,-6.81000000000154e-05,0.0050481
"Ys0...107",-0.5,-1,0.2,1,0.8604054,0.8012629,0.9023857,0.8837376,0.8945171,0.9297227,0.8694333,0.9116822,0.9116573,0.9299122,0.9217083,0.8605852,0.8013432,0.91165,0.883695,0.8946056,0.0591425,-0.1011228,0.0186480999999999,-0.0107794999999999,0.0591425,-0.0422489,-0.0182549,-0.0107794999999999,-0.0219709,-0.0588738999999999,0.0219958,0.9597742,0.8435118,0.437769,0.437769,0.9817451,0.8654827,0.316861,0.316861,0.0602894,-0.0422489,-0.0182549,0.00820389999999993,-0.0421260999999999,-0.0588738999999999,0.059242,-0.1103068,0.027955,-0.0109106,-9.13000000000164e-05,0.00918399999999997
"Ys0...108",-0.5,-1,0.2,1.5,0.8567894,0.7959811,0.9004588,0.8806938,0.8875747,0.9277866,0.866937,0.9101883,0.9101599,0.9292535,0.9231988,0.8569925,0.7960436,0.9101517,0.880639,0.8876152,0.0608083,-0.1044777,0.019765,-0.00688090000000008,0.0608083,-0.0432513,-0.0190935999999999,-0.00688090000000008,-0.0223678,-0.0612264,0.0223962,0.9585386,0.8392324,0.4457494,0.4457494,0.9809064,0.8616002,0.3211732,0.3211732,0.0608496000000001,-0.0432513,-0.0190935999999999,0.00605469999999997,-0.0353731,-0.0612264,0.0609489000000001,-0.1141081,0.0295127000000001,-0.0069762000000001,-0.000162600000000013,0.00963040000000004
"Ys0...109",-0.5,-1,0.75,-1.5,0.9135571,0.8723403,0.914215,0.9174311,0.9298767,0.9459988,0.8911318,0.9247568,0.9246286,0.9301598,0.8926678,0.9136214,0.8721546,0.9246089,0.917212,0.9299239,0.0412168000000001,-0.0418747,-0.00321610000000006,-0.0124455999999999,0.0412168000000001,-0.033625,-0.00553119999999996,-0.0124455999999999,-0.00593460000000012,-0.00824970000000003,0.00606280000000015,0.9885342,0.9059653,0.3682228,0.3682228,0.9944688,0.9118999,0.2904232,0.2904232,0.054867,-0.033625,-0.00553119999999996,0.037492,-0.0696506,-0.00824970000000003,0.0414668,-0.0524543,0.00739689999999993,-0.0127119,-1.70999999999921e-05,0.0105795999999999
"Ys0...110",-0.5,-1,0.75,-1,0.897197,0.8504197,0.9017792,0.908028,0.9263709,0.9424235,0.8862973,0.9219298,0.9217073,0.9316147,0.897929,0.8973516,0.8503026,0.9216978,0.9077479,0.9264285,0.0467773,-0.0513595,-0.00624879999999994,-0.0183429000000001,0.0467773,-0.0356325000000001,-0.00990740000000001,-0.0183429000000001,-0.0120683999999999,-0.0157269999999999,0.0122908999999999,0.9780242,0.8860522,0.3835458,0.3835458,0.9900926,0.8981206,0.293356,0.293356,0.0561262,-0.0356325000000001,-0.00990740000000001,0.0336857,-0.0736684,-0.0157269999999999,0.047049,-0.0713952,0.0139499,-0.0186805999999999,-9.70000000000137e-05,0.0200357
"Ys0...111",-0.5,-1,0.75,1,0.8603802,0.8013844,0.8750914,0.8838939,0.8945742,0.9297098,0.8692902,0.9117638,0.9116974,0.9298521,0.9217415,0.8605852,0.8013432,0.91165,0.883695,0.8946056,0.0589958,-0.073707,-0.00880250000000005,-0.0106803,0.0589958,-0.0424736,-0.0181547,-0.0106803,-0.0218812,-0.0312334,0.0219476000000001,0.9599641,0.843858,0.437892,0.437892,0.9818453,0.8657392,0.316901,0.316901,0.0604196,-0.0424736,-0.0181547,0.00811059999999997,-0.0421623,-0.0312334,0.059242,-0.1103068,0.027955,-0.0109106,-0.000173599999999996,0.0365998
"Ys0...112",-0.5,-1,0.75,1.5,0.8567484,0.7960968,0.8722249,0.8808589,0.8875953,0.927806,0.8668132,0.9102751,0.9101918,0.9292057,0.9232307,0.8569925,0.7960436,0.9101517,0.880639,0.8876152,0.0606515999999999,-0.0761280999999999,-0.00863400000000003,-0.00673639999999998,0.0606515999999999,-0.0434619000000001,-0.0190139,-0.00673639999999998,-0.0222862999999999,-0.0326661999999999,0.0223695999999999,0.9586998,0.8395587,0.4458234,0.4458234,0.9809861,0.861845,0.321205,0.321205,0.0609928000000001,-0.0434619000000001,-0.0190139,0.00597500000000006,-0.0354222000000001,-0.0326661999999999,0.0609489000000001,-0.1141081,0.0295127000000001,-0.0069762000000001,-0.000224200000000008,0.0379800000000001
"Ys0...113",-0.5,0,-0.75,-1.5,0.8894921,0.8492901,0.922122,0.9123696,0.9126114,0.9274185,0.8594471,0.9157539,0.9157268,0.9207018,0.8870032,0.8895106,0.8492568,0.9157043,0.9122627,0.9125684,0.040202,-0.0728318999999999,0.00975239999999999,-0.000241799999999959,0.040202,-0.0563068,-0.00497500000000006,-0.000241799999999959,-0.0017976999999999,-0.0165251,0.00182479999999996,0.9932273,0.9055969,0.449598,0.449598,0.995025,0.9073946,0.3271428,0.3271428,0.0679714,-0.0563068,-0.00497500000000006,0.0336986,-0.0635346,-0.0165251,0.0402538,-0.0664475,0.00344160000000004,-0.000305699999999964,-6.15000000000476e-05,-0.00638439999999996
"Ys0...114",-0.5,0,-0.75,-1,0.8812689,0.8363721,0.9248213,0.9070711,0.9112316,0.9244234,0.8556196,0.9131612,0.9131146,0.9219468,0.8917751,0.8813904,0.8363423,0.9131016,0.9067594,0.9111962,0.0448968000000001,-0.0884492,0.0177501999999999,-0.00416050000000001,0.0448968000000001,-0.0575416,-0.00883219999999996,-0.00416050000000001,-0.00432520000000014,-0.0309076,0.00437180000000015,0.9868426,0.8939137,0.4624384,0.4624384,0.9911678,0.8982389,0.3298772,0.3298772,0.0688038,-0.0575416,-0.00883219999999996,0.0301716999999999,-0.062611,-0.0309076,0.0450481,-0.0767593,0.00634219999999996,-0.00443680000000002,-0.000156900000000015,-0.0116899
"Ys0...115",-0.5,0,-0.75,1,0.8583189,0.8030738,0.926274,0.8907227,0.8953749,0.9137854,0.8423441,0.9041231,0.9041039,0.9203475,0.9130872,0.8584427,0.803202,0.9041422,0.8904594,0.895372,0.0552451,-0.1232002,0.0355513000000001,-0.0046522,0.0552451,-0.0617789999999999,-0.0162436,-0.0046522,-0.00962630000000009,-0.0614212000000002,0.00964550000000008,0.9741301,0.8648528,0.5070656,0.5070656,0.9837564,0.8744791,0.3510972,0.3510972,0.0714412999999999,-0.0617789999999999,-0.0162436,0.0072603,-0.0377542,-0.0614212000000002,0.0552407,-0.1009402,0.0136828,-0.00491259999999993,-0.000126700000000035,-0.0222600000000001
"Ys0...116",-0.5,0,-0.75,1.5,0.8555143,0.7989936,0.9260455,0.8883552,0.8912217,0.9122572,0.8403895,0.9027758,0.9027716,0.9197616,0.9144818,0.8556483,0.7991243,0.9027852,0.888133,0.8911665,0.0565207,-0.1270519,0.0376903,-0.00286649999999999,0.0565207,-0.0623863,-0.0169899999999999,-0.00286649999999999,-0.00998530000000009,-0.0646656,0.0099895000000001,0.9730247,0.8613799,0.5136694,0.5136694,0.98301,0.8713652,0.3549336,0.3549336,0.0718677,-0.0623863,-0.0169899999999999,0.00527979999999995,-0.0334828,-0.0646656,0.056524,-0.1036609,0.0146522,-0.00303350000000002,-0.000189200000000112,-0.0233910000000001
"Ys0...117",-0.5,0,-0.2,-1.5,0.889572,0.849264,0.9174691,0.9124538,0.912649,0.9274214,0.8593676,0.9158438,0.9157188,0.9207094,0.8870163,0.8895106,0.8492568,0.9157043,0.9122627,0.9125684,0.040308,-0.0682051,0.00501530000000006,-0.000195200000000062,0.040308,-0.0564762,-0.00499059999999996,-0.000195200000000062,-0.00172300000000003,-0.0117289,0.00184799999999996,0.9932864,0.9057402,0.4495772,0.4495772,0.9950094,0.9074632,0.3271436,0.3271436,0.0680537999999999,-0.0564762,-0.00499059999999996,0.0336931,-0.0634821,-0.0117289,0.0402538,-0.0664475,0.00344160000000004,-0.000305699999999964,-1.9200000000108e-05,-0.00175760000000003
"Ys0...118",-0.5,0,-0.2,-1,0.8812602,0.8363876,0.9163189,0.907086,0.9112575,0.9244198,0.8555954,0.9132095,0.9131188,0.9220042,0.8917993,0.8813904,0.8363423,0.9131016,0.9067594,0.9111962,0.0448726,-0.0799313,0.0092329000000001,-0.00417150000000011,0.0448726,-0.0576141,-0.00888540000000004,-0.00417150000000011,-0.00419889999999989,-0.0223172,0.00428959999999989,0.9869157,0.8940017,0.4623902,0.4623902,0.9911146,0.8982006,0.329754,0.329754,0.0688244,-0.0576141,-0.00888540000000004,0.0302049000000001,-0.0626178000000001,-0.0223172,0.0450481,-0.0767593,0.00634219999999996,-0.00443680000000002,-0.000191500000000011,-0.00317200000000006
"Ys0...119",-0.5,0,-0.2,1,0.8585266,0.8032411,0.910189,0.8907567,0.8954551,0.913772,0.8423663,0.9041665,0.904159,0.9203604,0.9130954,0.8584427,0.803202,0.9041422,0.8904594,0.895372,0.0552855,-0.1069479,0.0194323000000001,-0.00469839999999999,0.0552855,-0.0618002,-0.0162013999999999,-0.00469839999999999,-0.00951400000000002,-0.0451477,0.00952149999999996,0.9742846,0.8650413,0.5069344,0.5069344,0.9837986,0.8745553,0.3509612,0.3509612,0.0714057,-0.0618002,-0.0162013999999999,0.00726499999999997,-0.0376050999999999,-0.0451477,0.0552407,-0.1009402,0.0136828,-0.00491259999999993,8.00000000023005e-07,-0.00600769999999995
"Ys0...120",-0.5,0,-0.2,1.5,0.8557058,0.7991684,0.9091201,0.888493,0.8912747,0.9122191,0.8404188,0.902797,0.9027724,0.9197572,0.9144433,0.8556483,0.7991243,0.9027852,0.888133,0.8911665,0.0565374,-0.1099517,0.0206271,-0.0027817,0.0565374,-0.0623781999999999,-0.0169848,-0.0027817,-0.00996160000000001,-0.0475735,0.00998619999999995,0.9730536,0.8615466,0.5135684,0.5135684,0.9830152,0.8715082,0.3549408,0.3549408,0.0718002999999999,-0.0623781999999999,-0.0169848,0.00531390000000009,-0.0333447,-0.0475735,0.056524,-0.1036609,0.0146522,-0.00303350000000002,-5.07000000000701e-05,-0.00629080000000004
