"","X","a1","g6","rho","beta2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"160",160,-0.5,0.25,0.75,1.5,-0.000258200000000097,0.00349619999999995,6.30000000001463e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"161",161,-0.5,0.5,-0.75,-1.5,-0.000138199999999977,-0.00844449999999997,1.48000000000925e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"162",162,-0.5,0.5,-0.75,-1,-0.000221599999999933,-0.00663639999999999,2.10999999999961e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"163",163,-0.5,0.5,-0.75,1,-0.000379800000000041,0.0021293,6.7999999999846e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"164",164,-0.5,0.5,-0.75,1.5,-0.000381299999999807,0.00344809999999995,6.28999999998658e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"165",165,-0.5,0.5,-0.2,-1.5,-0.000137299999999896,-0.0084303,2.19000000000191e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"166",166,-0.5,0.5,-0.2,-1,-0.000193299999999841,-0.00662649999999998,2.91000000000041e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"167",167,-0.5,0.5,-0.2,1,-0.000328300000000059,0.00213170000000007,6.9599999999892e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"168",168,-0.5,0.5,-0.2,1.5,-0.000322199999999939,0.00345320000000005,6.40999999999003e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"169",169,-0.5,0.5,0.2,-1.5,-4.21000000000449e-05,-0.00851959999999996,-4.3999999999933e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"170",170,-0.5,0.5,0.2,-1,-0.000151499999999971,-0.00670969999999993,-3.84999999999414e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"171",171,-0.5,0.5,0.2,1,-0.00032920000000014,0.00206470000000003,6.2999999999036e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"172",172,-0.5,0.5,0.2,1.5,-0.000323399999999863,0.00338419999999995,2.99999999842093e-07,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"173",173,-0.5,0.5,0.75,-1.5,-4.11999999999635e-05,-0.00850540000000011,-3.69000000000064e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"174",174,-0.5,0.5,0.75,-1,-0.000123199999999879,-0.00669980000000003,-3.05000000000444e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"175",175,-0.5,0.5,0.75,1,-0.000277700000000047,0.00206709999999999,7.89999999983859e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"176",176,-0.5,0.5,0.75,1.5,-0.000264299999999884,0.00338929999999993,1.4999999998766e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"177",177,-0.5,1.25,-0.75,-1.5,-0.000163699999999989,-0.00818249999999998,8.29999999996112e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"178",178,-0.5,1.25,-0.75,-1,-0.000236800000000037,-0.00646219999999997,1.41999999999642e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"179",179,-0.5,1.25,-0.75,1,-0.000387199999999921,0.00192029999999999,5.5200000000033e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"180",180,-0.5,1.25,-0.75,1.5,-0.000385599999999875,0.00318930000000006,4.49000000000144e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"181",181,-0.5,1.25,-0.2,-1.5,-0.00016549999999993,-0.00816859999999997,1.53999999999987e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"182",182,-0.5,1.25,-0.2,-1,-0.000214799999999959,-0.00645249999999997,2.19999999999665e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"183",183,-0.5,1.25,-0.2,1,-0.000339700000000054,0.00192269999999994,5.6799999999968e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"184",184,-0.5,1.25,-0.2,1.5,-0.0003301,0.00319440000000004,4.60999999999379e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"185",185,-0.5,1.25,0.2,-1.5,-7.06999999998681e-05,-0.0082625999999999,-5.18999999999936e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"186",186,-0.5,1.25,0.2,-1,-0.00017950000000011,-0.00654030000000005,-4.63000000000546e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"187",187,-0.5,1.25,0.2,1,-0.000340899999999977,0.00185069999999998,-7.39999999999075e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"188",188,-0.5,1.25,0.2,1.5,-0.000334900000000027,0.00312040000000002,-1.87000000000381e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"189",189,-0.5,1.25,0.75,-1.5,-7.24999999999199e-05,-0.00824869999999989,-4.4799999999956e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"190",190,-0.5,1.25,0.75,-1,-0.000157500000000033,-0.00653060000000005,-3.85000000000524e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"191",191,-0.5,1.25,0.75,1,-0.000293399999999999,0.00185309999999994,-5.80000000005576e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"192",192,-0.5,1.25,0.75,1.5,-0.00027939999999993,0.0031255,-1.75000000000036e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"193",193,0.5,-1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"194",194,0.5,-1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"195",195,0.5,-1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"196",196,0.5,-1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"197",197,0.5,-1.25,-0.2,-1.5,0.000522799999999934,-0.0105324,-6.6400000000022e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"198",198,0.5,-1.25,-0.2,-1,0.000804000000000027,-0.0078104,-6.41000000001224e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"199",199,0.5,-1.25,-0.2,1,0.00127349999999993,0.00442290000000001,-2.86999999999926e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"200",200,0.5,-1.25,-0.2,1.5,0.0013109,0.00621520000000009,-3.60999999999834e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"201",201,0.5,-1.25,0.2,-1.5,0.000515099999999991,-0.0105035999999999,-3.1200000000009e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"202",202,0.5,-1.25,0.2,-1,0.000830700000000073,-0.00776690000000002,-2.69000000000519e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"203",203,0.5,-1.25,0.2,1,0.0013166,0.00445470000000003,4.49999999996287e-06,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"204",204,0.5,-1.25,0.2,1.5,0.00135809999999992,0.00625000000000009,-2.50000000001638e-06,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"205",205,0.5,-1.25,0.75,-1.5,0.000511999999999957,-0.0105282,-4.45000000000029e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"206",206,0.5,-1.25,0.75,-1,0.00078849999999997,-0.00779269999999999,-4.12000000000745e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"207",207,0.5,-1.25,0.75,1,0.0012842999999999,0.00443110000000013,-9.39999999993724e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"208",208,0.5,-1.25,0.75,1.5,0.00131170000000003,0.00622480000000003,-1.57000000000629e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"209",209,0.5,-0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"210",210,0.5,-0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"211",211,0.5,-0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"212",212,0.5,-0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"213",213,0.5,-0.5,-0.2,-1.5,0.000504999999999978,-0.0091216999999999,-2.879999999994e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"214",214,0.5,-0.5,-0.2,-1,0.000735399999999942,-0.00689490000000004,-2.54000000000643e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"215",215,0.5,-0.5,-0.2,1,0.00113380000000007,0.00323629999999997,-1.61000000000744e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"216",216,0.5,-0.5,-0.2,1.5,0.00117189999999989,0.00475429999999999,-1.2000000000012e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"217",217,0.5,-0.5,0.2,-1.5,0.000492400000000059,-0.0090906999999999,6.60000000007877e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"218",218,0.5,-0.5,0.2,-1,0.000747000000000053,-0.00684940000000001,1.22999999999651e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"219",219,0.5,-0.5,0.2,1,0.00115209999999999,0.00327089999999997,1.79999999999625e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"220",220,0.5,-0.5,0.2,1.5,0.00119020000000003,0.00479150000000006,2.2399999999978e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"221",221,0.5,-0.5,0.75,-1.5,0.000483599999999917,-0.00912589999999991,-1.15999999998895e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"222",222,0.5,-0.5,0.75,-1,0.000701699999999916,-0.00688610000000001,-6.60000000007877e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"223",223,0.5,-0.5,0.75,1,0.00110980000000005,0.0032373,-1.10000000008714e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"224",224,0.5,-0.5,0.75,1.5,0.00113339999999995,0.00475669999999995,4.09999999995136e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"225",225,0.5,-0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"226",226,0.5,-0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"227",227,0.5,-0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"228",228,0.5,-0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"229",229,0.5,-0.25,-0.2,-1.5,0.000462599999999869,-0.00886910000000007,-4.87000000001236e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"230",230,0.5,-0.25,-0.2,-1,0.000689199999999945,-0.00674790000000003,-4.57000000000374e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"231",231,0.5,-0.25,-0.2,1,0.00106930000000005,0.0029901,-3.32000000000665e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"232",232,0.5,-0.25,-0.2,1.5,0.00110150000000009,0.00443530000000003,-3.48000000000015e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"233",233,0.5,-0.25,0.2,-1.5,0.000454299999999797,-0.00883580000000006,-1.29000000000934e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"234",234,0.5,-0.25,0.2,-1,0.000704800000000061,-0.0067001000000001,-7.50000000004913e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"235",235,0.5,-0.25,0.2,1,0.00109960000000009,0.00302740000000001,1.69999999999337e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"236",236,0.5,-0.25,0.2,1.5,0.0011327000000001,0.0044749999999999,2.99999999953116e-07,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"237",237,0.5,-0.25,0.75,-1.5,0.000460499999999864,-0.00886980000000004,-3.07000000000501e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"238",238,0.5,-0.25,0.75,-1,0.000664200000000004,-0.00673440000000003,-2.5599999999959e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"239",239,0.5,-0.25,0.75,1,0.00105810000000006,0.00299530000000003,-1.64999999999749e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"240",240,0.5,-0.25,0.75,1.5,0.00108050000000015,0.00444199999999995,-1.70000000000448e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,3,2
"241",241,0.5,0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"242",242,0.5,0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"243",243,0.5,0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"244",244,0.5,0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"245",245,0.5,0.25,-0.2,-1.5,0.000362300000000038,-0.00845229999999997,-4.63000000000546e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"246",246,0.5,0.25,-0.2,-1,0.000558999999999976,-0.00647849999999994,-4.58999999999321e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"247",247,0.5,0.25,-0.2,1,0.000945100000000032,0.00269960000000002,-4.69999999996862e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"248",248,0.5,0.25,-0.2,1.5,0.000973599999999908,0.00405999999999995,-1.09999999999832e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"249",249,0.5,0.25,0.2,-1.5,0.000363800000000136,-0.00841749999999997,-1.03000000000186e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"250",250,0.5,0.25,0.2,-1,0.000582199999999977,-0.00642930000000008,-7.39999999999075e-06,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"251",251,0.5,0.25,0.2,1,0.000976800000000111,0.00273830000000008,3.05000000000444e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"252",252,0.5,0.25,0.2,1.5,0.00100619999999985,0.00410100000000002,2.44000000000355e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"253",253,0.5,0.25,0.75,-1.5,0.00038539999999998,-0.00845200000000002,-3.01000000000329e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"254",254,0.5,0.25,0.75,-1,0.000546899999999906,-0.00646469999999999,-2.75999999999055e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,1,2,3
"255",255,0.5,0.25,0.75,1,0.000939899999999994,0.00270539999999997,9.99999999995449e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"256",256,0.5,0.25,0.75,1.5,0.000960899999999931,0.0040675,4.70000000007964e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"257",257,0.5,0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"258",258,0.5,0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"259",259,0.5,0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"260",260,0.5,0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"261",261,0.5,0.5,-0.2,-1.5,0.000343699999999947,-0.00830549999999997,-5.25999999999582e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"262",262,0.5,0.5,-0.2,-1,0.000537400000000021,-0.00637840000000001,-5.55999999999335e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"263",263,0.5,0.5,-0.2,1,0.00091259999999993,0.00260780000000005,-8.60000000002525e-06,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"264",264,0.5,0.5,-0.2,1.5,0.000941000000000081,0.00394349999999999,-1.61000000000744e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"265",265,0.5,0.5,0.2,-1.5,0.000349900000000014,-0.00827180000000005,-1.71999999999395e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"266",266,0.5,0.5,0.2,-1,0.000565399999999938,-0.00633030000000001,-1.7599999999951e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"267",267,0.5,0.5,0.2,1,0.000948999999999978,0.00264540000000002,2.60999999999179e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"268",268,0.5,0.5,0.2,1.5,0.000978900000000005,0.00398339999999997,1.87999999999855e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"269",269,0.5,0.5,0.75,-1.5,0.000371699999999975,-0.00830489999999995,-3.68999999998953e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"270",270,0.5,0.5,0.75,-1,0.000526400000000038,-0.00636360000000002,-3.7599999999971e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,1,2,3
"271",271,0.5,0.5,0.75,1,0.000908099999999967,0.00261480000000003,6.09999999989785e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"272",272,0.5,0.5,0.75,1.5,0.000930600000000004,0.00395229999999991,-3.00000000064138e-07,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"273",273,0.5,1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"274",274,0.5,1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"275",275,0.5,1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"276",276,0.5,1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"277",277,0.5,1.25,-0.2,-1.5,0.000292600000000087,-0.0080595,-5.90999999999786e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"278",278,0.5,1.25,-0.2,-1,0.000480299999999989,-0.00622210000000001,-6.26999999999711e-05,4,1,2,3,4,2,1,3,3,2,1,4,4,1,2,3
"279",279,0.5,1.25,-0.2,1,0.000846899999999984,0.00237920000000003,-2.18999999999081e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"280",280,0.5,1.25,-0.2,1.5,0.000873700000000088,0.00366460000000002,-3.48999999999489e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"281",281,0.5,1.25,0.2,-1.5,0.000298699999999985,-0.00802709999999995,-2.42000000000298e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"282",282,0.5,1.25,0.2,-1,0.000505200000000094,-0.00617520000000005,-2.53999999999532e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,1,2,3
"283",283,0.5,1.25,0.2,1,0.000880500000000062,0.00241569999999991,1.24000000000235e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"284",284,0.5,1.25,0.2,1.5,0.000909200000000054,0.00370340000000002,-3.9999999990048e-07,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"285",285,0.5,1.25,0.75,-1.5,0.000323300000000026,-0.00806019999999996,-4.55000000000316e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"286",286,0.5,1.25,0.75,-1,0.000469199999999947,-0.00620909999999997,-4.67999999999025e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,1,2,3
"287",287,0.5,1.25,0.75,1,0.000838600000000023,0.0023844999999999,-9.09999999998412e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"288",288,0.5,1.25,0.75,1.5,0.000859500000000013,0.00367200000000012,-2.08999999998793e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"289",289,1.5,-1.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"290",290,1.5,-1.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"291",291,1.5,-1.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"292",292,1.5,-1.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"293",293,1.5,-1.25,-0.2,-1.5,0.00155849999999991,-0.0101225,-7.2800000000095e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"294",294,1.5,-1.25,-0.2,-1,0.00258740000000013,-0.00714910000000002,-6.70000000000393e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"295",295,1.5,-1.25,-0.2,1,0.00418830000000003,0.00546750000000007,-3.28999999998913e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"296",296,1.5,-1.25,-0.2,1.5,0.00431070000000011,0.00728719999999994,-3.94000000000228e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"297",297,1.5,-1.25,0.2,-1.5,0.00151869999999987,-0.010099,-6.82000000000738e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"298",298,1.5,-1.25,0.2,-1,0.00253770000000009,-0.00712959999999996,-6.4000000000064e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"299",299,1.5,-1.25,0.2,1,0.00416749999999999,0.00547750000000002,-3.00999999999219e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"300",300,1.5,-1.25,0.2,1.5,0.00429020000000002,0.00729820000000003,-3.63999999999365e-05,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"301",301,1.5,-1.25,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"302",302,1.5,-1.25,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"303",303,1.5,-1.25,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"304",304,1.5,-1.25,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"305",305,1.5,-0.5,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"306",306,1.5,-0.5,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"307",307,1.5,-0.5,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"308",308,1.5,-0.5,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"309",309,1.5,-0.5,-0.2,-1.5,0.00138420000000006,-0.00876509999999997,-3.53999999999077e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"310",310,1.5,-0.5,-0.2,-1,0.00223969999999984,-0.00629579999999996,-2.82999999999811e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"311",311,1.5,-0.5,-0.2,1,0.0035805000000001,0.0042084,-2.1600000000066e-05,4,1,3,2,4,3,1,2,4,2,1,3,4,1,3,2
"312",312,1.5,-0.5,-0.2,1.5,0.00368800000000002,0.00575199999999998,-1.65000000000859e-05,4,1,3,2,4,3,1,2,4,3,1,2,4,1,3,2
"313",313,1.5,-0.5,0.2,-1.5,0.00135359999999995,-0.00873779999999991,-2.73999999998997e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"314",314,1.5,-0.5,0.2,-1,0.00219179999999997,-0.00627180000000005,-2.17000000000134e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"315",315,1.5,-0.5,0.2,1,0.00355699999999992,0.00422330000000004,-1.49000000000399e-05,4,1,3,2,4,3,1,2,4,2,1,3,4,1,3,2
"316",316,1.5,-0.5,0.2,1.5,0.00366440000000001,0.00576790000000005,-9.60000000005401e-06,4,1,3,2,4,3,1,2,4,3,1,2,4,1,3,2
"317",317,1.5,-0.5,0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"318",318,1.5,-0.5,0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"319",319,1.5,-0.5,0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"320",320,1.5,-0.5,0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"321",321,1.5,-0.25,-0.75,-1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"322",322,1.5,-0.25,-0.75,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,2,1,3
"323",323,1.5,-0.25,-0.75,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"324",324,1.5,-0.25,-0.75,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,3,2
"325",325,1.5,-0.25,-0.2,-1.5,0.0013264999999999,-0.00851950000000001,-5.46999999999631e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"326",326,1.5,-0.25,-0.2,-1,0.00215239999999994,-0.00615699999999997,-4.7999999999937e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"327",327,1.5,-0.25,-0.2,1,0.00343780000000005,0.0039515,-3.77999999999767e-05,4,1,3,2,4,3,1,2,4,2,1,3,4,1,3,2
"328",328,1.5,-0.25,-0.2,1.5,0.0035406,0.00542220000000004,-3.82999999999356e-05,4,1,3,2,4,3,1,2,4,3,1,2,4,1,3,2
"329",329,1.5,-0.25,0.2,-1.5,0.00128779999999995,-0.00849290000000003,-4.80999999999954e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
"330",330,1.5,-0.25,0.2,-1,0.00209520000000007,-0.00613340000000007,-4.26000000000037e-05,4,2,1,3,4,2,1,3,3,2,1,4,4,2,1,3
