"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...184",0.5,-1,-0.2,1.5,-3.8734763,-0.0950494499999999,-0.00113744999999987,-0.0630109499999998,-0.0962212500000001,-0.0245294500000002,0.00981830000000006
"Ys1...185",0.5,-1,0.2,-1.5,-3.6225638,-0.23205455,-0.0632063999999999,-0.0765071000000002,-0.0248080500000003,-0.00833765000000009,0.00316969999999994
"Ys1...186",0.5,-1,0.2,-1,-3.7151186,-0.21799475,-0.0484822,-0.0715227000000001,-0.0429781999999999,-0.0143689,0.00556879999999982
"Ys1...187",0.5,-1,0.2,1,-3.8630688,-0.1125609,-0.0248967000000002,-0.0635154,-0.0719507500000001,-0.02376245,0.00956960000000029
"Ys1...188",0.5,-1,0.2,1.5,-3.8733398,-0.0950494499999999,-0.0232697000000002,-0.0629610999999999,-0.07398075,-0.02445875,0.00983060000000036
"Ys1...189",0.5,-1,0.75,-1.5,-3.6231235,-0.23205455,-0.0736967499999999,-0.0767186500000001,-0.0146647500000001,-0.00840605000000005,0.00323679999999982
"Ys1...190",0.5,-1,0.75,-1,-3.7157443,-0.21799475,-0.0664209499999999,-0.07170985,-0.0254029999999998,-0.0144951999999998,0.00561889999999998
"Ys1...191",0.5,-1,0.75,1,-3.8638201,-0.1125609,-0.0547700500000001,-0.0636831500000001,-0.0424723500000002,-0.0239737500000001,0.00958550000000002
"Ys1...192",0.5,-1,0.75,1.5,-3.8741131,-0.0950494499999999,-0.0539604499999999,-0.0631438499999999,-0.0436904500000002,-0.0246758500000004,0.00983119999999982
"Ys1...193",0.5,0,-0.75,-1.5,NA,-0.5731344,NA,NA,NA,NA,NA
"Ys1...194",0.5,0,-0.75,-1,NA,-0.530640599999999,NA,NA,NA,NA,NA
"Ys1...195",0.5,0,-0.75,1,NA,-0.2146938,NA,NA,NA,NA,NA
"Ys1...196",0.5,0,-0.75,1.5,NA,-0.162174,NA,NA,NA,NA,NA
"Ys1...197",0.5,0,-0.2,-1.5,-3.6226511,-0.57332265,-0.16276395,-0.16276395,-0.0142045500000001,-0.0142045499999996,4.44089209850063e-16
"Ys1...198",0.5,0,-0.2,-1,-3.7151789,-0.53114325,-0.16276395,-0.16276395,-0.0245221500000001,-0.0245221500000001,0
"Ys1...199",0.5,0,-0.2,1,-3.8632029,-0.2148417,-0.16276395,-0.16276395,-0.0407386500000002,-0.0407386499999998,4.44089209850063e-16
"Ys1...200",0.5,0,-0.2,1.5,-3.8734763,-0.16230735,-0.16276395,-0.16276395,-0.0419494499999997,-0.0419494500000002,-4.44089209850063e-16
"Ys1...201",0.5,0,0.2,-1.5,-3.6225638,-0.57332265,-0.1627089,-0.1627089,-0.0141496500000002,-0.0141496499999998,0
"Ys1...202",0.5,0,0.2,-1,-3.7151186,-0.53114325,-0.1627089,-0.1627089,-0.0244875000000002,-0.0244874999999998,4.44089209850063e-16
"Ys1...203",0.5,0,0.2,1,-3.8630688,-0.2148417,-0.1627089,-0.1627089,-0.0406486500000001,-0.0406486500000001,0
"Ys1...204",0.5,0,0.2,1.5,-3.8733398,-0.16230735,-0.1627089,-0.1627089,-0.0418576499999999,-0.0418576500000003,-4.44089209850063e-16
"Ys1...205",0.5,0,0.75,-1.5,-3.6231235,-0.57332265,-0.16313835,-0.16313835,-0.0142642500000001,-0.0142642499999996,0
"Ys1...206",0.5,0,0.75,-1,-3.7157443,-0.53114325,-0.16313835,-0.16313835,-0.0246516000000003,-0.0246515999999999,4.44089209850063e-16
"Ys1...207",0.5,0,0.75,1,-3.8638201,-0.2148417,-0.16313835,-0.16313835,-0.0409069500000001,-0.0409069500000001,0
"Ys1...208",0.5,0,0.75,1.5,-3.8741131,-0.16230735,-0.16313835,-0.16313835,-0.04213245,-0.04213245,-4.44089209850063e-16
"Ys1...209",0.5,1,-0.75,-1.5,NA,-0.914537600000001,NA,NA,NA,NA,NA
"Ys1...210",0.5,1,-0.75,-1,NA,-0.8437146,NA,NA,NA,NA,NA
"Ys1...211",0.5,1,-0.75,1,NA,-0.3171366,NA,NA,NA,NA,NA
"Ys1...212",0.5,1,-0.75,1.5,NA,-0.2296036,NA,NA,NA,NA,NA
"Ys1...213",0.5,1,-0.2,-1.5,-3.6226511,-0.914590749999999,-0.26969025,-0.24892515,0.00386364999999955,-0.0200076500000002,-0.0031061999999995
"Ys1...214",0.5,1,-0.2,-1,-3.7151789,-0.84429175,-0.28988325,-0.253874150000001,0.00686065000000013,-0.0346348499999998,-0.00548640000000056
"Ys1...215",0.5,1,-0.2,1,-3.8632029,-0.3171225,-0.32215715,-0.26195875,0.01210705,-0.0576499500000001,-0.00955860000000008
"Ys1...216",0.5,1,-0.2,1.5,-3.8734763,-0.22956525,-0.32439045,-0.262516949999999,0.0123223500000007,-0.0593694500000002,-0.00981830000000006
"Ys1...217",0.5,1,0.2,-1.5,-3.6225638,-0.914590749999999,-0.2622114,-0.2489107,-0.00349125000000061,-0.0199616499999999,-0.00316969999999905
"Ys1...218",0.5,1,0.2,-1,-3.7151186,-0.84429175,-0.2769356,-0.2538951,-0.00599680000000014,-0.0346060999999995,-0.00556879999999982
"Ys1...219",0.5,1,0.2,1,-3.8630688,-0.3171225,-0.300521099999999,-0.261902399999999,-0.00934655000000006,-0.0575348499999997,-0.00956959999999984
"Ys1...220",0.5,1,0.2,1.5,-3.8733398,-0.22956525,-0.3021481,-0.2624567,-0.00973454999999923,-0.0592565499999997,-0.00983059999999991
"Ys1...221",0.5,1,0.75,-1.5,-3.6231235,-0.914590749999999,-0.25257995,-0.24955805,-0.0138637500000005,-0.0201224499999997,-0.00323679999999893
"Ys1...222",0.5,1,0.75,-1,-3.7157443,-0.84429175,-0.25985575,-0.254566850000001,-0.0239001999999999,-0.034808,-0.00561890000000087
"Ys1...223",0.5,1,0.75,1,-3.8638201,-0.3171225,-0.27150665,-0.26259355,-0.0393415499999996,-0.0578401499999996,-0.00958550000000002
"Ys1...224",0.5,1,0.75,1.5,-3.8741131,-0.22956525,-0.27231625,-0.26313285,-0.0405744499999994,-0.0595890499999996,-0.00983119999999982
"Ys1...225",0.5,1.5,-0.75,-1.5,NA,-1.0852392,NA,NA,NA,NA,NA
"Ys1...226",0.5,1.5,-0.75,-1,NA,-1.0002516,NA,NA,NA,NA,NA
"Ys1...227",0.5,1.5,-0.75,1,NA,-0.368358,NA,NA,NA,NA,NA
"Ys1...228",0.5,1.5,-0.75,1.5,NA,-0.2633184,NA,NA,NA,NA,NA
"Ys1...229",0.5,1.5,-0.2,-1.5,-3.6226511,-1.0852248,-0.3231534,-0.29200575,0.0128977499999996,-0.0229092,-0.00465930000000014
"Ys1...230",0.5,1.5,-0.2,-1,-3.7151789,-1.000866,-0.353442899999999,-0.29942925,0.0225520499999998,-0.0396912,-0.00822960000000084
"Ys1...231",0.5,1.5,-0.2,1,-3.8632029,-0.3682629,-0.40185375,-0.31155615,0.0385299000000003,-0.0661055999999993,-0.0143379000000001
"Ys1...232",0.5,1.5,-0.2,1.5,-3.8734763,-0.2631942,-0.4052037,-0.31239345,0.03945825,-0.0680794499999999,-0.0147274499999996
"Ys1...233",0.5,1.5,0.2,-1.5,-3.6225638,-1.0852248,-0.31196265,-0.2920116,0.00183794999999964,-0.0228676500000002,-0.00475455000000036
"Ys1...234",0.5,1.5,0.2,-1,-3.7151186,-1.000866,-0.33404895,-0.2994882,0.00324855000000035,-0.0396653999999996,-0.00835320000000017
"Ys1...235",0.5,1.5,0.2,1,-3.8630688,-0.3682629,-0.369427200000001,-0.31149915,0.0063045000000006,-0.0659779499999997,-0.0143544000000002
"Ys1...236",0.5,1.5,0.2,1.5,-3.8733398,-0.2631942,-0.3718677,-0.3123306,0.00632699999999975,-0.0679559999999997,-0.0147458999999994
"Ys1...237",0.5,1.5,0.75,-1.5,-3.6231235,-1.0852248,-0.297300750000001,-0.2927679,-0.0136634999999998,-0.0230515499999999,-0.00485519999999973
"Ys1...238",0.5,1.5,0.75,-1,-3.7157443,-1.000866,-0.308214449999999,-0.3002811,-0.0235244999999997,-0.0398861999999998,-0.00842835000000086
"Ys1...239",0.5,1.5,0.75,1,-3.8638201,-0.3682629,-0.3256908,-0.31232115,-0.0385588499999994,-0.0663067499999999,-0.01437825
"Ys1...240",0.5,1.5,0.75,1.5,-3.8741131,-0.2631942,-0.326905200000001,-0.3131301,-0.0397954499999997,-0.0683173499999992,-0.0147467999999984
"Ys1...241",1.5,-1.5,-0.75,-1.5,NA,-0.0610295999999999,NA,NA,NA,NA,NA
"Ys1...242",1.5,-1.5,-0.75,-1,NA,-0.0610295999999999,NA,NA,NA,NA,NA
"Ys1...243",1.5,-1.5,-0.75,1,NA,-0.0610295999999999,NA,NA,NA,NA,NA
"Ys1...244",1.5,-1.5,-0.75,1.5,NA,-0.0610295999999999,NA,NA,NA,NA,NA
"Ys1...245",1.5,-1.5,-0.2,-1.5,-3.9077569,-0.0614205000000001,-0.0569018999999997,-0.0745562999999998,-0.0471979500000002,-0.0127662000000002,0.0167773499999999
"Ys1...246",1.5,-1.5,-0.2,-1,-4.0192775,-0.0614205000000001,-0.0223518,-0.0530701499999999,-0.0817480499999999,-0.0219868500000002,0.0290428499999997
"Ys1...247",1.5,-1.5,-0.2,1,-4.1975585,-0.0614205000000001,0.0329218500000001,-0.018567,-0.1370217,-0.0365964000000001,0.0489364499999998
"Ys1...248",1.5,-1.5,-0.2,1.5,-4.2099437,-0.0614205000000001,0.03674745,-0.0161913,-0.1408473,-0.0376402499999999,0.0502682999999999
"Ys1...249",1.5,-1.5,0.2,-1.5,-3.9073799,-0.0614205000000001,-0.0650395499999998,-0.0745955999999999,-0.0389586,-0.01275045,0.0166520999999999
"Ys1...250",1.5,-1.5,0.2,-1,-4.0189181,-0.0614205000000001,-0.0364567499999997,-0.0530654999999998,-0.0675414000000001,-0.02199975,0.0289329
"Ys1...251",1.5,-1.5,0.2,1,-4.1971547,-0.0614205000000001,0.00923535000000042,-0.0185385,-0.1132335,-0.0365820000000001,0.0488776499999997
"Ys1...252",1.5,-1.5,0.2,1.5,-4.2095287,-0.0614205000000001,0.0123994500000002,-0.0161329500000003,-0.1163976,-0.0376113,0.0502538999999995
"Ys1...253",1.5,-1.5,0.75,-1.5,NA,-0.0616014000000003,NA,NA,NA,NA,NA
"Ys1...254",1.5,-1.5,0.75,-1,NA,-0.0616014000000003,NA,NA,NA,NA,NA
"Ys1...255",1.5,-1.5,0.75,1,NA,-0.0616014000000003,NA,NA,NA,NA,NA
"Ys1...256",1.5,-1.5,0.75,1.5,NA,-0.0616014000000003,NA,NA,NA,NA,NA
"Ys1...257",1.5,-1,-0.75,-1.5,NA,-0.2317312,NA,NA,NA,NA,NA
"Ys1...258",1.5,-1,-0.75,-1,NA,-0.2175666,NA,NA,NA,NA,NA
"Ys1...259",1.5,-1,-0.75,1,NA,-0.112251,NA,NA,NA,NA,NA
"Ys1...260",1.5,-1,-0.75,1.5,NA,-0.0947444000000002,NA,NA,NA,NA,NA
"Ys1...261",1.5,-1,-0.2,-1.5,-3.9077569,-0.23205455,-0.16705625,-0.17882585,-0.0426793500000002,-0.0197248500000002,0.0111848999999999
"Ys1...262",1.5,-1,-0.2,-1,-4.0192775,-0.21799475,-0.14402285,-0.16450175,-0.0739001499999996,-0.0340593500000002,0.0193618999999998
"Ys1...263",1.5,-1,-0.2,1,-4.1975585,-0.1125609,-0.10717375,-0.14149965,-0.123719,-0.0567688,0.0326243000000002
"Ys1...264",1.5,-1,-0.2,1.5,-4.2099437,-0.0950494499999999,-0.10462335,-0.13991585,-0.12720095,-0.0583962500000004,0.0335122000000001
"Ys1...265",1.5,-1,0.2,-1.5,-3.9073799,-0.23205455,-0.1723965,-0.1787672,-0.0371601000000004,-0.0196879999999999,0.0111013999999998
"Ys1...266",1.5,-1,0.2,-1,-4.0189181,-0.21799475,-0.1533413,-0.1644138,-0.0644070999999999,-0.034046,0.0192885999999999
"Ys1...267",1.5,-1,0.2,1,-4.1971547,-0.1125609,-0.1228799,-0.1413958,-0.10782715,-0.0567261499999998,0.0325851000000008
"Ys1...268",1.5,-1,0.2,1.5,-4.2095287,-0.0950494499999999,-0.1207705,-0.1397921,-0.1108653,-0.0583411000000003,0.0335025999999998
"Ys1...269",1.5,-1,0.75,-1.5,NA,-0.23230395,NA,NA,NA,NA,NA
"Ys1...270",1.5,-1,0.75,-1,NA,-0.2181575,NA,NA,NA,NA,NA
"Ys1...271",1.5,-1,0.75,1,NA,-0.1128363,NA,NA,NA,NA,NA
"Ys1...272",1.5,-1,0.75,1.5,NA,-0.0952787999999996,NA,NA,NA,NA,NA
"Ys1...273",1.5,0,-0.75,-1.5,NA,-0.5731344,NA,NA,NA,NA,NA
"Ys1...274",1.5,0,-0.75,-1,NA,-0.530640599999999,NA,NA,NA,NA,NA
"Ys1...275",1.5,0,-0.75,1,NA,-0.2146938,NA,NA,NA,NA,NA
"Ys1...276",1.5,0,-0.75,1.5,NA,-0.162174,NA,NA,NA,NA,NA
"Ys1...277",1.5,0,-0.2,-1.5,-3.9077569,-0.57332265,-0.38736495,-0.38736495,-0.0336421499999999,-0.0336421499999999,0
"Ys1...278",1.5,0,-0.2,-1,-4.0192775,-0.53114325,-0.38736495,-0.38736495,-0.05820435,-0.05820435,0
"Ys1...279",1.5,0,-0.2,1,-4.1975585,-0.2148417,-0.38736495,-0.38736495,-0.0971136000000001,-0.0971136000000001,-4.44089209850063e-16
"Ys1...280",1.5,0,-0.2,1.5,-4.2099437,-0.16230735,-0.387364949999999,-0.38736495,-0.0999082499999999,-0.0999082499999999,-4.44089209850063e-16
"Ys1...281",1.5,0,0.2,-1.5,-3.9073799,-0.57332265,-0.3871104,-0.3871104,-0.0335630999999998,-0.0335630999999998,0
"Ys1...282",1.5,0,0.2,-1,-4.0189181,-0.53114325,-0.3871104,-0.3871104,-0.0581385000000001,-0.0581385000000001,-4.44089209850063e-16
"Ys1...283",1.5,0,0.2,1,-4.1971547,-0.2148417,-0.3871104,-0.3871104,-0.0970144500000001,-0.0970144500000001,0
"Ys1...284",1.5,0,0.2,1.5,-4.2095287,-0.16230735,-0.3871104,-0.3871104,-0.0998006999999999,-0.0998007000000003,0
"Ys1...285",1.5,0,0.75,-1.5,NA,-0.57370905,NA,NA,NA,NA,NA
"Ys1...286",1.5,0,0.75,-1,NA,-0.5312697,NA,NA,NA,NA,NA
"Ys1...287",1.5,0,0.75,1,NA,-0.2153061,NA,NA,NA,NA,NA
"Ys1...288",1.5,0,0.75,1.5,NA,-0.1626336,NA,NA,NA,NA,NA
"Ys1...289",1.5,1,-0.75,-1.5,NA,-0.914537600000001,NA,NA,NA,NA,NA
"Ys1...290",1.5,1,-0.75,-1,NA,-0.8437146,NA,NA,NA,NA,NA
"Ys1...291",1.5,1,-0.75,1,NA,-0.3171366,NA,NA,NA,NA,NA
"Ys1...292",1.5,1,-0.75,1.5,NA,-0.2296036,NA,NA,NA,NA,NA
"Ys1...293",1.5,1,-0.2,-1.5,-3.9077569,-0.914590749999999,-0.60767365,-0.59590405,-0.0246049500000005,-0.0475594499999996,-0.0111848999999991
"Ys1...294",1.5,1,-0.2,-1,-4.0192775,-0.84429175,-0.63070705,-0.610228149999999,-0.04250855,-0.0823493499999994,-0.0193618999999989
"Ys1...295",1.5,1,-0.2,1,-4.1975585,-0.3171225,-0.667556149999999,-0.63323025,-0.0705081999999999,-0.1374584,-0.0326243000000002
"Ys1...296",1.5,1,-0.2,1.5,-4.2099437,-0.22956525,-0.670106550000001,-0.63481405,-0.0726155499999992,-0.14142025,-0.0335122000000005
"Ys1...297",1.5,1,0.2,-1.5,-3.9073799,-0.914590749999999,-0.601824300000001,-0.5954536,-0.0299661000000002,-0.0474382000000002,-0.0111013999999994
"Ys1...298",1.5,1,0.2,-1,-4.0189181,-0.84429175,-0.6208795,-0.609807,-0.0518698999999998,-0.0822309999999993,-0.0192885999999994
"Ys1...299",1.5,1,0.2,1,-4.1971547,-0.3171225,-0.6513409,-0.632825,-0.0862017499999999,-0.13730275,-0.0325850999999995
"Ys1...300",1.5,1,0.2,1.5,-4.2095287,-0.22956525,-0.6534503,-0.6344287,-0.0887360999999993,-0.1412603,-0.0335026000000003
"Ys1...301",1.5,1,0.75,-1.5,NA,-0.91511415,NA,NA,NA,NA,NA
"Ys1...302",1.5,1,0.75,-1,NA,-0.8443819,NA,NA,NA,NA,NA
"Ys1...303",1.5,1,0.75,1,NA,-0.3177759,NA,NA,NA,NA,NA
"Ys1...304",1.5,1,0.75,1.5,NA,-0.229988400000001,NA,NA,NA,NA,NA
"Ys1...305",1.5,1.5,-0.75,-1.5,NA,-1.0852392,NA,NA,NA,NA,NA
"Ys1...306",1.5,1.5,-0.75,-1,NA,-1.0002516,NA,NA,NA,NA,NA
"Ys1...307",1.5,1.5,-0.75,1,NA,-0.368358,NA,NA,NA,NA,NA
"Ys1...308",1.5,1.5,-0.75,1.5,NA,-0.2633184,NA,NA,NA,NA,NA
"Ys1...309",1.5,1.5,-0.2,-1.5,-3.9077569,-1.0852248,-0.717828,-0.7001736,-0.0200863500000006,-0.0545181000000001,-0.0167773499999999
"Ys1...310",1.5,1.5,-0.2,-1,-4.0192775,-1.000866,-0.7523781,-0.72165975,-0.0346606500000002,-0.0944218499999998,-0.0290428499999997
"Ys1...311",1.5,1.5,-0.2,1,-4.1975585,-0.3682629,-0.807651750000001,-0.7561629,-0.0572054999999994,-0.1576308,-0.0489364499999994
"Ys1...312",1.5,1.5,-0.2,1.5,-4.2099437,-0.2631942,-0.811477350000001,-0.7585386,-0.0589691999999999,-0.162176249999999,-0.0502682999999982
"Ys1...313",1.5,1.5,0.2,-1.5,-3.9073799,-1.0852248,-0.709181249999999,-0.6996252,-0.0281676000000006,-0.0543757500000002,-0.0166520999999999
"Ys1...314",1.5,1.5,0.2,-1,-4.0189181,-1.000866,-0.73776405,-0.721155299999999,-0.0487355999999997,-0.0942772499999993,-0.0289328999999992
"Ys1...315",1.5,1.5,0.2,1,-4.1971547,-0.3682629,-0.78345615,-0.7556823,-0.0807953999999995,-0.157446899999999,-0.0488776499999997
"Ys1...316",1.5,1.5,0.2,1.5,-4.2095287,-0.2631942,-0.78662025,-0.75808785,-0.0832037999999997,-0.1619901,-0.0502538999999995
"Ys1...317",1.5,1.5,0.75,-1.5,NA,-1.0858167,NA,NA,NA,NA,NA
"Ys1...318",1.5,1.5,0.75,-1,NA,-1.000938,NA,NA,NA,NA,NA
"Ys1...319",1.5,1.5,0.75,1,NA,-0.3690108,NA,NA,NA,NA,NA
"Ys1...320",1.5,1.5,0.75,1.5,NA,-0.2636658,NA,NA,NA,NA,NA
