"","a1","g6","rho","beta2","g2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"165",-1.5,1,0.75,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"166",-1.5,1,0.75,0.5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"167",-1.5,1,0.75,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"168",-1.5,1,0.75,1.5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"169",-1.5,1,-0.75,-1.5,1.5,0.000228199999999901,-0.0080732,1.22999999999651e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"170",-1.5,1,-0.75,-1,1.5,0.000497299999999923,-0.00620520000000002,2.34999999999541e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"171",-1.5,1,-0.75,-0.5,1.5,0.000652599999999892,-0.00392579999999987,1.95000000000611e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"172",-1.5,1,-0.75,0,1.5,0.000792499999999974,-0.00150440000000007,5.6799999999968e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"173",-1.5,1,-0.75,0.5,1.5,0.0008220000000001,0.000708699999999896,5.96999999999959e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"174",-1.5,1,-0.75,1,1.5,0.000841900000000062,0.00245629999999997,5.48000000000215e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"175",-1.5,1,-0.75,1.5,1.5,0.00087970000000015,0.00375759999999992,4.96999999999304e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"176",-1.5,1,-0.2,-1.5,1.5,0.00026169999999992,-0.00813019999999998,-8.60000000002525e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"177",-1.5,1,-0.2,-1,1.5,0.000487899999999986,-0.00626109999999991,2.50000000001638e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"178",-1.5,1,-0.2,-0.5,1.5,0.000675599999999887,-0.00398009999999993,-1.09999999997612e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"179",-1.5,1,-0.2,0,1.5,0.000807000000000002,-0.00155550000000004,3.69999999999537e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"180",-1.5,1,-0.2,0.5,1.5,0.000853500000000063,0.000661299999999865,4.00999999999874e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"181",-1.5,1,-0.2,1,1.5,0.00086940000000002,0.00240829999999992,3.3599999999967e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"182",-1.5,1,-0.2,1.5,1.5,0.000897100000000095,0.00371100000000002,2.93999999999572e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"183",-1.5,1,0.2,-1.5,1.5,0.000282899999999864,-0.00809369999999998,2.63000000000346e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"184",-1.5,1,0.2,-1,1.5,0.000507799999999947,-0.00622469999999997,3.98999999999816e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"185",-1.5,1,0.2,-0.5,1.5,0.000713399999999975,-0.00394369999999988,3.4400000000101e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"186",-1.5,1,0.2,0,1.5,0.00084799999999996,-0.0015174,7.17000000000079e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"187",-1.5,1,0.2,0.5,1.5,0.000882600000000067,0.000699899999999976,7.50000000000473e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"188",-1.5,1,0.2,1,1.5,0.000895500000000049,0.00244859999999991,6.81000000000154e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"189",-1.5,1,0.2,1.5,1.5,0.00093080000000012,0.00375190000000003,6.41000000000114e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"190",-1.5,1,0.75,-1.5,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"191",-1.5,1,0.75,-1,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"192",-1.5,1,0.75,-0.5,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"193",-1.5,1,0.75,0,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"194",-1.5,1,0.75,0.5,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"195",-1.5,1,0.75,1,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"196",-1.5,1,0.75,1.5,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,4,1,2,3
"197",-0.5,1,-0.75,-1.5,-1.5,9.05999999999407e-05,0.0252754000000001,-8.24999999999854e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"198",-0.5,1,-0.75,-1,-1.5,0.000445000000000029,0.0183146000000001,-9.92999999999133e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"199",-0.5,1,-0.75,-0.5,-1.5,0.000589199999999956,0.0104604,8.60000000002525e-06,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"200",-0.5,1,-0.75,0,-1.5,0.00064260000000016,0.00277840000000007,0.000174600000000025,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"201",-0.5,1,-0.75,0.5,-1.5,0.000693900000000025,-0.00456080000000003,0.000156600000000062,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"202",-0.5,1,-0.75,1,-1.5,0.000759499999999802,-0.0103238999999999,8.94000000000172e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"203",-0.5,1,-0.75,1.5,-1.5,0.000830800000000131,-0.0146096999999999,2.40999999999714e-05,4,3,1,2,4,2,1,3,4,2,1,3,4,2,1,3
"204",-0.5,1,-0.2,-1.5,-1.5,7.90999999999986e-05,0.025253,-9.57000000000319e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"205",-0.5,1,-0.2,-1,-1.5,0.00043559999999998,0.0183009,-9.36999999999744e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"206",-0.5,1,-0.2,-0.5,-1.5,0.00060159999999998,0.0104464,1.439999999997e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"207",-0.5,1,-0.2,0,-1.5,0.000625900000000068,0.0027566,0.000173700000000054,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"208",-0.5,1,-0.2,0.5,-1.5,0.000670000000000059,-0.00457770000000013,0.000158199999999997,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"209",-0.5,1,-0.2,1,-1.5,0.000737199999999882,-0.0103437,8.85999999999942e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"210",-0.5,1,-0.2,1.5,-1.5,0.000799200000000111,-0.0146288,2.1599999999955e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"211",-0.5,1,0.2,-1.5,-1.5,0.000387099999999974,0.0252696,-0.000123600000000001,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"212",-0.5,1,0.2,-1,-1.5,0.000736199999999965,0.0183034,-0.000136299999999978,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"213",-0.5,1,0.2,-0.5,-1.5,0.000886500000000012,0.010443,-3.29000000000024e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"214",-0.5,1,0.2,0,-1.5,0.000874000000000041,0.00273429999999997,0.0001139,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"215",-0.5,1,0.2,0.5,-1.5,0.00100820000000013,-0.00461260000000008,9.33000000000739e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"216",-0.5,1,0.2,1,-1.5,0.00105019999999989,-0.0103717,3.18000000000263e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"217",-0.5,1,0.2,1.5,-1.5,0.00108880000000011,-0.0146434,-2.3200000000001e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"218",-0.5,1,0.75,-1.5,-1.5,0.00037559999999992,0.0252471999999999,-0.000136800000000048,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"219",-0.5,1,0.75,-1,-1.5,0.000726800000000027,0.0182897,-0.000130699999999928,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"220",-0.5,1,0.75,-0.5,-1.5,0.000898899999999925,0.0104289999999999,-2.71000000000576e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"221",-0.5,1,0.75,0,-1.5,0.000857300000000061,0.00271250000000001,0.00011300000000003,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"222",-0.5,1,0.75,0.5,-1.5,0.000984300000000049,-0.00462950000000006,9.49000000000089e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"223",-0.5,1,0.75,1,-1.5,0.00102789999999986,-0.0103915,3.10000000000032e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"224",-0.5,1,0.75,1.5,-1.5,0.00105720000000009,-0.0146625,-2.57000000000174e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"225",-0.5,1,-0.75,-1.5,-1,0.000254799999999999,0.0169251,3.02000000000913e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"226",-0.5,1,-0.75,-1,-1,0.000349600000000061,0.0120660999999999,0.000131399999999893,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"227",-0.5,1,-0.75,-0.5,-1,0.000398200000000015,0.00648159999999998,-3.9999999990048e-07,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"228",-0.5,1,-0.75,0,-1,0.000528499999999932,0.000731999999999955,-0.000125399999999942,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"229",-0.5,1,-0.75,0.5,-1,0.000622699999999976,-0.00419480000000005,-2.20000000000775e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"230",-0.5,1,-0.75,1,-1,0.000639299999999898,-0.00817049999999986,-4.92999999999189e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"231",-0.5,1,-0.75,1.5,-1,0.000665000000000027,-0.011045,-6.04000000000715e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"232",-0.5,1,-0.2,-1.5,-1,0.000224599999999908,0.0169161999999999,1.66000000000333e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"233",-0.5,1,-0.2,-1,-1,0.000403000000000042,0.0120714999999999,0.000132199999999916,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"234",-0.5,1,-0.2,-0.5,-1,0.000419100000000006,0.00648539999999997,-1.19999999992348e-06,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"235",-0.5,1,-0.2,0,-1,0.000538599999999945,0.000729399999999991,-0.000132599999999927,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"236",-0.5,1,-0.2,0.5,-1,0.000650000000000039,-0.00419380000000003,-2.57000000000174e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"237",-0.5,1,-0.2,1,-1,0.000668000000000002,-0.00816589999999984,-5.00999999999419e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"238",-0.5,1,-0.2,1.5,-1,0.000692899999999996,-0.0110412999999999,-6.30000000000353e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"239",-0.5,1,0.2,-1.5,-1,0.000372099999999986,0.0169041999999999,1.09000000000359e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"240",-0.5,1,0.2,-1,-1,0.000556000000000112,0.0120382999999999,0.000103599999999981,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"241",-0.5,1,0.2,-0.5,-1,0.00066250000000001,0.0064478,-3.23999999999325e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"242",-0.5,1,0.2,0,-1,0.000762900000000011,0.000683799999999901,-0.000173499999999938,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"243",-0.5,1,0.2,0.5,-1,0.000823299999999971,-0.00424910000000012,-7.62000000000818e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"244",-0.5,1,0.2,1,-1,0.000859199999999949,-0.00821969999999994,-9.80999999999899e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"245",-0.5,1,0.2,1.5,-1,0.000906499999999921,-0.01109,-0.000104900000000074,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"246",-0.5,1,0.75,-1.5,-1,0.000341899999999895,0.0168953000000001,-2.69999999991111e-06,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"247",-0.5,1,0.75,-1,-1,0.000609400000000204,0.0120436999999999,0.000104399999999893,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"248",-0.5,1,0.75,-0.5,-1,0.000683400000000112,0.0064516,-3.31999999999555e-05,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"249",-0.5,1,0.75,0,-1,0.000773000000000024,0.000681199999999937,-0.000180699999999923,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"250",-0.5,1,0.75,0.5,-1,0.000850600000000035,-0.00424810000000009,-7.99000000000216e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"251",-0.5,1,0.75,1,-1,0.000887900000000053,-0.00821509999999992,-9.89000000000129e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"252",-0.5,1,0.75,1.5,-1,0.000934400000000002,-0.0110863,-0.000107500000000038,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"253",-0.5,1,-0.75,-1.5,-0.5,0.000175400000000048,0.00891529999999996,0.000170299999999957,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"254",-0.5,1,-0.75,-1,-0.5,0.00021709999999997,0.00608920000000002,0.000202699999999889,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"255",-0.5,1,-0.75,-0.5,-0.5,0.0002551999999999,0.00286279999999994,7.1999999999961e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"256",-0.5,1,-0.75,0,-0.5,0.000316800000000006,-0.000384000000000051,6.15000000000476e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"257",-0.5,1,-0.75,0.5,-0.5,0.000349500000000003,-0.00307289999999993,9.63000000000491e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"258",-0.5,1,-0.75,1,-0.5,0.000342500000000023,-0.00527939999999993,4.70000000000192e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"259",-0.5,1,-0.75,1.5,-0.5,0.000370399999999993,-0.00685989999999992,8.60000000013628e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"260",-0.5,1,-0.2,-1.5,-0.5,0.000196200000000091,0.00891609999999998,0.000162400000000007,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"261",-0.5,1,-0.2,-1,-0.5,0.000301399999999896,0.00610140000000003,0.000202799999999947,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"262",-0.5,1,-0.2,-0.5,-0.5,0.000338599999999856,0.00286680000000006,6.72999999999924e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"263",-0.5,1,-0.2,0,-0.5,0.000406099999999965,-0.000389100000000031,5.09000000000759e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"264",-0.5,1,-0.2,0.5,-0.5,0.000440800000000019,-0.00307170000000001,9.1999999999981e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"265",-0.5,1,-0.2,1,-0.5,0.000439399999999868,-0.00527429999999995,4.5599999999979e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"266",-0.5,1,-0.2,1.5,-0.5,0.000471499999999847,-0.00685009999999997,8.50000000007789e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"267",-0.5,1,0.2,-1.5,-0.5,0.000244899999999992,0.00886519999999991,0.000119699999999945,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"268",-0.5,1,0.2,-1,-0.5,0.000329199999999918,0.00601940000000001,0.00014269999999994,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"269",-0.5,1,0.2,-0.5,-0.5,0.000387999999999833,0.00279850000000004,1.77999999999567e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"270",-0.5,1,0.2,0,-0.5,0.000425800000000032,-0.000453600000000054,1.40000000004026e-06,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"271",-0.5,1,0.2,0.5,-0.5,0.000445999999999946,-0.00314879999999995,2.91000000000041e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"272",-0.5,1,0.2,1,-0.5,0.000460800000000039,-0.00534509999999999,-1.56000000000045e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"273",-0.5,1,0.2,1.5,-0.5,0.000491199999999914,-0.00692079999999995,-5.10999999998596e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"274",-0.5,1,0.75,-1.5,-0.5,0.000265700000000146,0.00886599999999993,0.000111799999999995,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"275",-0.5,1,0.75,-1,-0.5,0.000413499999999956,0.00603160000000003,0.000142799999999887,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4
"276",-0.5,1,0.75,-0.5,-0.5,0.0004713999999999,0.00280250000000004,1.30999999999881e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"277",-0.5,1,0.75,0,-0.5,0.000515099999999991,-0.000458700000000034,-9.19999999993149e-06,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"278",-0.5,1,0.75,0.5,-0.5,0.000537299999999852,-0.00314759999999992,2.4800000000047e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"279",-0.5,1,0.75,1,-0.5,0.000557699999999994,-0.0053399999999999,-1.69999999999337e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"280",-0.5,1,0.75,1.5,-0.5,0.000592299999999768,-0.006911,-5.1199999999918e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"281",-0.5,1,-0.75,-1.5,0,0.000118400000000074,0.00231099999999995,0.000149099999999902,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"282",-0.5,1,-0.75,-1,0,9.72999999998558e-05,0.00122899999999992,0.000161899999999826,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"283",-0.5,1,-0.75,-0.5,0,7.120000000016e-05,6.30999999999826e-05,8.7200000000065e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"284",-0.5,1,-0.75,0,0,0.000114300000000012,-0.00116479999999997,6.41000000000114e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"285",-0.5,1,-0.75,0.5,0,0.00011759999999994,-0.00197760000000002,7.2799999999984e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"286",-0.5,1,-0.75,1,0,0.000120099999999956,-0.00265610000000005,8.0800000000103e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"287",-0.5,1,-0.75,1.5,0,0.000137999999999971,-0.00311890000000004,6.09000000000304e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"288",-0.5,1,-0.2,-1.5,0,0.000166800000000022,0.00233329999999998,0.000166599999999906,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"289",-0.5,1,-0.2,-1,0,0.000201799999999919,0.00125379999999997,0.000180399999999858,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"290",-0.5,1,-0.2,-0.5,0,0.000160800000000072,7.08999999999849e-05,9.30000000000097e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"291",-0.5,1,-0.2,0,0,0.000203699999999918,-0.00116519999999998,6.29999999999242e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"292",-0.5,1,-0.2,0.5,0,0.000213699999999983,-0.00197249999999993,7.57000000000119e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"293",-0.5,1,-0.2,1,0,0.000218999999999969,-0.00265090000000012,8.41000000000314e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"294",-0.5,1,-0.2,1.5,0,0.000240200000000024,-0.00311079999999997,6.44000000000755e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"295",-0.5,1,0.2,-1.5,0,0.000116400000000016,0.00225429999999993,0.000112399999999901,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"296",-0.5,1,0.2,-1,0,0.000157899999999933,0.00115179999999993,0.000105799999999823,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"297",-0.5,1,0.2,-0.5,0,0.000168999999999975,-1.02000000000713e-05,3.33000000000139e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"298",-0.5,1,0.2,0,0,0.000191299999999894,-0.0012413,5.59999999993899e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"299",-0.5,1,0.2,0.5,0,0.000190400000000035,-0.00205720000000009,7.69999999994386e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"300",-0.5,1,0.2,1,0,0.000200300000000042,-0.00273240000000008,1.30000000000408e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"301",-0.5,1,0.2,1.5,0,0.000209799999999927,-0.00319219999999998,-5.79999999994474e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"302",-0.5,1,0.75,-1.5,0,0.000164799999999965,0.00227659999999996,0.000129899999999905,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"303",-0.5,1,0.75,-1,0,0.000262399999999996,0.00117659999999997,0.000124299999999855,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"304",-0.5,1,0.75,-0.5,0,0.000258599999999998,-2.40000000006901e-06,3.90999999999586e-05,3,2,1,4,3,2,1,4,4,2,1,3,3,2,1,4
"305",-0.5,1,0.75,0,0,0.000280699999999912,-0.00124170000000001,4.49999999996287e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"306",-0.5,1,0.75,0.5,0,0.000286499999999967,-0.0020521,1.05999999999717e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"307",-0.5,1,0.75,1,0,0.000299200000000055,-0.00272720000000004,1.63000000000801e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"308",-0.5,1,0.75,1.5,0,0.000311999999999979,-0.00318409999999991,-2.2999999998996e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"309",-0.5,1,-0.75,-1.5,0.5,4.26000000001148e-05,-0.00257050000000003,6.68999999999809e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"310",-0.5,1,-0.75,-1,0.5,-2.4799999999936e-05,-0.00236380000000003,8.45000000000429e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"311",-0.5,1,-0.75,-0.5,0.5,-6.01000000000074e-05,-0.00200159999999994,4.84000000000595e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"312",-0.5,1,-0.75,0,0.5,-4.94000000000883e-05,-0.00154870000000007,7.29999999999897e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"313",-0.5,1,-0.75,0.5,0.5,-8.25999999999327e-05,-0.000990599999999953,8.16999999999624e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"314",-0.5,1,-0.75,1,0.5,-0.00010510000000008,-0.000542000000000042,7.9200000000057e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"315",-0.5,1,-0.75,1.5,0.5,-9.68999999998443e-05,-0.000195599999999962,4.91999999999715e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"316",-0.5,1,-0.2,-1.5,0.5,4.54000000001953e-05,-0.00256979999999996,7.15000000000021e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"317",-0.5,1,-0.2,-1,0.5,3.37999999999727e-05,-0.00235800000000008,9.53999999999677e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"318",-0.5,1,-0.2,-0.5,0.5,9.00000000081391e-07,-0.00200429999999996,5.16000000000405e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"319",-0.5,1,-0.2,0,0.5,1.96999999999559e-05,-0.00155800000000006,7.10999999999906e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"320",-0.5,1,-0.2,0.5,0.5,-1.99999999894729e-07,-0.000994900000000021,8.36999999999088e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"321",-0.5,1,-0.2,1,0.5,-2.3200000000001e-05,-0.000545600000000035,8.15000000000676e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"322",-0.5,1,-0.2,1.5,0.5,-1.79999999999625e-05,-0.00019659999999988,5.18999999999936e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"323",-0.5,1,0.2,-1.5,0.5,6.8000000000179e-05,-0.00262969999999996,1.28999999999824e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"324",-0.5,1,0.2,-1,0.5,2.57000000001284e-05,-0.00243119999999997,2.65000000000404e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"325",-0.5,1,0.2,-0.5,0.5,2.43000000000881e-05,-0.00206239999999991,-1.99999999994649e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"326",-0.5,1,0.2,0,0.5,1.91000000000496e-05,-0.00161790000000006,1.64999999999749e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"327",-0.5,1,0.2,0.5,0.5,-1.86999999999271e-05,-0.00106339999999994,1.80999999999099e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"328",-0.5,1,0.2,1,0.5,-2.98000000000798e-05,-0.000613000000000086,1.01000000000129e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"329",-0.5,1,0.2,1.5,0.5,-1.63999999999165e-05,-0.000265999999999877,-2.04000000000315e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"330",-0.5,1,0.75,-1.5,0.5,7.08000000001485e-05,-0.00262899999999999,1.75000000000036e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"331",-0.5,1,0.75,-1,0.5,8.43000000000371e-05,-0.00242540000000002,3.73999999999652e-05,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
"332",-0.5,1,0.75,-0.5,0.5,8.53000000000659e-05,-0.00206509999999993,1.20000000003451e-06,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3
