"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...120",-0.5,0,-0.2,1.5,-2.44623470054086,-0.0735570000000001,0.749942104145453,0.749942104145454,0.23665425,0.23665425,0
"Ys1...121",-0.5,0,0.2,-1.5,-2.31586966911165,-0.4654158,0.75125369828603,0.75125369828603,0.0682619999999998,0.0682620000000003,4.44089209850063e-16
"Ys1...122",-0.5,0,0.2,-1,-2.37398979423835,-0.4178073,0.75125369828603,0.751253698286029,0.12278205,0.12278205,0
"Ys1...123",-0.5,0,0.2,1,-2.44282557845921,-0.1004982,0.75125369828603,0.75125369828603,0.2260986,0.2260986,0
"Ys1...124",-0.5,0,0.2,1.5,-2.44461757262756,-0.0734673000000003,0.75125369828603,0.75125369828603,0.2367822,0.2367822,0
"Ys1...125",-0.5,0,0.75,-1.5,-2.31621951062286,-0.46536915,0.750700838647709,0.750700838647709,0.0681384,0.0681384,0
"Ys1...126",-0.5,0,0.75,-1,-2.37442914492098,-0.41790825,0.750700838647709,0.750700838647709,0.12279255,0.12279255,0
"Ys1...127",-0.5,0,0.75,1,-2.44307983197328,-0.1004121,0.750700838647709,0.750700838647709,0.2261133,0.2261133,4.44089209850063e-16
"Ys1...128",-0.5,0,0.75,1.5,-2.44492955614045,-0.0732632999999998,0.750700838647709,0.750700838647709,0.2367996,0.2367996,0
"Ys1...129",-0.5,1,-0.75,-1.5,-2.31707229067699,-0.969889521889703,0.94207985397847,1.11028628765845,0.249207733918774,0.091081005082025,0.0100797048432315
"Ys1...130",-0.5,1,-0.75,-1,-2.37509681108269,-0.912210403006439,0.787095123424972,1.09839666089669,0.445427471071525,0.163785877401037,0.0296599438012293
"Ys1...131",-0.5,1,-0.75,1,-2.44398100386954,-0.221140708377836,0.478235680264582,1.05593802719241,0.814264673282431,0.301376677105243,0.064814350750642
"Ys1...132",-0.5,1,-0.75,1.5,-2.4458514144078,-0.150532985657841,0.446797504709257,1.04967290301387,0.852188130639822,0.315503793323427,0.0661910609882153
"Ys1...133",-0.5,1,-0.2,-1.5,-2.31740049993361,-0.970018217180275,0.994922493821721,1.11027982553826,0.196279166144646,0.0911202586093003,0.0101984241811977
"Ys1...134",-0.5,1,-0.2,-1,-2.37553803595746,-0.912302987219575,0.884775670340651,1.09839427791291,0.347667586849591,0.163985150766782,0.0299361714894535
"Ys1...135",-0.5,1,-0.2,1,-2.4442862583456,-0.221188845594193,0.659906032762126,1.05605754222523,0.632600948355399,0.30135454136465,0.0649051024723555
"Ys1...136",-0.5,1,-0.2,1.5,-2.44623470054086,-0.150709913146112,0.636439299137623,1.04978748806136,0.662421860361191,0.315487947737707,0.0664142763002484
"Ys1...137",-0.5,1,0.2,-1.5,-2.31586966911165,-0.969857216725561,1.03565464438925,1.11232955576073,0.157443215385593,0.0908109014944722,0.0100425974803517
"Ys1...138",-0.5,1,0.2,-1,-2.37398979423834,-0.912159041087158,0.958077811101042,1.10066351244217,0.276259198154516,0.163523076768724,0.0298495799553367
"Ys1...139",-0.5,1,0.2,1,-2.44282557845921,-0.221360379810931,0.794323116640356,1.05851729340497,0.500254592546054,0.301405997283232,0.0653455815017923
"Ys1...140",-0.5,1,0.2,1.5,-2.44461757262756,-0.150804102207519,0.776560580803147,1.05220069212825,0.52453611610181,0.315555061984336,0.0666590572076293
"Ys1...141",-0.5,1,0.75,-1.5,-2.31621951062286,-0.969818753513457,1.08745493637226,1.11141193373309,0.104705682855526,0.0905168565054013,0.00976817101070049
"Ys1...142",-0.5,1,0.75,-1,-2.37442914492098,-0.912344297461809,1.05501699088022,1.09965775701446,0.178361260484313,0.163651665256974,0.0299311709068957
"Ys1...143",-0.5,1,0.75,1,-2.44307983197328,-0.221181388237743,0.975109704071013,1.05768644023237,0.318639628221736,0.301608166121538,0.0655452740611571
"Ys1...144",-0.5,1,0.75,1.5,-2.44492955614045,-0.150502959307222,0.965239480035867,1.05137989393119,0.33498119742152,0.315823243117684,0.0669824595914861
"Ys1...145",-0.5,1.5,-0.75,-1.5,-2.31707229067699,-1.22212840783456,1.03815473891105,1.29046438943102,0.339615950878162,0.102425857623037,0.0151195572648453
"Ys1...146",-0.5,1.5,-0.75,-1,-2.37509681108269,-1.15926052950966,0.805677643080803,1.27262994928838,0.606661531607288,0.184199141101555,0.0444899157018446
"Ys1...147",-0.5,1.5,-0.75,1,-2.44398100386954,-0.281361762566754,0.342388478340218,1.20894199873196,1.10836030992365,0.339028315657866,0.0972215261259626
"Ys1...148",-0.5,1.5,-0.75,1.5,-2.4458514144078,-0.189119453486763,0.29523121500723,1.19954431246414,1.15992424595973,0.354897739985141,0.0992865914823202
"Ys1...149",-0.5,1.5,-0.2,-1.5,-2.31740049993361,-1.22227660077041,1.11741268865985,1.29044868623467,0.26020772421697,0.10246936291395,0.0152976362717956
"Ys1...150",-0.5,1.5,-0.2,-1,-2.37553803595746,-1.15939850582936,0.952192453438249,1.27262036479664,0.460013005274386,0.184489351150173,0.0449042572341805
