"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...123",-0.5,0,0.2,1,-0.0296933,-0.0336558,0.0175861,0.00419510000000001,-0.00594139999999999,0.00645300000000004,-0.000996600000000014
"Ys1...124",-0.5,0,0.2,1.5,-0.0295915,-0.0290856,0.0177029,0.00408490000000006,-0.00592949999999992,0.00666699999999998,-0.00102150000000001
"Ys1...125",-0.5,0,0.75,-1.5,-0.0351728,-0.1740821,0.00856509999999999,0.00661390000000006,0.00146560000000007,0.0030251,-0.000391699999999995
"Ys1...126",-0.5,0,0.75,-1,-0.0327665,-0.1213436,0.00871630000000001,0.00549309999999992,0.0022259,0.00475860000000006,-0.000690500000000038
"Ys1...127",-0.5,0,0.75,1,-0.0297997,-0.0336352,0.0087197,0.00422640000000007,0.00299450000000001,0.00667659999999992,-0.000811200000000012
"Ys1...128",-0.5,0,0.75,1.5,-0.0296025999999999,-0.0291002,0.00876369999999993,0.00423340000000005,0.00295780000000001,0.006656,-0.000832099999999891
"Ys1...129",-0.5,1,-0.75,-1.5,-0.0341159999999999,-0.2860459,0.0146904999999999,0.00604630000000006,-0.00476389999999993,0.00363610000000003,-0.000244199999999917
"Ys1...130",-0.5,1,-0.75,-1,-0.0314875999999999,-0.1974697,0.0204666999999999,0.00504459999999995,-0.00940479999999999,0.00553020000000004,-0.000487099999999963
"Ys1...131",-0.5,1,-0.75,1,-0.0294987,-0.0342431,0.0284998,0.00372119999999998,-0.0167749,0.00711530000000005,-0.0008883999999999
"Ys1...132",-0.5,1,-0.75,1.5,-0.0296457,-0.0282082,0.0288765,0.00366769999999994,-0.0170579,0.00720470000000006,-0.000946200000000008
"Ys1...133",-0.5,1,-0.2,-1.5,-0.0342093999999999,-0.2860459,0.0121133999999999,0.00611430000000002,-0.00207819999999992,0.00367729999999999,-0.00024360000000001
"Ys1...134",-0.5,1,-0.2,-1,-0.0315823000000001,-0.1974697,0.015806,0.0050732,-0.0046313,0.00557379999999996,-0.00052770000000002
"Ys1...135",-0.5,1,-0.2,1,-0.0296011,-0.034174,0.0209247,0.00380979999999997,-0.00907119999999995,0.00719930000000002,-0.000844400000000078
"Ys1...136",-0.5,1,-0.2,1.5,-0.0295065,-0.0281981,0.0211005999999999,0.00364850000000005,-0.00931729999999997,0.00720569999999998,-0.000929099999999905
"Ys1...137",-0.5,1,0.2,-1.5,-0.0340553,-0.2860459,0.0100228,0.00602979999999997,-0.000179499999999999,0.00360309999999997,-0.000210400000000055
"Ys1...138",-0.5,1,0.2,-1,-0.0315432,-0.1974486,0.0122427000000001,0.0050058999999999,-0.00122670000000002,0.00566709999999992,-0.000343000000000204
"Ys1...139",-0.5,1,0.2,1,-0.0296497,-0.0341351000000001,0.0152886,0.00377270000000007,-0.00351139999999994,0.00726890000000002,-0.000735599999999947
"Ys1...140",-0.5,1,0.2,1.5,-0.0294486,-0.0281301,0.0153754,0.00377710000000009,-0.00367649999999997,0.00734350000000006,-0.000578299999999921
"Ys1...141",-0.5,1,0.75,-1.5,-0.0341486999999999,-0.2860459,0.0074457,0.00609780000000004,0.00250620000000001,0.00364429999999993,-0.000209800000000038
"Ys1...142",-0.5,1,0.75,-1,-0.0315647,-0.1974486,0.00748249999999995,0.00502199999999997,0.00358950000000002,0.00568619999999997,-0.000363800000000025
"Ys1...143",-0.5,1,0.75,1,-0.0295118,-0.0341823,0.00763559999999996,0.00385610000000003,0.00409510000000002,0.00726990000000005,-0.000604699999999903
"Ys1...144",-0.5,1,0.75,1.5,-0.029675,-0.0282605,0.00761080000000003,0.00370029999999999,0.004301,0.0074149,-0.000796600000000036
"Ys1...145",-0.5,1.5,-0.75,-1.5,-0.0340779,-0.3256865,0.0121135999999999,0.00546230000000003,-0.00251329999999994,0.00398469999999995,-0.000153300000000023
"Ys1...146",-0.5,1.5,-0.75,-1,-0.0314645,-0.2287089,0.0177446,0.00456269999999992,-0.00659569999999998,0.0060910999999999,-0.000495100000000193
"Ys1...147",-0.5,1.5,-0.75,1,-0.0295639,-0.0351123999999999,0.0256012999999999,0.00338000000000005,-0.0138192,0.00759370000000004,-0.00080839999999982
"Ys1...148",-0.5,1.5,-0.75,1.5,-0.0295072,-0.0283321,0.0259155999999999,0.00338799999999995,-0.0141325,0.00778920000000005,-0.000605899999999937
"Ys1...149",-0.5,1.5,-0.2,-1.5,-0.0342653000000001,-0.3257923,0.0103324,0.00552619999999993,-0.000526799999999938,0.00408529999999996,-0.000194100000000197
"Ys1...150",-0.5,1.5,-0.2,-1,-0.0313635000000001,-0.2287173,0.0137,0.00466640000000007,-0.00258230000000004,0.00599340000000004,-0.0004578999999999
"Ys1...151",-0.5,1.5,-0.2,1,-0.0295301,-0.0350298,0.0187098,0.00342940000000003,-0.00690160000000006,0.00780959999999997,-0.000569199999999936
"Ys1...152",-0.5,1.5,-0.2,1.5,-0.0296114,-0.0282393,0.0189184,0.00336259999999999,-0.00714230000000005,0.00773670000000004,-0.000676799999999922
"Ys1...153",-0.5,1.5,0.2,-1.5,-0.0339911000000001,-0.3256865,0.00853409999999999,0.00544180000000005,0.00106380000000006,0.00397320000000001,-0.000182899999999986
"Ys1...154",-0.5,1.5,0.2,-1,-0.0313879,-0.2287007,0.0107596,0.00470760000000003,0.00030360000000007,0.0060581999999999,-0.000297400000000114
